temperature_K,total_conversion
449.5248,0.00000000
449.7749,0.00436845
450.0250,0.00435072
450.2751,0.00000000
450.5253,0.00033808
450.7754,0.00005242
451.0255,0.00019334
451.2756,0.00000000
451.5258,0.00348392
451.7759,0.00124845
452.0260,0.00090260
452.2761,0.00221442
452.5263,0.00100536
452.7764,0.00042449
453.0265,0.00088766
453.2766,0.00097375
453.5268,0.00143317
453.7769,0.00020721
454.0270,0.00354355
454.2771,0.00326105
454.5273,0.00000000
454.7774,0.00344482
455.0275,0.00210902
455.2776,0.00256076
455.5278,0.00000978
455.7779,0.00094524
456.0280,0.00000000
456.2781,0.00496086
456.5283,0.00000000
456.7784,0.00299778
457.0285,0.00335521
457.2786,0.00000000
457.5288,0.00008014
457.7789,0.00112351
458.0290,0.00000000
458.2791,0.00188958
458.5293,0.00034855
458.7794,0.00200347
459.0295,0.00135181
459.2796,0.00453158
459.5298,0.00337941
459.7799,0.00118931
460.0300,0.00395529
460.2801,0.00325163
460.5303,0.00087117
460.7804,0.00236242
461.0305,0.00000000
461.2806,0.00048679
461.5308,0.00000000
461.7809,0.00093950
462.0310,0.00000000
462.2811,0.00361170
462.5313,0.00165520
462.7814,0.00362083
463.0315,0.00138124
463.2816,0.00362105
463.5318,0.00186127
463.7819,0.00007009
464.0320,0.00420550
464.2821,0.00231141
464.5323,0.00363093
464.7824,0.00139701
465.0325,0.00046732
465.2826,0.00000000
465.5328,0.00188245
465.7829,0.00038436
466.0330,0.00381955
466.2831,0.00314462
466.5333,0.00000000
466.7834,0.00145561
467.0335,0.00261250
467.2836,0.00000000
467.5338,0.00284392
467.7839,0.00227433
468.0340,0.00366069
468.2841,0.00000000
468.5343,0.00141517
468.7844,0.00000000
469.0345,0.00170261
469.2846,0.00076465
469.5348,0.00375904
469.7849,0.00041591
470.0350,0.00046517
470.2851,0.00363760
470.5353,0.00350823
470.7854,0.00037747
471.0355,0.00087107
471.2856,0.00134260
471.5358,0.00344718
471.7859,0.00277276
472.0360,0.00583973
472.2861,0.00000000
472.5363,0.00209659
472.7864,0.00061024
473.0365,0.00290567
473.2866,0.00173117
473.5368,0.00034550
473.7869,0.00181317
474.0370,0.00143157
474.2871,0.00000000
474.5373,0.00017045
474.7874,0.00491371
475.0375,0.00108089
475.2876,0.00337249
475.5378,0.00437823
475.7879,0.00250068
476.0380,0.00280504
476.2881,0.00342082
476.5383,0.00028439
476.7884,0.00346212
477.0385,0.00594595
477.2886,0.00257100
477.5388,0.00381766
477.7889,0.00369577
478.0390,0.00364606
478.2891,0.00478978
478.5393,0.00415785
478.7894,0.00411925
479.0395,0.00780650
479.2896,0.00601883
479.5398,0.00401752
479.7899,0.00538020
480.0400,0.00401408
480.2901,0.00057028
480.5403,0.00495702
480.7904,0.00359799
481.0405,0.00502536
481.2906,0.00599560
481.5408,0.00797995
481.7909,0.00298943
482.0410,0.00505645
482.2911,0.00676642
482.5413,0.00261572
482.7914,0.00813340
483.0415,0.00359900
483.2916,0.00751465
483.5418,0.00773638
483.7919,0.00625807
484.0420,0.00844713
484.2921,0.00592911
484.5423,0.01029340
484.7924,0.00589490
485.0425,0.00749785
485.2926,0.00377861
485.5428,0.00768511
485.7929,0.00673881
486.0430,0.00867241
486.2931,0.00874586
486.5433,0.00775884
486.7934,0.00864504
487.0435,0.01060478
487.2936,0.00658506
487.5438,0.01063992
487.7939,0.00921132
488.0440,0.00937055
488.2941,0.00751633
488.5443,0.00911531
488.7944,0.01432044
489.0445,0.01194344
489.2946,0.01021973
489.5448,0.01166066
489.7949,0.00875662
490.0450,0.01051951
490.2951,0.00826166
490.5453,0.01366821
490.7954,0.01039326
491.0455,0.01296585
491.2956,0.01100549
491.5458,0.01254776
491.7959,0.01363709
492.0460,0.00977683
492.2961,0.01112273
492.5463,0.01179220
492.7964,0.01349702
493.0465,0.01270687
493.2966,0.01621012
493.5468,0.01469967
493.7969,0.01415198
494.0470,0.01203752
494.2971,0.01423501
494.5473,0.01520478
494.7974,0.01417823
495.0475,0.01185860
495.2976,0.01654137
495.5478,0.01609609
495.7979,0.01971778
496.0480,0.02026713
496.2981,0.01561119
496.5483,0.01675621
496.7984,0.01842277
497.0485,0.01748974
497.2986,0.01999091
497.5488,0.01975945
497.7989,0.01670284
498.0490,0.02184978
498.2991,0.01918268
498.5493,0.02469484
498.7994,0.02322629
499.0495,0.02245189
499.2996,0.02144285
499.5498,0.02272128
499.7999,0.02446863
500.0500,0.02300987
500.3002,0.02488050
500.5503,0.02513960
500.8004,0.02360914
501.0505,0.02348805
501.3007,0.02547588
501.5508,0.03030505
501.8009,0.02615516
502.0510,0.02554215
502.3012,0.02908453
502.5513,0.02711220
502.8014,0.02633866
503.0515,0.02870550
503.3017,0.02834502
503.5518,0.02647938
503.8019,0.03072578
504.0520,0.02932341
504.3022,0.03208613
504.5523,0.03029235
504.8024,0.03346856
505.0525,0.03384110
505.3027,0.03093883
505.5528,0.03716123
505.8029,0.03691178
506.0530,0.03652400
506.3032,0.03926638
506.5533,0.03696277
506.8034,0.04084774
507.0535,0.03637468
507.3037,0.04021832
507.5538,0.04141078
507.8039,0.03833510
508.0540,0.04524657
508.3042,0.03953834
508.5543,0.03929129
508.8044,0.04334942
509.0545,0.04918299
509.3047,0.04455813
509.5548,0.04463529
509.8049,0.04703614
510.0550,0.05074694
510.3052,0.05031528
510.5553,0.04918349
510.8054,0.05075742
511.0555,0.04828081
511.3057,0.05177639
511.5558,0.05339310
511.8059,0.05410922
512.0560,0.05521942
512.3062,0.05596216
512.5563,0.05538725
512.8064,0.05802680
513.0565,0.05821975
513.3067,0.06082355
513.5568,0.06262537
513.8069,0.06034998
514.0570,0.06443439
514.3072,0.06633282
514.5573,0.06446486
514.8074,0.06644420
515.0575,0.06741190
515.3077,0.07069621
515.5578,0.06650302
515.8079,0.07191732
516.0580,0.07493237
516.3082,0.07221951
516.5583,0.07939484
516.8084,0.07529563
517.0585,0.07917120
517.3087,0.07402818
517.5588,0.08069491
517.8089,0.07833570
518.0590,0.08072352
518.3092,0.08342055
518.5593,0.08386149
518.8094,0.08449906
519.0595,0.08948011
519.3097,0.09183325
519.5598,0.08736880
519.8099,0.09113970
520.0600,0.09546445
520.3102,0.09552787
520.5603,0.09788415
520.8104,0.10261756
521.0605,0.10104657
521.3107,0.10290284
521.5608,0.10495102
521.8109,0.10627009
522.0610,0.10741713
522.3112,0.10634674
522.5613,0.11537178
522.8114,0.11145623
523.0615,0.11611755
523.3117,0.11403029
523.5618,0.11646070
523.8119,0.12083620
524.0620,0.12246384
524.3122,0.12344853
524.5623,0.12532857
524.8124,0.12716211
525.0625,0.12864369
525.3127,0.12754812
525.5628,0.13341917
525.8129,0.13490511
526.0630,0.13662495
526.3132,0.13785274
526.5633,0.14094737
526.8134,0.14347072
527.0635,0.14760893
527.3137,0.14857570
527.5638,0.15162871
527.8139,0.14972669
528.0640,0.15188345
528.3142,0.15244269
528.5643,0.15881490
528.8144,0.16220894
529.0645,0.16608976
529.3147,0.16267575
529.5648,0.16978584
529.8149,0.17029732
530.0650,0.17386583
530.3152,0.17482951
530.5653,0.18061374
530.8154,0.18072553
531.0655,0.17994511
531.3157,0.18494467
531.5658,0.18777620
531.8159,0.18996235
532.0660,0.18949785
532.3162,0.19827546
532.5663,0.19550869
532.8164,0.19943333
533.0665,0.20295371
533.3167,0.20519592
533.5668,0.20855088
533.8169,0.21350520
534.0670,0.21567310
534.3172,0.21680555
534.5673,0.22202237
534.8174,0.22570397
535.0675,0.22752427
535.3177,0.23105160
535.5678,0.23473834
535.8179,0.23377897
536.0680,0.24004779
536.3182,0.24155106
536.5683,0.24374255
536.8184,0.24905144
537.0685,0.25306496
537.3187,0.25499424
537.5688,0.25689673
537.8189,0.26377432
538.0690,0.26224422
538.3192,0.26745180
538.5693,0.27149552
538.8194,0.27725640
539.0695,0.27500907
539.3197,0.28253054
539.5698,0.28395900
539.8199,0.28812306
540.0700,0.28796234
540.3202,0.29458890
540.5703,0.29546575
540.8204,0.29859819
541.0705,0.30801343
541.3207,0.30899058
541.5708,0.31193960
541.8209,0.31284697
542.0710,0.31762055
542.3212,0.32303911
542.5713,0.32681223
542.8214,0.32977255
543.0715,0.32921271
543.3217,0.33551212
543.5718,0.33849091
543.8219,0.33991442
544.0720,0.34666507
544.3222,0.34864029
544.5723,0.35226509
544.8224,0.35435592
545.0725,0.35971412
545.3227,0.36211277
545.5728,0.36749453
545.8229,0.37122311
546.0730,0.37226103
546.3232,0.37787543
546.5733,0.38186026
546.8234,0.38965354
547.0735,0.38811510
547.3237,0.39185130
547.5738,0.39539330
547.8239,0.40070197
548.0740,0.40847911
548.3242,0.40890224
548.5743,0.40881265
548.8244,0.41102676
549.0745,0.41861267
549.3247,0.42385711
549.5748,0.42033537
549.8249,0.42619363
550.0750,0.42880184
550.3252,0.43309420
550.5753,0.43373936
550.8254,0.44237698
551.0755,0.44432516
551.3257,0.45237064
551.5758,0.45031521
551.8259,0.45631689
552.0760,0.45724216
552.3262,0.46304851
552.5763,0.46569262
552.8264,0.46715999
553.0765,0.46534812
553.3267,0.47429052
553.5768,0.47510953
553.8269,0.48221844
554.0770,0.48282748
554.3272,0.48717090
554.5773,0.48908132
554.8274,0.49061681
555.0775,0.49970600
555.3277,0.49953907
555.5778,0.50236525
555.8279,0.50909413
556.0780,0.50970085
556.3282,0.51373271
556.5783,0.51564535
556.8284,0.51655969
557.0785,0.52098132
557.3287,0.52492546
557.5788,0.52483639
557.8289,0.52831486
558.0790,0.53238657
558.3292,0.53397978
558.5793,0.53531560
558.8294,0.54170739
559.0795,0.54365207
559.3297,0.54480775
559.5798,0.55148734
559.8299,0.55265382
560.0800,0.55391329
560.3302,0.55586725
560.5803,0.55850836
560.8304,0.56119170
561.0805,0.56468768
561.3307,0.56622481
561.5808,0.57079180
561.8309,0.56761659
562.0810,0.57390141
562.3312,0.57387123
562.5813,0.57563554
562.8314,0.58182093
563.0815,0.58306683
563.3317,0.58768753
563.5818,0.59048564
563.8319,0.58717756
564.0820,0.59048965
564.3322,0.59412079
564.5823,0.59671863
564.8324,0.59405314
565.0825,0.60031972
565.3327,0.59761902
565.5828,0.60788058
565.8329,0.60410614
566.0830,0.60783006
566.3332,0.60660109
566.5833,0.61580661
566.8334,0.61349691
567.0835,0.61456645
567.3337,0.62266290
567.5838,0.61844161
567.8339,0.62276608
568.0840,0.62109492
568.3342,0.62444000
568.5843,0.62531718
568.8344,0.62921424
569.0845,0.63212133
569.3347,0.63241928
569.5848,0.62972388
569.8349,0.63816554
570.0850,0.63635074
570.3352,0.64194635
570.5853,0.64156246
570.8354,0.64350386
571.0855,0.64551819
571.3357,0.64899919
571.5858,0.64911745
571.8359,0.65160465
572.0860,0.65314853
572.3362,0.65391759
572.5863,0.65673026
572.8364,0.65957237
573.0865,0.66350023
573.3367,0.66239859
573.5868,0.66373982
573.8369,0.66715358
574.0870,0.67137054
574.3372,0.67017716
574.5873,0.67409499
574.8374,0.67341174
575.0875,0.67602194
575.3377,0.67950710
575.5878,0.67984589
575.8379,0.68521431
576.0880,0.68781086
576.3382,0.68554310
576.5883,0.68844577
576.8384,0.68811106
577.0885,0.69611092
577.3387,0.69382910
577.5888,0.69881913
577.8389,0.69611847
578.0890,0.70395225
578.3392,0.70204649
578.5893,0.70247566
578.8394,0.71117572
579.0895,0.71235616
579.3397,0.71455834
579.5898,0.71710653
579.8399,0.72127914
580.0900,0.71548899
580.3402,0.72133257
580.5903,0.72684422
580.8404,0.72567880
581.0905,0.72933885
581.3407,0.72838091
581.5908,0.73523553
581.8409,0.73415132
582.0910,0.73686252
582.3412,0.74308632
582.5913,0.74523708
582.8414,0.74910158
583.0915,0.74823414
583.3417,0.74965143
583.5918,0.75822219
583.8419,0.75621517
584.0920,0.75794259
584.3422,0.76161941
584.5923,0.76501610
584.8424,0.76713165
585.0925,0.76410576
585.3427,0.77292441
585.5928,0.77249111
585.8429,0.78049690
586.0930,0.78283798
586.3432,0.78168578
586.5933,0.78190730
586.8434,0.78830767
587.0935,0.78564400
587.3437,0.79663862
587.5938,0.79563454
587.8439,0.79234397
588.0940,0.80238730
588.3442,0.80737407
588.5943,0.80730877
588.8444,0.80881696
589.0945,0.81037169
589.3447,0.81621128
589.5948,0.82118940
589.8449,0.82163513
590.0950,0.82471585
590.3452,0.82722805
590.5953,0.83106326
590.8454,0.83207185
591.0955,0.83635185
591.3457,0.83960768
591.5958,0.84067632
591.8459,0.84013650
592.0960,0.84662053
592.3462,0.85141532
592.5963,0.84706395
592.8464,0.85368731
593.0965,0.85552655
593.3467,0.86015999
593.5968,0.85913253
593.8469,0.86502799
594.0970,0.86639379
594.3472,0.86999912
594.5973,0.87484845
594.8474,0.87983475
595.0975,0.87828961
595.3477,0.88017408
595.5978,0.88678764
595.8479,0.88431892
596.0980,0.88929258
596.3482,0.88824172
596.5983,0.89636311
596.8484,0.89472804
597.0985,0.89799160
597.3487,0.90301514
597.5988,0.90378538
597.8489,0.90414462
598.0990,0.90815476
598.3492,0.90908563
598.5993,0.91044025
598.8494,0.91663353
599.0995,0.91873590
599.3497,0.91889371
599.5998,0.92267879
599.8499,0.92464476
600.1001,0.92770717
600.3502,0.92881488
600.6003,0.93245459
600.8504,0.93176185
601.1006,0.93312588
601.3507,0.93751591
601.6008,0.94036244
601.8509,0.93900550
602.1011,0.93848606
602.3512,0.94654221
602.6013,0.94676594
602.8514,0.94909037
603.1016,0.94675622
603.3517,0.95236832
603.6018,0.95520740
603.8519,0.95343809
604.1021,0.95813651
604.3522,0.95668297
604.6023,0.95974416
604.8524,0.95994269
605.1026,0.96092663
605.3527,0.96741805
605.6028,0.96464372
605.8529,0.96580904
606.1031,0.96982523
606.3532,0.97063378
606.6033,0.97117389
606.8534,0.97276739
607.1036,0.97539629
607.3537,0.97519668
607.6038,0.97517129
607.8539,0.97569629
608.1041,0.97811671
608.3542,0.98269106
608.6043,0.97981587
608.8544,0.98164332
609.1046,0.98204541
609.3547,0.98312248
609.6048,0.98503254
609.8549,0.98535172
610.1051,0.98648736
610.3552,0.98247142
610.6053,0.98638807
610.8554,0.98775159
611.1056,0.98906151
611.3557,0.98984222
611.6058,0.98954775
611.8559,0.99204938
612.1061,0.99109720
612.3562,0.99400466
612.6063,0.99271883
612.8564,0.99353096
613.1066,0.99369762
613.3567,0.99243284
613.6068,0.99346644
613.8569,0.99420495
614.1071,0.99495169
614.3572,0.99600695
614.6073,0.99746550
614.8574,0.99627916
615.1076,0.99682703
615.3577,0.99578975
615.6078,0.99628895
615.8579,0.99783398
616.1081,0.99215091
616.3582,0.99294208
616.6083,0.99669482
616.8584,1.00000000
617.1086,0.99902043
617.3587,0.99471724
617.6088,0.99529684
617.8589,0.99559765
618.1091,0.99586174
618.3592,0.99996146
618.6093,1.00000000
618.8594,1.00000000
619.1096,0.99965179
619.3597,1.00000000
619.6098,0.99753671
619.8599,1.00000000
620.1101,0.99824878
620.3602,0.99901142
620.6103,0.99996565
620.8604,0.99887082
621.1106,0.99999772
621.3607,0.99972274
621.6108,1.00000000
621.8609,1.00000000
622.1111,0.99821768
622.3612,0.99950913
622.6113,1.00000000
622.8614,0.99719874
623.1116,0.99920779
623.3617,1.00000000
623.6118,0.99869020
623.8619,1.00000000
624.1121,0.99875456
624.3622,0.99619142
624.6123,0.99916213
624.8624,1.00000000
625.1126,0.99984675
625.3627,0.99944001
625.6128,0.99706883
625.8629,0.99751495
626.1131,1.00000000
626.3632,1.00000000
626.6133,1.00000000
626.8634,0.99697184
627.1136,1.00000000
627.3637,1.00000000
627.6138,0.99558500
627.8639,0.99860494
628.1141,1.00000000
628.3642,1.00000000
628.6143,1.00000000
628.8644,0.99725070
629.1146,0.99817411
629.3647,0.99908128
629.6148,0.99970368
629.8649,1.00000000
630.1151,1.00000000
630.3652,1.00000000
630.6153,0.99941756
630.8654,1.00000000
631.1156,1.00000000
631.3657,0.99998846
631.6158,0.99921081
631.8659,0.99782316
632.1161,0.99968706
632.3662,1.00000000
632.6163,1.00000000
632.8664,0.99907550
633.1166,0.99674249
633.3667,0.99912003
633.6168,0.99847060
633.8669,1.00000000
634.1171,0.99923587
634.3672,1.00000000
634.6173,1.00000000
634.8674,1.00000000
635.1176,0.99942645
635.3677,0.99884241
635.6178,0.99989938
635.8679,0.99738112
636.1181,0.99691783
636.3682,0.99998119
636.6183,1.00000000
636.8684,0.99731241
637.1186,0.99991533
637.3687,0.99893666
637.6188,0.99960452
637.8689,0.99772323
638.1191,0.99697924
638.3692,0.99895325
638.6193,1.00000000
638.8694,0.99823720
639.1196,1.00000000
639.3697,0.99794004
639.6198,0.99898697
639.8699,1.00000000
640.1201,1.00000000
640.3702,1.00000000
640.6203,1.00000000
640.8704,0.99845604
641.1206,0.99869290
641.3707,0.99856570
641.6208,1.00000000
641.8709,1.00000000
642.1211,0.99980716
642.3712,0.99830821
642.6213,1.00000000
642.8714,0.99876417
643.1216,0.99900834
643.3717,0.99740731
643.6218,0.99527042
643.8719,0.99675107
644.1221,1.00000000
644.3722,0.99993127
644.6223,1.00000000
644.8724,1.00000000
645.1226,1.00000000
645.3727,1.00000000
645.6228,1.00000000
645.8729,0.99964174
646.1231,1.00000000
646.3732,1.00000000
646.6233,0.99753332
646.8734,0.99700384
647.1236,0.99835809
647.3737,1.00000000
647.6238,1.00000000
647.8739,0.99747294
648.1241,0.99815365
648.3742,1.00000000
648.6243,1.00000000
648.8744,1.00000000
649.1246,1.00000000
649.3747,1.00000000
649.6248,0.99998962
649.8749,1.00000000
650.1251,1.00000000
650.3752,0.99761442
650.6253,1.00000000
650.8754,1.00000000
651.1256,0.99900544
651.3757,0.99575068
651.6258,0.99778711
651.8759,0.99968306
652.1261,1.00000000
652.3762,1.00000000
652.6263,1.00000000
652.8764,0.99901969
653.1266,0.99938623
653.3767,1.00000000
653.6268,1.00000000
653.8769,1.00000000
654.1271,1.00000000
654.3772,0.99926287
654.6273,1.00000000
654.8774,1.00000000
655.1276,1.00000000
655.3777,0.99931499
655.6278,1.00000000
655.8779,1.00000000
656.1281,0.99546770
656.3782,1.00000000
656.6283,1.00000000
656.8784,1.00000000
657.1286,1.00000000
657.3787,1.00000000
657.6288,0.99740700
657.8789,0.99674211
658.1291,0.99779014
658.3792,1.00000000
658.6293,0.99856899
658.8794,1.00000000
659.1296,1.00000000
659.3797,1.00000000
659.6298,1.00000000
659.8799,0.99547510
660.1301,1.00000000
660.3802,1.00000000
660.6303,0.99902425
660.8804,0.99924704
661.1306,0.99917427
661.3807,0.99763223
661.6308,1.00000000
661.8809,1.00000000
662.1311,0.99850289
662.3812,0.99978848
662.6313,1.00000000
662.8814,0.99768948
663.1316,0.99913530
663.3817,0.99778151
663.6318,0.99787816
663.8819,1.00000000
664.1321,0.99866278
664.3822,1.00000000
664.6323,0.99917686
664.8824,0.99839305
665.1326,1.00000000
665.3827,0.99831247
665.6328,1.00000000
665.8829,1.00000000
666.1331,1.00000000
666.3832,1.00000000
666.6333,1.00000000
666.8834,1.00000000
667.1336,1.00000000
667.3837,1.00000000
667.6338,1.00000000
667.8839,1.00000000
668.1341,0.99905457
668.3842,1.00000000
668.6343,0.99641236
668.8844,0.99987363
669.1346,0.99961765
669.3847,0.99966597
669.6348,1.00000000
669.8849,0.99861317
670.1351,0.99979896
670.3852,1.00000000
670.6353,0.99617606
670.8854,0.99997636
671.1356,1.00000000
671.3857,0.99750797
671.6358,1.00000000
671.8859,1.00000000
672.1361,0.99930588
672.3862,0.99710488
672.6363,1.00000000
672.8864,1.00000000
673.1366,0.99864180
673.3867,0.99831479
673.6368,1.00000000
673.8869,0.99854345
674.1371,1.00000000
674.3872,1.00000000
674.6373,1.00000000
674.8874,0.99807814
675.1376,1.00000000
675.3877,1.00000000
675.6378,0.99918409
675.8879,1.00000000
676.1381,0.99715336
676.3882,1.00000000
676.6383,0.99790015
676.8884,1.00000000
677.1386,0.99914432
677.3887,1.00000000
677.6388,1.00000000
677.8889,0.99647546
678.1391,0.99817768
678.3892,1.00000000
678.6393,1.00000000
678.8894,0.99987155
679.1396,1.00000000
679.3897,0.99689812
679.6398,1.00000000
679.8899,0.99731067
680.1401,0.99925444
680.3902,1.00000000
680.6403,0.99893258
680.8904,1.00000000
681.1406,1.00000000
681.3907,0.99940749
681.6408,0.99790949
681.8909,0.99777192
682.1411,0.99642553
682.3912,1.00000000
682.6413,0.99874436
682.8914,1.00000000
683.1416,0.99996744
683.3917,0.99743497
683.6418,1.00000000
683.8919,1.00000000
684.1421,1.00000000
684.3922,1.00000000
684.6423,1.00000000
684.8924,0.99970836
685.1426,1.00000000
685.3927,1.00000000
685.6428,0.99895800
685.8929,0.99842068
686.1431,0.99650819
686.3932,1.00000000
686.6433,1.00000000
686.8934,1.00000000
687.1436,1.00000000
687.3937,0.99942105
687.6438,1.00000000
687.8939,1.00000000
688.1441,0.99930936
688.3942,0.99601313
688.6443,0.99969916
688.8944,1.00000000
689.1446,1.00000000
689.3947,1.00000000
689.6448,0.99832389
689.8949,1.00000000
690.1451,0.99831122
690.3952,0.99643481
690.6453,1.00000000
690.8954,1.00000000
691.1456,1.00000000
691.3957,1.00000000
691.6458,0.99924001
691.8959,0.99813534
692.1461,0.99985949
692.3962,0.99879552
692.6463,0.99723902
692.8964,0.99801756
693.1466,1.00000000
693.3967,1.00000000
693.6468,1.00000000
693.8969,0.99815738
694.1471,0.99837106
694.3972,0.99824010
694.6473,0.99868846
694.8974,0.99894461
695.1476,1.00000000
695.3977,0.99661175
695.6478,1.00000000
695.8979,1.00000000
696.1481,1.00000000
696.3982,0.99828494
696.6483,0.99562640
696.8984,1.00000000
697.1486,0.99828532
697.3987,1.00000000
697.6488,0.99838558
697.8989,0.99673155
698.1491,0.99880230
698.3992,0.99928506
698.6493,1.00000000
698.8994,0.99947248
699.1496,0.99981707
699.3997,1.00000000
699.6498,1.00000000
699.8999,1.00000000
700.1501,0.99949916
700.4002,1.00000000
700.6503,1.00000000
700.9005,1.00000000
701.1506,1.00000000
701.4007,0.99737075
701.6508,0.99737708
701.9010,1.00000000
702.1511,1.00000000
702.4012,1.00000000
702.6513,1.00000000
702.9015,1.00000000
703.1516,0.99692640
703.4017,1.00000000
703.6518,0.99768526
703.9020,0.99996704
704.1521,0.99995355
704.4022,0.99457186
704.6523,0.99957405
704.9025,0.99879764
705.1526,0.99769613
705.4027,1.00000000
705.6528,0.99953085
705.9030,1.00000000
706.1531,1.00000000
706.4032,1.00000000
706.6533,1.00000000
706.9035,0.99853727
707.1536,0.99919111
707.4037,1.00000000
707.6538,0.99833094
707.9040,1.00000000
708.1541,1.00000000
708.4042,1.00000000
708.6543,0.99805414
708.9045,1.00000000
709.1546,1.00000000
709.4047,1.00000000
709.6548,1.00000000
709.9050,1.00000000
710.1551,1.00000000
710.4052,0.99943735
710.6553,0.99931452
710.9055,1.00000000
711.1556,0.99860601
711.4057,1.00000000
711.6558,1.00000000
711.9060,1.00000000
712.1561,0.99945196
712.4062,0.99897740
712.6563,1.00000000
712.9065,0.99622936
713.1566,0.99885873
713.4067,1.00000000
713.6568,1.00000000
713.9070,1.00000000
714.1571,0.99984497
714.4072,1.00000000
714.6573,1.00000000
714.9075,1.00000000
715.1576,1.00000000
715.4077,1.00000000
715.6578,0.99903922
715.9080,1.00000000
716.1581,0.99706230
716.4082,0.99733962
716.6583,1.00000000
716.9085,1.00000000
717.1586,0.99969344
717.4087,0.99997283
