temperature_K,total_conversion
460.5303,0.00149071
460.7804,0.00571974
461.0305,0.00390644
461.2806,0.00555251
461.5308,0.00843691
461.7809,0.00286537
462.0310,0.00448381
462.2811,0.00656341
462.5313,0.00768559
462.7814,0.00086707
463.0315,0.00549466
463.2816,0.00456873
463.5318,0.00393936
463.7819,0.00280856
464.0320,0.00418532
464.2821,0.00490737
464.5323,0.00252420
464.7824,0.00427100
465.0325,0.00500888
465.2826,0.00603182
465.5328,0.00516572
465.7829,0.00949578
466.0330,0.00702620
466.2831,0.00688255
466.5333,0.00662799
466.7834,0.00588028
467.0335,0.00800403
467.2836,0.00310477
467.5338,0.00652267
467.7839,0.00773373
468.0340,0.00682330
468.2841,0.01125576
468.5343,0.00505017
468.7844,0.00542711
469.0345,0.00862780
469.2846,0.00584529
469.5348,0.00783384
469.7849,0.00931286
470.0350,0.00695019
470.2851,0.00943126
470.5353,0.01123849
470.7854,0.00825109
471.0355,0.01123501
471.2856,0.00947728
471.5358,0.01064073
471.7859,0.00979526
472.0360,0.00813916
472.2861,0.00943041
472.5363,0.00918050
472.7864,0.01009560
473.0365,0.01079608
473.2866,0.01012996
473.5368,0.01373365
473.7869,0.01368176
474.0370,0.01028751
474.2871,0.00934301
474.5373,0.01190187
474.7874,0.01237041
475.0375,0.01033669
475.2876,0.00963894
475.5378,0.01606298
475.7879,0.01155636
476.0380,0.01983308
476.2881,0.01630785
476.5383,0.01373251
476.7884,0.01519395
477.0385,0.01255248
477.2886,0.01472715
477.5388,0.01591209
477.7889,0.01293477
478.0390,0.01621702
478.2891,0.01559772
478.5393,0.01661869
478.7894,0.01843409
479.0395,0.01679269
479.2896,0.01591827
479.5398,0.01700908
479.7899,0.01875959
480.0400,0.02069433
480.2901,0.01739333
480.5403,0.02377622
480.7904,0.02012555
481.0405,0.02242969
481.2906,0.02075438
481.5408,0.02156694
481.7909,0.02431476
482.0410,0.02248336
482.2911,0.02530010
482.5413,0.02441731
482.7914,0.02551602
483.0415,0.02206649
483.2916,0.02119824
483.5418,0.02316248
483.7919,0.02507044
484.0420,0.02648031
484.2921,0.02441449
484.5423,0.02767993
484.7924,0.02992575
485.0425,0.02352861
485.2926,0.02869211
485.5428,0.02876172
485.7929,0.02587777
486.0430,0.02756536
486.2931,0.02997330
486.5433,0.02843766
486.7934,0.03397393
487.0435,0.03148621
487.2936,0.03445403
487.5438,0.03606105
487.7939,0.03642651
488.0440,0.03558838
488.2941,0.03716393
488.5443,0.03201077
488.7944,0.03695488
489.0445,0.03819047
489.2946,0.03665575
489.5448,0.03576106
489.7949,0.04021119
490.0450,0.04152351
490.2951,0.04305501
490.5453,0.04444471
490.7954,0.04119655
491.0455,0.04608308
491.2956,0.04510599
491.5458,0.04871126
491.7959,0.04752202
492.0460,0.04804524
492.2961,0.04985969
492.5463,0.05229763
492.7964,0.05105827
493.0465,0.05119130
493.2966,0.05102765
493.5468,0.05553932
493.7969,0.05672141
494.0470,0.05457491
494.2971,0.05691183
494.5473,0.05987104
494.7974,0.06033179
495.0475,0.05697174
495.2976,0.06316098
495.5478,0.06373343
495.7979,0.06303920
496.0480,0.06451093
496.2981,0.06325101
496.5483,0.06860000
496.7984,0.07013579
497.0485,0.06868028
497.2986,0.07127891
497.5488,0.07416165
497.7989,0.07729198
498.0490,0.07629136
498.2991,0.07357720
498.5493,0.07623901
498.7994,0.08162572
499.0495,0.07971297
499.2996,0.08103325
499.5498,0.08305568
499.7999,0.08703695
500.0500,0.08596159
500.3002,0.08706153
500.5503,0.08761473
500.8004,0.09202017
501.0505,0.09441839
501.3007,0.09270249
501.5508,0.09507535
501.8009,0.09657984
502.0510,0.09931103
502.3012,0.10285764
502.5513,0.09953360
502.8014,0.10371327
503.0515,0.11161823
503.3017,0.10905076
503.5518,0.11029498
503.8019,0.11339521
504.0520,0.11384027
504.3022,0.11689536
504.5523,0.11526729
504.8024,0.12118009
505.0525,0.12338507
505.3027,0.12297949
505.5528,0.12608981
505.8029,0.12897992
506.0530,0.12933236
506.3032,0.13179006
506.5533,0.13383372
506.8034,0.13806891
507.0535,0.13693709
507.3037,0.14049282
507.5538,0.14601983
507.8039,0.14214571
508.0540,0.14590523
508.3042,0.15076831
508.5543,0.15241522
508.8044,0.15753683
509.0545,0.15625665
509.3047,0.16223214
509.5548,0.16337173
509.8049,0.16154372
510.0550,0.16578903
510.3052,0.16806872
510.5553,0.17454166
510.8054,0.17878812
511.0555,0.18063706
511.3057,0.18314430
511.5558,0.18565206
511.8059,0.19086963
512.0560,0.19361383
512.3062,0.19206405
512.5563,0.19641037
512.8064,0.19937829
513.0565,0.19828759
513.3067,0.20395941
513.5568,0.20490776
513.8069,0.21069465
514.0570,0.21614276
514.3072,0.21639960
514.5573,0.21929788
514.8074,0.22462285
515.0575,0.22573430
515.3077,0.23038060
515.5578,0.23009734
515.8079,0.23251091
516.0580,0.24020714
516.3082,0.23848121
516.5583,0.24366612
516.8084,0.24799658
517.0585,0.25229343
517.3087,0.24905012
517.5588,0.25628088
517.8089,0.26240149
518.0590,0.26199700
518.3092,0.27211883
518.5593,0.26894662
518.8094,0.27485370
519.0595,0.27922352
519.3097,0.28405294
519.5598,0.28447338
519.8099,0.29283003
520.0600,0.29314082
520.3102,0.29585456
520.5603,0.30107762
520.8104,0.30525933
521.0605,0.30410799
521.3107,0.31330592
521.5608,0.31369884
521.8109,0.32158073
522.0610,0.32276069
522.3112,0.32720575
522.5613,0.33043566
522.8114,0.33401544
523.0615,0.33584283
523.3117,0.33867080
523.5618,0.34239368
523.8119,0.35112029
524.0620,0.35233056
524.3122,0.35413880
524.5623,0.36038702
524.8124,0.36492946
525.0625,0.37043573
525.3127,0.37014232
525.5628,0.37220156
525.8129,0.37652369
526.0630,0.38112299
526.3132,0.38394975
526.5633,0.38761716
526.8134,0.39476625
527.0635,0.39914622
527.3137,0.40060581
527.5638,0.40385556
527.8139,0.40501770
528.0640,0.41016561
528.3142,0.41899302
528.5643,0.41866027
528.8144,0.42066270
529.0645,0.42615122
529.3147,0.43200098
529.5648,0.43450949
529.8149,0.43943150
530.0650,0.44333247
530.3152,0.44270481
530.5653,0.44424442
530.8154,0.45143628
531.0655,0.45705207
531.3157,0.45701099
531.5658,0.46199007
531.8159,0.46703219
532.0660,0.46712031
532.3162,0.47236654
532.5663,0.47506536
532.8164,0.48276008
533.0665,0.48154968
533.3167,0.48386535
533.5668,0.48714346
533.8169,0.49088952
534.0670,0.49150756
534.3172,0.50002380
534.5673,0.50172820
534.8174,0.50311155
535.0675,0.50752900
535.3177,0.50707076
535.5678,0.51422960
535.8179,0.51549201
536.0680,0.51745444
536.3182,0.51977512
536.5683,0.52277386
536.8184,0.52608635
537.0685,0.52608305
537.3187,0.53191479
537.5688,0.53300435
537.8189,0.53525854
538.0690,0.53860375
538.3192,0.54326913
538.5693,0.54280114
538.8194,0.54975775
539.0695,0.54788976
539.3197,0.55082469
539.5698,0.55572637
539.8199,0.55511945
540.0700,0.55919606
540.3202,0.56204859
540.5703,0.56341016
540.8204,0.56238805
541.0705,0.56543380
541.3207,0.56938906
541.5708,0.57159643
541.8209,0.57342001
542.0710,0.57851359
542.3212,0.58005746
542.5713,0.58025903
542.8214,0.58396981
543.0715,0.58540183
543.3217,0.58578238
543.5718,0.58556842
543.8219,0.58713256
544.0720,0.59232451
544.3222,0.59291152
544.5723,0.59478940
544.8224,0.59622780
545.0725,0.59919246
545.3227,0.59978227
545.5728,0.60222851
545.8229,0.60288661
546.0730,0.60637683
546.3232,0.60885907
546.5733,0.60888575
546.8234,0.61131559
547.0735,0.61424560
547.3237,0.61586654
547.5738,0.61369642
547.8239,0.61841296
548.0740,0.61915258
548.3242,0.62190448
548.5743,0.62137097
548.8244,0.62680621
549.0745,0.62310415
549.3247,0.62805527
549.5748,0.63026205
549.8249,0.62980152
550.0750,0.63185818
550.3252,0.63556085
550.5753,0.64025754
550.8254,0.63686167
551.0755,0.63772528
551.3257,0.64107680
551.5758,0.64390467
551.8259,0.64740837
552.0760,0.64536589
552.3262,0.64996121
552.5763,0.64823196
552.8264,0.64919107
553.0765,0.65567187
553.3267,0.65580979
553.5768,0.65995878
553.8269,0.66205746
554.0770,0.66608733
554.3272,0.66510771
554.5773,0.66283304
554.8274,0.66626502
555.0775,0.67045022
555.3277,0.67419423
555.5778,0.67306449
555.8279,0.67503236
556.0780,0.67707119
556.3282,0.67955396
556.5783,0.68182691
556.8284,0.68245264
557.0785,0.68291599
557.3287,0.68533106
557.5788,0.68938863
557.8289,0.69266865
558.0790,0.69386591
558.3292,0.69616036
558.5793,0.69641569
558.8294,0.69961358
559.0795,0.70364672
559.3297,0.70707996
559.5798,0.70723762
559.8299,0.70664083
560.0800,0.71208313
560.3302,0.71192964
560.5803,0.71372276
560.8304,0.71983512
561.0805,0.71945720
561.3307,0.72778867
561.5808,0.72610332
561.8309,0.73132676
562.0810,0.73269304
562.3312,0.73495806
562.5813,0.73975128
562.8314,0.74067254
563.0815,0.74303144
563.3317,0.74704171
563.5818,0.74870054
563.8319,0.75256149
564.0820,0.75810256
564.3322,0.75328961
564.5823,0.75799946
564.8324,0.76093886
565.0825,0.76454717
565.3327,0.76896246
565.5828,0.76883811
565.8329,0.77027330
566.0830,0.77553864
566.3332,0.77837563
566.5833,0.78164260
566.8334,0.78395332
567.0835,0.79125968
567.3337,0.79033075
567.5838,0.79447927
567.8339,0.80041452
568.0840,0.80115951
568.3342,0.80944139
568.5843,0.80825686
568.8344,0.80853876
569.0845,0.81177774
569.3347,0.81232385
569.5848,0.81522769
569.8349,0.81828388
570.0850,0.82298287
570.3352,0.82792251
570.5853,0.82925002
570.8354,0.83217598
571.0855,0.83444201
571.3357,0.83692307
571.5858,0.84379538
571.8359,0.84153139
572.0860,0.84836290
572.3362,0.84951506
572.5863,0.85213708
572.8364,0.85596334
573.0865,0.85717499
573.3367,0.86285558
573.5868,0.86777933
573.8369,0.86582402
574.0870,0.86836931
574.3372,0.87438365
574.5873,0.87677481
574.8374,0.87768924
575.0875,0.88232392
575.3377,0.88500901
575.5878,0.88702302
575.8379,0.89330670
576.0880,0.89146813
576.3382,0.89475486
576.5883,0.90027748
576.8384,0.90660920
577.0885,0.90006423
577.3387,0.90627586
577.5888,0.91309500
577.8389,0.90956174
578.0890,0.91347684
578.3392,0.91133913
578.5893,0.92087466
578.8394,0.92314961
579.0895,0.92535291
579.3397,0.92707120
579.5898,0.92719409
579.8399,0.93106551
580.0900,0.93333765
580.3402,0.93405211
580.5903,0.93653664
580.8404,0.94159090
581.0905,0.94084546
581.3407,0.94217494
581.5908,0.94181910
581.8409,0.94848653
582.0910,0.94689825
582.3412,0.95115179
582.5913,0.95353877
582.8414,0.95597299
583.0915,0.95533607
583.3417,0.95930482
583.5918,0.96051310
583.8419,0.96420220
584.0920,0.95912077
584.3422,0.96336943
584.5923,0.96671560
584.8424,0.96682295
585.0925,0.97195914
585.3427,0.96804252
585.5928,0.97076239
585.8429,0.97199871
586.0930,0.97505169
586.3432,0.97500631
586.5933,0.97897995
586.8434,0.97652681
587.0935,0.97848866
587.3437,0.97937009
587.5938,0.98052943
587.8439,0.98616498
588.0940,0.98557490
588.3442,0.98030581
588.5943,0.98591502
588.8444,0.98793130
589.0945,0.98457008
589.3447,0.98430159
589.5948,0.98609989
589.8449,0.98795418
590.0950,0.99080111
590.3452,0.98683019
590.5953,0.98924264
590.8454,0.99116693
591.0955,0.98715269
591.3457,0.99327372
591.5958,0.99239547
591.8459,0.99998573
592.0960,0.99414312
592.3462,0.99564997
592.5963,0.99615183
592.8464,0.99318831
593.0965,0.99770099
593.3467,0.99418017
593.5968,0.99635499
593.8469,0.99269519
594.0970,0.99564886
594.3472,0.99774570
594.5973,0.99746356
594.8474,0.99846743
595.0975,0.99758261
595.3477,0.99791907
595.5978,0.99977332
595.8479,0.99648925
596.0980,0.99638059
596.3482,1.00000000
596.5983,0.99461104
596.8484,0.99693606
597.0985,0.99678625
597.3487,1.00000000
597.5988,0.99839091
597.8489,1.00000000
598.0990,0.99597973
598.3492,0.99625747
598.5993,1.00000000
598.8494,0.99856507
599.0995,1.00000000
599.3497,1.00000000
599.5998,0.99893061
599.8499,0.99980998
600.1001,0.99833112
600.3502,0.99840995
600.6003,1.00000000
600.8504,0.99746893
601.1006,0.99908437
601.3507,1.00000000
601.6008,0.99598474
601.8509,1.00000000
602.1011,0.99956484
602.3512,0.99823706
602.6013,1.00000000
602.8514,0.99869057
603.1016,1.00000000
603.3517,1.00000000
603.6018,0.99772908
603.8519,0.99931769
604.1021,1.00000000
604.3522,0.99907163
604.6023,1.00000000
604.8524,1.00000000
605.1026,1.00000000
605.3527,0.99791701
605.6028,1.00000000
605.8529,0.99945724
606.1031,0.99870331
606.3532,1.00000000
606.6033,0.99798203
606.8534,0.99864314
607.1036,0.99853229
607.3537,0.99742072
607.6038,0.99761169
607.8539,1.00000000
608.1041,1.00000000
608.3542,0.99879264
608.6043,1.00000000
608.8544,0.99852209
609.1046,0.99837429
609.3547,1.00000000
609.6048,0.99846290
609.8549,0.99982470
610.1051,0.99732003
610.3552,0.99820840
610.6053,1.00000000
610.8554,1.00000000
611.1056,0.99950049
611.3557,0.99864761
611.6058,0.99871885
611.8559,1.00000000
612.1061,0.99893957
612.3562,0.99824558
612.6063,1.00000000
612.8564,0.99833643
613.1066,0.99755898
613.3567,1.00000000
613.6068,1.00000000
613.8569,1.00000000
614.1071,1.00000000
614.3572,0.99983855
614.6073,1.00000000
614.8574,0.99979388
615.1076,0.99943301
615.3577,1.00000000
615.6078,0.99875059
615.8579,1.00000000
616.1081,1.00000000
616.3582,0.99817797
616.6083,0.99954873
616.8584,1.00000000
617.1086,0.99523078
617.3587,1.00000000
617.6088,1.00000000
617.8589,1.00000000
618.1091,0.99737613
618.3592,1.00000000
618.6093,1.00000000
618.8594,1.00000000
619.1096,1.00000000
619.3597,1.00000000
619.6098,0.99890063
619.8599,1.00000000
620.1101,0.99663577
620.3602,0.99888018
620.6103,0.99767981
620.8604,1.00000000
621.1106,1.00000000
621.3607,1.00000000
621.6108,0.99751431
621.8609,0.99866277
622.1111,0.99981431
622.3612,0.99910399
622.6113,0.99940641
622.8614,1.00000000
623.1116,0.99809094
623.3617,0.99817691
623.6118,0.99747594
623.8619,0.99944462
624.1121,1.00000000
624.3622,1.00000000
624.6123,1.00000000
624.8624,1.00000000
625.1126,0.99487998
625.3627,1.00000000
625.6128,1.00000000
625.8629,1.00000000
626.1131,0.99630076
626.3632,1.00000000
626.6133,1.00000000
626.8634,1.00000000
627.1136,0.99938722
627.3637,0.99976468
627.6138,0.99871896
627.8639,0.99812641
628.1141,0.99988355
628.3642,0.99771986
628.6143,1.00000000
628.8644,1.00000000
629.1146,1.00000000
629.3647,1.00000000
629.6148,0.99939165
629.8649,1.00000000
630.1151,1.00000000
630.3652,0.99872324
630.6153,0.99331796
630.8654,0.99831500
631.1156,0.99960689
631.3657,0.99730345
631.6158,1.00000000
631.8659,0.99593428
632.1161,1.00000000
632.3662,1.00000000
632.6163,0.99960364
632.8664,1.00000000
633.1166,1.00000000
633.3667,1.00000000
633.6168,0.99940037
633.8669,0.99707825
634.1171,0.99563329
634.3672,0.99588925
634.6173,1.00000000
634.8674,1.00000000
635.1176,0.99776941
635.3677,1.00000000
635.6178,0.99860785
635.8679,1.00000000
636.1181,1.00000000
636.3682,0.99949509
636.6183,1.00000000
636.8684,0.99952105
637.1186,1.00000000
637.3687,0.99796265
637.6188,0.99760018
637.8689,0.99853282
638.1191,1.00000000
638.3692,1.00000000
638.6193,1.00000000
638.8694,1.00000000
639.1196,1.00000000
639.3697,0.99648332
639.6198,1.00000000
639.8699,0.99996632
640.1201,0.99950221
640.3702,1.00000000
640.6203,0.99906916
640.8704,0.99937298
641.1206,0.99731569
641.3707,1.00000000
641.6208,1.00000000
641.8709,0.99857120
642.1211,0.99696821
642.3712,0.99871515
642.6213,0.99933826
642.8714,0.99774722
643.1216,1.00000000
643.3717,0.99770260
643.6218,1.00000000
643.8719,1.00000000
644.1221,1.00000000
644.3722,0.99735746
644.6223,1.00000000
644.8724,0.99974089
645.1226,0.99994343
645.3727,0.99960668
645.6228,0.99815947
645.8729,1.00000000
646.1231,1.00000000
646.3732,1.00000000
646.6233,1.00000000
646.8734,0.99876761
647.1236,0.99817971
647.3737,0.99953274
647.6238,0.99885865
647.8739,0.99995019
648.1241,1.00000000
648.3742,1.00000000
648.6243,0.99746721
648.8744,1.00000000
649.1246,1.00000000
649.3747,1.00000000
649.6248,0.99892627
649.8749,1.00000000
650.1251,1.00000000
650.3752,1.00000000
650.6253,1.00000000
650.8754,0.99874860
651.1256,1.00000000
651.3757,0.99827204
651.6258,1.00000000
651.8759,1.00000000
652.1261,1.00000000
652.3762,0.99765157
652.6263,1.00000000
652.8764,0.99827130
653.1266,1.00000000
653.3767,1.00000000
653.6268,0.99639030
653.8769,0.99809018
654.1271,1.00000000
654.3772,1.00000000
654.6273,1.00000000
654.8774,1.00000000
655.1276,1.00000000
655.3777,0.99809267
655.6278,0.99916659
655.8779,0.99843662
656.1281,1.00000000
656.3782,1.00000000
656.6283,1.00000000
656.8784,1.00000000
657.1286,1.00000000
657.3787,1.00000000
657.6288,0.99915886
657.8789,0.99551096
658.1291,1.00000000
658.3792,1.00000000
658.6293,1.00000000
658.8794,0.99933033
659.1296,0.99834932
659.3797,0.99985062
659.6298,1.00000000
659.8799,1.00000000
660.1301,1.00000000
660.3802,1.00000000
660.6303,1.00000000
660.8804,0.99989825
661.1306,0.99841049
661.3807,1.00000000
661.6308,0.99772797
661.8809,1.00000000
662.1311,0.99915639
662.3812,1.00000000
662.6313,0.99957859
662.8814,0.99905747
663.1316,1.00000000
663.3817,1.00000000
663.6318,0.99930378
663.8819,1.00000000
664.1321,0.99620569
664.3822,0.99540634
664.6323,0.99958396
664.8824,1.00000000
665.1326,1.00000000
665.3827,0.99915293
665.6328,0.99843110
665.8829,0.99984599
666.1331,0.99682233
666.3832,1.00000000
666.6333,1.00000000
666.8834,1.00000000
667.1336,1.00000000
667.3837,0.99837840
667.6338,1.00000000
667.8839,1.00000000
668.1341,1.00000000
668.3842,1.00000000
668.6343,1.00000000
668.8844,0.99984790
669.1346,0.99779813
669.3847,1.00000000
669.6348,0.99955110
669.8849,0.99888468
670.1351,0.99846524
670.3852,0.99955135
670.6353,0.99852494
670.8854,0.99878351
671.1356,0.99697122
671.3857,0.99723438
671.6358,1.00000000
671.8859,0.99563371
672.1361,1.00000000
672.3862,0.99971050
672.6363,0.99864919
672.8864,1.00000000
673.1366,1.00000000
673.3867,0.99908087
673.6368,1.00000000
673.8869,0.99924678
674.1371,1.00000000
674.3872,1.00000000
674.6373,1.00000000
674.8874,0.99800736
675.1376,0.99994025
675.3877,1.00000000
675.6378,0.99887591
675.8879,1.00000000
676.1381,1.00000000
676.3882,1.00000000
676.6383,0.99882816
676.8884,1.00000000
677.1386,0.99882470
677.3887,1.00000000
677.6388,0.99748948
677.8889,0.99976647
678.1391,1.00000000
678.3892,0.99809268
678.6393,1.00000000
678.8894,0.99981641
679.1396,1.00000000
679.3897,0.99654276
679.6398,1.00000000
679.8899,0.99773042
680.1401,1.00000000
680.3902,0.99950285
680.6403,0.99692598
680.8904,0.99781236
681.1406,1.00000000
681.3907,0.99953585
681.6408,0.99639537
681.8909,1.00000000
682.1411,1.00000000
682.3912,1.00000000
682.6413,0.99787648
682.8914,1.00000000
683.1416,0.99994986
683.3917,1.00000000
683.6418,0.99634558
683.8919,0.99918720
684.1421,0.99872651
684.3922,1.00000000
684.6423,1.00000000
684.8924,1.00000000
685.1426,1.00000000
685.3927,1.00000000
685.6428,1.00000000
685.8929,1.00000000
686.1431,0.99661776
686.3932,1.00000000
686.6433,1.00000000
686.8934,1.00000000
687.1436,0.99887391
687.3937,0.99545098
687.6438,0.99653187
687.8939,1.00000000
688.1441,1.00000000
688.3942,1.00000000
688.6443,1.00000000
688.8944,1.00000000
689.1446,1.00000000
689.3947,0.99684662
689.6448,1.00000000
689.8949,1.00000000
690.1451,1.00000000
690.3952,0.99686243
690.6453,0.99997325
690.8954,1.00000000
691.1456,1.00000000
691.3957,0.99785388
691.6458,1.00000000
691.8959,0.99803278
692.1461,1.00000000
692.3962,1.00000000
692.6463,0.99898518
692.8964,1.00000000
693.1466,1.00000000
693.3967,0.99846323
693.6468,1.00000000
693.8969,1.00000000
694.1471,0.99808625
694.3972,1.00000000
694.6473,1.00000000
694.8974,1.00000000
695.1476,0.99855880
695.3977,0.99881487
695.6478,0.99972817
695.8979,1.00000000
696.1481,1.00000000
696.3982,0.99987507
696.6483,0.99652144
696.8984,0.99786826
697.1486,0.99899968
697.3987,0.99906647
697.6488,0.99872348
697.8989,1.00000000
698.1491,0.99646958
698.3992,1.00000000
698.6493,0.99685389
698.8994,1.00000000
699.1496,0.99915406
699.3997,0.99878940
699.6498,1.00000000
699.8999,1.00000000
700.1501,0.99998752
700.4002,0.99846863
700.6503,0.99887495
700.9005,0.99966345
701.1506,0.99418402
701.4007,0.99928175
701.6508,0.99911304
701.9010,1.00000000
702.1511,0.99844651
702.4012,1.00000000
702.6513,1.00000000
702.9015,1.00000000
703.1516,0.99899418
703.4017,0.99885179
703.6518,1.00000000
703.9020,0.99567297
704.1521,1.00000000
704.4022,0.99640914
704.6523,0.99898716
704.9025,1.00000000
705.1526,1.00000000
705.4027,0.99957930
705.6528,1.00000000
705.9030,1.00000000
706.1531,1.00000000
706.4032,1.00000000
706.6533,0.99773087
706.9035,1.00000000
707.1536,1.00000000
707.4037,1.00000000
707.6538,1.00000000
707.9040,0.99766909
708.1541,0.99970438
708.4042,1.00000000
708.6543,1.00000000
708.9045,0.99763725
709.1546,0.99908032
709.4047,1.00000000
709.6548,1.00000000
709.9050,0.99934029
710.1551,0.99826166
710.4052,1.00000000
710.6553,1.00000000
710.9055,0.99697360
711.1556,0.99892878
711.4057,0.99993131
711.6558,1.00000000
711.9060,0.99787545
712.1561,1.00000000
712.4062,0.99967425
712.6563,1.00000000
712.9065,0.99765198
713.1566,0.99941814
713.4067,0.99707160
713.6568,1.00000000
713.9070,1.00000000
714.1571,1.00000000
714.4072,1.00000000
714.6573,1.00000000
714.9075,1.00000000
715.1576,0.99773861
715.4077,1.00000000
715.6578,0.99777930
715.9080,0.99896047
716.1581,0.99907264
716.4082,0.99675411
716.6583,0.99950607
716.9085,1.00000000
717.1586,0.99952261
717.4087,0.99630078
