temperature_K,total_conversion
519.8099,0.47677020
520.0600,0.48359603
520.3102,0.48235365
520.5603,0.48896199
520.8104,0.48961046
521.0605,0.49375413
521.3107,0.49852558
521.5608,0.50397249
521.8109,0.50176432
522.0610,0.50494155
522.3112,0.50769557
522.5613,0.51266776
522.8114,0.51687909
523.0615,0.51781714
523.3117,0.52203974
523.5618,0.51738285
523.8119,0.52417116
524.0620,0.53167236
524.3122,0.53027034
524.5623,0.53491210
524.8124,0.53262500
525.0625,0.53696516
525.3127,0.54124661
525.5628,0.54538756
525.8129,0.54642565
526.0630,0.54595732
526.3132,0.55058723
526.5633,0.55652335
526.8134,0.55526459
527.0635,0.55468269
527.3137,0.55975960
527.5638,0.56189408
527.8139,0.56371493
528.0640,0.56465036
528.3142,0.56859270
528.5643,0.56769073
528.8144,0.57398438
529.0645,0.57526255
529.3147,0.57206632
529.5648,0.57662213
529.8149,0.58167925
530.0650,0.58063646
530.3152,0.57905685
530.5653,0.58420605
530.8154,0.58504980
531.0655,0.58664304
531.3157,0.58824265
531.5658,0.59075238
531.8159,0.58917668
532.0660,0.59681675
532.3162,0.59415209
532.5663,0.59976053
532.8164,0.60003737
533.0665,0.60301514
533.3167,0.60108906
533.5668,0.60622492
533.8169,0.60345631
534.0670,0.60917704
534.3172,0.60488852
534.5673,0.61129666
534.8174,0.60965644
535.0675,0.61115946
535.3177,0.61222239
535.5678,0.61673685
535.8179,0.61897963
536.0680,0.61945791
536.3182,0.62203943
536.5683,0.62444598
536.8184,0.62270238
537.0685,0.62416287
537.3187,0.62469420
537.5688,0.62771639
537.8189,0.62941553
538.0690,0.63424389
538.3192,0.63400586
538.5693,0.63328261
538.8194,0.63909703
539.0695,0.63811424
539.3197,0.64164856
539.5698,0.64467499
539.8199,0.64456857
540.0700,0.64223192
540.3202,0.64625973
540.5703,0.64788497
540.8204,0.65245028
541.0705,0.64914533
541.3207,0.65452524
541.5708,0.66045775
541.8209,0.66045419
542.0710,0.65906498
542.3212,0.66238439
542.5713,0.66529923
542.8214,0.66719733
543.0715,0.66836948
543.3217,0.67353737
543.5718,0.67114407
543.8219,0.67588990
544.0720,0.67533733
544.3222,0.67940427
544.5723,0.68083401
544.8224,0.68206915
545.0725,0.68515061
545.3227,0.68777108
545.5728,0.68960119
545.8229,0.68912656
546.0730,0.69089976
546.3232,0.69539896
546.5733,0.69988316
546.8234,0.69780969
547.0735,0.70246281
547.3237,0.70396908
547.5738,0.70769556
547.8239,0.70891916
548.0740,0.71243188
548.3242,0.71537419
548.5743,0.71776929
548.8244,0.72212724
549.0745,0.72690507
549.3247,0.72439551
549.5748,0.72835239
549.8249,0.73136148
550.0750,0.73507325
550.3252,0.73919398
550.5753,0.74110572
550.8254,0.74425230
551.0755,0.74698745
551.3257,0.74868237
551.5758,0.75094470
551.8259,0.75547155
552.0760,0.75350072
552.3262,0.75915140
552.5763,0.76155865
552.8264,0.76415759
553.0765,0.77114942
553.3267,0.76943392
553.5768,0.77322299
553.8269,0.77472030
554.0770,0.77833240
554.3272,0.78146220
554.5773,0.78752933
554.8274,0.78818888
555.0775,0.79372115
555.3277,0.79392875
555.5778,0.80059323
555.8279,0.80429747
556.0780,0.80283159
556.3282,0.81042248
556.5783,0.80881390
556.8284,0.81573250
557.0785,0.81532851
557.3287,0.82015073
557.5788,0.82198525
557.8289,0.82703685
558.0790,0.83085220
558.3292,0.83048035
558.5793,0.83644213
558.8294,0.83690637
559.0795,0.84467080
559.3297,0.84315636
559.5798,0.84696200
559.8299,0.85039531
560.0800,0.85165036
560.3302,0.85631795
560.5803,0.85807324
560.8304,0.86359719
561.0805,0.86242357
561.3307,0.87001813
561.5808,0.86996126
561.8309,0.87758594
562.0810,0.87662472
562.3312,0.88075505
562.5813,0.88366542
562.8314,0.88738587
563.0815,0.89030810
563.3317,0.89322681
563.5818,0.89811233
563.8319,0.89402813
564.0820,0.90354716
564.3322,0.90512675
564.5823,0.90601545
564.8324,0.90922974
565.0825,0.91121627
565.3327,0.91525935
565.5828,0.91491580
565.8329,0.91688671
566.0830,0.92103161
566.3332,0.92286848
566.5833,0.92305032
566.8334,0.92724560
567.0835,0.92735934
567.3337,0.93385453
567.5838,0.93566835
567.8339,0.93708223
568.0840,0.94108152
568.3342,0.94012686
568.5843,0.94519538
568.8344,0.94821330
569.0845,0.94822839
569.3347,0.95325204
569.5848,0.95242489
569.8349,0.95951902
570.0850,0.95288108
570.3352,0.95844280
570.5853,0.96133616
570.8354,0.96617886
571.0855,0.96094544
571.3357,0.96515642
571.5858,0.96513075
571.8359,0.96910038
572.0860,0.97177238
572.3362,0.97273101
572.5863,0.97063924
572.8364,0.97360878
573.0865,0.97781376
573.3367,0.97551673
573.5868,0.97666415
573.8369,0.97713359
574.0870,0.97794134
574.3372,0.98362016
574.5873,0.98396247
574.8374,0.98494040
575.0875,0.98156913
575.3377,0.98796115
575.5878,0.98908304
575.8379,0.98847986
576.0880,0.99187009
576.3382,0.98833350
576.5883,0.98959230
576.8384,0.98841173
577.0885,0.98999751
577.3387,0.99254889
577.5888,0.99160738
577.8389,0.98917498
578.0890,0.98992944
578.3392,0.99107156
578.5893,0.99130236
578.8394,0.99431630
579.0895,0.99403881
579.3397,0.99776803
579.5898,0.99428030
579.8399,0.99425419
580.0900,0.99683327
580.3402,0.99653773
580.5903,0.99874853
580.8404,0.99451889
581.0905,0.99781412
581.3407,0.99489808
581.5908,1.00000000
581.8409,0.99845643
582.0910,0.99966275
582.3412,1.00000000
582.5913,0.99758323
582.8414,1.00000000
583.0915,1.00000000
583.3417,0.99920068
583.5918,1.00000000
583.8419,0.99997910
584.0920,0.99541535
584.3422,1.00000000
584.5923,1.00000000
584.8424,0.99902219
585.0925,1.00000000
585.3427,1.00000000
585.5928,1.00000000
585.8429,0.99743405
586.0930,0.99615536
586.3432,1.00000000
586.5933,1.00000000
586.8434,0.99670487
587.0935,0.99896236
587.3437,1.00000000
587.5938,0.99660437
587.8439,1.00000000
588.0940,1.00000000
588.3442,0.99832295
588.5943,1.00000000
588.8444,0.99885836
589.0945,1.00000000
589.3447,1.00000000
589.5948,0.99886924
589.8449,0.99679855
590.0950,1.00000000
590.3452,0.99823068
590.5953,1.00000000
590.8454,1.00000000
591.0955,1.00000000
591.3457,0.99847080
591.5958,1.00000000
591.8459,0.99873429
592.0960,0.99973873
592.3462,1.00000000
592.5963,0.99977167
592.8464,0.99743629
593.0965,1.00000000
593.3467,1.00000000
593.5968,1.00000000
593.8469,1.00000000
594.0970,1.00000000
594.3472,0.99993176
594.5973,0.99936845
594.8474,0.99974429
595.0975,1.00000000
595.3477,1.00000000
595.5978,0.99690651
595.8479,1.00000000
596.0980,0.99989228
596.3482,1.00000000
596.5983,1.00000000
596.8484,1.00000000
597.0985,0.99988382
597.3487,1.00000000
597.5988,1.00000000
597.8489,1.00000000
598.0990,0.99905168
598.3492,0.99958325
598.5993,1.00000000
598.8494,1.00000000
599.0995,1.00000000
599.3497,0.99725237
599.5998,1.00000000
599.8499,1.00000000
600.1001,1.00000000
600.3502,0.99968168
600.6003,1.00000000
600.8504,1.00000000
601.1006,1.00000000
601.3507,1.00000000
601.6008,0.99922207
601.8509,0.99769623
602.1011,1.00000000
602.3512,1.00000000
602.6013,0.99506523
602.8514,1.00000000
603.1016,0.99673533
603.3517,0.99871861
603.6018,1.00000000
603.8519,1.00000000
604.1021,0.99906798
604.3522,1.00000000
604.6023,0.99887476
604.8524,0.99737836
605.1026,1.00000000
605.3527,0.99827639
605.6028,0.99446649
605.8529,1.00000000
606.1031,0.99746413
606.3532,0.99789652
606.6033,1.00000000
606.8534,0.99947530
607.1036,0.99636837
607.3537,1.00000000
607.6038,0.99974012
607.8539,1.00000000
608.1041,1.00000000
608.3542,1.00000000
608.6043,0.99905534
608.8544,1.00000000
609.1046,0.99763423
609.3547,0.99929499
609.6048,0.99880708
609.8549,0.99773136
610.1051,1.00000000
610.3552,0.99884687
610.6053,1.00000000
610.8554,1.00000000
611.1056,0.99898835
611.3557,1.00000000
611.6058,0.99845205
611.8559,0.99843238
612.1061,0.99965917
612.3562,1.00000000
612.6063,1.00000000
612.8564,1.00000000
613.1066,1.00000000
613.3567,0.99955649
613.6068,0.99883160
613.8569,1.00000000
614.1071,1.00000000
614.3572,0.99873653
614.6073,0.99979491
614.8574,1.00000000
615.1076,0.99930441
615.3577,1.00000000
615.6078,0.99996307
615.8579,0.99832407
616.1081,1.00000000
616.3582,0.99658450
616.6083,0.99680507
616.8584,1.00000000
617.1086,1.00000000
617.3587,1.00000000
617.6088,0.99944047
617.8589,0.99820053
618.1091,0.99979827
618.3592,1.00000000
618.6093,1.00000000
618.8594,1.00000000
619.1096,0.99808805
619.3597,1.00000000
619.6098,0.99833724
619.8599,1.00000000
620.1101,0.99546104
620.3602,1.00000000
620.6103,1.00000000
620.8604,0.99964001
621.1106,0.99875633
621.3607,0.99692033
621.6108,0.99955273
621.8609,1.00000000
622.1111,1.00000000
622.3612,0.99783733
622.6113,1.00000000
622.8614,1.00000000
623.1116,1.00000000
623.3617,1.00000000
623.6118,1.00000000
623.8619,0.99717003
624.1121,0.99985177
624.3622,0.99880917
624.6123,0.99998348
624.8624,1.00000000
625.1126,1.00000000
625.3627,0.99801049
625.6128,0.99872391
625.8629,0.99989470
626.1131,1.00000000
626.3632,1.00000000
626.6133,1.00000000
626.8634,1.00000000
627.1136,1.00000000
627.3637,1.00000000
627.6138,0.99777514
627.8639,0.99908950
628.1141,1.00000000
628.3642,0.99847600
628.6143,1.00000000
628.8644,1.00000000
629.1146,0.99832619
629.3647,0.99798836
629.6148,1.00000000
629.8649,1.00000000
630.1151,0.99926462
630.3652,1.00000000
630.6153,0.99982078
630.8654,0.99854629
631.1156,0.99873315
631.3657,1.00000000
631.6158,0.99763826
631.8659,1.00000000
632.1161,0.99864072
632.3662,1.00000000
632.6163,1.00000000
632.8664,1.00000000
633.1166,1.00000000
633.3667,0.99818522
633.6168,1.00000000
633.8669,0.99781020
634.1171,1.00000000
634.3672,0.99882066
634.6173,0.99990592
634.8674,0.99902603
635.1176,0.99751628
635.3677,1.00000000
635.6178,1.00000000
635.8679,0.99752490
636.1181,0.99936131
636.3682,1.00000000
636.6183,0.99884619
636.8684,1.00000000
637.1186,0.99881385
637.3687,1.00000000
637.6188,0.99923143
637.8689,0.99761574
638.1191,0.99555877
638.3692,0.99865797
638.6193,0.99814827
638.8694,0.99998249
639.1196,0.99868933
639.3697,1.00000000
639.6198,0.99691426
639.8699,1.00000000
640.1201,0.99683705
640.3702,0.99592753
640.6203,0.99662244
640.8704,0.99876641
641.1206,0.99790985
641.3707,1.00000000
641.6208,0.99269166
641.8709,0.99751642
642.1211,1.00000000
642.3712,1.00000000
642.6213,1.00000000
642.8714,0.99891776
643.1216,0.99535912
643.3717,0.99873101
643.6218,1.00000000
643.8719,0.99926352
644.1221,1.00000000
644.3722,0.99915249
644.6223,1.00000000
644.8724,1.00000000
645.1226,0.99584398
645.3727,1.00000000
645.6228,0.99565099
645.8729,0.99775727
646.1231,1.00000000
646.3732,0.99352096
646.6233,1.00000000
646.8734,0.99742627
647.1236,0.99990070
647.3737,0.99928683
647.6238,1.00000000
647.8739,0.99662772
648.1241,0.99947679
648.3742,0.99914121
648.6243,1.00000000
648.8744,0.99990059
649.1246,0.99914521
649.3747,0.99815630
649.6248,1.00000000
649.8749,0.99883778
650.1251,1.00000000
650.3752,0.99727915
650.6253,0.99753396
650.8754,0.99944870
651.1256,1.00000000
651.3757,1.00000000
651.6258,0.99791414
651.8759,0.99913046
652.1261,1.00000000
652.3762,1.00000000
652.6263,1.00000000
652.8764,1.00000000
653.1266,1.00000000
653.3767,0.99915440
653.6268,0.99813275
653.8769,0.99958346
654.1271,1.00000000
654.3772,0.99929122
654.6273,0.99921990
654.8774,0.99950661
655.1276,1.00000000
655.3777,1.00000000
655.6278,1.00000000
655.8779,0.99904206
656.1281,0.99927472
656.3782,0.99863071
656.6283,0.99828163
656.8784,0.99900169
657.1286,0.99973859
657.3787,1.00000000
657.6288,0.99837322
657.8789,0.99702773
658.1291,1.00000000
658.3792,1.00000000
658.6293,1.00000000
658.8794,1.00000000
659.1296,0.99826605
659.3797,0.99956190
659.6298,0.99767080
659.8799,0.99673735
660.1301,1.00000000
660.3802,1.00000000
660.6303,0.99980487
660.8804,0.99858694
661.1306,1.00000000
661.3807,0.99980607
661.6308,1.00000000
661.8809,1.00000000
662.1311,1.00000000
662.3812,1.00000000
662.6313,1.00000000
662.8814,0.99745372
663.1316,0.99940554
663.3817,1.00000000
663.6318,1.00000000
663.8819,1.00000000
664.1321,0.99749391
664.3822,1.00000000
664.6323,0.99919354
664.8824,0.99810048
665.1326,1.00000000
665.3827,0.99954442
665.6328,1.00000000
665.8829,1.00000000
666.1331,0.99973252
666.3832,1.00000000
666.6333,1.00000000
666.8834,0.99962467
667.1336,0.99965219
667.3837,1.00000000
667.6338,0.99620692
667.8839,1.00000000
668.1341,0.99941168
668.3842,0.99841885
668.6343,0.99916233
668.8844,1.00000000
669.1346,1.00000000
669.3847,0.99690260
669.6348,1.00000000
669.8849,1.00000000
670.1351,1.00000000
670.3852,0.99576965
670.6353,1.00000000
670.8854,0.99943381
671.1356,1.00000000
671.3857,1.00000000
671.6358,0.99986958
671.8859,0.99996476
672.1361,0.99881132
672.3862,1.00000000
672.6363,0.99735477
672.8864,0.99863528
673.1366,0.99988204
673.3867,0.99975729
673.6368,0.99754382
673.8869,0.99856794
674.1371,1.00000000
674.3872,0.99953764
674.6373,0.99944863
674.8874,1.00000000
675.1376,1.00000000
675.3877,1.00000000
675.6378,0.99620768
675.8879,0.99953132
676.1381,0.99963495
676.3882,1.00000000
676.6383,1.00000000
676.8884,0.99815373
677.1386,0.99877242
677.3887,1.00000000
677.6388,0.99811550
677.8889,0.99897402
678.1391,1.00000000
678.3892,1.00000000
678.6393,1.00000000
678.8894,0.99994216
679.1396,1.00000000
679.3897,0.99922772
679.6398,1.00000000
679.8899,0.99890267
680.1401,1.00000000
680.3902,0.99857616
680.6403,0.99959538
680.8904,0.99855361
681.1406,0.99722870
681.3907,1.00000000
681.6408,1.00000000
681.8909,1.00000000
682.1411,0.99830142
682.3912,0.99933203
682.6413,0.99817145
682.8914,1.00000000
683.1416,1.00000000
683.3917,1.00000000
683.6418,0.99927709
683.8919,0.99841838
684.1421,0.99790920
684.3922,1.00000000
684.6423,1.00000000
684.8924,0.99683528
685.1426,0.99886510
685.3927,1.00000000
685.6428,0.99918126
685.8929,0.99950905
686.1431,1.00000000
686.3932,1.00000000
686.6433,0.99751177
686.8934,0.99918607
687.1436,1.00000000
687.3937,0.99788101
687.6438,1.00000000
687.8939,0.99782384
688.1441,1.00000000
688.3942,1.00000000
688.6443,1.00000000
688.8944,1.00000000
689.1446,1.00000000
689.3947,1.00000000
689.6448,0.99901910
689.8949,0.99934089
690.1451,1.00000000
690.3952,1.00000000
690.6453,0.99997294
690.8954,1.00000000
691.1456,1.00000000
691.3957,1.00000000
691.6458,0.99917725
691.8959,1.00000000
692.1461,1.00000000
692.3962,1.00000000
692.6463,0.99974852
692.8964,1.00000000
693.1466,0.99841012
693.3967,1.00000000
693.6468,0.99694150
693.8969,0.99870174
694.1471,0.99715067
694.3972,0.99937998
694.6473,0.99982337
694.8974,1.00000000
695.1476,0.99688432
695.3977,0.99878914
695.6478,0.99789428
695.8979,1.00000000
696.1481,0.99675176
696.3982,1.00000000
696.6483,1.00000000
696.8984,0.99897801
697.1486,1.00000000
697.3987,0.99889569
697.6488,0.99925352
697.8989,0.99780476
698.1491,1.00000000
698.3992,1.00000000
698.6493,0.99565116
698.8994,0.99653774
699.1496,1.00000000
699.3997,0.99895676
699.6498,0.99959763
699.8999,0.99825640
700.1501,0.99951057
700.4002,1.00000000
700.6503,0.99958445
700.9005,0.99977062
701.1506,1.00000000
701.4007,1.00000000
701.6508,1.00000000
701.9010,0.99985754
702.1511,0.99786819
702.4012,1.00000000
702.6513,1.00000000
702.9015,0.99952450
703.1516,1.00000000
703.4017,1.00000000
703.6518,0.99669550
703.9020,1.00000000
704.1521,0.99988630
704.4022,0.99997556
704.6523,0.99798958
704.9025,0.99683879
705.1526,0.99886744
705.4027,0.99733867
705.6528,0.99939657
705.9030,1.00000000
706.1531,1.00000000
706.4032,0.99945752
706.6533,1.00000000
706.9035,0.99989671
707.1536,0.99863466
707.4037,1.00000000
707.6538,1.00000000
707.9040,1.00000000
708.1541,1.00000000
708.4042,0.99946892
708.6543,0.99986693
708.9045,1.00000000
709.1546,0.99952371
709.4047,1.00000000
709.6548,1.00000000
709.9050,1.00000000
710.1551,0.99972451
710.4052,0.99940784
710.6553,1.00000000
710.9055,1.00000000
711.1556,1.00000000
711.4057,0.99885116
711.6558,0.99886778
711.9060,1.00000000
712.1561,1.00000000
712.4062,0.99962050
712.6563,1.00000000
712.9065,1.00000000
713.1566,1.00000000
713.4067,1.00000000
713.6568,0.99905158
713.9070,1.00000000
714.1571,0.99561864
714.4072,1.00000000
714.6573,0.99768903
714.9075,0.99923264
715.1576,1.00000000
715.4077,0.99937569
715.6578,0.99778569
715.9080,0.99832340
716.1581,0.99728244
716.4082,1.00000000
716.6583,0.99995188
716.9085,1.00000000
717.1586,1.00000000
717.4087,0.99945116
