date,Bonds,Equities,RealAssets
2017-03-31,0.006051153131708727,0.00626705432475262,0.02024015443058751
2017-04-30,0.010242150422266151,0.024683747709875657,0.06570666827792748
2017-05-31,-0.029486861367482405,0.009512357330672568,-0.023415462763087307
2017-06-30,-0.004007362677532213,0.049255028140485616,0.07004519381468688
2017-07-31,0.023479237251706725,0.03990343055149115,0.03404462424883962
2017-08-31,0.01842997356976695,0.04151753835710881,0.004647927805227696
2017-09-30,0.03555356008164115,0.01919647587521513,0.04755718026678593
2017-10-31,-0.01961250808219143,-0.024289218413699097,-0.05146903556448594
2017-11-30,-0.011277386376090572,0.00483154316999367,-0.03242565762841085
2017-12-31,-0.01882673719848572,-0.0025431625412534464,-0.05358457463937965
2018-01-31,0.01280803433214319,-0.02099464979220749,0.008614381909932273
2018-02-28,0.022539884594247616,0.03406189194031442,0.060411981623599106
2018-03-31,0.006613903448080019,-0.010360949505974918,0.004637874446300359
2018-04-30,0.007703254263325603,-0.009388043907989696,0.004363942262039682
2018-05-31,-0.01831429634179661,-0.056796521486599784,-0.04681575824839326
2018-06-30,-0.017488516036771318,0.009272866738131814,-0.022025704139456523
2018-07-31,-0.030651494971332505,-0.004313337775573186,-0.035335717313623796
2018-08-31,-0.03653144623048066,-0.0021492561060190603,0.014435747028353579
2018-09-30,0.024103443024033503,0.016423387140011493,0.004433041992785429
2018-10-31,0.014422369672950443,0.030252337788620354,0.0360771980419872
2018-11-30,-0.0061214588176223385,-0.012783091940819303,0.012756240267862108
2018-12-31,-0.06467892561751402,-0.006701985228028484,-0.03130461721000098
2019-01-31,0.00999170926319565,-0.005442467287901976,-0.025411583286949514
2019-02-28,-0.016115261523824125,0.002329420882549332,-0.006215090482056795
2019-03-31,0.0064220139209586625,-0.011200480760790806,-0.008868267169721574
2019-04-30,0.022196224430270306,0.057050094383127824,0.054907865790298147
2019-05-31,0.001431237018049069,0.01978467611235521,-0.013668819326669761
2019-06-30,-0.003180657805250649,0.010112961976273111,-0.01414651896285841
2019-07-31,0.0013634941239463049,0.023617234442295208,-0.00665895601065483
2019-08-31,-0.028134404414806507,-0.015903729137475876,0.010625638740935377
2019-09-30,0.02656808925585519,0.05811017997500256,0.04256319065813239
2019-10-31,-0.06604719711766538,0.014246373128316702,0.01325405319289717
2019-11-30,-0.027084179464906565,-0.017655466785729455,0.010713168787307532
2019-12-31,-0.019731840335317878,-0.0002840346397557335,-0.012745108126510184
2020-01-31,0.0264128838794419,0.025320529326565686,0.029799809582461118
2020-02-29,0.019194213475693903,-0.04321451667419331,0.03366000471826325
2020-03-31,0.003135259412840461,0.008337995407327804,-0.03595709180356277
2020-04-30,-0.0029196085234271616,-0.03044161104028594,-0.027361693989157193
2020-05-31,0.025049212884548106,0.008874277827346618,0.03996523389170484
2020-06-30,0.008127021307679887,-0.004965161678586608,0.0016157619643975569
2020-07-31,-0.012202386941020982,-0.07232084014648604,-0.05616141585429412
2020-08-31,-0.010469159953187469,0.017136577646092555,-0.0024348263594305385
2020-09-30,0.011706833325627674,0.03142238829535598,0.035338303483077226
2020-10-31,-0.004161989690430406,-0.0011033103578339852,-0.03548555597707828
2020-11-30,-0.01087825624621424,0.04050781673602396,0.0217572093207751
2020-12-31,-0.013244684017418545,0.02071374213806702,-0.017565500451491092
2021-01-31,-0.020887820693809504,-0.0737408309346533,-0.048264350353189926
2021-02-28,0.017690401382122502,-0.0052363975588128175,0.04086050558859701
2021-03-31,0.0046372567255730315,-0.023234229429726548,0.00364405482557123
2021-04-30,0.032825651143101105,0.04648166217264429,-0.03666925525800114
2021-05-31,-0.010826498651128849,0.04244617577818902,0.005926126896618711
2021-06-30,0.031181455099938894,0.0494250093077442,0.04994501290753185
2021-07-31,-0.036606234526727705,-0.001127176484289752,-0.05230448925900001
2021-08-31,9.98146928464839e-05,0.023283502718604084,-0.0025351121733145215
2021-09-30,0.0005495146755512799,0.010117547055635234,-0.004510526344983437
2021-10-31,0.000389433521081747,0.019022286461930518,0.026031234098728012
2021-11-30,-0.05457853290719453,-0.00042349033950904447,-0.05102235941658687
2021-12-31,0.03355245069667368,0.06186717481758455,0.0721168240023944
2022-01-31,0.003117149486994125,0.006305732353634616,-0.008340053274708397
2022-02-28,0.002698265775194133,0.03323898137178603,0.020262839078499982
2022-03-31,-0.014404501341583775,0.013625702899940983,-0.008162909120098651
2022-04-30,-0.015747266771233035,-0.00876843535751748,0.013574515778742344
2022-05-31,0.010723397924732963,0.04054715745492237,0.031067822372068142
2022-06-30,-0.010703751565777915,-0.008246925280923169,-0.009401843161657061
2022-07-31,-0.02783318379495452,-0.0137078049868749,-0.03728606598309151
2022-08-31,-0.008274125001724041,0.022401562479331262,0.016972914337287714
2022-09-30,-0.0359429991831697,-0.0168443160670525,-0.0007731641772576649
2022-10-31,0.0043003165000545995,-0.006638526916105543,0.017846667189583353
2022-11-30,-0.00429065593830156,0.00040232931836224964,-0.001854104393836882
2022-12-31,-0.03615239958796373,0.018274369174406193,-0.013656374821060054
2023-01-31,0.010908937157154592,0.05747251767694679,0.028918567243489977
2023-02-28,-0.024511530593697983,-0.01830099621555866,-0.004531057741113344
2023-03-31,0.005880382627114733,0.01976980094188559,-0.001891128864503211
2023-04-30,0.014468593210838338,0.007997366349855593,0.04476118213508378
2023-05-31,0.014578996886746222,0.034541768978798626,0.0332081047040183
2023-06-30,0.013993497842640562,0.03387022701258237,0.01730904559765646
2023-07-31,0.007216603048993996,0.003598241901608103,-0.00642441189770337
2023-08-31,0.025200525225473395,0.010494094740062463,-0.0221827883599872
2023-09-30,0.013513972287315136,0.029527759878907114,0.030966662472453284
2023-10-31,-0.027392662692436898,-0.04478699254979252,-0.025652498716701527
2023-11-30,0.007843684518213462,0.020753175477679277,-0.00345006954550558
2023-12-31,0.019536860578578247,0.0025063487086023563,0.021045791596441793
