variables="log(y+)","u+"
zone,t="x=     0.97008"
   0.127087E+01   0.119461E+02
   0.128428E+01   0.120544E+02
   0.129768E+01   0.121598E+02
   0.131107E+01   0.122625E+02
   0.132445E+01   0.123627E+02
   0.133782E+01   0.124605E+02
   0.135119E+01   0.125562E+02
   0.136455E+01   0.126499E+02
   0.137790E+01   0.127417E+02
   0.139125E+01   0.128318E+02
   0.140459E+01   0.129203E+02
   0.141792E+01   0.130074E+02
   0.143125E+01   0.130931E+02
   0.144458E+01   0.131777E+02
   0.145790E+01   0.132611E+02
   0.147121E+01   0.133435E+02
   0.148452E+01   0.134249E+02
   0.149783E+01   0.135056E+02
   0.151113E+01   0.135854E+02
   0.152443E+01   0.136646E+02
   0.153773E+01   0.137431E+02
   0.155102E+01   0.138210E+02
   0.156432E+01   0.138984E+02
   0.157760E+01   0.139754E+02
   0.159089E+01   0.140519E+02
   0.160417E+01   0.141281E+02
   0.161745E+01   0.142039E+02
   0.163073E+01   0.142795E+02
   0.164401E+01   0.143547E+02
   0.165729E+01   0.144298E+02
   0.167056E+01   0.145046E+02
   0.168383E+01   0.145792E+02
   0.169710E+01   0.146537E+02
   0.171037E+01   0.147281E+02
   0.172364E+01   0.148023E+02
   0.173691E+01   0.148765E+02
   0.175017E+01   0.149505E+02
   0.176343E+01   0.150245E+02
   0.177670E+01   0.150985E+02
   0.178996E+01   0.151724E+02
   0.180322E+01   0.152463E+02
   0.181648E+01   0.153202E+02
   0.182974E+01   0.153941E+02
   0.184300E+01   0.154680E+02
   0.185626E+01   0.155420E+02
   0.186951E+01   0.156159E+02
   0.188277E+01   0.156899E+02
   0.189603E+01   0.157640E+02
   0.190928E+01   0.158381E+02
   0.192253E+01   0.159122E+02
   0.193579E+01   0.159865E+02
   0.194904E+01   0.160608E+02
   0.196230E+01   0.161352E+02
   0.197555E+01   0.162097E+02
   0.198880E+01   0.162842E+02
   0.200205E+01   0.163589E+02
   0.201530E+01   0.164337E+02
   0.202856E+01   0.165086E+02
   0.204181E+01   0.165836E+02
   0.205506E+01   0.166588E+02
   0.206831E+01   0.167341E+02
   0.208156E+01   0.168095E+02
   0.209481E+01   0.168850E+02
   0.210806E+01   0.169608E+02
   0.212131E+01   0.170366E+02
   0.213456E+01   0.171127E+02
   0.214780E+01   0.171889E+02
   0.216105E+01   0.172653E+02
   0.217430E+01   0.173418E+02
   0.218755E+01   0.174186E+02
   0.220080E+01   0.174956E+02
   0.221405E+01   0.175728E+02
   0.222729E+01   0.176502E+02
   0.224054E+01   0.177278E+02
   0.225379E+01   0.178057E+02
   0.226704E+01   0.178838E+02
   0.228029E+01   0.179622E+02
   0.229353E+01   0.180409E+02
   0.230678E+01   0.181198E+02
   0.232003E+01   0.181990E+02
   0.233328E+01   0.182786E+02
   0.234652E+01   0.183584E+02
   0.235977E+01   0.184385E+02
   0.237302E+01   0.185190E+02
   0.238626E+01   0.185999E+02
   0.239951E+01   0.186811E+02
   0.241276E+01   0.187626E+02
   0.242600E+01   0.188446E+02
   0.243925E+01   0.189269E+02
   0.245250E+01   0.190097E+02
   0.246574E+01   0.190929E+02
   0.247899E+01   0.191766E+02
   0.249224E+01   0.192607E+02
   0.250548E+01   0.193452E+02
   0.251873E+01   0.194303E+02
   0.253198E+01   0.195159E+02
   0.254522E+01   0.196020E+02
   0.255847E+01   0.196886E+02
   0.257172E+01   0.197758E+02
   0.258496E+01   0.198636E+02
   0.259821E+01   0.199520E+02
   0.261145E+01   0.200409E+02
   0.262470E+01   0.201305E+02
   0.263795E+01   0.202208E+02
   0.265119E+01   0.203117E+02
   0.266444E+01   0.204033E+02
   0.267769E+01   0.204955E+02
   0.269093E+01   0.205886E+02
   0.270418E+01   0.206823E+02
   0.271742E+01   0.207768E+02
   0.273067E+01   0.208721E+02
   0.274392E+01   0.209682E+02
   0.275716E+01   0.210651E+02
   0.277041E+01   0.211629E+02
   0.278365E+01   0.212615E+02
   0.279690E+01   0.213610E+02
   0.281015E+01   0.214614E+02
   0.282339E+01   0.215626E+02
   0.283664E+01   0.216649E+02
   0.284988E+01   0.217681E+02
   0.286313E+01   0.218722E+02
   0.287638E+01   0.219774E+02
   0.288962E+01   0.220835E+02
   0.290287E+01   0.221907E+02
   0.291611E+01   0.222989E+02
   0.292936E+01   0.224082E+02
   0.294261E+01   0.225185E+02
   0.295585E+01   0.226299E+02
   0.296910E+01   0.227424E+02
   0.298234E+01   0.228559E+02
   0.299559E+01   0.229706E+02
   0.300884E+01   0.230863E+02
   0.302208E+01   0.232032E+02
   0.303533E+01   0.233211E+02
   0.304857E+01   0.234401E+02
   0.306182E+01   0.235602E+02
   0.307507E+01   0.236813E+02
   0.308831E+01   0.238034E+02
   0.310156E+01   0.239265E+02
   0.311480E+01   0.240506E+02
   0.312805E+01   0.241755E+02
   0.314130E+01   0.243013E+02
   0.315454E+01   0.244278E+02
   0.316779E+01   0.245550E+02
   0.318103E+01   0.246828E+02
   0.319428E+01   0.248111E+02
   0.320752E+01   0.249396E+02
   0.322077E+01   0.250683E+02
   0.323402E+01   0.251970E+02
   0.324726E+01   0.253255E+02
   0.326051E+01   0.254534E+02
   0.327375E+01   0.255806E+02
   0.328700E+01   0.257067E+02
   0.330025E+01   0.258313E+02
   0.331349E+01   0.259541E+02
   0.332674E+01   0.260744E+02
   0.333998E+01   0.261918E+02
   0.335323E+01   0.263055E+02
   0.336648E+01   0.264150E+02
   0.337972E+01   0.265193E+02
   0.339297E+01   0.266174E+02
   0.340621E+01   0.267084E+02
   0.341946E+01   0.267910E+02
   0.343271E+01   0.268640E+02
   0.344595E+01   0.269260E+02
   0.345920E+01   0.269756E+02
   0.347244E+01   0.270117E+02
   0.348569E+01   0.270338E+02
   0.349893E+01   0.270435E+02
   0.351218E+01   0.270458E+02
   0.352543E+01   0.270459E+02
   0.353867E+01   0.270458E+02
   0.355192E+01   0.270458E+02
   0.356516E+01   0.270458E+02
   0.357841E+01   0.270458E+02
   0.359166E+01   0.270458E+02
   0.360490E+01   0.270458E+02
   0.361815E+01   0.270458E+02
   0.363139E+01   0.270458E+02
   0.364464E+01   0.270458E+02
   0.365789E+01   0.270458E+02
   0.367113E+01   0.270458E+02
   0.368438E+01   0.270458E+02
   0.369762E+01   0.270458E+02
   0.371087E+01   0.270458E+02
   0.372412E+01   0.270458E+02
   0.373736E+01   0.270458E+02
   0.375061E+01   0.270458E+02
   0.376385E+01   0.270458E+02
   0.377710E+01   0.270457E+02
   0.379034E+01   0.270457E+02
   0.380359E+01   0.270457E+02
   0.381684E+01   0.270457E+02
   0.383008E+01   0.270457E+02
   0.384333E+01   0.270457E+02
   0.385657E+01   0.270457E+02
   0.386982E+01   0.270457E+02
   0.388307E+01   0.270457E+02
   0.389631E+01   0.270457E+02
   0.390956E+01   0.270457E+02
   0.392280E+01   0.270456E+02
   0.393605E+01   0.270456E+02
   0.394930E+01   0.270456E+02
   0.396254E+01   0.270456E+02
   0.397579E+01   0.270456E+02
   0.398903E+01   0.270456E+02
   0.400228E+01   0.270456E+02
   0.401552E+01   0.270456E+02
   0.402877E+01   0.270455E+02
   0.404202E+01   0.270455E+02
   0.405526E+01   0.270455E+02
   0.406851E+01   0.270455E+02
   0.408175E+01   0.270455E+02
   0.409500E+01   0.270455E+02
   0.410825E+01   0.270455E+02
   0.412149E+01   0.270454E+02
   0.413474E+01   0.270454E+02
   0.414798E+01   0.270454E+02
   0.416123E+01   0.270454E+02
   0.417448E+01   0.270454E+02
   0.418772E+01   0.270454E+02
   0.420097E+01   0.270453E+02
   0.421421E+01   0.270453E+02
   0.422746E+01   0.270453E+02
   0.424071E+01   0.270453E+02
   0.425395E+01   0.270453E+02
   0.426720E+01   0.270452E+02
   0.428044E+01   0.270452E+02
   0.429369E+01   0.270452E+02
   0.430693E+01   0.270452E+02
   0.432018E+01   0.270451E+02
   0.433343E+01   0.270451E+02
   0.434667E+01   0.270451E+02
   0.435992E+01   0.270451E+02
   0.437316E+01   0.270450E+02
   0.438641E+01   0.270450E+02
   0.439966E+01   0.270450E+02
   0.441290E+01   0.270449E+02
   0.442615E+01   0.270449E+02
   0.443939E+01   0.270449E+02
   0.445264E+01   0.270448E+02
   0.446589E+01   0.270448E+02
   0.447913E+01   0.270448E+02
   0.449238E+01   0.270447E+02
   0.450562E+01   0.270447E+02
   0.451887E+01   0.270447E+02
   0.453211E+01   0.270446E+02
   0.454536E+01   0.270446E+02
   0.455861E+01   0.270446E+02
   0.457185E+01   0.270445E+02
   0.458510E+01   0.270445E+02
   0.459834E+01   0.270444E+02
   0.461159E+01   0.270444E+02
   0.462484E+01   0.270443E+02
   0.463808E+01   0.270443E+02
   0.465133E+01   0.270443E+02
   0.466457E+01   0.270442E+02
   0.467782E+01   0.270442E+02
   0.469107E+01   0.270441E+02
   0.470431E+01   0.270441E+02
   0.471756E+01   0.270440E+02
   0.473080E+01   0.270440E+02
   0.474405E+01   0.270439E+02
   0.475730E+01   0.270438E+02
   0.477054E+01   0.270438E+02
   0.478379E+01   0.270437E+02
   0.479703E+01   0.270437E+02
   0.481028E+01   0.270436E+02
   0.482352E+01   0.270436E+02
   0.483677E+01   0.270435E+02
   0.485002E+01   0.270434E+02
   0.486326E+01   0.270434E+02
   0.487651E+01   0.270433E+02
   0.488975E+01   0.270432E+02
   0.490300E+01   0.270432E+02
   0.491625E+01   0.270431E+02
   0.492949E+01   0.270430E+02
   0.494274E+01   0.270430E+02
   0.495598E+01   0.270429E+02
   0.496923E+01   0.270428E+02
   0.498248E+01   0.270427E+02
   0.499572E+01   0.270426E+02
   0.500897E+01   0.270426E+02
   0.502221E+01   0.270425E+02
   0.503546E+01   0.270424E+02
   0.504871E+01   0.270423E+02
   0.506195E+01   0.270422E+02
   0.507520E+01   0.270421E+02
   0.508844E+01   0.270420E+02
   0.510169E+01   0.270419E+02
   0.511493E+01   0.270418E+02
   0.512818E+01   0.270417E+02
   0.514143E+01   0.270415E+02
   0.515467E+01   0.270414E+02
   0.516792E+01   0.270413E+02
   0.518116E+01   0.270411E+02
   0.519441E+01   0.270409E+02
   0.520766E+01   0.270408E+02
   0.522090E+01   0.270406E+02
   0.523415E+01   0.270402E+02
   0.524739E+01   0.270402E+02
   0.526064E+01   0.270406E+02
zone,t="x=     1.90334"
  -0.106052E+01   0.869925E-01
  -0.759286E+00   0.174066E+00
  -0.582858E+00   0.261301E+00
  -0.457448E+00   0.348779E+00
  -0.359933E+00   0.436582E+00
  -0.280013E+00   0.524790E+00
  -0.212193E+00   0.613486E+00
  -0.153194E+00   0.702752E+00
  -0.100902E+00   0.792671E+00
  -0.538727E-01   0.883326E+00
  -0.110757E-01   0.974801E+00
   0.282490E-01   0.106718E+01
   0.646783E-01   0.116055E+01
   0.986607E-01   0.125499E+01
   0.130552E+00   0.135060E+01
   0.160637E+00   0.144745E+01
   0.189151E+00   0.154564E+01
   0.216288E+00   0.164526E+01
   0.242209E+00   0.174639E+01
   0.267051E+00   0.184913E+01
   0.290932E+00   0.195357E+01
   0.313951E+00   0.205979E+01
   0.336195E+00   0.216790E+01
   0.357740E+00   0.227798E+01
   0.378651E+00   0.239014E+01
   0.398987E+00   0.250445E+01
   0.418800E+00   0.262103E+01
   0.438135E+00   0.273995E+01
   0.457032E+00   0.286132E+01
   0.475529E+00   0.298524E+01
   0.493658E+00   0.311178E+01
   0.511448E+00   0.324104E+01
   0.528926E+00   0.337312E+01
   0.546117E+00   0.350809E+01
   0.563041E+00   0.364605E+01
   0.579720E+00   0.378706E+01
   0.596171E+00   0.393120E+01
   0.612411E+00   0.407853E+01
   0.628455E+00   0.422913E+01
   0.644317E+00   0.438303E+01
   0.660010E+00   0.454027E+01
   0.675546E+00   0.470088E+01
   0.690935E+00   0.486488E+01
   0.706188E+00   0.503226E+01
   0.721313E+00   0.520299E+01
   0.736320E+00   0.537704E+01
   0.751216E+00   0.555433E+01
   0.766009E+00   0.573478E+01
   0.780705E+00   0.591826E+01
   0.795311E+00   0.610462E+01
   0.809833E+00   0.629369E+01
   0.824276E+00   0.648523E+01
   0.838645E+00   0.667901E+01
   0.852945E+00   0.687473E+01
   0.867180E+00   0.707208E+01
   0.881354E+00   0.727069E+01
   0.895472E+00   0.747019E+01
   0.909537E+00   0.767016E+01
   0.923551E+00   0.787017E+01
   0.937519E+00   0.806976E+01
   0.951444E+00   0.826847E+01
   0.965327E+00   0.846584E+01
   0.979171E+00   0.866140E+01
   0.992980E+00   0.885471E+01
   0.100675E+01   0.904534E+01
   0.102050E+01   0.923290E+01
   0.103421E+01   0.941702E+01
   0.104789E+01   0.959738E+01
   0.106155E+01   0.977371E+01
   0.107519E+01   0.994579E+01
   0.108880E+01   0.101134E+02
   0.110238E+01   0.102765E+02
   0.111595E+01   0.104350E+02
   0.112950E+01   0.105888E+02
   0.114303E+01   0.107380E+02
   0.115654E+01   0.108825E+02
   0.117004E+01   0.110226E+02
   0.118352E+01   0.111582E+02
   0.119699E+01   0.112896E+02
   0.121045E+01   0.114169E+02
   0.122389E+01   0.115403E+02
   0.123732E+01   0.116599E+02
   0.125074E+01   0.117759E+02
   0.126415E+01   0.118886E+02
   0.127755E+01   0.119982E+02
   0.129094E+01   0.121047E+02
   0.130432E+01   0.122085E+02
   0.131770E+01   0.123097E+02
   0.133106E+01   0.124084E+02
   0.134442E+01   0.125049E+02
   0.135777E+01   0.125993E+02
   0.137112E+01   0.126918E+02
   0.138446E+01   0.127825E+02
   0.139780E+01   0.128716E+02
   0.141112E+01   0.129591E+02
   0.142445E+01   0.130453E+02
   0.143777E+01   0.131302E+02
   0.145108E+01   0.132139E+02
   0.146439E+01   0.132965E+02
   0.147770E+01   0.133782E+02
   0.149101E+01   0.134590E+02
   0.150431E+01   0.135389E+02
   0.151760E+01   0.136182E+02
   0.153090E+01   0.136967E+02
   0.154419E+01   0.137747E+02
   0.155748E+01   0.138521E+02
   0.157076E+01   0.139290E+02
   0.158405E+01   0.140054E+02
   0.159733E+01   0.140815E+02
   0.161061E+01   0.141572E+02
   0.162388E+01   0.142325E+02
   0.163716E+01   0.143076E+02
   0.165043E+01   0.143824E+02
   0.166371E+01   0.144570E+02
   0.167698E+01   0.145313E+02
   0.169024E+01   0.146055E+02
   0.170351E+01   0.146795E+02
   0.171678E+01   0.147534E+02
   0.173004E+01   0.148272E+02
   0.174331E+01   0.149008E+02
   0.175657E+01   0.149744E+02
   0.176983E+01   0.150479E+02
   0.178309E+01   0.151213E+02
   0.179635E+01   0.151947E+02
   0.180961E+01   0.152681E+02
   0.182287E+01   0.153414E+02
   0.183613E+01   0.154147E+02
   0.184939E+01   0.154880E+02
   0.186264E+01   0.155612E+02
   0.187590E+01   0.156345E+02
   0.188915E+01   0.157078E+02
   0.190241E+01   0.157811E+02
   0.191566E+01   0.158544E+02
   0.192892E+01   0.159278E+02
   0.194217E+01   0.160012E+02
   0.195542E+01   0.160746E+02
   0.196867E+01   0.161481E+02
   0.198193E+01   0.162216E+02
   0.199518E+01   0.162951E+02
   0.200843E+01   0.163687E+02
   0.202168E+01   0.164424E+02
   0.203493E+01   0.165161E+02
   0.204818E+01   0.165898E+02
   0.206143E+01   0.166637E+02
   0.207468E+01   0.167375E+02
   0.208793E+01   0.168115E+02
   0.210118E+01   0.168855E+02
   0.211443E+01   0.169597E+02
   0.212768E+01   0.170338E+02
   0.214093E+01   0.171081E+02
   0.215417E+01   0.171825E+02
   0.216742E+01   0.172569E+02
   0.218067E+01   0.173315E+02
   0.219392E+01   0.174061E+02
   0.220717E+01   0.174808E+02
   0.222042E+01   0.175556E+02
   0.223366E+01   0.176306E+02
   0.224691E+01   0.177056E+02
   0.226016E+01   0.177808E+02
   0.227341E+01   0.178561E+02
   0.228665E+01   0.179315E+02
   0.229990E+01   0.180070E+02
   0.231315E+01   0.180827E+02
   0.232640E+01   0.181585E+02
   0.233964E+01   0.182344E+02
   0.235289E+01   0.183105E+02
   0.236614E+01   0.183868E+02
   0.237938E+01   0.184632E+02
   0.239263E+01   0.185398E+02
   0.240588E+01   0.186165E+02
   0.241912E+01   0.186935E+02
   0.243237E+01   0.187706E+02
   0.244562E+01   0.188479E+02
   0.245886E+01   0.189255E+02
   0.247211E+01   0.190032E+02
   0.248536E+01   0.190812E+02
   0.249860E+01   0.191594E+02
   0.251185E+01   0.192379E+02
   0.252510E+01   0.193166E+02
   0.253834E+01   0.193955E+02
   0.255159E+01   0.194747E+02
   0.256483E+01   0.195542E+02
   0.257808E+01   0.196340E+02
   0.259133E+01   0.197141E+02
   0.260457E+01   0.197946E+02
   0.261782E+01   0.198753E+02
   0.263107E+01   0.199564E+02
   0.264431E+01   0.200378E+02
   0.265756E+01   0.201196E+02
   0.267080E+01   0.202018E+02
   0.268405E+01   0.202844E+02
   0.269730E+01   0.203674E+02
   0.271054E+01   0.204508E+02
   0.272379E+01   0.205346E+02
   0.273703E+01   0.206189E+02
   0.275028E+01   0.207037E+02
   0.276353E+01   0.207889E+02
   0.277677E+01   0.208747E+02
   0.279002E+01   0.209609E+02
   0.280326E+01   0.210477E+02
   0.281651E+01   0.211350E+02
   0.282976E+01   0.212229E+02
   0.284300E+01   0.213114E+02
   0.285625E+01   0.214005E+02
   0.286949E+01   0.214902E+02
   0.288274E+01   0.215806E+02
   0.289599E+01   0.216716E+02
   0.290923E+01   0.217632E+02
   0.292248E+01   0.218556E+02
   0.293572E+01   0.219487E+02
   0.294897E+01   0.220425E+02
   0.296222E+01   0.221370E+02
   0.297546E+01   0.222323E+02
   0.298871E+01   0.223284E+02
   0.300195E+01   0.224254E+02
   0.301520E+01   0.225231E+02
   0.302845E+01   0.226217E+02
   0.304169E+01   0.227211E+02
   0.305494E+01   0.228215E+02
   0.306818E+01   0.229227E+02
   0.308143E+01   0.230249E+02
   0.309468E+01   0.231280E+02
   0.310792E+01   0.232321E+02
   0.312117E+01   0.233371E+02
   0.313441E+01   0.234431E+02
   0.314766E+01   0.235501E+02
   0.316091E+01   0.236582E+02
   0.317415E+01   0.237673E+02
   0.318740E+01   0.238774E+02
   0.320064E+01   0.239886E+02
   0.321389E+01   0.241008E+02
   0.322714E+01   0.242141E+02
   0.324038E+01   0.243285E+02
   0.325363E+01   0.244439E+02
   0.326687E+01   0.245604E+02
   0.328012E+01   0.246780E+02
   0.329337E+01   0.247966E+02
   0.330661E+01   0.249163E+02
   0.331986E+01   0.250370E+02
   0.333310E+01   0.251586E+02
   0.334635E+01   0.252812E+02
   0.335959E+01   0.254048E+02
   0.337284E+01   0.255292E+02
   0.338609E+01   0.256544E+02
   0.339933E+01   0.257803E+02
   0.341258E+01   0.259068E+02
   0.342582E+01   0.260339E+02
   0.343907E+01   0.261614E+02
   0.345232E+01   0.262892E+02
   0.346556E+01   0.264171E+02
   0.347881E+01   0.265450E+02
   0.349205E+01   0.266726E+02
   0.350530E+01   0.267996E+02
   0.351855E+01   0.269258E+02
   0.353179E+01   0.270509E+02
   0.354504E+01   0.271745E+02
   0.355828E+01   0.272962E+02
   0.357153E+01   0.274154E+02
   0.358477E+01   0.275316E+02
   0.359802E+01   0.276442E+02
   0.361127E+01   0.277525E+02
   0.362451E+01   0.278555E+02
   0.363776E+01   0.279524E+02
   0.365100E+01   0.280421E+02
   0.366425E+01   0.281234E+02
   0.367750E+01   0.281950E+02
   0.369074E+01   0.282556E+02
   0.370399E+01   0.283038E+02
   0.371723E+01   0.283384E+02
   0.373048E+01   0.283588E+02
   0.374373E+01   0.283670E+02
   0.375697E+01   0.283685E+02
   0.377022E+01   0.283685E+02
   0.378346E+01   0.283684E+02
   0.379671E+01   0.283684E+02
   0.380996E+01   0.283684E+02
   0.382320E+01   0.283683E+02
   0.383645E+01   0.283683E+02
   0.384969E+01   0.283683E+02
   0.386294E+01   0.283682E+02
   0.387618E+01   0.283682E+02
   0.388943E+01   0.283681E+02
   0.390268E+01   0.283681E+02
   0.391592E+01   0.283680E+02
   0.392917E+01   0.283680E+02
   0.394241E+01   0.283679E+02
   0.395566E+01   0.283679E+02
   0.396891E+01   0.283678E+02
   0.398215E+01   0.283677E+02
   0.399540E+01   0.283677E+02
   0.400864E+01   0.283676E+02
   0.402189E+01   0.283675E+02
   0.403514E+01   0.283675E+02
   0.404838E+01   0.283674E+02
   0.406163E+01   0.283673E+02
   0.407487E+01   0.283673E+02
   0.408812E+01   0.283672E+02
   0.410137E+01   0.283671E+02
   0.411461E+01   0.283670E+02
   0.412786E+01   0.283669E+02
   0.414110E+01   0.283668E+02
   0.415435E+01   0.283667E+02
   0.416759E+01   0.283666E+02
   0.418084E+01   0.283665E+02
   0.419409E+01   0.283664E+02
   0.420733E+01   0.283663E+02
   0.422058E+01   0.283662E+02
   0.423382E+01   0.283661E+02
   0.424707E+01   0.283660E+02
   0.426032E+01   0.283659E+02
   0.427356E+01   0.283658E+02
   0.428681E+01   0.283657E+02
   0.430005E+01   0.283656E+02
   0.431330E+01   0.283655E+02
   0.432655E+01   0.283654E+02
   0.433979E+01   0.283653E+02
   0.435304E+01   0.283651E+02
   0.436628E+01   0.283650E+02
   0.437953E+01   0.283649E+02
   0.439277E+01   0.283648E+02
   0.440602E+01   0.283647E+02
   0.441927E+01   0.283646E+02
   0.443251E+01   0.283645E+02
   0.444576E+01   0.283644E+02
   0.445900E+01   0.283643E+02
   0.447225E+01   0.283642E+02
   0.448550E+01   0.283640E+02
   0.449874E+01   0.283639E+02
   0.451199E+01   0.283638E+02
   0.452523E+01   0.283637E+02
   0.453848E+01   0.283636E+02
   0.455173E+01   0.283635E+02
   0.456497E+01   0.283635E+02
   0.457822E+01   0.283634E+02
   0.459146E+01   0.283633E+02
   0.460471E+01   0.283632E+02
   0.461795E+01   0.283631E+02
   0.463120E+01   0.283630E+02
   0.464445E+01   0.283629E+02
   0.465769E+01   0.283629E+02
   0.467094E+01   0.283628E+02
   0.468418E+01   0.283627E+02
   0.469743E+01   0.283626E+02
   0.471068E+01   0.283625E+02
   0.472392E+01   0.283625E+02
   0.473717E+01   0.283624E+02
   0.475041E+01   0.283623E+02
   0.476366E+01   0.283623E+02
   0.477691E+01   0.283622E+02
   0.479015E+01   0.283622E+02
   0.480340E+01   0.283621E+02
   0.481664E+01   0.283620E+02
   0.482989E+01   0.283620E+02
   0.484314E+01   0.283619E+02
   0.485638E+01   0.283619E+02
   0.486963E+01   0.283618E+02
   0.488287E+01   0.283618E+02
   0.489612E+01   0.283617E+02
   0.490936E+01   0.283617E+02
   0.492261E+01   0.283616E+02
   0.493586E+01   0.283616E+02
   0.494910E+01   0.283615E+02
   0.496235E+01   0.283615E+02
   0.497559E+01   0.283614E+02
   0.498884E+01   0.283614E+02
   0.500209E+01   0.283613E+02
   0.501533E+01   0.283613E+02
   0.502858E+01   0.283612E+02
   0.504182E+01   0.283611E+02
   0.505507E+01   0.283611E+02
   0.506832E+01   0.283610E+02
   0.508156E+01   0.283610E+02
   0.509481E+01   0.283609E+02
   0.510805E+01   0.283608E+02
   0.512130E+01   0.283608E+02
   0.513454E+01   0.283607E+02
   0.514779E+01   0.283606E+02
   0.516104E+01   0.283605E+02
   0.517428E+01   0.283603E+02
   0.518753E+01   0.283602E+02
   0.520077E+01   0.283601E+02
   0.521402E+01   0.283597E+02
   0.522727E+01   0.283597E+02
   0.524051E+01   0.283602E+02
