id	pos	best	average	competition_id	round_type_id	event_id	person_name	person_id	format_id	regional_single_record	regional_average_record	person_country_id
582238	1	24	2633	NottinghamSummer2014	f	333fm	Daniel Sheppard	2009SHEP01	m	NR	NR	United Kingdom
593945	1	23	3000	CzechOpen2014	f	333fm	Bence Barát	2008BARA01	m	NULL	NR	Hungary
596135	1	23	0	DixonSummer2014	f	333fm	Walker Welch	2011WELC01	1	NAR	NULL	USA
607107	1	22	2500	USNationals2014	f	333fm	Vincent Sheu	2006SHEU01	m	NAR	WR	USA
608567	1	25	0	BrasileiroInverno2014	f	333fm	João Pedro Batista Ribeiro Costa	2013COST02	1	SAR	NULL	Brazil
609992	2	25	2833	Euro2014	f	333fm	Linus Frész	2011FRES01	m	NULL	NULL	Germany
609993	1	23	2633	Euro2014	f	333fm	Sébastien Auroux	2008AURO01	m	NULL	NULL	Germany
623440	1	25	3167	PLSMarina2014	f	333fm	Marcin Stachura	2011STAC01	m	NR	NULL	Poland
629151	1	24	2900	PragueOpen2014	f	333fm	Tomoaki Okayama (岡山友昭)	2009OKAY01	m	NULL	AsR	Japan
635773	1	25	2867	SebraOpen2014	f	333fm	Emanuel Rheinert	2011RHEI01	m	NULL	NULL	Germany
638316	1	21	0	SapporoOpen2014	f	333fm	Tomoaki Okayama (岡山友昭)	2009OKAY01	1	NULL	NULL	Japan
642927	1	25	3200	UPVOpen2014	f	333fm	Alexander Olleta del Molino	2008OLLE01	m	NULL	NULL	Spain
658631	1	25	0	AsianChampionship2014	f	333fm	Tomoaki Okayama (岡山友昭)	2009OKAY01	2	NULL	NULL	Japan
665720	1	23	0	FranconiaWinter2014	f	333fm	Linus Frész	2011FRES01	1	NULL	NULL	Germany
678211	1	25	0	KharkivWinter2014	f	333fm	Serhii Koksharov (Сергій Кокшаров)	2013KOKS01	1	NR	NULL	Ukraine
688351	4	25	3333	AnotherFMC2015	f	333fm	Cale Schoon	2014SCHO02	m	NULL	NULL	USA
689112	2	25	0	FrankfurtCubeDays2015	f	333fm	Emanuel Rheinert	2011RHEI01	1	NULL	NULL	Germany
689113	1	22	0	FrankfurtCubeDays2015	f	333fm	Laura Ohrndorf	2009OHRN01	1	NULL	NULL	Germany
694639	15	23	-1	PreMundial2015	f	333fm	João Pedro Batista Ribeiro Costa	2013COST02	m	SAR	NULL	Brazil
698153	1	22	3167	WinterWestUkraine2015	f	333fm	Anton Krokhmal (Антон Крохмаль)	2012KROK01	m	NR	NR	Ukraine
698324	2	24	3233	BONDOpen2015	f	333fm	Bence Barát	2008BARA01	m	NULL	NULL	Hungary
713038	4	24	3300	ZonhovenOpen2015	f	333fm	Andreas Pohl	2012POHL01	m	NULL	NULL	Germany
713041	1	25	2667	ZonhovenOpen2015	f	333fm	Sébastien Auroux	2008AURO01	m	NULL	NULL	Germany
718919	1	25	0	EdinburghSpring2015	f	333fm	Daniel Sheppard	2009SHEP01	1	NULL	NULL	United Kingdom
719361	14	23	3233	FMCEurope2015	f	333fm	Anton Krokhmal (Антон Крохмаль)	2012KROK01	m	NULL	NULL	Ukraine
719368	6	25	2833	FMCEurope2015	f	333fm	Jan Bentlage	2010BENT01	m	NULL	NULL	Germany
719372	2	25	2633	FMCEurope2015	f	333fm	Emanuel Rheinert	2011RHEI01	m	NULL	NULL	Germany
719373	1	23	2600	FMCEurope2015	f	333fm	Marcel Peters	2012PETE03	m	NULL	NULL	Germany
720089	1	25	2900	FMCed2015	f	333fm	Prakhar Gupta	2014GUPT09	m	NR	NR	India
722936	1	25	3067	PolishOpen2015	f	333fm	Grzegorz Łuczyna	2005LUCZ01	m	NR	NR	Poland
733723	1	25	0	GermanOpen2015	f	333fm	Laura Ohrndorf	2009OHRN01	1	NULL	NULL	Germany
749401	1	25	2733	CanberraAutumn2015	f	333fm	Feliks Zemdegs	2009ZEMD01	m	OcR	OcR	Australia
750775	1	23	0	ErfurtOpen2015	f	333fm	Tomáš Novotný	2014NOVO01	1	NR	NULL	Czech Republic
753743	1	22	2500	CBNBC2015	f	333fm	Jan Bentlage	2010BENT01	m	NULL	WR	Germany
753744	2	24	2733	CBNBC2015	f	333fm	Marcel Peters	2012PETE03	m	NULL	NULL	Germany
756401	1	24	2600	BrasiliaOpen2015	f	333fm	João Pedro Batista Ribeiro Costa	2013COST02	m	NULL	SAR	Brazil
762540	3	25	3733	IndianNationals2015	f	333fm	Rohan Krishna	2013KRIS02	m	NR	NULL	India
765485	8	22	-1	VelbertOpen2015	f	333fm	Marcel Peters	2012PETE03	m	NULL	NULL	Germany
765492	1	25	2667	VelbertOpen2015	f	333fm	Sébastien Auroux	2008AURO01	m	NULL	NULL	Germany
772541	5	24	-1	FantabulousMichigan2015	f	333fm	Ryan DeLine	2012DELI01	m	NULL	NULL	USA
780186	1	22	0	FranconiaOpen2015	f	333fm	Linus Frész	2011FRES01	1	NULL	NULL	Germany
780187	1	22	0	FranconiaOpen2015	f	333fm	Anonymous	2011ANON06	1	NULL	NULL	Germany
782018	1	25	2700	CroatianOpen2015	f	333fm	Bence Barát	2008BARA01	m	NULL	NR	Hungary
791910	1	20	2700	Michigan2015	f	333fm	Rami Sbahi	2011SBAH01	m	WR	NULL	USA
795111	1	25	2767	CzechOpen2015	f	333fm	Tomáš Novotný	2014NOVO01	m	NULL	NR	Czech Republic
795112	2	24	2900	CzechOpen2015	f	333fm	Bence János Csuti	2014CSUT01	m	NULL	NULL	Hungary
795113	3	25	2900	CzechOpen2015	f	333fm	Bence Barát	2008BARA01	m	NULL	NULL	Hungary
798649	1	25	2567	WC2015	f	333fm	João Pedro Batista Ribeiro Costa	2013COST02	m	NULL	SAR	Brazil
798650	2	25	2733	WC2015	f	333fm	Jan Bentlage	2010BENT01	m	NULL	NULL	Germany
798652	4	24	2767	WC2015	f	333fm	Marcel Peters	2012PETE03	m	NULL	NULL	Germany
798654	6	24	2800	WC2015	f	333fm	Tomoaki Okayama (岡山友昭)	2009OKAY01	m	NULL	NULL	Japan
800765	4	25	-1	GernikaOpen2015	f	333fm	Alberto Pérez de Rada Fiol	2011FIOL01	m	NULL	NULL	Spain
806408	2	24	2967	SESCSantos2015	f	333fm	Diego Meneghetti	2012MENE01	m	NULL	NULL	Brazil
810298	1	22	2500	N8W8Summer2015	f	333fm	Sébastien Auroux	2008AURO01	m	NULL	WR	Germany
810299	2	22	2667	N8W8Summer2015	f	333fm	Jan Bentlage	2010BENT01	m	NULL	NULL	Germany
814065	9	23	3267	USNationals2015	f	333fm	Tim Wong	2007WONG02	m	NULL	NULL	USA
830105	1	23	0	GBCO2015	f	333fm	Sébastien Auroux	2008AURO01	1	NULL	NULL	Germany
830106	2	24	0	GBCO2015	f	333fm	Marcel Peters	2012PETE03	1	NULL	NULL	Germany
840966	1	25	0	GermanNationals2015	f	333fm	Wilhelm Kilders	2010KILD02	1	NULL	NULL	Germany
843588	1	24	0	UtahMegacomp2015	f	333fm	Michael Young	2008YOUN02	1	NULL	NULL	USA
865257	4	25	-1	ArnoldClassicRubik2015	f	333fm	Gonzalo Orellana Barrasa	2010OREL02	m	NULL	NULL	Spain
873643	1	25	2833	PleaseBeQuiet2015	f	333fm	Michael Young	2008YOUN02	m	NULL	NULL	USA
877840	4	25	2967	PolishChampionship2015	f	333fm	Michał Pleskowicz	2009PLES01	m	NR	NULL	Poland
884313	1	19	0	IrvineFall2015	f	333fm	Tim Wong	2007WONG02	1	WR	NULL	USA
892999	1	23	2800	FMCUSA2015	f	333fm	Michael Young	2008YOUN02	m	NULL	NULL	USA
896807	1	25	0	MunichOpen2015	f	333fm	Marcel Peters	2012PETE03	1	NULL	NULL	Germany
906972	1	23	0	FranconiaWinter2015	f	333fm	Emanuel Rheinert	2011RHEI01	1	NULL	NULL	Germany
915961	46	25	-1	FMCAsia2015	f	333fm	Nikhil Mande	2008MAND01	m	NR	NULL	India
916046	1	23	2833	BeijingLongEvents2015	f	333fm	Yunke Zhang (张云柯)	2014ZHAN11	m	NR	NR	China
925603	1	24	2567	SebraOpen2015	f	333fm	Sébastien Auroux	2008AURO01	m	NULL	NULL	Germany
925604	2	25	2600	SebraOpen2015	f	333fm	Marcel Peters	2012PETE03	m	NULL	NULL	Germany
925605	3	24	2667	SebraOpen2015	f	333fm	Emanuel Rheinert	2011RHEI01	m	NULL	NULL	Germany
926603	1	22	2767	ItalianOpen2015	f	333fm	Sebastiano Tronto	2011TRON02	m	NR	NR	Italy
940438	1	25	0	WelcomeThayCambridge2015	f	333fm	Daniel Sheppard	2009SHEP01	1	NULL	NULL	United Kingdom
940439	1	25	0	WelcomeThayCambridge2015	f	333fm	Jan Bentlage	2010BENT01	1	NULL	NULL	Germany
950873	1	24	2833	HelsinkiSideEvents2016	f	333fm	Janne Lehtimäki	2012LEHT01	m	NR	NR	Finland
956027	1	24	2567	Cubelonia2016	f	333fm	Sébastien Auroux	2008AURO01	m	NULL	NULL	Germany
956028	2	19	2633	Cubelonia2016	f	333fm	Marcel Peters	2012PETE03	m	WR	NULL	Germany
956029	3	25	2800	Cubelonia2016	f	333fm	Mats Valk	2007VALK01	m	NULL	NULL	Netherlands
960745	1	25	2667	KeepPortlandQuiet2016	f	333fm	Walker Welch	2011WELC01	m	NULL	NULL	USA
960746	2	24	2800	KeepPortlandQuiet2016	f	333fm	Mark Boyanowski	2014BOYA01	m	NULL	NULL	USA
966470	1	25	2667	MinnesotaWinter2016	f	333fm	Cale Schoon	2014SCHO02	m	NULL	NULL	USA
971773	1	23	0	FrankfurtCubeDays2016	f	333fm	Laura Ohrndorf	2009OHRN01	1	NULL	NULL	Germany
974968	1	23	2600	BONDOpen2016	f	333fm	Bence Barát	2008BARA01	m	NULL	NR	Hungary
974969	2	24	2700	BONDOpen2016	f	333fm	Sébastien Auroux	2008AURO01	m	NULL	NULL	Germany
974970	3	24	2733	BONDOpen2016	f	333fm	Marcel Peters	2012PETE03	m	NULL	NULL	Germany
985719	1	25	3033	BlindandWhatnot2016	f	333fm	Ryan DeLine	2012DELI01	m	NULL	NULL	USA
985720	2	24	3067	BlindandWhatnot2016	f	333fm	Mark Boyanowski	2014BOYA01	m	NULL	NULL	USA
990914	1	22	2700	OsijekOpen2016	f	333fm	Bence Barát	2008BARA01	m	NR	NULL	Hungary
996446	6	25	-1	ZonhovenOpen2016	f	333fm	Linus Frész	2011FRES01	m	NULL	NULL	Germany
996447	1	22	2500	ZonhovenOpen2016	f	333fm	Sébastien Auroux	2008AURO01	m	NULL	WR	Germany
1003097	1	25	2633	FMCEurope2016	f	333fm	Marcel Peters	2012PETE03	m	NULL	NULL	Germany
1003098	2	25	2700	FMCEurope2016	f	333fm	Daniel Sheppard	2009SHEP01	m	NULL	NULL	United Kingdom
1003099	3	23	2767	FMCEurope2016	f	333fm	Robert Yau	2009YAUR01	m	NR	NULL	United Kingdom
1003101	5	25	2900	FMCEurope2016	f	333fm	Grzegorz Łuczyna	2005LUCZ01	m	NR	NULL	Poland
1003102	6	25	2967	FMCEurope2016	f	333fm	Bence János Csuti	2014CSUT01	m	NULL	NULL	Hungary
1006397	1	25	0	KansaiOpen2016	f	333fm	Shuto Ueno (上野柊斗)	2008UENO01	1	NULL	NULL	Japan
1006398	1	25	0	KansaiOpen2016	f	333fm	Tomoaki Okayama (岡山友昭)	2009OKAY01	1	NULL	NULL	Japan
1017911	2	25	2867	MichiganCubingClubAlpha2016	f	333fm	Mark Boyanowski	2014BOYA01	m	NULL	NULL	USA
1022526	1	25	0	PlentziaOpen2016	f	333fm	Alexander Olleta del Molino	2008OLLE01	2	NULL	NULL	Spain
1023409	1	22	0	ExeterOpen2016	f	333fm	Daniel Sheppard	2009SHEP01	1	NR	NULL	United Kingdom
1023410	2	25	0	ExeterOpen2016	f	333fm	Evan Liu	2009LIUE01	1	NULL	NULL	USA
1028002	1	25	2900	CrossstraitFMC2016	1	333fm	Yunke Zhang (张云柯)	2014ZHAN11	m	NULL	NULL	China
1028041	1	25	2733	CrossstraitFMC2016	f	333fm	Jiejie Du (杜杰杰)	2010DUJI01	m	NULL	AsR	China
1029981	1	23	0	GermanOpen2016	f	333fm	Marcel Peters	2012PETE03	1	NULL	NULL	Germany
1039130	1	25	0	OpenCubeProject2016	f	333fm	Anton Piau	2008PIAU01	1	NULL	NULL	France
1065630	1	25	0	LvivSpringDays2016	f	333fm	Serhii Koksharov (Сергій Кокшаров)	2013KOKS01	1	NULL	NULL	Ukraine
1068356	1	24	0	HessenOpen2016	f	333fm	Moritz Karl	2008KARL02	1	NULL	NULL	Germany
1068357	2	25	0	HessenOpen2016	f	333fm	Jan Bentlage	2010BENT01	1	NULL	NULL	Germany
1068358	2	25	0	HessenOpen2016	f	333fm	Linus Frész	2011FRES01	1	NULL	NULL	Germany
1090564	1	24	2433	SchwandorfOpen2016	f	333fm	Marcel Peters	2012PETE03	m	NULL	WR	Germany
1090565	2	23	2833	SchwandorfOpen2016	f	333fm	Jan Bentlage	2010BENT01	m	NULL	NULL	Germany
1092729	1	25	0	NortheasternSpring2016	f	333fm	Tim Wong	2007WONG02	1	NULL	NULL	USA
1099896	1	23	0	BrasiliaOpen2016	f	333fm	João Pedro Batista Ribeiro Costa	2013COST02	1	SAR	NULL	Brazil
1110683	1	22	2633	CubeofOddNumbers2016	f	333fm	Jiejie Du (杜杰杰)	2010DUJI01	m	NULL	AsR	China
1110684	2	20	2667	CubeofOddNumbers2016	f	333fm	Ziheng Ma (马子恒)	2012MAZI01	m	AsR	NULL	China
1110685	3	25	2700	CubeofOddNumbers2016	f	333fm	Baiqiang Dong (董百强)	2008DONG06	m	NULL	NULL	China
1118826	13	24	-1	MentalBreakdown2016	1	333fm	Mark Boyanowski	2014BOYA01	m	NULL	NULL	USA
1118833	1	23	2567	MentalBreakdown2016	f	333fm	Mark Boyanowski	2014BOYA01	m	NULL	NULL	USA
1118844	12	25	-1	MentalBreakdown2016	f	333fm	Walker Welch	2011WELC01	m	NULL	NULL	USA
1123814	1	22	2467	Indiana2016	f	333fm	Ryan DeLine	2012DELI01	m	NULL	NAR	USA
1123815	1	22	2467	Indiana2016	f	333fm	Walker Welch	2011WELC01	m	NULL	NAR	USA
1123816	3	24	2600	Indiana2016	f	333fm	Mark Boyanowski	2014BOYA01	m	NULL	NULL	USA
1123817	4	22	2800	Indiana2016	f	333fm	Kit Clement	2008CLEM01	m	NULL	NULL	USA
1143563	2	25	3233	SoCal2016	f	333fm	Andrew Nathenson	2011NATH02	m	NULL	NULL	USA
1146626	1	23	2533	Euro2016	f	333fm	Jan Bentlage	2010BENT01	m	NULL	NULL	Germany
1146627	2	25	2700	Euro2016	f	333fm	Linus Frész	2011FRES01	m	NULL	NULL	Germany
1146628	3	25	2767	Euro2016	f	333fm	Sébastien Auroux	2008AURO01	m	NULL	NULL	Germany
1146629	3	25	2767	Euro2016	f	333fm	Matěj Grohmann	2015GROH02	m	NULL	NR	Czech Republic
1146681	56	25	-1	Euro2016	f	333fm	Marcel Peters	2012PETE03	m	NULL	NULL	Germany
1165731	1	25	2600	Brasileiro2016	f	333fm	João Pedro Batista Ribeiro Costa	2013COST02	m	NULL	NULL	Brazil
1170437	1	25	0	ZeelandOpen2016	f	333fm	Jan Bentlage	2010BENT01	1	NULL	NULL	Germany
1172785	2	23	2867	USNationals2016	f	333fm	Cale Schoon	2014SCHO02	m	NULL	NULL	USA
1172802	19	25	3567	USNationals2016	f	333fm	AJ Blair	2009BLAI01	m	NULL	NULL	USA
1183523	1	25	2800	CubeCampinKanazawa2016	f	333fm	Tomoaki Okayama (岡山友昭)	2009OKAY01	m	NULL	NULL	Japan
1185340	1	23	0	FullStepsinBrest2016	f	333fm	Wojciech Szatanowski	2011SZAT01	1	NR	NULL	Poland
1187516	1	24	0	N8W8Summer2016	f	333fm	Max Hahnbück	2013HAHN02	1	NULL	NULL	Germany
1192184	11	25	-1	TubingenOpen2016	f	333fm	Marcel Peters	2012PETE03	m	NULL	NULL	Germany
1195297	1	22	2633	CrossstraitCubing2016	f	333fm	Bo Huang (黄镈)	2013HUAN16	m	NULL	AsR	China
1200248	1	23	2600	Michigan2016	f	333fm	Mark Boyanowski	2014BOYA01	m	NULL	NULL	USA
1200264	17	23	-1	Michigan2016	f	333fm	Walker Welch	2011WELC01	m	NULL	NULL	USA
1212934	4	22	-1	AlicanteOpen2016	f	333fm	Javier Cabezuelo Sánchez	2007SANC01	m	NR	NULL	Spain
1213765	1	23	2667	FantasticManhattan2016	f	333fm	Mark Boyanowski	2014BOYA01	m	NULL	NULL	USA
1218889	1	19	0	PSUOpen2016	f	333fm	Uladzislau Ushakov (Владислав Ушаков)	2014USHA01	1	WR	NULL	Belarus
1227982	1	25	0	SwissNationals2016	f	333fm	Linus Frész	2011FRES01	1	NULL	NULL	Germany
1241750	1	20	2467	CanberraSpring2016	f	333fm	Jayden McNeill	2012MCNE01	m	OcR	OcR	Australia
1246502	1	23	3467	KrivbassOpen2016	f	333fm	Serhii Mormul (Сергій Мормуль)	2012MORM01	m	NULL	NULL	Ukraine
1255687	1	25	2800	AsianChampionship2016	f	333fm	Ziheng Ma (马子恒)	2012MAZI01	m	NULL	NULL	China
1255900	1	25	2800	AsianChampionship2016	f	333fm	Yiwei Liu (刘伊玮)	2012LIUY03	m	NULL	NULL	China
1256505	3	25	2833	AsianChampionship2016	f	333fm	Peiyan Li (利沛焰)	2013LIPE01	m	NULL	NULL	China
1260130	1	25	2900	PragueOpen2016	f	333fm	Bence Barát	2008BARA01	m	NULL	NULL	Hungary
1260452	9	25	-1	PragueOpen2016	f	333fm	Tomáš Nguyen	2014QUYN02	m	NR	NULL	Vietnam
1262229	1	23	2533	GermanNationals2016	f	333fm	Emanuel Rheinert	2011RHEI01	m	NULL	NULL	Germany
1262677	5	25	2833	GermanNationals2016	f	333fm	Linus Frész	2011FRES01	m	NULL	NULL	Germany
1262748	2	24	2733	GermanNationals2016	f	333fm	Marcel Peters	2012PETE03	m	NULL	NULL	Germany
1262966	6	23	3000	GermanNationals2016	f	333fm	Olivér Perge	2007PERG01	m	NULL	NULL	Hungary
1263126	2	24	2733	GermanNationals2016	f	333fm	Sébastien Auroux	2008AURO01	m	NULL	NULL	Germany
1263147	23	23	-1	GermanNationals2016	f	333fm	Simon Kalhofer	2012KALH01	m	NULL	NULL	Germany
1263172	11	23	3333	GermanNationals2016	f	333fm	Stephen Adhisaputra	2010ADHI01	m	NR	NULL	Indonesia
1267619	1	24	0	JapanOpen2016	f	333fm	Toru Morooka (諸岡徹)	2010MORO01	1	NULL	NULL	Japan
1279515	1	25	2900	Museesuissedujeu2016	f	333fm	Reto Bubendorf	2012BUBE01	m	NR	NULL	Switzerland
1292096	1	23	2600	SebraOpen2016	f	333fm	Jan Bentlage	2010BENT01	m	NULL	NULL	Germany
1292142	3	24	2700	SebraOpen2016	f	333fm	Laura Ohrndorf	2009OHRN01	m	NULL	NULL	Germany
1292170	2	23	2633	SebraOpen2016	f	333fm	Linus Frész	2011FRES01	m	NULL	NULL	Germany
1292196	4	23	2800	SebraOpen2016	f	333fm	Marcel Peters	2012PETE03	m	NULL	NULL	Germany
1292340	5	23	2833	SebraOpen2016	f	333fm	Sébastien Auroux	2008AURO01	m	NULL	NULL	Germany
1293084	3	25	3133	HungarianOpen2016	f	333fm	Attila Horváth	2012HORV01	m	NULL	NULL	Hungary
1293414	2	24	2967	HungarianOpen2016	f	333fm	Dávid Balog	2009BALO03	m	NULL	NULL	Hungary
1327893	1	23	0	PSKubing2016	f	333fm	Jan Bentlage	2010BENT01	1	NULL	NULL	Germany
1327965	1	23	0	PSKubing2016	f	333fm	Laura Ohrndorf	2009OHRN01	1	NULL	NULL	Germany
1328046	4	24	0	PSKubing2016	f	333fm	Linus Frész	2011FRES01	1	NULL	NULL	Germany
1328336	1	23	0	PSKubing2016	f	333fm	Sébastien Auroux	2008AURO01	1	NULL	NULL	Germany
1332680	1	24	0	MPEIOpen2016	f	333fm	Serhii Koksharov (Сергій Кокшаров)	2013KOKS01	1	NULL	NULL	Ukraine
1337460	1	25	2633	PoliMiOpen2016	f	333fm	Sebastiano Tronto	2011TRON02	m	NULL	NR	Italy
1340213	4	25	2933	FMCAsia2016	f	333fm	Baiqiang Dong (董百强)	2008DONG06	m	NULL	NULL	China
1340282	1	25	2667	FMCAsia2016	f	333fm	Bo Huang (黄镈)	2013HUAN16	m	NULL	NULL	China
1340331	1	25	2667	FMCAsia2016	f	333fm	ChoongMyoung Lee (이충명)	2012LEEC01	m	NR	NR	Korea
1348788	1	25	2567	MegaMinnesotaWinter2016	f	333fm	Walker Welch	2011WELC01	m	NULL	NULL	USA
1351993	12	24	-1	PolishChampionship2016	f	333fm	Tomek Bogdanik	2013BOGD04	m	NULL	NULL	Poland
1361361	1	24	0	OpalOpen2016	f	333fm	Reto Bubendorf	2012BUBE01	1	NR	NULL	Switzerland
1379635	2	21	2600	Cubelonia2017	f	333fm	Cornelius Dieckmann	2009DIEC01	m	NULL	NULL	Germany
1379769	11	24	3533	Cubelonia2017	f	333fm	Gregor Billing	2012BILL01	m	NULL	NULL	Germany
1379852	6	25	2967	Cubelonia2017	f	333fm	Jan Bentlage	2010BENT01	m	NULL	NULL	Germany
1380014	5	23	2967	Cubelonia2017	f	333fm	Kevin Gerhardt	2013GERH01	m	NULL	NULL	Germany
1380126	25	23	-1	Cubelonia2017	f	333fm	Linus Frész	2011FRES01	m	NULL	NULL	Germany
1380201	3	25	2633	Cubelonia2017	f	333fm	Marcel Peters	2012PETE03	m	NULL	NULL	Germany
1380284	7	25	3167	Cubelonia2017	f	333fm	Max Hahnbück	2013HAHN02	m	NULL	NULL	Germany
1380409	4	25	2667	Cubelonia2017	f	333fm	Reto Bubendorf	2012BUBE01	m	NULL	NR	Switzerland
1380467	1	21	2567	Cubelonia2017	f	333fm	Sébastien Auroux	2008AURO01	m	NULL	NULL	Germany
1384688	1	21	2900	DneprSuperBlind2017	f	333fm	Serhii Koksharov (Сергій Кокшаров)	2013KOKS01	m	NR	NR	Ukraine
1393029	1	25	2667	MCCAlpha2017	f	333fm	Mark Boyanowski	2014BOYA01	m	NULL	NULL	USA
1400520	1	22	0	FrankfurtCubeDays2017	f	333fm	Laura Ohrndorf	2009OHRN01	1	NULL	NULL	Germany
1406234	1	23	2767	ImaginaliaOpen2017	f	333fm	Javier Cabezuelo Sánchez	2007SANC01	m	NULL	NULL	Spain
1406585	2	25	2833	PleaseBeQuietBerkeley2017	1	333fm	Kit Clement	2008CLEM01	m	NULL	NULL	USA
1406595	1	22	2700	PleaseBeQuietBerkeley2017	1	333fm	Mark Boyanowski	2014BOYA01	m	NULL	NULL	USA
1406630	6	25	-1	PleaseBeQuietBerkeley2017	f	333fm	Ryan DeLine	2012DELI01	m	NULL	NULL	USA
1408096	1	25	2600	MentalBreakdownGermany2017	1	333fm	Laura Ohrndorf	2009OHRN01	m	NULL	NULL	Germany
1408099	3	25	2767	MentalBreakdownGermany2017	1	333fm	Linus Frész	2011FRES01	m	NULL	NULL	Germany
