Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20260707|ACIW|6510.437860|0|17267.837860|N
20260707|ACKY|225|0|225|N
20260707|ACLS|9767.175000|0|14319.736160|N
20260707|ACM|28234.157220|0|33011.157220|N
20260707|ACMR|32399.602990|0|39826.930220|N
20260707|ACN|60291|0|114506.840440|N
20260707|ACNB|823|0|4540|N
20260707|ACNT|442|0|803|N
20260707|ACOG|65|0|3067|N
20260707|ACON|24|0|68|N
20260707|ACP|1242|0|2356.798830|N
20260707|ACR|18|0|79|N
20260707|ACRE|554.002430|9|2046.002430|N
20260707|ACRS|18152|0|24271|N
20260707|ACRV|2444|0|3787|N
20260707|ACT|1675|0|1947|N
20260707|ACTG|841|0|1157|N
20260707|ACTU|8067|0|8850|N
20260707|ACVA|18430|0|31087|N
20260707|ACWI|3870|0|8041.305310|N
20260707|ACWX|1862|0|2194.936520|N
20260707|ACXP|40|0|40|N
20260707|ACYN|11288|0|12427|N
20260707|ACYQ|501|0|501|N
20260707|ACYS|62|0|265|N
20260707|AD|4607|0|4749.030000|N
20260707|ADAG|481|0|7123|N
20260707|ADAM|4658|0|6516|N
20260707|ADBE|131089.331620|0|174803.592220|N
20260707|ADBG|53293|0|102470|N
20260707|ADBU|1000|0|1105|N
20260707|ADC|7573|0|20577.736440|N
20260707|ADCT|25266|0|129577|N
20260707|ADEA|11103|0|15590.245610|N
20260707|ADI|27405.478180|0|75663.467260|N
20260707|ADIU|3|0|18|N
20260707|ADM|39025.855610|0|65579.884000|N
20260707|ADMA|24241|0|81524.337770|N
20260707|ADME|3|0|7|N
20260707|ADNT|22227|0|26775|N
20260707|ADP|27428.410220|0|35589.328490|N
20260707|ADPT|16595.639120|0|24174.406560|N
20260707|ADSE|100|0|100|N
20260707|ADSK|34665.932000|0|44952.457930|N
20260707|ADT|31198.807960|0|50516.807960|N
20260707|ADTN|18345.410640|0|21782.410640|N
20260707|ADUR|13215.819120|0|14203.819120|N
20260707|ADUS|5847.145090|0|7613.145090|N
20260707|ADV|1891|0|2996|N
20260707|ADVE|3|0|6|N
20260707|ADX|7590|0|8273.970370|N
20260707|AEBI|4015|0|7057|N
20260707|AEC|599|0|4040|N
20260707|AEE|23498.013470|0|30185.207560|N
20260707|AEF|2424.499420|0|2484.499420|N
20260707|AEFC|4|0|4|N
20260707|AEG|38334|0|49822|N
20260707|AEHL|462|0|1144|N
20260707|AEHR|28702.880320|0|50006.280220|N
20260707|AEI|1|0|574|N
20260707|AEIS|6209|0|23050.670940|N
20260707|AEM|17674|0|70117.453670|N
20260707|AEMD|559|0|1391|N
20260707|AENT|83|0|87|N
20260707|AEO|25270|0|52830.016240|N
20260707|AEP|53666.544240|0|80254.782660|N
20260707|AER|7592|0|27406.253760|N
20260707|AERO|287|0|1439.100000|N
20260707|AERT|3|0|195|N
20260707|AES|35449|0|95096.757450|N
20260707|AESI|17494|0|31129|N
20260707|AESP|111874|0|151874|N
20260707|AEVA|3472|0|14710.342060|N
20260707|AEXA|900|0|1065|N
20260707|AEYE|354|0|2355.777050|N
20260707|AFB|600|0|733|N
20260707|AFG|3564|0|4865.726330|N
20260707|AFGB|3|0|203|N
20260707|AFGC|2|0|320|N
20260707|AFGD|1|0|1|N
20260707|AFGR|1|0|14|N
20260707|AFJK|3|0|3|N
20260707|AFK|201|0|205.874970|N
20260707|AFL|25484.504430|0|31163.369410|N
20260707|AFLG|13|0|120|N
20260707|AFRI|4|0|4|N
20260707|AFRM|39403|0|79564.489010|N
20260707|AFSM|1|0|1|N
20260707|AFYA|53|0|334.627520|N
20260707|AG|58701|0|135083.404310|N
20260707|AGBK|1220|0|1442|N
20260707|AGCO|13763|0|15419.185330|N
20260707|AGD|2020.593380|0|2035.243720|N
20260707|AGEN|44950|0|49812|N
20260707|AGG|61187.593820|0|103271.750690|N
20260707|AGGH|663|0|884|N
20260707|AGGY|0.108600|0|0.108600|N
20260707|AGI|13120|0|31385.300430|N
20260707|AGIO|15914|0|33434.016800|N
20260707|AGIX|687.425710|0|1233.154510|N
20260707|AGL|702|0|1679.009170|N
20260707|AGM|1595|0|1780.519420|N
20260707|AGMB|1396|0|2623|N
20260707|AGMH|30|0|1416|N
20260707|AGNC|122153|0|249823.240800|N
20260707|AGNCZ|729|0|769|N
20260707|AGNG|27|0|82|N
20260707|AGNT|6490.266540|0|8401.248860|N
20260707|AGO|5357|0|6873|N
20260707|AGOX|3|0|9|N
20260707|AGPU|1702|0|5021|N
20260707|AGQ|3480|0|13213.587580|N
20260707|AGRO|1131|0|2623|N
20260707|AGRZ|1|0|55|N
20260707|AGX|3792|0|11499.933100|N
20260707|AGYS|2636|0|6125.590500|N
20260707|AGZ|0.379800|0|23.379800|N
20260707|AHCO|5458|0|6578|N
20260707|AHD|150|0|150|N
20260707|AHLT|0.411600|0|0.411600|N
20260707|AHMA|55|0|304|N
20260707|AHR|59057|0|118188.219320|N
20260707|AHRT|3183|0|5415.421050|N
20260707|AHT|16|0|32|N
20260707|AHTpF|34|0|63|N
20260707|AHTpG|635|0|636|N
20260707|AHTpI|1311|0|1333|N
20260707|AI|14635|0|43401.092720|N
20260707|AIA|270|0|544.838530|N
20260707|AIAI|2773|0|3793|N
20260707|AIB|14421|0|17836|N
20260707|AIBZ|1301|0|3769|N
20260707|AIDX|323|0|463|N
20260707|AIEQ|0.805930|0|0.805930|N
20260707|AIFA|1920|1|2139|N
20260707|AIFC|16811|0|18832|N
20260707|AIFF|140|0|695|N
20260707|AIFU|2.038420|0|2.226370|N
20260707|AIG|58668|0|75242.007700|N
20260707|AII|1618|0|2205|N
20260707|AIIAr|400|0|400|N
20260707|AIIO|6283|0|14605|N
20260707|AIM|10387|0|30688|N
20260707|AIMD|1003|0|1315|N
20260707|AIN|1915|0|2048|N
20260707|AIOO|9|0|9|N
20260707|AIOS|1|0|604|N
20260707|AIOT|4466|0|8874|N
20260707|AIP|12028.131000|0|40816.131000|N
20260707|AIPI|1242.389090|0|1649.907520|N
20260707|AIPO|2047|0|15410.138120|N
20260707|AIQ|2725|0|8222.643980|N
20260707|AIQD|100|0|101|N
20260707|AIR|2753.277000|0|4157.277000|N
20260707|AIRE|24|0|1222|N
20260707|AIRG|82|0|274|N
20260707|AIRI|7|0|5010|N
20260707|AIRJ|23712|0|33102|N
20260707|AIRO|4214|0|6130|N
20260707|AIRR|2691.461050|0|21795.152750|N
20260707|AIRS|382|0|1258|N
20260707|AIS|3496.764380|0|15677.948190|N
20260707|AISP|5818.402490|0|11741.402490|N
20260707|AIT|3626|0|7208.287640|N
20260707|AIV|2639.070950|0|12095.070950|N
20260707|AIXC|302|0|617|N
20260707|AIXI|694|0|1544|N
20260707|AIYY|46.813380|0|105.284940|N
20260707|AIZ|1449.011930|0|3753.688030|N
20260707|AJG|51155|0|64026.291500|N
20260707|AJUL|3|0|6|N
20260707|AKAF|2|0|2|N
20260707|AKAM|45824|0|71854.394520|N
20260707|AKBA|13199|0|78304|N
20260707|AKR|5535|0|13190|N
20260707|AKRE|1000|0|1889|N
20260707|AKTS|5680|0|5732|N
20260707|AKTX|3274|0|4773|N
20260707|ALAB|28935.413100|9|92330.570130|N
20260707|ALAI|609|0|609|N
20260707|ALAR|6213|0|21336|N
20260707|ALB|38886|0|45290.119460|N
20260707|ALC|78419|1434|85507.172470|N
20260707|ALCO|278|0|585|N
20260707|ALDX|9265|0|57452|N
20260707|ALEC|2515|0|5811|N
20260707|ALG|3114|0|5332|N
20260707|ALGM|43223.565900|0|110167.958200|N
20260707|ALGN|12645.045660|0|17749.162660|N
20260707|ALGS|5714|0|26345|N
20260707|ALGT|8424.022380|0|15460.291380|N
20260707|ALH|7046|0|11892.338600|N
20260707|ALHC|49080.040200|100|53792.245700|N
20260707|ALIT|7245|0|15734|N
20260707|ALK|24192|0|36888.600810|N
20260707|ALKS|23682|0|32840.092400|N
20260707|ALKT|5272|0|18528|N
20260707|ALL|83089.440030|0|92896.939830|N
20260707|ALLE|16834.014360|0|19793.014360|N
20260707|ALLO|303944.562540|0|536141.562540|N
20260707|ALLpJ|301|0|766|N
20260707|ALLR|28124|20000|34788|N
20260707|ALLT|243|0|15058|N
20260707|ALLW|21118.827820|0|23455.065620|N
20260707|ALLY|5615.497880|0|31968.489630|N
20260707|ALM|194276|3149|221282|N
20260707|ALMR|1095|0|1095|N
20260707|ALMS|15125|0|22852|N
20260707|ALMU|9429|0|12713|N
20260707|ALNT|8197.553830|0|10380.553830|N
20260707|ALNY|8458|0|16003.216080|N
20260707|ALOT|300|0|879.169360|N
20260707|ALOY|31280.674370|0|54333.674370|N
20260707|ALP|600|0|15961|N
20260707|ALPX|25000|0|25102|N
20260707|ALPXU|2|0|3|N
20260707|ALRM|8150.029200|0|8821.029200|N
20260707|ALRS|3003|0|3154|N
20260707|ALSN|9727.423900|0|13500.423900|N
20260707|ALT|58208|0|74268|N
20260707|ALTG|711|0|3449|N
20260707|ALTI|3730|0|3812|N
20260707|ALTO|5500|0|16136|N
20260707|ALV|5665.027720|0|9192.027720|N
20260707|ALVO|20652|0|24476|N
20260707|ALX|388.038240|0|460.038240|N
20260707|ALXO|21059|0|27505.070610|N
20260707|ALZN|50|0|811|N
20260707|AM|8291.338340|0|14332.496900|N
20260707|AMA|720|0|4291|N
20260707|AMAL|1972.038220|0|2151.038220|N
20260707|AMAT|361129.222710|0|505812.247490|N
20260707|AMAU|37|0|1929|N
20260707|AMBA|9923|0|23114.829340|N
20260707|AMBP|20421|0|28272|N
20260707|AMBQ|5201|0|10094|N
20260707|AMBR|202|0|202|N
20260707|AMC|189926|0|1233936.092778|N
20260707|AMCI|694|0|1543|N
20260707|AMCR|13651.128560|0|18611.255200|N
20260707|AMCX|5104|0|8290|N
20260707|AMD|181086.408340|6|445505.199330|N
20260707|AMDC|2|0|3|N
20260707|AMDD|152285|0|286886|N
20260707|AMDG|437|0|1394|N
20260707|AMDL|23965.879110|0|40772.283550|N
20260707|AMDW|4283.193210|0|4728.695810|N
20260707|AMDY|9197.280980|0|24361.904040|N
20260707|AME|8997|0|12683.143460|N
20260707|AMEM|3|0|6|N
20260707|AMG|5221.142610|0|8146.142610|N
20260707|AMGN|21224|0|30874.962590|N
20260707|AMH|9476.233710|0|13616.379510|N
20260707|AMHpH|500|0|500|N
20260707|AMIX|8|0|42|N
20260707|AMKL|73|0|462|N
20260707|AMKR|66719|0|114265.246730|N
20260707|AMKX|2|0|2|N
20260707|AMLP|11430.065190|0|16918.705430|N
20260707|AMLX|9318|0|14831.591420|N
20260707|AMN|6494|0|8654|N
20260707|AMOD|124|0|679|N
20260707|AMP|6407|0|11870.240800|N
20260707|AMPG|62874.152420|0|107495.152420|N
20260707|AMPH|4595|0|6219|N
20260707|AMPL|18173|0|21704.845390|N
20260707|AMPU|3877|0|3902|N
20260707|AMPX|25893|0|130917.802240|N
20260707|AMPY|3285|0|7941|N
20260707|AMR|3921.543930|0|4113.524830|N
20260707|AMRC|5532|0|5847|N
20260707|AMRN|110|0|434|N
20260707|AMRX|17356.300500|0|19039.048100|N
20260707|AMRZ|45770|0|83937.095300|N
20260707|AMS|99|0|3088|N
20260707|AMSC|4313.642860|0|9514.170960|N
20260707|AMSF|3818.351330|0|4991.351330|N
20260707|AMSS|789|0|4177|N
20260707|AMST|416|0|996|N
20260707|AMT|8247|0|50210.197480|N
20260707|AMTB|5627|0|6301|N
20260707|AMTM|8334|0|22876.507930|N
20260707|AMTX|17266|0|47099|N
20260707|AMUU|1231|0|1602|N
20260707|AMWL|281|0|302|N
20260707|AMX|5064|0|11813.153680|N
20260707|AMZA|7.517190|0|22.003860|N
20260707|AMZD|30855|0|65657|N
20260707|AMZE|14347|0|46287|N
20260707|AMZN|584122|0|971044.530902|N
20260707|AMZP|2.204200|0|88.204200|N
20260707|AMZU|13623.860310|0|33659.504610|N
20260707|AMZY|327.394600|0|759.220450|N
20260707|AMZZ|815|0|1985|N
20260707|AN|9189|0|12962.293250|N
20260707|ANAB|9294|0|18846.016400|N
20260707|ANDE|1026|0|2179|N
20260707|ANDG|4499|0|9612|N
20260707|ANEL|131|0|871|N
20260707|ANET|68367.792180|0|166593.753733|N
20260707|ANF|22624|0|24287.001840|N
20260707|ANGH|10|0|12|N
20260707|ANGI|2845|0|12400|N
20260707|ANGL|3368|0|3642.180600|N
20260707|ANGO|522|0|14017.561630|N
20260707|ANGX|13548|0|26497|N
20260707|ANIK|476|0|1085|N
20260707|ANIP|1385.015440|0|1588.015440|N
20260707|ANIX|1723|0|2145|N
20260707|ANL|2427|0|3174|N
20260707|ANNA|5656|0|15254|N
20260707|ANNX|40658|0|57286|N
20260707|ANRO|10645|0|13605|N
20260707|ANTX|1339|0|1345|N
20260707|ANV|112|0|115|N
20260707|ANVS|10149|0|21792|N
20260707|ANY|38|0|466|N
20260707|AOA|202|0|2541.771290|N
20260707|AOD|473.604530|80|4163.889950|N
20260707|AOK|50|0|55|N
20260707|AOM|3333|0|3996.755010|N
20260707|AOMR|182|0|2783|N
20260707|AON|6840.281990|0|10128.708550|N
20260707|AOR|1894|0|7636.579640|N
20260707|AORT|9435|0|10004.515200|N
20260707|AOS|21213.910930|0|23619.715260|N
20260707|AOSL|15853.846970|0|23208.860630|N
20260707|AOUT|85|0|2819.157780|N
20260707|AP|1001|0|1764|N
20260707|APA|56961.422930|0|82005.552350|N
20260707|APAM|6524|0|7993.001380|N
20260707|APC|484|0|956|N
20260707|APD|8102.928310|0|17524.110620|N
20260707|APEI|20146|0|21020.864440|N
20260707|APG|36207.392950|0|54387.923140|N
20260707|APGE|6575|0|11485.643010|N
20260707|APH|41645|0|137386.604740|N
20260707|API|11344|0|11606|N
20260707|APIE|1686|0|1686|N
20260707|APLD|374503.851650|100|495956.913700|N
20260707|APLE|19114.080490|1|44393.921570|N
20260707|APLX|257|0|18319.432510|N
20260707|APLY|43.905280|0|287.572790|N
20260707|APLZ|76|0|1445|N
20260707|APMI|1|0|1|N
20260707|APO|23876|0|125968.665280|N
20260707|APOG|2387|0|3073|N
20260707|APP|44834|0|88024.332930|N
20260707|APPF|26473|0|28811.107070|N
20260707|APPN|10975.902910|0|13946.902910|N
20260707|APPS|28972|2200|57789.483850|N
20260707|APPX|1632|0|7030.068430|N
20260707|APRP|1|0|1|N
20260707|APTV|24621.083470|0|26806.091740|N
20260707|APUS|2000|0|8549|N
20260707|APYX|15|0|1085|N
20260707|AQMS|121|0|2097|N
20260707|AQN|33468|0|78437.623280|N
20260707|AQST|9329|0|26552|N
20260707|AR|15030|0|40720.436030|N
20260707|ARAI|2921|550|7273|N
20260707|ARAY|8895|0|10492|N
20260707|ARBB|18|0|35|N
20260707|ARBE|21966|0|28762.032100|N
20260707|ARBK|63|0|1045|N
20260707|ARCB|8838|0|12256|N
20260707|ARCC|28840.128160|0|41917.972620|N
20260707|ARCO|9052|256|19592.756500|N
20260707|ARCT|1536.122140|0|1798.122140|N
20260707|ARDC|201.220390|0|782.480660|N
20260707|ARDT|740|0|2127|N
20260707|ARDX|19883|0|54300|N
20260707|ARE|27001.893020|0|32895.404030|N
20260707|AREC|9341|0|110691|N
20260707|AREN|2423|0|2886|N
20260707|ARES|27463.394880|0|34828.040960|N
20260707|ARGT|1221|0|1849.360560|N
20260707|ARGX|7374.063310|570|19993.539050|N
20260707|ARHS|9045|0|10778|N
20260707|ARI|27908|0|56445.899430|N
20260707|ARIS|9399|0|15868|N
20260707|ARKB|465.475840|0|1171.097200|N
20260707|ARKF|1550|0|2580.229820|N
20260707|ARKG|13707.878730|0|31582.768680|N
20260707|ARKK|24547.793690|0|33119.754400|N
20260707|ARKO|6045|0|6607|N
20260707|ARKQ|1074|0|3070.290310|N
20260707|ARKR|28|0|39|N
20260707|ARKT|1|0|8|N
20260707|ARKW|1567|0|2145.117610|N
20260707|ARKX|4722.573970|0|13182.388860|N
20260707|ARL|1|0|9|N
20260707|ARLO|24167|0|45265|N
20260707|ARLP|2943.733180|0|5178.655240|N
20260707|ARM|105992|0|176194.415210|N
20260707|ARMG|830|0|7610|N
20260707|ARMK|9033|0|25133.251730|N
20260707|ARMP|336|0|343|N
20260707|ARMW|587.247240|0|633.346540|N
20260707|AROC|11688|0|15209.698070|N
20260707|AROW|740|0|4020|N
20260707|ARQ|1276|0|5070|N
20260707|ARQQ|6747.972200|0|13126.971170|N
20260707|ARQT|2840.730170|0|29099.730170|N
20260707|ARR|25432.564840|0|32995.836440|N
20260707|ARRY|97443|0|185891.032370|N
20260707|ARTL|3431|0|7803|N
20260707|ARTNA|245.768530|0|1135.768530|N
20260707|ARTV|2318|0|2602|N
20260707|ARTW|1|0|747|N
20260707|ARTY|1889.453770|0|3374.199180|N
20260707|ARVN|8385|0|10629.951400|N
20260707|ARW|3044|0|4815.045310|N
20260707|ARWR|7406|0|12779.015860|N
20260707|ARX|15599|0|105146|N
20260707|ARXS|6340|0|14618|N
20260707|AS|50318|0|62338|N
20260707|ASA|415|0|996.290770|N
20260707|ASAN|80074.987110|0|160510.514210|N
20260707|ASB|10673|0|20141.032670|N
20260707|ASBP|3343|0|3394|N
20260707|ASBpE|735|0|735|N
20260707|ASC|3782|0|8189|N
20260707|ASD|3|0|6|N
20260707|ASEC|1|0|1|N
20260707|ASG|7.954440|0|1674.931920|N
20260707|ASGI|2943|0|4447.194160|N
20260707|ASH|4986|0|8571.014600|N
20260707|ASHR|6400.966100|0|11996.466500|N
20260707|ASIC|471|0|683|N
20260707|ASIX|1412|0|2425|N
20260707|ASLE|1174|0|2499.008760|N
20260707|ASM|11699|0|49357|N
20260707|ASMB|6503|0|7500.452790|N
20260707|ASMG|458|0|985|N
20260707|ASML|7589|0|44987.660260|N
20260707|ASMU|3071|0|5732|N
20260707|ASMZ|1|0|22|N
20260707|ASND|6087|400|12147|N
20260707|ASO|17707|0|23319.607970|N
20260707|ASPC|5800|0|5801|N
20260707|ASPI|51795.351390|0|74160.351390|N
20260707|ASPN|5714|0|6995.401360|N
20260707|ASR|3431.035040|0|4387.761640|N
20260707|ASRV|1|0|1|N
20260707|ASST|7642|0|88495.061050|N
20260707|ASTC|1581|0|2034|N
20260707|ASTE|2433|0|3122|N
20260707|ASTH|5817|0|6439|N
20260707|ASTI|1820|0|4611|N
20260707|ASTL|3515|0|3967|N
20260707|ASTN|49194|0|59488|N
20260707|ASTS|82412|0|164038.002420|N
20260707|ASTX|16014|0|33034|N
20260707|ASUR|284|0|802|N
20260707|ASX|58769|0|146221.143020|N
20260707|ASYS|3952|0|4813|N
20260707|ATAI|66138|0|143388|N
20260707|ATAT|4374|0|9076|N
20260707|ATC|3|0|6|N
20260707|ATCH|39114|0|80239|N
20260707|ATCL|768|0|772|N
20260707|ATEC|86913|0|96742.169110|N
20260707|ATEN|8455|0|11925.004670|N
20260707|ATER|13543|0|53640|N
20260707|ATEX|3393|0|5393.002500|N
20260707|ATFV|2|0|3|N
20260707|ATHE|109|0|151|N
20260707|ATHM|3904|0|5305|N
20260707|ATHpE|293|0|343|N
20260707|ATHR|2382|0|4028|N
20260707|ATI|7431.365530|0|20631.922950|N
20260707|ATKR|2383.350530|0|3648.350530|N
20260707|ATLC|1470|0|2216|N
20260707|ATLO|220|0|260|N
20260707|ATLX|7760|0|8932|N
20260707|ATMU|3323|0|4325|N
20260707|ATNI|708.200800|0|2524.200800|N
20260707|ATNM|2066|0|2182|N
20260707|ATO|8253|0|21881.351950|N
20260707|ATOM|7990.438590|0|16386.438590|N
20260707|ATOS|5767|0|10925|N
20260707|ATR|4068|0|4464.077800|N
20260707|ATRA|273|0|820.302020|N
20260707|ATRC|7475.175180|0|8547.175180|N
20260707|ATRO|10658.029460|0|17696.352840|N
20260707|ATS|505|0|864|N
20260707|ATYR|22895|0|58161|N
20260707|AU|22627.184450|0|41551.535660|N
20260707|AUB|7459.023790|0|7953.023790|N
20260707|AUDC|330|0|345|N
20260707|AUGO|46221|0|50420|N
20260707|AUGZ|1|0|1|N
20260707|AUID|1715|0|3753|N
20260707|AUMI|400|0|400|N
20260707|AUNA|4132|0|9759|N
20260707|AUPH|8447.580550|0|13408.580550|N
20260707|AUR|557475.838850|1687|908559.621250|N
20260707|AURA|10440|0|12643|N
20260707|AUTL|1415|0|40874|N
20260707|AUUD|6061|0|30701|N
20260707|AVA|2064.059100|0|4112.059100|N
20260707|AVAH|14735|0|24953|N
20260707|AVAL|400|0|439.167460|N
20260707|AVAT|3595|0|5577|N
20260707|AVAV|33409.321350|0|56185.864550|N
20260707|AVB|11686.092030|0|14497.154050|N
20260707|AVBC|29|0|130|N
20260707|AVBH|191|0|606|N
20260707|AVBP|7241|0|8139.147800|N
20260707|AVD|658.090190|0|18325.677540|N
20260707|AVDE|7210.108850|0|8477.966840|N
20260707|AVDS|13.053690|0|13.053690|N
20260707|AVDV|4264|0|5904.279400|N
20260707|AVEE|0.419310|0|0.419310|N
20260707|AVEM|11483.335870|0|15451.120000|N
20260707|AVES|15|0|618.549430|N
20260707|AVEX|11525|0|47278|N
20260707|AVGC|1|0|1|N
20260707|AVGE|60.059530|0|60.643860|N
20260707|AVGO|166898|0|390889.825580|N
20260707|AVGU|64|0|1273|N
20260707|AVGV|1092.290650|0|1092.290650|N
20260707|AVGW|77|0|523.346130|N
20260707|AVGX|3600|0|5963|N
20260707|AVIG|851|0|4141|N
20260707|AVIR|2410|0|6951|N
20260707|AVIV|508.358610|0|509.358610|N
20260707|AVK|378.482680|0|2158.277880|N
20260707|AVL|1126|0|2817|N
20260707|AVLC|44.883290|0|44.883290|N
20260707|AVLN|5472|0|8544|N
20260707|AVLV|3251.412300|0|3608.424440|N
20260707|AVMA|150|0|150|N
20260707|AVMV|0.046590|0|4.046590|N
20260707|AVNM|0.396380|0|50.396380|N
20260707|AVNS|367|0|7560.321530|N
20260707|AVNT|7520|0|12975|N
20260707|AVNW|1957|0|3095|N
20260707|AVO|6687.622440|0|8354.622440|N
20260707|AVPT|17976|0|30561|N
20260707|AVR|6291|0|22993|N
20260707|AVRE|313.749470|0|355.749470|N
20260707|AVS|14441|0|39331|N
20260707|AVSC|682.433150|0|1955.433150|N
20260707|AVSF|1|0|1|N
20260707|AVT|6190.044510|0|9813.044510|N
20260707|AVTR|102432|0|126426|N
20260707|AVTX|25521|0|28732|N
20260707|AVUS|2076.193470|0|2789.169620|N
20260707|AVUV|3444.217650|0|6668.013010|N
20260707|AVX|279|0|411|N
20260707|AVXC|12|0|73.893710|N
20260707|AVXL|9244|0|13573|N
20260707|AVXX|19934|0|29399|N
20260707|AVY|5926.239610|0|7168.808430|N
20260707|AWI|5020|0|5708.009710|N
20260707|AWK|22028|0|49216.654700|N
20260707|AWP|779.566830|0|3203.997070|N
20260707|AWR|2505.026120|0|6585.044710|N
20260707|AWRE|172|0|235|N
20260707|AWX|3|0|9|N
20260707|AX|4242|0|4332|N
20260707|AXG|701|0|2419|N
20260707|AXGN|12689|0|21965|N
20260707|AXIA|1978|0|6211.587040|N
20260707|AXIApC|367|0|1389|N
20260707|AXIN|3|0|7|N
20260707|AXON|21122.605750|0|30663.760620|N
20260707|AXP|28349.127420|40|81326.146960|N
20260707|AXPG|10|0|10|N
20260707|AXS|11666|0|19748.143400|N
20260707|AXSM|6283|0|11331.166340|N
20260707|AXTA|12082.043530|0|20137.043530|N
20260707|AXTC|3|0|3|N
20260707|AXTI|21870|0|86104.505200|N
20260707|AXTL|25|0|26|N
20260707|AXTU|1121|0|1133|N
20260707|AXTX|8497|0|56715|N
20260707|AYA|1965|0|3272|N
20260707|AYI|11030|0|13418|N
20260707|AZ|721|0|1963|N
20260707|AZI|1105|0|3846|N
20260707|AZN|25215.232470|1512|46528.962900|N
20260707|AZO|4384.208340|0|6343.924510|N
20260707|AZTA|8451|0|15768|N
20260707|AZUL|7|0|7|N
20260707|AZYY|35|0|35|N
20260707|AZZ|2685|0|3118|N
20260707|B|74323.489010|0|109777.652710|N
20260707|BA|28161|0|78884.552910|N
20260707|BAB|3566|0|6582|N
20260707|BABA|167374|13|408880.541880|N
20260707|BABO|4.854310|0|71.367240|N
20260707|BABX|10889|0|48873|N
20260707|BAC|188165.791210|0|480312.815640|N
20260707|BACpK|1|0|445|N
20260707|BACpM|108|0|148|N
20260707|BACpN|22|0|143|N
20260707|BACpO|150|0|197|N
20260707|BACpP|17|0|17|N
20260707|BAER|1325|0|9943|N
20260707|BAFN|55|0|117|N
20260707|BAH|12675|0|39632.940640|N
20260707|BAI|12096|0|16113.373300|N
20260707|BAIV|1|0|1|N
20260707|BAK|41068|0|109644|N
20260707|BALI|326.133560|0|532.133560|N
20260707|BALL|5686|0|12052.303690|N
20260707|BALT|1100|0|4391|N
20260707|BALY|66|0|66|N
20260707|BAM|8217.330400|0|41725.837440|N
20260707|BANC|14828|0|20554|N
20260707|BAND|30947|0|51670|N
20260707|BANF|890|0|1401|N
20260707|BANR|4387.498890|0|5146.832270|N
20260707|BAP|7130.006550|0|12368.228320|N
20260707|BAPR|334|0|334|N
20260707|BARK|21|0|105|N
20260707|BATL|89229|2905|203084|N
20260707|BATRA|403|0|595|N
20260707|BATRK|3777|0|8284.340810|N
20260707|BAX|113033.043120|0|131075.543120|N
