Date|Symbol|ShortVolume|ShortExemptVolume|TotalVolume|Market
20260707|ABAT|907164.273197|105|1585805.241333|Q
20260707|ABBV|774424.908749|4129|1737176.117598|Q
20260707|ABCB|61060.608623|3|88965.309496|Q
20260707|ABCL|1969884.481765|38514|3425416.811451|Q
20260707|ABCS|7|0|7.079000|Q
20260707|ABEO|417452.611220|565|669373.615549|Q
20260707|ABEQ|552|0|8138.689624|Q
20260707|ABEV|3855348.272736|27504|8317252.154138|Q
20260707|ABFL|4949.304164|0|7356.937994|Q
20260707|ABG|38733.017703|0|54459.584568|Q
20260707|ABI|277|0|321.303152|Q
20260707|ABLD|3641|0|6265.360000|Q
20260707|ABLS|10|0|873.720046|Q
20260707|ABLV|3072.681415|0|9907.389172|Q
20260707|ABLVW|10200|10200|10200|Q
20260707|ABM|84844.034322|107|132204.924424|Q
20260707|ABNB|334128.412741|12|620825.750818|Q
20260707|ABNG|254.949900|0|321.150800|Q
20260707|ABOS|86703.064470|1|124619.788083|Q
20260707|ABOT|3|0|11.844243|Q
20260707|ABR|1533018.001712|1581|2136973.586955|Q
20260707|ABRpD|5244|0|13547.050700|Q
20260707|ABRpE|1060|0|4849.191000|Q
20260707|ABRpF|1430|0|4856.725700|Q
20260707|ABSI|745987.684054|2622|1262719.115243|Q
20260707|ABT|1303726.476201|14399|3228080.124031|Q
20260707|ABTC|880285.281180|79319.610123|1376069.733375|Q
20260707|ABTS|4427|0|18464.952496|Q
20260707|ABUF|451|0|455|Q
20260707|ABUS|1173444.565065|17|2121621.605670|Q
20260707|ABVC|72046.648136|2700|199593.554579|Q
20260707|ABVX|169461.204140|100|466338.033863|Q
20260707|ABX|183013.496064|23499|376594.785247|Q
20260707|ABXB|3|0|8.033173|Q
20260707|ABXL|3651|0|7579.831000|Q
20260707|ACA|48626.420582|0|231813.764178|Q
20260707|ACAA|5|0|8|Q
20260707|ACAAW|2970|0|5953|Q
20260707|ACAD|188562.219550|7624|581682.950932|Q
20260707|ACB|307399.292086|1028|529155.976417|Q
20260707|ACCL|446|0|10941.827207|Q
20260707|ACCO|95202.937576|1|136652.465736|Q
20260707|ACCS|2724|0|7172.202364|Q
20260707|ACDC|306686.209915|5|587191.975723|Q
20260707|ACEI|2594.085800|0|4131.889300|Q
20260707|ACEL|61342.862271|0|102202.906749|Q
20260707|ACEP|956|0|1212.711237|Q
20260707|ACES|9628.770103|0|22144.447773|Q
20260707|ACET|7079.227352|0|32607.637572|Q
20260707|ACFN|224|0|1065.098147|Q
20260707|ACGC|3|0|6|Q
20260707|ACGL|286453.210140|53|534863.378392|Q
20260707|ACGLN|3708|0|14273.371784|Q
20260707|ACGLO|25154|0|33549|Q
20260707|ACGO|58.327100|0|61.401400|Q
20260707|ACGR|2|0|6.413800|Q
20260707|ACH|108342.220043|5.307692|233718.361714|Q
20260707|ACHC|514253.391701|0|833266.979576|Q
20260707|ACHR|7382381.710437|337941.044295|14398880.379090|Q
20260707|ACHR/WS|17676|1626|99513.395000|Q
20260707|ACHV|482851.692080|1|572401.449921|Q
20260707|ACHX|3|0|6|Q
20260707|ACI|1398861.691506|1|2994709.074672|Q
20260707|ACIC|26321.445690|0|63708.229118|Q
20260707|ACII|21472.039138|0|22904.381102|Q
20260707|ACIO|40195|0|82840.120132|Q
20260707|ACIU|19576.615508|200|37289.285577|Q
20260707|ACIW|211541.558571|5|350843.293802|Q
20260707|ACKY|2152.619556|0|4455.137849|Q
20260707|ACLC|1683|0|4150.875249|Q
20260707|ACLO|0.039721|0|145.245426|Q
20260707|ACLS|211351.568870|7133.172374|380266.739503|Q
20260707|ACLZ|7|0|12.014000|Q
20260707|ACM|270838.495507|78|434587.751784|Q
20260707|ACMM|139|0|297.444100|Q
20260707|ACMR|377481.756619|103|626887.679628|Q
20260707|ACN|1353030.400649|3592|2857733.770796|Q
20260707|ACNB|7468|0|13663.638340|Q
20260707|ACNT|5424|0|15847.187575|Q
20260707|ACOG|8568.127795|0|12996.837419|Q
20260707|ACOM|56|0|59|Q
20260707|ACON|15255.386000|0|31010.320476|Q
20260707|ACONW|199|0|9299|Q
20260707|ACP|64079.368648|0|167769.875648|Q
20260707|ACPpA|207|0|361.409800|Q
20260707|ACR|1500.777404|0|2938.280784|Q
20260707|ACRE|64227.155284|87|118378.605749|Q
20260707|ACRpC|3673|0|5762.373500|Q
20260707|ACRpD|2852.138100|0|4756.686600|Q
20260707|ACRS|263356.456452|0|398467.411067|Q
20260707|ACRV|92134.440560|0|140203.208360|Q
20260707|ACSG|635|0|1309.762000|Q
20260707|ACSI|1|0|10.894062|Q
20260707|ACSV|3|0|12|Q
20260707|ACT|38395.159832|0|66235.421001|Q
20260707|ACTG|71228.345930|1318|137561.869785|Q
20260707|ACTS|2001|0|3081.198900|Q
20260707|ACTU|20135.151914|0|50731.911964|Q
20260707|ACU|5066.132721|0|5507.329428|Q
20260707|ACV|12185.605469|0|16524.014953|Q
20260707|ACVA|372024.870563|321|840653.241182|Q
20260707|ACVF|438.839020|0|1724.233803|Q
20260707|ACVT|2.035314|0|7.635414|Q
20260707|ACVU|297|0|834.962475|Q
20260707|ACWI|257450.347173|244|699951.178512|Q
20260707|ACWV|10702.518714|0|23934.361515|Q
20260707|ACWX|222216.614312|0|612254.546885|Q
20260707|ACXP|60615|8235|109168.688340|Q
20260707|ACYN|1048773|0|1448287.821167|Q
20260707|ACYQ|22055.780700|0|40885.081700|Q
20260707|ACYS|131784.246062|0|178681.102262|Q
20260707|AD|76932.449116|78|92861.276477|Q
20260707|ADAC|100|0|103|Q
20260707|ADACW|265|0|265|Q
20260707|ADAG|125476.923273|16432|267288.980726|Q
20260707|ADAM|173111.913519|302|328579.549688|Q
20260707|ADAMG|3467|0|3814.969300|Q
20260707|ADAMH|7143|0|12281.000900|Q
20260707|ADAMI|1040|0|1890.492600|Q
20260707|ADAML|1632.088700|0|2060.580300|Q
20260707|ADAMM|1799|0|13880.048000|Q
20260707|ADAMN|116.153100|0|166.101700|Q
20260707|ADAMO|1581|0|8107.368300|Q
20260707|ADAMZ|2170|0|3564.275300|Q
20260707|ADBE|2120127.355024|6298|3420788.024305|Q
20260707|ADBG|2361888.764380|10000|4619990.107056|Q
20260707|ADBU|11101|0|29741.778100|Q
20260707|ADC|131491.867372|6|260944.930778|Q
20260707|ADCpA|854|0|8697.206900|Q
20260707|ADCT|308689.788865|0|1529392.055876|Q
20260707|ADDS|5048|0|8724.028400|Q
20260707|ADEA|380316.819144|1506|588627.483672|Q
20260707|ADFI|1.118584|0|5043.932684|Q
20260707|ADGM|843|0|23372.282000|Q
20260707|ADI|416370.918842|697|1259744.851950|Q
20260707|ADIL|4489|0|13744.851900|Q
20260707|ADIU|565|0|1815.522000|Q
20260707|ADM|952844.172510|535|1467981.328439|Q
20260707|ADMA|487121.999080|0|782506.255162|Q
20260707|ADME|7643|0|8494.719300|Q
20260707|ADNT|193846.414378|1|311487.691209|Q
20260707|ADP|304629.837185|6|536887.651885|Q
20260707|ADPT|474216.059617|1|948720.676801|Q
20260707|ADPV|1543.761362|0|2480.961666|Q
20260707|ADSE|851.169041|0|923.589741|Q
20260707|ADSEW|50|0|300|Q
20260707|ADSK|600183.198392|987|872046.843989|Q
20260707|ADT|2158977.473800|1921|4047532.160621|Q
20260707|ADTN|268101.026587|324|457486.562878|Q
20260707|ADUR|135311.817697|0|174101.220571|Q
20260707|ADUS|55317.923847|0|78650.196828|Q
20260707|ADV|45809.024087|0|59604.356434|Q
20260707|ADVB|1816|1|6626.279402|Q
20260707|ADVE|46|0|852.380300|Q
20260707|ADX|79664.291636|0|165522.010817|Q
20260707|ADXN|5|0|105|Q
20260707|AEBI|103019.087733|0|125903.386027|Q
20260707|AEC|59632.588731|1400|102490.979853|Q
20260707|AEE|279426.222478|86|435433.595659|Q
20260707|AEF|38738.654485|0|73226.326985|Q
20260707|AEFC|2232|0|9570.247000|Q
20260707|AEG|838844.560602|212|1447717.647866|Q
20260707|AEHG|16947|7716|37069.076273|Q
20260707|AEHL|27659|60|37554.681300|Q
20260707|AEHR|461167.791198|18384.909380|1022784.399221|Q
20260707|AEI|5127|0|12973.287057|Q
20260707|AEIS|81845.223636|1|283081.973509|Q
20260707|AEM|350122.027961|0|678801.556270|Q
20260707|AEMD|20843.894300|1|50063.752137|Q
20260707|AEMS|12045|1035|20885.874356|Q
20260707|AENT|862|0|2590.132353|Q
20260707|AEO|775245.334481|582|1416710.280293|Q
20260707|AEON|954|0|3520.363441|Q
20260707|AEP|752178.749376|1377|1225923.692953|Q
20260707|AER|122811.333313|204|428188.412668|Q
20260707|AERO|17836.802656|0|47917.678233|Q
20260707|AERT|2693.726346|0|5708.321712|Q
20260707|AES|961760.801663|1098|3450901.500479|Q
20260707|AESI|560975.172936|0|982935.909063|Q
20260707|AESP|353325|0|664343|Q
20260707|AESPW|23|23|428691|Q
20260707|AESR|8372.548800|0|19823.602200|Q
20260707|AETH|10|0|264.329900|Q
20260707|AEVA|246274.420221|20655.389500|633690.788087|Q
20260707|AEXA|6366|0|19346.749775|Q
20260707|AEYE|21635.506979|166|56652.922682|Q
20260707|AFB|16505|0|79139.867200|Q
20260707|AFBI|452|0|2765.637400|Q
20260707|AFCG|26680.645098|200|73288.672681|Q
20260707|AFG|71874.278280|51|149251.889185|Q
20260707|AFGB|3636|0|9163.324300|Q
20260707|AFGC|1617.214200|0|4367.194130|Q
20260707|AFGD|604|0|1816.249000|Q
20260707|AFGE|447|0|2963.392204|Q
20260707|AFGR|262|0|1059|Q
20260707|AFIF|23807.285700|0|41164.819509|Q
20260707|AFJK|19.037700|0|231.642587|Q
20260707|AFK|634.189500|0|6760.817747|Q
20260707|AFL|378514.929866|8|642914.328613|Q
20260707|AFLG|30291.461520|0|77577.459920|Q
20260707|AFMC|9501|0|18980.767000|Q
20260707|AFOS|683.308651|0|2326.574979|Q
20260707|AFRI|1809|0|4017|Q
20260707|AFRIW|4302|0|4602|Q
20260707|AFRM|566021.697503|6|1569082.684212|Q
20260707|AFRU|4301|0|20193.412234|Q
20260707|AFSM|2200.450394|0|5353.517394|Q
20260707|AFYA|6616|0|38215.841837|Q
20260707|AG|1562104.873020|8983|3518008.211853|Q
20260707|AGBK|18150.097902|365|23869.822943|Q
20260707|AGCC|1801|0|5499.825758|Q
20260707|AGCO|174800.203282|86|222310.698066|Q
20260707|AGD|58852.554404|0|68715.679759|Q
20260707|AGEM|1239|0|5412.142312|Q
20260707|AGEN|198122.595906|100|325299.035630|Q
20260707|AGG|1888429.373491|1829.250000|3476271.679588|Q
20260707|AGGA|18637|0|27904.252700|Q
20260707|AGGH|38370.046667|1780|96463.175868|Q
20260707|AGGY|138380.046180|0|147443.523332|Q
20260707|AGI|378860.375028|3859|820691.350538|Q
20260707|AGIG|5488.816230|0|21590.941839|Q
20260707|AGIO|645555.964259|18432|1133975.572486|Q
20260707|AGIQ|300.836400|0|1995.684733|Q
20260707|AGIX|149278.568685|0|196677.656551|Q
20260707|AGL|31087.616095|210|69235.143727|Q
20260707|AGM|27573.387300|0|33483.284382|Q
20260707|AGM/A|302.095614|0|1256.059904|Q
20260707|AGMB|23332|0|34929.798115|Q
20260707|AGMH|1975|0|55693.059028|Q
20260707|AGMI|142|0|1597.752400|Q
20260707|AGMpD|39|0|297.672400|Q
20260707|AGMpE|1541|0|2117.290100|Q
20260707|AGMpF|743|0|1786.204300|Q
20260707|AGMpG|166|0|696.316400|Q
20260707|AGMpH|1040|0|2740.989000|Q
20260707|AGMpI|3300|0|4863.822300|Q
20260707|AGNC|3205952.581293|32220|7021603.310894|Q
20260707|AGNCL|2601.803500|0|4414.515900|Q
20260707|AGNCM|9954.802100|0|15881.707700|Q
20260707|AGNCN|5143.310900|0|13144.616800|Q
20260707|AGNCO|8727.790800|0|22076.491000|Q
20260707|AGNCP|8589.799300|0|20963.901300|Q
20260707|AGNCZ|5465|0|10791.966851|Q
20260707|AGNG|3770.205792|0|4886.253963|Q
20260707|AGNT|318568.992809|425|518630.567647|Q
20260707|AGO|60982.192710|0|110123.371573|Q
20260707|AGOX|21342.568463|0|30631.389163|Q
20260707|AGPU|29836.642268|2638|89369.820650|Q
20260707|AGQ|426173.068110|3968|947948.288751|Q
20260707|AGQI|216|0|1146.474300|Q
20260707|AGRO|72197.624935|0|157783.757253|Q
20260707|AGRW|3.062679|0|7.062679|Q
20260707|AGRZ|22545|0|28023.717468|Q
20260707|AGX|66662.777942|896.354003|177775.487668|Q
20260707|AGYS|68406.139322|5|102441.749687|Q
20260707|AGZ|16530.110349|82|22636.469237|Q
20260707|AGZD|2594|0|84632.871710|Q
20260707|AHCO|172723.053000|0|289909.338048|Q
20260707|AHD|8835.259300|0|10090.393300|Q
20260707|AHG|980.189349|0|2225.189349|Q
20260707|AHLpD|1249|0|3722.061200|Q
20260707|AHLpE|481.531100|0|3100.364100|Q
20260707|AHLpF|418|0|3332.155000|Q
20260707|AHLT|824.034571|0|1005.554383|Q
20260707|AHMA|31855.002650|12844|105252.867257|Q
20260707|AHR|1311876.033339|1859|2533839.288739|Q
20260707|AHRT|106296.026789|0|272239.987524|Q
20260707|AHRTpA|100.139800|0|12605.498800|Q
20260707|AHT|19305|0|26709.346106|Q
20260707|AHTpD|1294|459|10011.615300|Q
20260707|AHTpF|9925|0|10200.908500|Q
20260707|AHTpG|1|0|1516.874800|Q
20260707|AHTpH|1089|0|6253.039200|Q
20260707|AHTpI|3026|0|5536.837800|Q
20260707|AHYB|753|0|1023.042400|Q
20260707|AI|692155.012885|4508|1405462.423140|Q
20260707|AIA|11958.938386|0|42755.060029|Q
20260707|AIAI|91998.264864|0|115270.797051|Q
20260707|AIB|221726.758434|0|436717.449826|Q
20260707|AIBD|14908.458900|0|21004.676346|Q
20260707|AIBU|1643.128541|0|3111.847199|Q
20260707|AIBZ|142685.488570|0|229393.202969|Q
20260707|AIDX|21731|0|73536.181827|Q
20260707|AIEQ|1682.346802|0|2789.408607|Q
20260707|AIFA|4403|16|11443.280093|Q
20260707|AIFC|278233|733|479083.316944|Q
20260707|AIFD|14074.758617|0|19531.175097|Q
20260707|AIFF|13651|0|47997.523363|Q
20260707|AIFU|317.079829|0|561.656009|Q
20260707|AIG|399975.816749|28|997579.196113|Q
20260707|AIHS|2238|0|12689.948461|Q
20260707|AII|31233.319064|0|58865.265453|Q
20260707|AIIA|3|0|6.234600|Q
20260707|AIIAr|817|0|17517|Q
20260707|AIIO|429967.271392|21701|637395.610557|Q
20260707|AIIOW|1345|0|2245|Q
20260707|AIIR|1043.459875|0|2775.919750|Q
20260707|AIM|129008.112900|2991|291284.827575|Q
20260707|AIMD|4159|0|38618.184040|Q
20260707|AIMS|272|0|663.070000|Q
20260707|AIN|25870.119437|0|59281.203449|Q
20260707|AINP|5036|0|6144.670500|Q
20260707|AINT|1392.016300|0|1407.603300|Q
20260707|AIO|18692|0|45453.976887|Q
20260707|AIOO|13539|0|13574.988800|Q
20260707|AIOS|1282|0|4637.751103|Q
20260707|AIOT|190052.269099|419|358870.436866|Q
20260707|AIP|132636.013822|1803|529058.571043|Q
20260707|AIPI|63757.038753|0|92670.851392|Q
20260707|AIPO|239299.018243|1690|611416.663277|Q
20260707|AIQ|344828.752241|1096|855425.248144|Q
20260707|AIQD|161.100000|0|400.306300|Q
20260707|AIQU|2190.248100|0|5719.934979|Q
20260707|AIR|62993.965450|9|101196.426642|Q
20260707|AIRE|3687|0|12100.989205|Q
20260707|AIRG|19822.519513|0|46989.690425|Q
20260707|AIRI|18462|0|60593.554569|Q
20260707|AIRJ|283237.922963|21851.357272|489573.304444|Q
20260707|AIRJW|1|1|627.950483|Q
20260707|AIRO|95004.913405|500|128986.225777|Q
20260707|AIRR|274006.342062|891|447921.190370|Q
20260707|AIRS|72446.150889|0|135102.469533|Q
20260707|AIRT|778.679347|31|1757.667022|Q
20260707|AIRTP|100|0|104.253179|Q
20260707|AIS|112536.782305|639|398269.157243|Q
20260707|AISP|127784.474646|0|237821.156924|Q
20260707|AISPW|4207|0|11447|Q
20260707|AIT|64448.828203|160|156000.333884|Q
20260707|AIUP|26|0|33.958400|Q
20260707|AIV|135688.883115|11|288170.592724|Q
20260707|AIVC|2004.481962|0|3816.507524|Q
20260707|AIVI|86|0|3084.445036|Q
20260707|AIVL|9257|0|11101.371430|Q
20260707|AIX|316|0|371.097800|Q
20260707|AIXC|4985|0|17821.003036|Q
20260707|AIXI|37355.041900|4213|62640.028792|Q
20260707|AIYY|11469.947735|0|25870.276057|Q
20260707|AIZ|44176.271878|3|93014.266451|Q
20260707|AIZN|3799|0|8384.761000|Q
20260707|AJAN|3|0|6|Q
20260707|AJG|448910.384816|87|731621.885256|Q
20260707|AJUL|44993|0|48033.654200|Q
20260707|AKA|14|0|623.959820|Q
20260707|AKAF|1|0|5.625500|Q
20260707|AKAM|876491.077786|5086|1913593.677743|Q
20260707|AKAN|1808|14|7218.114136|Q
20260707|AKBA|1583577.539471|3967|3440482.114956|Q
20260707|AKO/A|5|0|186.701462|Q
20260707|AKO/B|290.860601|0|608.909549|Q
20260707|AKR|156328.283540|0|322180.564410|Q
20260707|AKRE|93548.050803|1039|363625.032841|Q
20260707|AKTS|104475.108218|4455|133889.580620|Q
20260707|AKTX|28742.168100|49|52634.117098|Q
20260707|ALAB|942850.525530|47181.757447|2579472.428990|Q
20260707|ALAI|42303.854658|0|86833.127562|Q
20260707|ALAR|181876.752274|31458|340936.453277|Q
20260707|ALB|446633.855422|175|727752.811222|Q
20260707|ALBG|2977.504000|0|4993.770200|Q
20260707|ALBpA|3636|0|81572.430400|Q
20260707|ALBT|17224|0|50078.976100|Q
20260707|ALC|913554.330536|4793|1239889.496197|Q
20260707|ALCO|1107|84|3804.005050|Q
20260707|ALDB|39|0|42|Q
20260707|ALDF|3|0|6|Q
20260707|ALDX|224236.837132|2074|752200.776254|Q
20260707|ALEC|74503.720430|0|123748.921107|Q
20260707|ALF|1|0|295.068169|Q
20260707|ALG|43963.078250|0|87704.535685|Q
20260707|ALGM|764680.162887|17803.743604|1493320.884901|Q
20260707|ALGN|173403.841279|0|314465.988914|Q
20260707|ALGS|77364.023000|3167|185963.109429|Q
20260707|ALGT|117801.638732|0|203040.771989|Q
20260707|ALH|83378.504545|0|295689.235851|Q
20260707|ALHC|672196.643982|8146|1297560.905997|Q
20260707|ALIS|1903|0|1906|Q
20260707|ALISR|31|0|195.256206|Q
20260707|ALIT|345559.611226|0|526107.003675|Q
20260707|ALK|667353.993855|4363|1160030.131246|Q
20260707|ALKS|292873.859156|0|706338.466960|Q
20260707|ALKT|180680.858464|15|600104.494463|Q
20260707|ALL|766917.572331|17|1008876.882315|Q
20260707|ALLE|413222.594647|0|551133.339513|Q
20260707|ALLO|3754992.696579|9992|7398706.490862|Q
20260707|ALLpB|458|0|5806.571400|Q
20260707|ALLpH|17759.379000|150|46800.151100|Q
20260707|ALLpI|5197|0|14472.857600|Q
20260707|ALLpJ|7323|0|17744.824700|Q
20260707|ALLR|96781|21006|238967.805563|Q
20260707|ALLT|45287.004309|580|114618.396634|Q
20260707|ALLW|494820.854084|0|629289.819739|Q
20260707|ALLY|228083.061152|0|575762.611439|Q
20260707|ALM|1900059.100500|7990|2815041.531701|Q
20260707|ALMR|58363.674325|1650|65585.322050|Q
20260707|ALMS|589164.312741|28122|1321264.412405|Q
20260707|ALMU|188910.220914|34|286507.005669|Q
20260707|ALNT|64019.015946|0|124611.022355|Q
20260707|ALNY|189042.800088|280|390272.110026|Q
20260707|ALOT|3612.455875|0|39946.343765|Q
20260707|ALOV|103|0|61994|Q
20260707|ALOY|623022.467009|77839.687756|990574.079811|Q
20260707|ALP|643648.593000|18410|1304003.678896|Q
20260707|ALPS|1336|0|7449|Q
20260707|ALPX|101969|50|154132|Q
20260707|ALPXR|614082|19080|889082|Q
20260707|ALPXU|85|0|33562|Q
20260707|ALPXW|354002|12700|482902|Q
20260707|ALRM|132821.083624|200|173042.408914|Q
20260707|ALRS|57761.347243|0|64460.427639|Q
20260707|ALSN|193892.695222|0|354342.256680|Q
20260707|ALT|1065778.320513|202|1825297.803145|Q
20260707|ALTG|24613|0|59074.312103|Q
20260707|ALTGpA|271|0|1552.302200|Q
20260707|ALTI|23680.288659|0|41663.324019|Q
20260707|ALTL|2|0|1090.388112|Q
20260707|ALTO|283839.709310|4117|573798.175257|Q
20260707|ALTY|8530.680914|0|12329.707428|Q
20260707|ALV|206453.354537|1|247635.434903|Q
20260707|ALVO|146184.786674|500|260083.592097|Q
20260707|ALX|6638.488859|0|8311.422455|Q
20260707|ALXO|285166.552179|0|621970.280291|Q
20260707|ALZN|20647|6043|45919.692704|Q
20260707|AM|424842.709248|94|673420.756147|Q
20260707|AMA|45115.343095|1658|153725.335149|Q
20260707|AMAA|3|0|42|Q
20260707|AMAL|22477.860418|10|39938.541367|Q
20260707|AMAN|3989|0|12624|Q
20260707|AMAT|723939.102986|54443.627317|4256746.413892|Q
20260707|AMAU|31318.342938|5571.267094|112846.030079|Q
20260707|AMAX|3949.362288|0|26537.788529|Q
20260707|AMBA|326477.186158|37165.408942|687860.747834|Q
20260707|AMBO|1239|0|3111.921215|Q
20260707|AMBP|257102.052465|0|455282.349593|Q
20260707|AMBQ|57001.951734|4717.026631|250999.791516|Q
20260707|AMBR|2068|0|4806.006666|Q
20260707|AMC|9301625.704890|56167|38708444.021439|Q
20260707|AMCI|43256.529380|7427|87840.131386|Q
20260707|AMCR|611254.347444|556|754732.755578|Q
20260707|AMCX|59190.684461|200|117948.729036|Q
20260707|AMD|5491567.293737|18315|11482343.878174|Q
20260707|AMDC|1042.200000|69|1483.240604|Q
20260707|AMDD|4400337|995190|13228955.743538|Q
20260707|AMDG|18888.386999|3008|27559.675524|Q
20260707|AMDL|680938.167309|117747.975838|1429984.835156|Q
20260707|AMDW|26522.121315|604.067198|37621.396818|Q
20260707|AMDY|137639.881699|58|240564.754185|Q
20260707|AME|269531.234277|289|444433.180126|Q
20260707|AMEI|4271|0|4284.049200|Q
20260707|AMEM|232|0|5646.137200|Q
20260707|AMG|30337.284927|20|54322.357188|Q
20260707|AMGN|299590.132210|476|525270.496112|Q
20260707|AMGR|220.478000|0|926.120800|Q
20260707|AMH|282008.823707|263|563112.672168|Q
20260707|AMHI|2|0|2|Q
20260707|AMHpG|200|0|459.178100|Q
20260707|AMHpH|83|0|918.071300|Q
20260707|AMID|1333.107370|0|2587.598770|Q
20260707|AMIX|1037|0|2994.423147|Q
20260707|AMJB|66941.441410|0|75965.126170|Q
20260707|AMKL|24510|5173|67166.847923|Q
20260707|AMKR|1078713.713069|45488.431035|2194084.970456|Q
20260707|AMKX|10811|0|10811|Q
20260707|AMLP|617467.940278|0|936275.142449|Q
20260707|AMLX|307449.086130|0|519181.028976|Q
20260707|AMN|198916.724978|900|362390.425928|Q
20260707|AMOD|4294.780000|0|7771.067550|Q
20260707|AMOM|636.592869|0|3144.453424|Q
20260707|AMP|117275.121157|106|201733.497542|Q
20260707|AMPG|2229816.870472|17094|4663959.631598|Q
20260707|AMPGR|10110|6319|13759.940476|Q
20260707|AMPGZ|1320|54|1389.567639|Q
20260707|AMPH|86361.140043|0|138990.711684|Q
20260707|AMPL|601761.152660|1200|1058331.284636|Q
20260707|AMPU|404901.799000|81489|512965.491915|Q
20260707|AMPX|1359683.270609|85042.117470|3116288.862912|Q
20260707|AMPX/WS|5909|524|11062|Q
20260707|AMPY|150330.596342|0|292560.354940|Q
20260707|AMR|105947.333685|0|124183.572689|Q
20260707|AMRC|103371.676004|0|132466.764829|Q
20260707|AMRN|6728.703195|112|29982.919540|Q
20260707|AMRX|347460.909344|11|604110.176628|Q
20260707|AMRZ|956611.527570|1337|1623485.550726|Q
20260707|AMS|23054.928300|0|53966.015600|Q
20260707|AMSC|108471.263083|5735|268759.764536|Q
20260707|AMSF|57905.553879|0|84037.306553|Q
20260707|AMSS|17068.828100|0|40383.174622|Q
20260707|AMST|31367|10717|62658.632570|Q
20260707|AMT|200138.767881|140|1246083.726780|Q
20260707|AMTB|78862.267240|400|169044.093313|Q
20260707|AMTD|542.512798|0|2162.662065|Q
20260707|AMTM|459801.610425|0|821629.998481|Q
20260707|AMTX|98347.499660|20|259330.295269|Q
20260707|AMUB|2|0|8|Q
20260707|AMUU|17680.636480|2585.052707|49116.743921|Q
20260707|AMWL|5522.877676|0|14080.586717|Q
20260707|AMX|350376.607886|0|537050.596196|Q
20260707|AMYY|4545|0|7714.864855|Q
20260707|AMZA|9801.385524|0|17006.404420|Q
20260707|AMZD|3519434.669390|0|6974642.703200|Q
20260707|AMZE|758102|1135|1830859.753258|Q
20260707|AMZG|116|0|1010.546265|Q
20260707|AMZN|4809052.727137|15426|14781587.510837|Q
20260707|AMZO|138|0|299.169828|Q
20260707|AMZP|944.280750|0|1492.669350|Q
20260707|AMZU|526363.425607|12765|918412.670044|Q
20260707|AMZW|3884.573855|0|7923.297772|Q
20260707|AMZY|32273.024569|0|92190.178487|Q
20260707|AMZZ|21851.865724|68|47625.425068|Q
20260707|AN|74552.367269|106|103932.667388|Q
20260707|ANAB|280411.044885|1460|438968.065636|Q
20260707|ANDE|25257.736233|0|55361.948702|Q
20260707|ANDG|98863.971224|0|470062.825671|Q
20260707|ANEL|15125.257410|1783|32493.919773|Q
20260707|ANET|1366532.600314|1057|3381749.623702|Q
20260707|ANEW|1|0|62.966200|Q
20260707|ANF|208684.447740|0|279721.266678|Q
20260707|ANGH|980|0|1121.805888|Q
20260707|ANGHW|4297|0|4297|Q
20260707|ANGI|56344.972425|420|204004.484126|Q
20260707|ANGL|163913.329640|0|367666.062543|Q
