PREC,PETINP
0.0000000000e+00,8.7582530000e-04
0.0000000000e+00,3.0189068000e-03
0.0000000000e+00,4.7240756000e-03
0.0000000000e+00,4.7240756000e-03
0.0000000000e+00,4.7240756000e-03
0.0000000000e+00,4.7240756000e-03
0.0000000000e+00,4.7240756000e-03
0.0000000000e+00,3.0189068000e-03
0.0000000000e+00,8.7582530000e-04
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,9.2836696000e-04
0.0000000000e+00,3.1249565000e-03
0.0000000000e+00,4.8573627000e-03
0.0000000000e+00,4.8573627000e-03
0.0000000000e+00,4.8573627000e-03
0.0000000000e+00,4.8573627000e-03
9.9999802000e-03,4.8573627000e-03
0.0000000000e+00,3.1249565000e-03
0.0000000000e+00,9.2836696000e-04
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,9.7124424000e-04
0.0000000000e+00,3.1932904000e-03
0.0000000000e+00,4.9297144000e-03
0.0000000000e+00,4.9297144000e-03
0.0000000000e+00,4.9297144000e-03
0.0000000000e+00,4.9297144000e-03
0.0000000000e+00,4.9297144000e-03
0.0000000000e+00,3.1932904000e-03
0.0000000000e+00,9.7124424000e-04
9.9999802000e-03,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
2.9999940000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
4.9999900000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,8.4718876000e-04
0.0000000000e+00,2.7213800000e-03
0.0000000000e+00,4.1719768000e-03
0.0000000000e+00,4.1719768000e-03
0.0000000000e+00,4.1719768000e-03
0.0000000000e+00,4.1719768000e-03
0.0000000000e+00,4.1719768000e-03
0.0000000000e+00,2.7213800000e-03
0.0000000000e+00,8.4718876000e-04
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,8.6552056000e-04
0.0000000000e+00,2.7171646000e-03
0.0000000000e+00,4.1360483000e-03
0.0000000000e+00,4.1360483000e-03
0.0000000000e+00,4.1360483000e-03
0.0000000000e+00,4.1360483000e-03
0.0000000000e+00,4.1360483000e-03
9.9999802000e-03,2.7171646000e-03
7.9999842000e-02,8.6552056000e-04
1.2999970000e-01,0.0000000000e+00
1.2999970000e-01,0.0000000000e+00
7.9999842000e-02,0.0000000000e+00
1.1999980000e-01,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
4.9999900000e-02,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,7.9383602000e-04
0.0000000000e+00,2.4363752000e-03
0.0000000000e+00,3.6819964000e-03
0.0000000000e+00,3.6819964000e-03
1.9999960000e-02,3.6819964000e-03
1.9999960000e-02,3.6819964000e-03
7.9999842000e-02,3.6819964000e-03
0.0000000000e+00,2.4363752000e-03
0.0000000000e+00,7.9383602000e-04
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
2.9999940000e-02,0.0000000000e+00
3.9999921000e-02,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
0.0000000000e+00,7.5773790000e-04
0.0000000000e+00,2.2743894000e-03
0.0000000000e+00,3.4121722000e-03
0.0000000000e+00,3.4121722000e-03
0.0000000000e+00,3.4121722000e-03
0.0000000000e+00,3.4121722000e-03
0.0000000000e+00,3.4121722000e-03
0.0000000000e+00,2.2743894000e-03
0.0000000000e+00,7.5773790000e-04
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
3.9999921000e-02,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,7.6689903000e-04
0.0000000000e+00,2.2520837000e-03
0.0000000000e+00,3.3538188000e-03
0.0000000000e+00,3.3538188000e-03
0.0000000000e+00,3.3538188000e-03
0.0000000000e+00,3.3538188000e-03
0.0000000000e+00,3.3538188000e-03
0.0000000000e+00,2.2520837000e-03
0.0000000000e+00,7.6689903000e-04
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
5.9999879000e-02,0.0000000000e+00
2.9999940000e-02,0.0000000000e+00
1.9999960000e-02,7.9763250000e-04
2.9999940000e-02,2.2925888000e-03
1.9999960000e-02,3.3887289000e-03
2.9999940000e-02,3.3887289000e-03
7.9999842000e-02,3.3887289000e-03
0.0000000000e+00,3.3887289000e-03
0.0000000000e+00,3.3887289000e-03
0.0000000000e+00,2.2925888000e-03
0.0000000000e+00,7.9763250000e-04
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
5.9999879000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
2.9999940000e-02,0.0000000000e+00
7.9999842000e-02,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,8.1133831000e-04
0.0000000000e+00,2.2834192000e-03
0.0000000000e+00,3.3498311000e-03
0.0000000000e+00,3.3498311000e-03
0.0000000000e+00,3.3498311000e-03
0.0000000000e+00,3.3498311000e-03
0.0000000000e+00,3.3498311000e-03
0.0000000000e+00,2.2834192000e-03
0.0000000000e+00,8.1133831000e-04
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
3.9999921000e-02,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
6.9999859000e-02,9.1685937000e-04
4.9999900000e-02,2.5277573000e-03
8.9999817000e-02,3.6802255000e-03
1.9999960000e-02,3.6802255000e-03
2.9999940000e-02,3.6802255000e-03
5.9999879000e-02,3.6802255000e-03
9.9999802000e-03,3.6802255000e-03
9.9999802000e-03,2.5277573000e-03
0.0000000000e+00,9.1685937000e-04
9.9999802000e-03,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
4.9999900000e-02,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
5.9999879000e-02,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
1.4999970000e-01,0.0000000000e+00
6.9999859000e-02,0.0000000000e+00
3.9999921000e-02,0.0000000000e+00
9.9999800000e-02,0.0000000000e+00
5.9999879000e-02,0.0000000000e+00
3.9999921000e-02,0.0000000000e+00
6.9999859000e-02,0.0000000000e+00
7.9999842000e-02,9.6541626000e-04
2.9999940000e-02,2.6084874000e-03
9.9999802000e-03,3.7688504000e-03
2.9999940000e-02,3.7688504000e-03
0.0000000000e+00,3.7688504000e-03
0.0000000000e+00,3.7688504000e-03
1.9999960000e-02,3.7688504000e-03
3.9999921000e-02,2.6084874000e-03
1.9999960000e-02,9.6541626000e-04
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
5.9999879000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
4.9999900000e-02,0.0000000000e+00
1.0999980000e-01,0.0000000000e+00
2.9999940000e-02,8.6400204000e-04
9.9999802000e-03,2.2888938000e-03
0.0000000000e+00,3.2817847000e-03
0.0000000000e+00,3.2817847000e-03
0.0000000000e+00,3.2817847000e-03
9.9999802000e-03,3.2817847000e-03
9.9999802000e-03,3.2817847000e-03
3.9999921000e-02,2.2888938000e-03
6.9999859000e-02,8.6400204000e-04
0.0000000000e+00,0.0000000000e+00
2.9999940000e-02,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,8.7701750000e-04
0.0000000000e+00,2.2790446000e-03
0.0000000000e+00,3.2425632000e-03
0.0000000000e+00,3.2425632000e-03
0.0000000000e+00,3.2425632000e-03
0.0000000000e+00,3.2425632000e-03
0.0000000000e+00,3.2425632000e-03
9.9999802000e-03,2.2790446000e-03
2.9999940000e-02,8.7701750000e-04
1.9999960000e-02,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
9.9999800000e-02,0.0000000000e+00
6.9999859000e-02,0.0000000000e+00
7.9999842000e-02,0.0000000000e+00
3.9999921000e-02,0.0000000000e+00
2.9999940000e-02,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
9.9999802000e-03,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,1.0243985000e-03
0.0000000000e+00,2.6124311000e-03
0.0000000000e+00,3.6882644000e-03
0.0000000000e+00,3.6882644000e-03
0.0000000000e+00,3.6882644000e-03
0.0000000000e+00,3.6882644000e-03
0.0000000000e+00,3.6882644000e-03
0.0000000000e+00,2.6124311000e-03
0.0000000000e+00,1.0243985000e-03
0.0000000000e+00,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
2.9999940000e-02,0.0000000000e+00
2.9999940000e-02,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,1.4398530000e-03
0.0000000000e+00,3.6051469000e-03
0.0000000000e+00,5.0505144000e-03
0.0000000000e+00,5.0505144000e-03
0.0000000000e+00,5.0505144000e-03
0.0000000000e+00,5.0505144000e-03
0.0000000000e+00,5.0505144000e-03
0.0000000000e+00,3.6051469000e-03
0.0000000000e+00,1.4398530000e-03
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,1.2842142000e-03
0.0000000000e+00,3.1584054000e-03
0.0000000000e+00,4.3904893000e-03
0.0000000000e+00,4.3904893000e-03
9.9999802000e-03,4.3904893000e-03
9.9999802000e-03,4.3904893000e-03
9.9999802000e-03,4.3904893000e-03
1.9999960000e-02,3.1584054000e-03
1.1999980000e-01,1.2842142000e-03
7.9999842000e-02,0.0000000000e+00
9.9999800000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
1.9999960000e-02,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
0.0000000000e+00,0.0000000000e+00
