#    Model               GR#     GDT_TS   NP_P    RANK  Z-M1-GDT  Z-MA-GDT  GDT_HA   GDC_SC   GDC_ALL  RMS_CA   RMS_ALL  NP   AL0_P  AL4_P  ALI_P  LGA_S    RMSD[L]  MolProb  LDDT    SphGr     CAD_AA  RPF    TMscore FlexE    QSE      CAD_SS   MP_clash reLLG_lddt reLLG_const 

15   T0206TS294_1-D1     294     99.46    100.00  15    0.49      0.49      93.37    75.07    89.14    0.512    0.887    230  99.57  100.00  100.00  99.798   0.51     0.82     0.932   100.00    0.848   0.912  0.992   0.26     96.55    0.788    1.10     40.30      37.39        
16   T0206TS397_4-D1     397     99.46    100.00  15    N/A       0.49      93.92    74.82    89.07    0.494    0.889    230  99.57  100.00  100.00  99.764   0.49     1.06     0.929   100.00    0.849   0.912  0.993   0.25     96.19    0.788    2.74     40.51      35.14        
17   T0206TS110_1-D1     110s    99.46    100.00  15    0.49      0.49      92.83    72.87    88.08    0.509    0.922    230  99.57  100.00  100.00  99.83    0.51     0.82     0.926   100.00    0.846   0.907  0.992   0.24     95.31    0.780    1.10     41.75      35.95        
18   T0206TS462_4-D1     462     99.46    100.00  15    N/A       0.49      92.94    73.60    88.50    0.506    0.899    230  99.57  100.00  100.00  99.83    0.51     0.82     0.928   100.00    0.848   0.908  0.992   0.24     95.44    0.786    1.10     35.61      34.41        
19   T0206TS462_3-D1     462     99.46    100.00  15    N/A       0.49      92.94    73.98    88.59    0.487    0.898    230  99.57  100.00  100.00  99.83    0.49     0.91     0.928   100.00    0.850   0.909  0.993   0.23     95.90    0.792    1.64     39.01      43.36        
20   T0206TS462_2-D1     462     99.46    100.00  15    N/A       0.49      93.37    74.91    88.74    0.508    0.88     230  99.57  100.00  100.00  99.796   0.51     0.82     0.930   100.00    0.848   0.910  0.992   0.24     95.61    0.787    1.10     36.88      35.41        
21   T0206TS304_1-D1     304s    99.46    100.00  15    0.49      0.49      94.02    76.94    90.28    0.473    0.807    230  99.57  100.00  100.00  99.865   0.47     1.31     0.946   100.00    0.863   0.920  0.993   0.19     96.82    0.807    5.75     54.18      48.98        
22   T0206TS274_4-D1     274     99.46    100.00  15    N/A       0.49      94.24    69.99    87.46    0.473    0.939    230  99.57  100.00  100.00  99.863   0.47     2.06     0.916   100.00    0.830   0.912  0.993   0.23     94.14    0.741    4.66     30.34      32.88        
23   T0206TS274_3-D1     274     99.46    100.00  15    N/A       0.49      92.61    69.66    87.08    0.495    0.935    230  99.57  100.00  100.00  99.863   0.49     1.86     0.920   100.00    0.831   0.916  0.993   0.23     94.42    0.748    3.56     46.96      40.57        
24   T0206TS304_3-D1     304s    99.46    100.00  15    N/A       0.49      93.48    75.16    89.22    0.498    0.879    230  99.57  100.00  100.00  99.83    0.50     1.03     0.939   100.00    0.858   0.913  0.993   0.22     96.36    0.796    2.47     38.00      34.09        
25   T0206TS274_2-D1     274     99.46    100.00  15    N/A       0.49      93.37    70.07    87.44    0.471    0.945    230  99.57  100.00  100.00  99.863   0.47     2.00     0.921   100.00    0.834   0.914  0.993   0.22     94.44    0.749    3.84     47.63      41.61        
26   T0206TS147_2-D1     147s    99.46    100.00  15    N/A       0.49      93.37    74.91    88.74    0.508    0.88     230  99.57  100.00  100.00  99.796   0.51     0.82     0.930   100.00    0.848   0.910  0.992   0.24     95.61    0.787    1.10     36.88      35.41        
27   T0206TS147_3-D1     147s    99.46    100.00  15    N/A       0.49      92.94    73.98    88.59    0.487    0.898    230  99.57  100.00  100.00  99.83    0.49     0.91     0.928   100.00    0.850   0.909  0.993   0.23     95.90    0.792    1.64     39.01      43.36        
28   T0206TS147_4-D1     147s    99.46    100.00  15    N/A       0.49      92.94    73.60    88.50    0.506    0.899    230  99.57  100.00  100.00  99.83    0.51     0.82     0.928   100.00    0.848   0.908  0.992   0.24     95.44    0.786    1.10     35.61      34.41        
29   T0206TS241_3-D1     241     99.46    100.00  15    N/A       0.49      93.48    75.16    89.22    0.498    0.879    230  99.57  100.00  100.00  99.83    0.50     1.03     0.939   100.00    0.858   0.913  0.993   0.22     96.36    0.796    2.47     38.00      34.09        
30   T0206TS241_1-D1     241     99.46    100.00  15    0.49      0.49      94.02    76.94    90.28    0.473    0.807    230  99.57  100.00  100.00  99.865   0.47     1.31     0.946   100.00    0.863   0.920  0.993   0.19     96.82    0.807    5.75     54.18      48.98        
31   T0206TS494_4-D1     494     99.46    100.00  15    N/A       0.49      94.24    69.99    87.46    0.473    0.939    230  99.57  100.00  100.00  99.863   0.47     2.06     0.916   100.00    0.830   0.912  0.993   0.23     94.14    0.741    4.66     30.34      32.88        
32   T0206TS494_3-D1     494     99.46    100.00  15    N/A       0.49      92.61    69.66    87.08    0.495    0.935    230  99.57  100.00  100.00  99.863   0.49     1.86     0.920   100.00    0.831   0.916  0.993   0.23     94.42    0.748    3.56     46.96      40.57        
33   T0206TS494_2-D1     494     99.46    100.00  15    N/A       0.49      93.37    70.07    87.44    0.471    0.945    230  99.57  100.00  100.00  99.863   0.47     2.00     0.921   100.00    0.834   0.914  0.993   0.22     94.44    0.749    3.84     47.63      41.61        
34   T0206TS380_1-D1     380     99.46    100.00  15    0.49      0.49      94.35    75.37    89.66    0.486    0.852    230  99.57  100.00  100.00  99.796   0.49     1.26     0.941   100.00    0.856   0.919  0.993   0.20     96.50    0.799    4.93     51.52      41.96        
35   T0206TS456_1-D1     456s    99.35    100.00  35    0.49      0.49      92.61    73.09    87.98    0.533    0.925    230  99.57  100.00  100.00  99.764   0.53     1.80     0.919   100.00    0.841   0.912  0.991   0.28     95.10    0.771    20.29    48.87      45.77        
36   T0206TS301_1-D1     301     99.35    100.00  35    0.49      0.49      93.59    76.25    89.48    0.502    0.866    230  99.57  100.00  100.00  99.765   0.50     1.19     0.942   100.00    0.861   0.916  0.992   0.22     96.39    0.807    4.11     39.57      36.12        
37   T0206TS468_5-D1     468     99.35    100.00  35    N/A       0.49      94.67    76.01    90.00    0.48     0.91     230  99.57  100.00  100.00  99.796   0.48     1.28     0.938   100.00    0.854   0.923  0.993   0.20     93.60    0.794    5.21     55.72      45.54        
38   T0206TS294_2-D1     294     99.35    100.00  35    N/A       0.49      94.02    72.92    88.43    0.515    0.938    230  99.57  100.00  100.00  99.729   0.51     0.99     0.924   100.00    0.843   0.906  0.992   0.28     95.74    0.776    2.19     44.85      42.43        
39   T0206TS393_6-D1     393     99.35    100.00  35    N/A       0.49      94.13    75.92    89.38    0.513    0.899    230  99.57  100.00  100.00  99.764   0.51     N/A           0.933   100.00    0.850   0.913  0.992   0.27     96.30    0.793    N/A      47.11      44.82        
40   T0206TS019_5-D1     019s    99.35    100.00  35    N/A       0.49      92.61    73.93    88.52    0.504    0.928    230  99.57  100.00  100.00  99.762   0.50     0.82     0.926   100.00    0.849   0.908  0.992   0.24     94.95    0.786    1.10     42.93      41.28        
41   T0206TS264_4-D1     264     99.35    100.00  35    N/A       0.49      94.13    75.92    89.38    0.513    0.899    230  99.57  100.00  100.00  99.764   0.51     0.82     0.933   100.00    0.850   0.913  0.992   0.27     96.30    0.793    1.10     47.11      44.82        
42   T0206TS264_6-D1     264     99.35    100.00  35    N/A       0.49      94.13    75.92    89.38    0.513    0.899    230  99.57  100.00  100.00  99.764   0.51     N/A           0.933   100.00    0.850   0.913  0.992   0.27     96.30    0.793    N/A      47.11      44.82        
43   T0206TS462_5-D1     462     99.35    100.00  35    N/A       0.49      93.26    74.01    88.59    0.497    0.915    230  99.57  100.00  100.00  99.796   0.50     0.69     0.930   100.00    0.848   0.910  0.993   0.23     95.29    0.782    0.55     37.14      35.90        
44   T0206TS019_2-D1     019s    99.35    100.00  35    N/A       0.49      92.61    73.04    88.13    0.515    0.917    230  99.57  100.00  100.00  99.83    0.52     0.82     0.927   100.00    0.845   0.908  0.992   0.24     95.39    0.783    1.10     49.36      47.34        
45   T0206TS147_5-D1     147s    99.35    100.00  35    N/A       0.49      93.26    74.01    88.59    0.497    0.915    230  99.57  100.00  100.00  99.796   0.50     0.69     0.930   100.00    0.848   0.910  0.993   0.23     95.29    0.782    0.55     37.14      35.90        
46   T0206TS264_5-D1     264     99.35    100.00  35    N/A       0.49      94.13    75.92    89.38    0.513    0.899    230  99.57  100.00  100.00  99.764   0.51     0.82     0.933   100.00    0.850   0.913  0.992   0.27     96.30    0.793    1.10     47.11      44.82        
47   T0206TS110_2-D1     110s    99.24    100.00  47    N/A       0.48      92.94    73.47    88.45    0.51     0.91     230  99.57  100.00  100.00  99.764   0.51     0.82     0.929   100.00    0.849   0.908  0.992   0.23     95.47    0.788    1.10     46.28      44.57        
48   T0206TS397_1-D1     397     99.24    100.00  47    0.48      0.48      92.50    74.41    88.32    0.533    0.931    230  99.57  100.00  100.00  99.695   0.53     0.91     0.929   100.00    0.846   0.910  0.991   0.27     95.93    0.783    1.64     34.46      32.33        
49   T0206TS301_5-D1     301     99.24    100.00  47    N/A       0.48      93.81    74.90    89.49    0.491    0.87     230  99.57  100.00  100.00  99.731   0.49     1.22     0.940   100.00    0.857   0.918  0.993   0.21     96.25    0.799    4.38     45.45      40.79        
50   T0206TS148_2-D1     148s    99.24    100.00  47    N/A       0.48      93.70    74.10    88.85    0.526    0.894    230  99.57  100.00  100.00  99.662   0.53     0.91     0.929   100.00    0.847   0.914  0.992   0.27     96.24    0.795    1.64     48.09      43.90        
51   T0206TS494_5-D1     494     99.24    100.00  47    N/A       0.48      93.15    69.29    86.98    0.519    0.947    230  99.57  100.00  100.00  99.699   0.52     2.18     0.917   100.00    0.832   0.913  0.992   0.24     94.37    0.751    4.66     35.45      30.33        
52   T0206TS468_1-D1     468     99.24    100.00  47    0.48      0.48      92.61    74.92    88.47    0.54     0.985    230  99.57  100.00  100.00  99.699   0.54     1.12     0.935   99.35     0.848   0.915  0.991   0.26     95.92    0.791    3.29     44.65      36.59        
53   T0206TS022_2-D1     022     99.24    100.00  47    N/A       0.48      93.59    74.19    88.81    0.515    0.926    230  99.57  100.00  100.00  99.695   0.51     1.90     0.920   100.00    0.845   0.910  0.992   0.28     95.45    0.774    25.77    49.36      37.35        
54   T0206TS274_5-D1     274     99.24    100.00  47    N/A       0.48      93.15    69.29    86.98    0.519    0.947    230  99.57  100.00  100.00  99.699   0.52     2.18     0.917   100.00    0.832   0.913  0.992   0.24     94.37    0.751    4.66     35.45      30.33        
55   T0206TS028_5-D1     028s    99.24    100.00  47    N/A       0.48      92.94    74.04    88.42    0.508    0.925    230  99.57  100.00  100.00  99.695   0.51     0.87     0.927   100.00    0.847   0.908  0.992   0.28     96.09    0.786    1.37     41.72      39.45        
56   T0206TS139_1-D1     139     99.13    100.00  56    0.48      0.48      91.95    72.64    86.92    0.566    0.982    230  99.57  100.00  100.00  99.695   0.57     0.97     0.896   100.00    0.838   0.901  0.990   0.38     93.95    0.768    0.82     27.86      26.98        
57   T0206TS380_5-D1     380     99.13    100.00  56    N/A       0.48      93.70    74.96    89.41    0.502    0.912    230  99.57  100.00  100.00  99.729   0.50     1.30     0.939   100.00    0.858   0.915  0.992   0.21     95.54    0.796    5.48     52.13      43.52        
58   T0206TS059_3-D1     059     99.13    100.00  56    N/A       0.48      90.98    71.41    86.08    0.587    0.994    230  99.57  100.00  100.00  99.596   0.59     0.86     0.896   100.00    0.836   0.898  0.990   0.36     94.08    0.769    0.55     27.61      26.23        
59   T0206TS380_4-D1     380     99.13    100.00  56    N/A       0.48      93.69    75.75    89.28    0.494    0.921    230  99.57  100.00  100.00  99.695   0.49     1.36     0.940   100.00    0.855   0.917  0.993   0.20     95.66    0.786    6.58     51.02      43.08        
60   T0206TS028_4-D1     028s    99.13    100.00  56    N/A       0.48      91.63    72.82    87.03    0.536    0.969    230  99.57  100.00  100.00  99.727   0.54     0.76     0.919   100.00    0.840   0.902  0.991   0.29     95.60    0.772    0.82     38.29      36.30        
61   T0206TS397_2-D1     397     99.13    100.00  56    N/A       0.48      92.50    75.05    88.45    0.533    0.896    230  99.57  100.00  100.00  99.661   0.53     0.82     0.931   100.00    0.848   0.913  0.991   0.26     95.78    0.784    1.10     38.03      36.43        
62   T0206TS052_1-D1     052s    99.13    100.00  56    0.48      0.48      93.04    74.02    88.58    0.516    0.919    230  99.57  100.00  100.00  99.695   0.52     0.96     0.928   100.00    0.847   0.910  0.992   0.26     95.72    0.783    1.92     36.24      34.46        
63   T0206TS345_1-D1     345     99.13    100.00  56    0.48      0.48      92.61    74.22    88.54    0.515    0.91     230  99.57  100.00  100.00  99.762   0.52     1.15     0.937   100.00    0.857   0.916  0.992   0.22     96.22    0.799    3.56     37.93      34.81        
64   T0206TS139_3-D1     139     99.13    100.00  56    N/A       0.48      90.98    71.41    86.08    0.587    0.994    230  99.57  100.00  100.00  99.596   0.59     0.86     0.896   100.00    0.836   0.898  0.990   0.36     94.08    0.769    0.55     27.61      26.23        
65   T0206TS014_2-D1     014     99.13    100.00  56    N/A       0.48      91.52    72.43    86.79    0.524    0.966    230  99.57  100.00  100.00  99.76    0.52     0.90     0.915   100.00    0.833   0.903  0.992   0.34     95.39    0.772    0.27     31.37      29.79        
66   T0206TS314_1-D1     314s    99.13    100.00  56    0.48      0.48      93.15    74.19    88.79    0.529    0.895    230  99.57  100.00  100.00  99.695   0.53     0.87     0.933   100.00    0.849   0.913  0.992   0.27     96.35    0.793    1.37     40.09      38.14        
67   T0206TS425_2-D1     425s    99.13    100.00  56    N/A       0.48      92.17    74.45    87.86    0.539    0.922    230  99.57  100.00  100.00  99.628   0.54     0.99     0.928   100.00    0.842   0.911  0.991   0.28     95.82    0.782    2.19     45.11      42.55        
68   T0206TS314_3-D1     314s    99.13    100.00  56    N/A       0.48      93.48    74.69    88.97    0.523    0.91     230  99.57  100.00  100.00  99.729   0.52     0.82     0.932   100.00    0.850   0.912  0.992   0.26     96.20    0.788    1.10     44.40      41.91        
69   T0206TS051_1-D1     051     99.02    100.00  69    0.47      0.48      92.83    75.90    89.07    0.515    0.857    230  99.57  100.00  100.00  99.662   0.52     1.17     0.941   100.00    0.860   0.919  0.992   0.21     96.61    0.801    3.84     41.17      38.04        
70   T0206TS163_2-D1     163s    99.02    100.00  69    N/A       0.48      92.94    72.42    87.58    0.559    0.95     230  99.57  100.00  100.00  99.596   0.56     0.87     0.920   100.00    0.840   0.910  0.991   0.31     93.23    0.772    1.37     36.12      34.90        
71   T0206TS163_5-D1     163s    99.02    100.00  69    N/A       0.48      92.39    72.00    87.45    0.556    0.945    230  99.57  100.00  100.00  99.594   0.56     0.87     0.920   100.00    0.841   0.910  0.991   0.31     93.44    0.772    1.37     38.48      37.86        
72   T0206TS456_5-D1     456s    99.02    100.00  69    N/A       0.48      92.17    74.08    88.04    0.551    0.921    230  99.57  100.00  100.00  99.662   0.55     1.89     0.917   100.00    0.844   0.909  0.991   0.31     95.15    0.772    24.95    49.73      45.26        
73   T0206TS028_2-D1     028s    99.02    100.00  69    N/A       0.48      92.06    72.97    87.24    0.567    0.987    230  99.57  100.00  100.00  99.598   0.57     0.91     0.920   100.00    0.843   0.904  0.990   0.32     95.48    0.778    1.64     36.31      34.42        
74   T0206TS380_2-D1     380     99.02    100.00  69    N/A       0.48      93.26    75.03    89.08    0.51     0.897    230  99.57  100.00  100.00  99.699   0.51     1.09     0.937   100.00    0.855   0.913  0.992   0.22     96.15    0.797    3.01     39.82      36.76        
75   T0206TS284_2-D1     284s    99.02    100.00  69    N/A       0.48      91.96    72.77    87.55    0.533    0.95     230  99.57  100.00  100.00  99.695   0.53     0.99     0.923   100.00    0.848   0.905  0.991   0.28     95.82    0.783    2.19     45.14      41.89        
76   T0206TS284_3-D1     284s    99.02    100.00  69    N/A       0.48      92.28    74.56    88.10    0.53     0.898    230  99.57  100.00  100.00  99.661   0.53     0.87     0.927   100.00    0.849   0.908  0.992   0.27     96.25    0.791    1.37     46.06      34.42        
77   T0206TS148_3-D1     148s    99.02    100.00  69    N/A       0.48      92.72    74.23    88.47    0.539    0.912    230  99.57  100.00  100.00  99.628   0.54     0.99     0.929   100.00    0.848   0.913  0.991   0.28     95.99    0.789    2.19     38.43      40.53        
78   T0206TS345_2-D1     345     99.02    100.00  69    N/A       0.48      93.15    75.54    89.09    0.515    0.903    230  99.57  100.00  100.00  99.664   0.52     1.15     0.938   100.00    0.856   0.915  0.992   0.22     96.26    0.796    3.56     39.53      35.36        
79   T0206TS425_1-D1     425s    99.02    100.00  69    0.47      0.48      92.17    71.80    87.49    0.542    0.969    230  99.57  100.00  100.00  99.63    0.54     0.76     0.922   100.00    0.843   0.907  0.991   0.28     95.38    0.781    0.82     33.83      30.73        
80   T0206TS331_2-D1     331s    99.02    100.00  69    N/A       0.48      92.17    71.86    87.44    0.547    0.974    230  99.57  100.00  100.00  99.63    0.55     0.82     0.923   100.00    0.844   0.906  0.991   0.28     95.32    0.780    1.10     36.92      36.33        
81   T0206TS319_2-D1     319s    99.02    100.00  69    N/A       0.48      92.17    73.91    87.74    0.54     0.927    230  99.57  100.00  100.00  99.695   0.54     0.82     0.927   100.00    0.843   0.910  0.991   0.26     95.42    0.776    1.10     38.62      33.91        
82   T0206TS059_1-D1     059     99.02    100.00  69    0.47      0.48      92.72    68.93    86.12    0.583    1.158    230  99.13  100.00  100.00  99.571   0.58     0.60     0.908   99.35     0.828   0.901  0.990   0.36     94.62    0.738    0.27     36.75      33.47        
83   T0206TS319_1-D1     319s    99.02    100.00  69    0.47      0.48      92.17    71.80    87.49    0.542    0.969    230  99.57  100.00  100.00  99.63    0.54     0.76     0.922   100.00    0.843   0.907  0.991   0.28     95.38    0.781    0.82     33.83      30.73        
84   T0206TS393_1-D1     393     99.02    100.00  69    0.47      0.48      92.72    74.23    88.47    0.539    0.912    230  99.57  100.00  100.00  99.628   0.54     0.99     0.929   100.00    0.848   0.913  0.991   0.28     95.99    0.789    2.19     38.43      40.53        
85   T0206TS393_2-D1     393     99.02    100.00  69    N/A       0.48      92.72    74.23    88.47    0.539    0.912    230  99.57  100.00  100.00  99.628   0.54     0.99     0.929   100.00    0.848   0.913  0.991   0.28     95.99    0.789    2.19     38.43      40.53        
86   T0206TS241_2-D1     241     99.02    100.00  69    N/A       0.48      93.15    76.49    89.33    0.511    0.863    230  99.57  100.00  100.00  99.695   0.51     1.09     0.942   100.00    0.858   0.918  0.992   0.22     96.64    0.801    3.01     43.27      38.33        
87   T0206TS304_2-D1     304s    99.02    100.00  69    N/A       0.48      93.15    76.49    89.33    0.511    0.863    230  99.57  100.00  100.00  99.695   0.51     1.09     0.942   100.00    0.858   0.918  0.992   0.22     96.64    0.801    3.01     43.27      38.33        
88   T0206TS164_2-D1     164     99.02    100.00  69    N/A       0.48      92.06    72.09    87.19    0.569    0.951    230  99.57  100.00  100.00  99.596   0.57     0.82     0.920   100.00    0.839   0.911  0.990   0.33     92.86    0.773    1.10     32.47      30.06        
89   T0206TS393_5-D1     393     99.02    100.00  69    N/A       0.48      92.72    74.23    88.47    0.539    0.912    230  99.57  100.00  100.00  99.628   0.54     0.99     0.929   100.00    0.848   0.913  0.991   0.28     95.99    0.789    2.19     38.43      40.53        
90   T0206TS264_2-D1     264     99.02    100.00  69    N/A       0.48      92.72    74.23    88.47    0.539    0.912    230  99.57  100.00  100.00  99.628   0.54     0.99     0.929   100.00    0.848   0.913  0.991   0.28     95.99    0.789    2.19     38.43      40.53        
91   T0206TS393_4-D1     393     99.02    100.00  69    N/A       0.48      92.72    74.23    88.47    0.539    0.912    230  99.57  100.00  100.00  99.628   0.54     0.99     0.929   100.00    0.848   0.913  0.991   0.28     95.99    0.789    2.19     38.43      40.53        
92   T0206TS393_3-D1     393     99.02    100.00  69    N/A       0.48      92.72    74.23    88.47    0.539    0.912    230  99.57  100.00  100.00  99.628   0.54     0.99     0.929   100.00    0.848   0.913  0.991   0.28     95.99    0.789    2.19     38.43      40.53        
93   T0206TS264_1-D1     264     99.02    100.00  69    0.47      0.48      92.72    74.23    88.47    0.539    0.912    230  99.57  100.00  100.00  99.628   0.54     0.99     0.929   100.00    0.848   0.913  0.991   0.28     95.99    0.789    2.19     38.43      40.53        
94   T0206TS311_4-D1     311     98.91    100.00  94    N/A       0.47      91.20    71.47    86.31    0.569    1.036    230  99.57  100.00  100.00  99.661   0.57     0.76     0.916   100.00    0.837   0.901  0.990   0.28     95.47    0.765    0.82     34.04      30.89        
95   T0206TS314_2-D1     314s    98.91    100.00  94    N/A       0.47      92.72    74.82    88.70    0.53     0.902    230  99.57  100.00  100.00  99.661   0.53     0.99     0.930   100.00    0.848   0.913  0.992   0.27     96.04    0.788    2.19     43.81      40.96        
96   T0206TS284_5-D1     284s    98.91    100.00  94    N/A       0.47      92.28    73.20    87.66    0.535    0.954    230  99.57  100.00  100.00  99.695   0.53     1.06     0.923   100.00    0.848   0.905  0.991   0.28     95.92    0.783    2.74     46.01      35.12        
97   T0206TS019_1-D1     019s    98.91    100.00  94    0.47      0.47      92.61    75.89    88.60    0.539    0.929    230  99.13  100.00  100.00  99.661   0.54     0.82     0.932   100.00    0.848   0.910  0.991   0.25     96.07    0.788    1.10     39.02      37.50        
98   T0206TS015_1-D1     015     98.91    100.00  94    0.47      0.47      90.44    72.24    86.50    0.552    0.934    230  99.57  100.00  100.00  99.659   0.55     0.87     0.925   100.00    0.845   0.912  0.991   0.23     95.80    0.786    1.37     38.37      36.45        
99   T0206TS122_1-D1     122s    98.91    100.00  94    0.47      0.47      91.95    72.55    87.32    0.539    0.964    230  99.57  100.00  100.00  99.661   0.54     0.87     0.923   100.00    0.848   0.905  0.991   0.28     95.81    0.784    1.37     43.08      40.37        
100  T0206TS397_3-D1     397     98.91    100.00  94    N/A       0.47      91.85    74.49    87.99    0.54     0.927    230  99.57  100.00  100.00  99.628   0.54     0.87     0.928   100.00    0.845   0.911  0.991   0.27     96.11    0.780    1.37     37.52      35.30        
101  T0206TS301_2-D1     301     98.91    100.00  94    N/A       0.47      92.50    76.07    88.87    0.52     0.859    230  99.57  100.00  100.00  99.662   0.52     1.26     0.939   100.00    0.856   0.919  0.992   0.21     96.39    0.801    4.93     40.47      36.02        
102  T0206TS301_4-D1     301     98.91    100.00  94    N/A       0.47      92.39    75.21    88.94    0.523    0.892    230  99.57  100.00  100.00  99.727   0.52     1.12     0.939   100.00    0.858   0.916  0.992   0.20     96.08    0.796    3.29     42.60      37.94        
103  T0206TS264_3-D1     264     98.91    100.00  94    N/A       0.47      93.81    75.00    89.58    0.517    0.874    230  99.57  100.00  100.00  99.699   0.52     0.91     0.932   100.00    0.852   0.912  0.992   0.27     96.17    0.792    1.64     47.29      43.39        
104  T0206TS284_1-D1     284s    98.91    100.00  94    0.47      0.47      91.95    72.55    87.32    0.539    0.964    230  99.57  100.00  100.00  99.661   0.54     0.87     0.923   100.00    0.848   0.905  0.991   0.28     95.81    0.784    1.37     43.08      40.37        
105  T0206TS164_5-D1     164     98.91    100.00  94    N/A       0.47      91.74    71.78    87.08    0.568    0.954    230  99.57  100.00  100.00  99.561   0.57     0.87     0.919   100.00    0.839   0.910  0.990   0.33     92.94    0.773    1.37     34.95      37.02        
106  T0206TS075_1-D1     075s    98.91    100.00  94    0.47      0.47      91.95    72.55    87.32    0.539    0.964    230  99.57  100.00  100.00  99.661   0.54     0.87     0.923   100.00    0.848   0.905  0.991   0.28     95.81    0.784    1.37     43.08      40.37        
107  T0206TS311_1-D1     311     98.91    100.00  94    0.47      0.47      91.85    71.96    86.95    0.548    0.978    230  99.57  100.00  100.00  99.661   0.55     0.96     0.920   100.00    0.846   0.903  0.991   0.28     95.71    0.780    1.92     43.16      40.37        
108  T0206TS419_5-D1     419     98.80    100.00  108   N/A       0.47      90.44    71.27    86.43    0.577    0.975    230  99.13  100.00  100.00  99.563   0.58     0.76     0.911   100.00    0.835   0.904  0.990   0.30     95.08    0.766    0.82     35.25      33.26        
