PREC,PETINP
0.0299999400,0.0039930348
0.0099999802,0.0039930348
0.0000000000,0.0039930348
0.0000000000,0.0039930348
0.0000000000,0.0024346784
0.0000000000,0.0005842146
0.0000000000,0.0000000000
0.0099999802,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0099999802,0.0000000000
0.0199999600,0.0000000000
0.0599998790,0.0000000000
0.0099999802,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0005497712
0.0000000000,0.0022391505
0.0000000000,0.0036536439
0.0099999802,0.0036536439
0.0000000000,0.0036536439
0.0000000000,0.0036536439
0.0000000000,0.0036536439
0.0000000000,0.0022391505
0.0000000000,0.0005497712
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0005392075
0.0000000000,0.0021454052
0.0199999600,0.0034819990
0.0099999802,0.0034819990
0.0099999802,0.0034819990
0.0000000000,0.0034819990
0.0000000000,0.0034819990
0.0099999802,0.0021454052
0.0299999400,0.0005392075
0.0099999802,0.0000000000
0.0099999802,0.0000000000
0.0000000000,0.0000000000
0.0099999802,0.0000000000
0.0099999802,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0099999802,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0005531764
0.0000000000,0.0021494906
0.0000000000,0.0034692169
0.0000000000,0.0034692169
0.0000000000,0.0034692169
0.0000000000,0.0034692169
0.0000000000,0.0034692169
0.0000000000,0.0021494906
0.0000000000,0.0005531764
0.0199999600,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0099999802,0.0000000000
0.0399999210,0.0000000000
0.0799998420,0.0000000000
0.0699998590,0.0000000000
0.0999998000,0.0000000000
0.0699998590,0.0000000000
0.0199999600,0.0000000000
0.0699998590,0.0000000000
0.0399999210,0.0000000000
0.0000000000,0.0000000000
0.0399999210,0.0005966898
0.0099999802,0.0022638519
0.0099999802,0.0036326693
0.0099999802,0.0036326693
0.0000000000,0.0036326693
0.0000000000,0.0036326693
0.0000000000,0.0036326693
0.0000000000,0.0022638519
0.0000000000,0.0005966898
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0099999802,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0099999802,0.0005483470
0.0000000000,0.0020310974
0.0000000000,0.0032396743
0.0000000000,0.0032396743
0.0000000000,0.0032396743
0.0000000000,0.0032396743
0.0000000000,0.0032396743
0.0000000000,0.0020310974
0.0000000000,0.0005483470
0.0099999802,0.0000000000
0.0099999802,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0399999210,0.0000000000
0.0799998420,0.0000000000
0.0199999600,0.0000000000
0.0399999210,0.0000000000
0.0099999802,0.0000000000
0.0799998420,0.0006770366
0.0199999600,0.0024482016
0.0199999600,0.0038808482
0.0799998420,0.0038808482
0.0299999400,0.0038808482
0.0000000000,0.0038808482
0.0299999400,0.0038808482
0.1399997000,0.0024482016
0.0099999802,0.0006770366
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0299999400,0.0000000000
0.0099999802,0.0000000000
0.0000000000,0.0000000000
0.0099999802,0.0000000000
0.0099999802,0.0000000000
0.0099999802,0.0000000000
0.0199999600,0.0000000000
0.0199999600,0.0000000000
0.0599998790,0.0000000000
0.0199999600,0.0000000000
0.0199999600,0.0000000000
0.0199999600,0.0007588054
0.0000000000,0.0026788071
0.0000000000,0.0042194063
0.0000000000,0.0042194063
0.0000000000,0.0042194063
0.0000000000,0.0042194063
0.0000000000,0.0042194063
0.0000000000,0.0026788071
0.0000000000,0.0007588054
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0008758253
0.0000000000,0.0030189068
0.0000000000,0.0047240756
0.0000000000,0.0047240756
0.0000000000,0.0047240756
0.0000000000,0.0047240756
0.0000000000,0.0047240756
0.0000000000,0.0030189068
0.0000000000,0.0008758253
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0009283670
0.0000000000,0.0031249565
0.0000000000,0.0048573627
0.0000000000,0.0048573627
0.0000000000,0.0048573627
0.0000000000,0.0048573627
0.0099999802,0.0048573627
0.0000000000,0.0031249565
0.0000000000,0.0009283670
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0000000000
0.0000000000,0.0009712442
0.0000000000,0.0031932904
0.0000000000,0.0049297144
0.0000000000,0.0049297144
0.0000000000,0.0049297144
0.0000000000,0.0049297144
0.0000000000,0.0049297144
0.0000000000,0.0031932904
0.0000000000,0.0009712442
0.0099999802,0.0000000000
0.0000000000,0.0000000000
0.0099999802,0.0000000000
0.0299999400,0.0000000000
0.0000000000,0.0000000000
0.0099999802,0.0000000000
0.0000000000,0.0000000000
0.0199999600,0.0000000000
