variables="u","y"
zone,t="x=     0.97008"
   0.404382E+00   0.798948E-04
   0.409486E+00   0.824199E-04
   0.414428E+00   0.850216E-04
   0.419215E+00   0.877025E-04
   0.423854E+00   0.904649E-04
   0.428350E+00   0.933115E-04
   0.432710E+00   0.962449E-04
   0.436943E+00   0.992679E-04
   0.441055E+00   0.102383E-03
   0.445053E+00   0.105594E-03
   0.448944E+00   0.108903E-03
   0.452736E+00   0.112313E-03
   0.456435E+00   0.115827E-03
   0.460047E+00   0.119450E-03
   0.463580E+00   0.123183E-03
   0.467038E+00   0.127031E-03
   0.470428E+00   0.130997E-03
   0.473754E+00   0.135085E-03
   0.477023E+00   0.139299E-03
   0.480238E+00   0.143643E-03
   0.483404E+00   0.148120E-03
   0.486524E+00   0.152734E-03
   0.489604E+00   0.157491E-03
   0.492646E+00   0.162395E-03
   0.495654E+00   0.167449E-03
   0.498631E+00   0.172659E-03
   0.501579E+00   0.178030E-03
   0.504501E+00   0.183567E-03
   0.507400E+00   0.189274E-03
   0.510278E+00   0.195157E-03
   0.513136E+00   0.201222E-03
   0.515978E+00   0.207474E-03
   0.518804E+00   0.213920E-03
   0.521616E+00   0.220564E-03
   0.524415E+00   0.227413E-03
   0.527204E+00   0.234474E-03
   0.529983E+00   0.241753E-03
   0.532753E+00   0.249257E-03
   0.535515E+00   0.256993E-03
   0.538271E+00   0.264968E-03
   0.541021E+00   0.273189E-03
   0.543766E+00   0.281665E-03
   0.546507E+00   0.290402E-03
   0.549245E+00   0.299410E-03
   0.551979E+00   0.308696E-03
   0.554712E+00   0.318270E-03
   0.557443E+00   0.328139E-03
   0.560172E+00   0.338314E-03
   0.562901E+00   0.348804E-03
   0.565629E+00   0.359618E-03
   0.568357E+00   0.370767E-03
   0.571086E+00   0.382260E-03
   0.573816E+00   0.394109E-03
   0.576546E+00   0.406325E-03
   0.579279E+00   0.418919E-03
   0.582013E+00   0.431903E-03
   0.584748E+00   0.445288E-03
   0.587487E+00   0.459088E-03
   0.590227E+00   0.473314E-03
   0.592971E+00   0.487981E-03
   0.595718E+00   0.503102E-03
   0.598468E+00   0.518692E-03
   0.601221E+00   0.534763E-03
   0.603978E+00   0.551332E-03
   0.606739E+00   0.568414E-03
   0.609505E+00   0.586025E-03
   0.612274E+00   0.604181E-03
   0.615049E+00   0.622899E-03
   0.617828E+00   0.642197E-03
   0.620613E+00   0.662092E-03
   0.623402E+00   0.682603E-03
   0.626198E+00   0.703749E-03
   0.628999E+00   0.725550E-03
   0.631806E+00   0.748025E-03
   0.634620E+00   0.771197E-03
   0.637441E+00   0.795086E-03
   0.640268E+00   0.819715E-03
   0.643103E+00   0.845106E-03
   0.645945E+00   0.871283E-03
   0.648795E+00   0.898271E-03
   0.651653E+00   0.926095E-03
   0.654519E+00   0.954780E-03
   0.657394E+00   0.984354E-03
   0.660279E+00   0.101484E-02
   0.663173E+00   0.104628E-02
   0.666077E+00   0.107868E-02
   0.668991E+00   0.111209E-02
   0.671916E+00   0.114654E-02
   0.674852E+00   0.118205E-02
   0.677799E+00   0.121866E-02
   0.680758E+00   0.125641E-02
   0.683730E+00   0.129532E-02
   0.686714E+00   0.133544E-02
   0.689712E+00   0.137680E-02
   0.692724E+00   0.141944E-02
   0.695750E+00   0.146340E-02
   0.698790E+00   0.150873E-02
   0.701846E+00   0.155546E-02
   0.704918E+00   0.160363E-02
   0.708006E+00   0.165330E-02
   0.711112E+00   0.170450E-02
   0.714234E+00   0.175729E-02
   0.717375E+00   0.181172E-02
   0.720535E+00   0.186783E-02
   0.723713E+00   0.192568E-02
   0.726912E+00   0.198532E-02
   0.730131E+00   0.204680E-02
   0.733372E+00   0.211019E-02
   0.736634E+00   0.217555E-02
   0.739919E+00   0.224293E-02
   0.743227E+00   0.231239E-02
   0.746559E+00   0.238401E-02
   0.749915E+00   0.245784E-02
   0.753296E+00   0.253396E-02
   0.756704E+00   0.261244E-02
   0.760138E+00   0.269335E-02
   0.763599E+00   0.277676E-02
   0.767089E+00   0.286276E-02
   0.770607E+00   0.295142E-02
   0.774155E+00   0.304282E-02
   0.777733E+00   0.313706E-02
   0.781342E+00   0.323421E-02
   0.784983E+00   0.333438E-02
   0.788655E+00   0.343764E-02
   0.792362E+00   0.354411E-02
   0.796102E+00   0.365387E-02
   0.799876E+00   0.376703E-02
   0.803686E+00   0.388369E-02
   0.807531E+00   0.400397E-02
   0.811414E+00   0.412797E-02
   0.815333E+00   0.425582E-02
   0.819290E+00   0.438762E-02
   0.823285E+00   0.452350E-02
   0.827319E+00   0.466359E-02
   0.831392E+00   0.480803E-02
   0.835505E+00   0.495693E-02
   0.839657E+00   0.511044E-02
   0.843850E+00   0.526871E-02
   0.848083E+00   0.543189E-02
   0.852357E+00   0.560011E-02
   0.856671E+00   0.577355E-02
   0.861025E+00   0.595235E-02
   0.865418E+00   0.613669E-02
   0.869851E+00   0.632675E-02
   0.874323E+00   0.652268E-02
   0.878832E+00   0.672469E-02
   0.883377E+00   0.693295E-02
   0.887957E+00   0.714766E-02
   0.892570E+00   0.736903E-02
   0.897214E+00   0.759724E-02
   0.901885E+00   0.783253E-02
   0.906582E+00   0.807510E-02
   0.911300E+00   0.832518E-02
   0.916034E+00   0.858301E-02
   0.920781E+00   0.884883E-02
   0.925533E+00   0.912287E-02
   0.930284E+00   0.940540E-02
   0.935026E+00   0.969669E-02
   0.939750E+00   0.999699E-02
   0.944446E+00   0.103066E-01
   0.949102E+00   0.106258E-01
   0.953703E+00   0.109549E-01
   0.958234E+00   0.112941E-01
   0.962677E+00   0.116439E-01
   0.967010E+00   0.120045E-01
   0.971211E+00   0.123763E-01
   0.975252E+00   0.127596E-01
   0.979102E+00   0.131547E-01
   0.982726E+00   0.135621E-01
   0.986085E+00   0.139822E-01
   0.989136E+00   0.144152E-01
   0.991831E+00   0.148616E-01
   0.994119E+00   0.153219E-01
   0.995950E+00   0.157964E-01
   0.997281E+00   0.162856E-01
   0.998097E+00   0.167900E-01
   0.998457E+00   0.173099E-01
   0.998542E+00   0.178460E-01
   0.998545E+00   0.183987E-01
   0.998544E+00   0.189685E-01
   0.998544E+00   0.195560E-01
   0.998543E+00   0.201616E-01
   0.998543E+00   0.207860E-01
   0.998543E+00   0.214297E-01
   0.998543E+00   0.220934E-01
   0.998543E+00   0.227776E-01
   0.998542E+00   0.234831E-01
   0.998542E+00   0.242103E-01
   0.998542E+00   0.249601E-01
   0.998542E+00   0.257331E-01
   0.998542E+00   0.265301E-01
   0.998541E+00   0.273517E-01
   0.998541E+00   0.281988E-01
   0.998541E+00   0.290721E-01
   0.998541E+00   0.299724E-01
   0.998540E+00   0.309007E-01
   0.998540E+00   0.318576E-01
   0.998540E+00   0.328443E-01
   0.998540E+00   0.338614E-01
   0.998539E+00   0.349101E-01
   0.998539E+00   0.359913E-01
   0.998539E+00   0.371059E-01
   0.998538E+00   0.382551E-01
   0.998538E+00   0.394398E-01
   0.998538E+00   0.406613E-01
   0.998537E+00   0.419205E-01
   0.998537E+00   0.432188E-01
   0.998537E+00   0.445573E-01
   0.998536E+00   0.459372E-01
   0.998536E+00   0.473599E-01
   0.998535E+00   0.488266E-01
   0.998535E+00   0.503387E-01
   0.998534E+00   0.518977E-01
   0.998534E+00   0.535049E-01
   0.998533E+00   0.551620E-01
   0.998533E+00   0.568703E-01
   0.998533E+00   0.586316E-01
   0.998532E+00   0.604474E-01
   0.998531E+00   0.623194E-01
   0.998531E+00   0.642494E-01
   0.998530E+00   0.662392E-01
   0.998530E+00   0.682906E-01
   0.998529E+00   0.704056E-01
   0.998529E+00   0.725860E-01
   0.998528E+00   0.748340E-01
   0.998527E+00   0.771516E-01
   0.998527E+00   0.795409E-01
   0.998526E+00   0.820043E-01
   0.998525E+00   0.845439E-01
   0.998525E+00   0.871622E-01
   0.998524E+00   0.898616E-01
   0.998523E+00   0.926446E-01
   0.998522E+00   0.955138E-01
   0.998522E+00   0.984718E-01
   0.998521E+00   0.101521E+00
   0.998520E+00   0.104666E+00
   0.998519E+00   0.107907E+00
   0.998518E+00   0.111249E+00
   0.998517E+00   0.114694E+00
   0.998516E+00   0.118246E+00
   0.998515E+00   0.121908E+00
   0.998514E+00   0.125684E+00
   0.998513E+00   0.129576E+00
   0.998512E+00   0.133589E+00
   0.998511E+00   0.137726E+00
   0.998510E+00   0.141992E+00
   0.998509E+00   0.146389E+00
   0.998508E+00   0.150923E+00
   0.998507E+00   0.155597E+00
   0.998505E+00   0.160415E+00
   0.998504E+00   0.165383E+00
   0.998503E+00   0.170505E+00
   0.998501E+00   0.175786E+00
   0.998500E+00   0.181230E+00
   0.998499E+00   0.186843E+00
   0.998497E+00   0.192629E+00
   0.998496E+00   0.198595E+00
   0.998494E+00   0.204745E+00
   0.998493E+00   0.211086E+00
   0.998491E+00   0.217623E+00
   0.998490E+00   0.224363E+00
   0.998488E+00   0.231311E+00
   0.998486E+00   0.238475E+00
   0.998485E+00   0.245860E+00
   0.998483E+00   0.253475E+00
   0.998481E+00   0.261325E+00
   0.998479E+00   0.269418E+00
   0.998478E+00   0.277762E+00
   0.998476E+00   0.286364E+00
   0.998474E+00   0.295232E+00
   0.998472E+00   0.304376E+00
   0.998470E+00   0.313802E+00
   0.998468E+00   0.323521E+00
   0.998466E+00   0.333540E+00
   0.998463E+00   0.343869E+00
   0.998461E+00   0.354519E+00
   0.998459E+00   0.365498E+00
   0.998457E+00   0.376818E+00
   0.998454E+00   0.388488E+00
   0.998452E+00   0.400519E+00
   0.998450E+00   0.412923E+00
   0.998447E+00   0.425711E+00
   0.998445E+00   0.438895E+00
   0.998442E+00   0.452488E+00
   0.998439E+00   0.466501E+00
   0.998437E+00   0.480948E+00
   0.998434E+00   0.495843E+00
   0.998431E+00   0.511199E+00
   0.998428E+00   0.527031E+00
   0.998425E+00   0.543353E+00
   0.998422E+00   0.560180E+00
   0.998419E+00   0.577529E+00
   0.998416E+00   0.595415E+00
   0.998412E+00   0.613855E+00
   0.998409E+00   0.632866E+00
   0.998405E+00   0.652465E+00
   0.998401E+00   0.672672E+00
   0.998397E+00   0.693504E+00
   0.998393E+00   0.714982E+00
   0.998389E+00   0.737125E+00
   0.998384E+00   0.759953E+00
   0.998379E+00   0.783489E+00
   0.998374E+00   0.807753E+00
   0.998368E+00   0.832769E+00
   0.998363E+00   0.858560E+00
   0.998356E+00   0.885149E+00
   0.998351E+00   0.912562E+00
   0.998337E+00   0.940824E+00
   0.998337E+00   0.969961E+00
   0.998349E+00   0.100000E+01
zone,t="x=     1.90334"
   0.000000E+00   0.000000E+00
   0.306666E-02   0.500000E-06
   0.613617E-02   0.100047E-05
   0.921138E-02   0.150186E-05
   0.122952E-01   0.200465E-05
   0.153904E-01   0.250931E-05
   0.184999E-01   0.301630E-05
   0.216266E-01   0.352610E-05
   0.247734E-01   0.403918E-05
   0.279432E-01   0.455602E-05
   0.311390E-01   0.507709E-05
   0.343636E-01   0.560289E-05
   0.376202E-01   0.613390E-05
   0.409116E-01   0.667062E-05
   0.442409E-01   0.721354E-05
   0.476112E-01   0.776318E-05
   0.510255E-01   0.832003E-05
   0.544869E-01   0.888463E-05
   0.579986E-01   0.945749E-05
   0.615637E-01   0.100392E-04
   0.651855E-01   0.106302E-04
   0.688671E-01   0.112310E-04
   0.726117E-01   0.118424E-04
   0.764227E-01   0.124647E-04
   0.803034E-01   0.130987E-04
   0.842570E-01   0.137448E-04
   0.882869E-01   0.144037E-04
   0.923963E-01   0.150761E-04
   0.965887E-01   0.157624E-04
   0.100867E+00   0.164634E-04
   0.105235E+00   0.171798E-04
   0.109696E+00   0.179121E-04
   0.114253E+00   0.186610E-04
   0.118909E+00   0.194274E-04
   0.123667E+00   0.202118E-04
   0.128530E+00   0.210150E-04
   0.133501E+00   0.218378E-04
   0.138582E+00   0.226808E-04
   0.143776E+00   0.235450E-04
   0.149085E+00   0.244311E-04
   0.154510E+00   0.253399E-04
   0.160053E+00   0.262723E-04
   0.165715E+00   0.272291E-04
   0.171497E+00   0.282113E-04
   0.177397E+00   0.292197E-04
   0.183416E+00   0.302553E-04
   0.189551E+00   0.313190E-04
   0.195801E+00   0.324119E-04
   0.202162E+00   0.335349E-04
   0.208630E+00   0.346891E-04
   0.215200E+00   0.358756E-04
   0.221865E+00   0.370955E-04
   0.228617E+00   0.383499E-04
   0.235448E+00   0.396399E-04
   0.242348E+00   0.409669E-04
   0.249305E+00   0.423319E-04
   0.256306E+00   0.437363E-04
   0.263339E+00   0.451814E-04
   0.270388E+00   0.466686E-04
   0.277439E+00   0.481991E-04
   0.284475E+00   0.497746E-04
   0.291480E+00   0.513963E-04
   0.298438E+00   0.530658E-04
   0.305331E+00   0.547847E-04
   0.312146E+00   0.565545E-04
   0.318866E+00   0.583770E-04
   0.325478E+00   0.602538E-04
   0.331968E+00   0.621866E-04
   0.338327E+00   0.641773E-04
   0.344543E+00   0.662277E-04
   0.350609E+00   0.683397E-04
   0.356519E+00   0.705153E-04
   0.362268E+00   0.727565E-04
   0.367854E+00   0.750654E-04
   0.373276E+00   0.774441E-04
   0.378534E+00   0.798948E-04
   0.383630E+00   0.824199E-04
   0.388567E+00   0.850216E-04
   0.393349E+00   0.877025E-04
   0.397981E+00   0.904649E-04
   0.402468E+00   0.933115E-04
   0.406817E+00   0.962449E-04
   0.411034E+00   0.992679E-04
   0.415125E+00   0.102383E-03
   0.419098E+00   0.105594E-03
   0.422959E+00   0.108903E-03
   0.426715E+00   0.112313E-03
   0.430373E+00   0.115827E-03
   0.433940E+00   0.119450E-03
   0.437421E+00   0.123183E-03
   0.440822E+00   0.127031E-03
   0.444151E+00   0.130997E-03
   0.447411E+00   0.135085E-03
   0.450608E+00   0.139299E-03
   0.453748E+00   0.143643E-03
   0.456834E+00   0.148120E-03
   0.459871E+00   0.152734E-03
   0.462864E+00   0.157491E-03
   0.465815E+00   0.162395E-03
   0.468728E+00   0.167449E-03
   0.471608E+00   0.172659E-03
   0.474455E+00   0.178030E-03
   0.477274E+00   0.183567E-03
   0.480067E+00   0.189274E-03
   0.482837E+00   0.195157E-03
   0.485585E+00   0.201222E-03
   0.488313E+00   0.207474E-03
   0.491024E+00   0.213920E-03
   0.493719E+00   0.220564E-03
   0.496400E+00   0.227413E-03
   0.499068E+00   0.234474E-03
   0.501725E+00   0.241753E-03
   0.504371E+00   0.249257E-03
   0.507008E+00   0.256993E-03
   0.509636E+00   0.264968E-03
   0.512258E+00   0.273189E-03
   0.514873E+00   0.281665E-03
   0.517482E+00   0.290402E-03
   0.520087E+00   0.299410E-03
   0.522687E+00   0.308696E-03
   0.525284E+00   0.318270E-03
   0.527877E+00   0.328139E-03
   0.530468E+00   0.338314E-03
   0.533057E+00   0.348804E-03
   0.535644E+00   0.359618E-03
   0.538229E+00   0.370767E-03
   0.540814E+00   0.382260E-03
   0.543398E+00   0.394109E-03
   0.545981E+00   0.406325E-03
   0.548564E+00   0.418919E-03
   0.551148E+00   0.431903E-03
   0.553731E+00   0.445288E-03
   0.556316E+00   0.459088E-03
   0.558901E+00   0.473314E-03
   0.561486E+00   0.487981E-03
   0.564073E+00   0.503102E-03
   0.566661E+00   0.518692E-03
   0.569251E+00   0.534763E-03
   0.571842E+00   0.551332E-03
   0.574435E+00   0.568414E-03
   0.577029E+00   0.586025E-03
   0.579625E+00   0.604181E-03
   0.582224E+00   0.622899E-03
   0.584824E+00   0.642197E-03
   0.587427E+00   0.662092E-03
   0.590032E+00   0.682603E-03
   0.592639E+00   0.703749E-03
   0.595249E+00   0.725550E-03
   0.597861E+00   0.748025E-03
   0.600477E+00   0.771197E-03
   0.603095E+00   0.795086E-03
   0.605716E+00   0.819715E-03
   0.608341E+00   0.845106E-03
   0.610968E+00   0.871283E-03
   0.613599E+00   0.898271E-03
   0.616233E+00   0.926095E-03
   0.618871E+00   0.954780E-03
   0.621513E+00   0.984354E-03
   0.624159E+00   0.101484E-02
   0.626808E+00   0.104628E-02
   0.629462E+00   0.107868E-02
   0.632120E+00   0.111209E-02
   0.634783E+00   0.114654E-02
   0.637450E+00   0.118205E-02
   0.640122E+00   0.121866E-02
   0.642800E+00   0.125641E-02
   0.645482E+00   0.129532E-02
   0.648170E+00   0.133544E-02
   0.650864E+00   0.137680E-02
   0.653564E+00   0.141944E-02
   0.656270E+00   0.146340E-02
   0.658982E+00   0.150873E-02
   0.661702E+00   0.155546E-02
   0.664427E+00   0.160363E-02
   0.667161E+00   0.165330E-02
   0.669902E+00   0.170450E-02
   0.672650E+00   0.175729E-02
   0.675407E+00   0.181172E-02
   0.678172E+00   0.186783E-02
   0.680947E+00   0.192568E-02
   0.683730E+00   0.198532E-02
   0.686523E+00   0.204680E-02
   0.689326E+00   0.211019E-02
   0.692139E+00   0.217555E-02
   0.694963E+00   0.224293E-02
   0.697797E+00   0.231239E-02
   0.700644E+00   0.238401E-02
   0.703502E+00   0.245784E-02
   0.706373E+00   0.253396E-02
   0.709257E+00   0.261244E-02
   0.712154E+00   0.269335E-02
   0.715065E+00   0.277676E-02
   0.717991E+00   0.286276E-02
   0.720931E+00   0.295142E-02
   0.723886E+00   0.304282E-02
   0.726858E+00   0.313706E-02
   0.729846E+00   0.323421E-02
   0.732851E+00   0.333438E-02
   0.735873E+00   0.343764E-02
   0.738914E+00   0.354411E-02
   0.741973E+00   0.365387E-02
   0.745052E+00   0.376703E-02
   0.748151E+00   0.388369E-02
   0.751270E+00   0.400397E-02
   0.754410E+00   0.412797E-02
   0.757573E+00   0.425582E-02
   0.760757E+00   0.438762E-02
   0.763965E+00   0.452350E-02
   0.767196E+00   0.466359E-02
   0.770452E+00   0.480803E-02
   0.773733E+00   0.495693E-02
   0.777040E+00   0.511044E-02
   0.780373E+00   0.526871E-02
   0.783733E+00   0.543189E-02
   0.787121E+00   0.560011E-02
   0.790538E+00   0.577355E-02
   0.793984E+00   0.595235E-02
   0.797459E+00   0.613669E-02
   0.800965E+00   0.632675E-02
   0.804502E+00   0.652268E-02
   0.808071E+00   0.672469E-02
   0.811673E+00   0.693295E-02
   0.815307E+00   0.714766E-02
   0.818976E+00   0.736903E-02
   0.822678E+00   0.759724E-02
   0.826416E+00   0.783253E-02
   0.830189E+00   0.807510E-02
   0.833997E+00   0.832518E-02
   0.837843E+00   0.858301E-02
   0.841725E+00   0.884883E-02
   0.845644E+00   0.912287E-02
   0.849600E+00   0.940540E-02
   0.853594E+00   0.969669E-02
   0.857626E+00   0.999699E-02
   0.861696E+00   0.103066E-01
   0.865803E+00   0.106258E-01
   0.869948E+00   0.109549E-01
   0.874130E+00   0.112941E-01
   0.878348E+00   0.116439E-01
   0.882602E+00   0.120045E-01
   0.886891E+00   0.123763E-01
   0.891214E+00   0.127596E-01
   0.895568E+00   0.131547E-01
   0.899953E+00   0.135621E-01
   0.904366E+00   0.139822E-01
   0.908805E+00   0.144152E-01
   0.913267E+00   0.148616E-01
   0.917747E+00   0.153219E-01
   0.922242E+00   0.157964E-01
   0.926747E+00   0.162856E-01
   0.931256E+00   0.167900E-01
   0.935763E+00   0.173099E-01
   0.940260E+00   0.178460E-01
   0.944739E+00   0.183987E-01
   0.949189E+00   0.189685E-01
   0.953599E+00   0.195560E-01
   0.957956E+00   0.201616E-01
   0.962244E+00   0.207860E-01
   0.966447E+00   0.214297E-01
   0.970544E+00   0.220934E-01
   0.974514E+00   0.227776E-01
   0.978329E+00   0.234831E-01
   0.981961E+00   0.242103E-01
   0.985377E+00   0.249601E-01
   0.988539E+00   0.257331E-01
   0.991406E+00   0.265301E-01
   0.993931E+00   0.273517E-01
   0.996067E+00   0.281988E-01
   0.997765E+00   0.290721E-01
   0.998983E+00   0.299724E-01
   0.999704E+00   0.309007E-01
   0.999992E+00   0.318576E-01
   0.100005E+01   0.328443E-01
   0.100005E+01   0.338614E-01
   0.100004E+01   0.349101E-01
   0.100004E+01   0.359913E-01
   0.100004E+01   0.371059E-01
   0.100004E+01   0.382551E-01
   0.100004E+01   0.394398E-01
   0.100004E+01   0.406613E-01
   0.100004E+01   0.419205E-01
   0.100003E+01   0.432188E-01
   0.100003E+01   0.445573E-01
   0.100003E+01   0.459372E-01
   0.100003E+01   0.473599E-01
   0.100003E+01   0.488266E-01
   0.100003E+01   0.503387E-01
   0.100002E+01   0.518977E-01
   0.100002E+01   0.535049E-01
   0.100002E+01   0.551620E-01
   0.100002E+01   0.568703E-01
   0.100001E+01   0.586316E-01
   0.100001E+01   0.604474E-01
   0.100001E+01   0.623194E-01
   0.100001E+01   0.642494E-01
   0.100000E+01   0.662392E-01
   0.100000E+01   0.682906E-01
   0.999999E+00   0.704056E-01
   0.999996E+00   0.725860E-01
   0.999993E+00   0.748340E-01
   0.999990E+00   0.771516E-01
   0.999987E+00   0.795409E-01
   0.999983E+00   0.820043E-01
   0.999980E+00   0.845439E-01
   0.999977E+00   0.871622E-01
   0.999973E+00   0.898616E-01
   0.999970E+00   0.926446E-01
   0.999966E+00   0.955138E-01
   0.999962E+00   0.984718E-01
   0.999959E+00   0.101521E+00
   0.999955E+00   0.104666E+00
   0.999951E+00   0.107907E+00
   0.999947E+00   0.111249E+00
   0.999943E+00   0.114694E+00
   0.999939E+00   0.118246E+00
   0.999935E+00   0.121908E+00
   0.999931E+00   0.125684E+00
   0.999927E+00   0.129576E+00
   0.999923E+00   0.133589E+00
   0.999920E+00   0.137726E+00
   0.999916E+00   0.141992E+00
   0.999912E+00   0.146389E+00
   0.999908E+00   0.150923E+00
   0.999904E+00   0.155597E+00
   0.999900E+00   0.160415E+00
   0.999896E+00   0.165383E+00
   0.999892E+00   0.170505E+00
   0.999889E+00   0.175786E+00
   0.999885E+00   0.181230E+00
   0.999882E+00   0.186843E+00
   0.999878E+00   0.192629E+00
   0.999874E+00   0.198595E+00
   0.999871E+00   0.204745E+00
   0.999868E+00   0.211086E+00
   0.999864E+00   0.217623E+00
   0.999861E+00   0.224363E+00
   0.999858E+00   0.231311E+00
   0.999855E+00   0.238475E+00
   0.999852E+00   0.245860E+00
   0.999849E+00   0.253475E+00
   0.999847E+00   0.261325E+00
   0.999844E+00   0.269418E+00
   0.999841E+00   0.277762E+00
   0.999838E+00   0.286364E+00
   0.999836E+00   0.295232E+00
   0.999833E+00   0.304376E+00
   0.999831E+00   0.313802E+00
   0.999829E+00   0.323521E+00
   0.999826E+00   0.333540E+00
   0.999824E+00   0.343869E+00
   0.999822E+00   0.354519E+00
   0.999820E+00   0.365498E+00
   0.999818E+00   0.376818E+00
   0.999816E+00   0.388488E+00
   0.999814E+00   0.400519E+00
   0.999812E+00   0.412923E+00
   0.999810E+00   0.425711E+00
   0.999808E+00   0.438895E+00
   0.999806E+00   0.452488E+00
   0.999805E+00   0.466501E+00
   0.999803E+00   0.480948E+00
   0.999801E+00   0.495843E+00
   0.999799E+00   0.511199E+00
   0.999797E+00   0.527031E+00
   0.999796E+00   0.543353E+00
   0.999794E+00   0.560180E+00
   0.999792E+00   0.577529E+00
   0.999790E+00   0.595415E+00
   0.999788E+00   0.613855E+00
   0.999786E+00   0.632866E+00
   0.999784E+00   0.652465E+00
   0.999782E+00   0.672672E+00
   0.999780E+00   0.693504E+00
   0.999778E+00   0.714982E+00
   0.999775E+00   0.737125E+00
   0.999772E+00   0.759953E+00
   0.999769E+00   0.783489E+00
   0.999766E+00   0.807753E+00
   0.999762E+00   0.832769E+00
   0.999758E+00   0.858560E+00
   0.999753E+00   0.885149E+00
   0.999748E+00   0.912562E+00
   0.999734E+00   0.940824E+00
   0.999737E+00   0.969961E+00
   0.999751E+00   0.100000E+01
