id	pos	best	average	competition_id	round_type_id	event_id	person_name	person_id	format_id	regional_single_record	regional_average_record	person_country_id
15997	17	-1	0	WC2007	f	333fm	Łukasz Ciałoń	2005CIAL02	1	NULL	NULL	Poland
15998	17	-1	0	WC2007	f	333fm	Grzegorz Łuczyna	2005LUCZ01	1	NULL	NULL	Poland
15999	17	-1	0	WC2007	f	333fm	Lars Petrus	1982PETR01	1	NULL	NULL	Sweden
16000	17	-1	0	WC2007	f	333fm	Morley Davidson	2007DAVI01	1	NULL	NULL	USA
16197	1	33	0	DutchOpen2007	f	333fm	Clément Gallet	2004GALL02	1	NULL	NULL	France
16198	2	36	0	DutchOpen2007	f	333fm	Alexander Ooms	2005OOMS01	1	NULL	NULL	Netherlands
16199	3	41	0	DutchOpen2007	f	333fm	Joël van Noort	2004NOOR01	1	NULL	NULL	Netherlands
16200	4	43	0	DutchOpen2007	f	333fm	Erik Akkersdijk	2005AKKE01	1	NULL	NULL	Netherlands
16201	5	44	0	DutchOpen2007	f	333fm	Ron van Bruchem	2003BRUC01	1	NULL	NULL	Netherlands
16202	6	52	0	DutchOpen2007	f	333fm	Alejandro Lamas Pérez	2006LAMA01	1	NR	NULL	Spain
16203	6	52	0	DutchOpen2007	f	333fm	Greg Austin	2006AUST01	1	NULL	NULL	United Kingdom
16204	8	59	0	DutchOpen2007	f	333fm	Rama Temmink	2006TEMM01	1	NULL	NULL	Netherlands
16205	9	63	0	DutchOpen2007	f	333fm	Gilles van den Peereboom	2005PEER01	1	NULL	NULL	Belgium
16206	10	-1	0	DutchOpen2007	f	333fm	Lars Vandenbergh	2003VAND01	1	NULL	NULL	Belgium
16207	10	-1	0	DutchOpen2007	f	333fm	David Calvo Vivas	2005CALV02	1	NULL	NULL	Spain
17216	1	38	0	BerkeleyFall2007	f	333fm	Ryan Zheng	2006ZHEN02	1	NULL	NULL	USA
17217	2	40	0	BerkeleyFall2007	f	333fm	Leyan Lo	2004LOLE01	1	NULL	NULL	USA
17218	3	60	0	BerkeleyFall2007	f	333fm	Justin Adsuara	2007ADSU01	1	NULL	NULL	USA
17219	4	-1	0	BerkeleyFall2007	f	333fm	Adam Zamora	2004ZAMO01	1	NULL	NULL	USA
17220	4	-1	0	BerkeleyFall2007	f	333fm	David Shi	2007SHID01	1	NULL	NULL	USA
17221	4	-1	0	BerkeleyFall2007	f	333fm	Ummon Karpe	2006KARP02	1	NULL	NULL	USA
17222	4	-1	0	BerkeleyFall2007	f	333fm	Vivek Sainanee	2007SAIN01	1	NULL	NULL	USA
17223	4	-1	0	BerkeleyFall2007	f	333fm	Brian Kim	2006KIMB01	1	NULL	NULL	USA
17224	4	-1	0	BerkeleyFall2007	f	333fm	Shelley Chang	2004CHAN04	1	NULL	NULL	USA
17225	4	-1	0	BerkeleyFall2007	f	333fm	Mike Bennett	2005BENN01	1	NULL	NULL	USA
17487	1	39	0	Netherlands2007	f	333fm	Erik Akkersdijk	2005AKKE01	1	NULL	NULL	Netherlands
17488	2	45	0	Netherlands2007	f	333fm	Marc van Beest	2007BEES01	1	NULL	NULL	Netherlands
17489	3	47	0	Netherlands2007	f	333fm	Hans van der Zijden	2004ZIJD01	1	NULL	NULL	Netherlands
17490	4	-1	0	Netherlands2007	f	333fm	Arnaud van Galen	2006GALE01	1	NULL	NULL	Netherlands
17491	4	-1	0	Netherlands2007	f	333fm	Guus Razoux Schultz	1982RAZO01	1	NULL	NULL	Netherlands
17492	4	-1	0	Netherlands2007	f	333fm	Klaas Steenhuis	2004STEE01	1	NULL	NULL	Netherlands
18461	1	35	0	SwedishCubeDay2007	f	333fm	Anssi Vanhala	2005VANH01	1	NR	NULL	Finland
18462	2	-1	0	SwedishCubeDay2007	f	333fm	Clément Gallet	2004GALL02	1	NULL	NULL	France
18463	2	-1	0	SwedishCubeDay2007	f	333fm	Arnaud van Galen	2006GALE01	1	NULL	NULL	Netherlands
19434	1	39	0	BelgianOpen2008	f	333fm	Dan Harris	2003HARR01	1	NULL	NULL	United Kingdom
19435	2	47	0	BelgianOpen2008	f	333fm	Lars Vandenbergh	2003VAND01	1	NULL	NULL	Belgium
19436	3	49	0	BelgianOpen2008	f	333fm	Ron van Bruchem	2003BRUC01	1	NULL	NULL	Netherlands
19437	4	50	0	BelgianOpen2008	f	333fm	Ton Dennenbroek	2003DENN01	1	NULL	NULL	Netherlands
19438	5	53	0	BelgianOpen2008	f	333fm	Greg Austin	2006AUST01	1	NULL	NULL	United Kingdom
19439	6	-1	0	BelgianOpen2008	f	333fm	Erik Akkersdijk	2005AKKE01	1	NULL	NULL	Netherlands
19440	6	-1	0	BelgianOpen2008	f	333fm	Clément Gallet	2004GALL02	1	NULL	NULL	France
19441	6	-1	0	BelgianOpen2008	f	333fm	Gilles Roux	2004ROUX01	1	NULL	NULL	France
19442	6	-1	0	BelgianOpen2008	f	333fm	Mark Koenen	2008KOEN01	1	NULL	NULL	Netherlands
19443	6	-1	0	BelgianOpen2008	f	333fm	Milán Baticz	2005BATI01	1	NULL	NULL	Hungary
19444	6	-1	0	BelgianOpen2008	f	333fm	Rama Temmink	2006TEMM01	1	NULL	NULL	Netherlands
19779	1	36	0	BeneluxOpen2008	f	333fm	Alexander Ooms	2005OOMS01	1	NULL	NULL	Netherlands
19780	2	38	0	BeneluxOpen2008	f	333fm	Ron van Bruchem	2003BRUC01	1	NULL	NULL	Netherlands
19781	3	39	0	BeneluxOpen2008	f	333fm	Kåre Krig	2004KRIG02	1	NULL	NULL	Sweden
19782	4	40	0	BeneluxOpen2008	f	333fm	Arnaud van Galen	2006GALE01	1	NULL	NULL	Netherlands
19783	5	42	0	BeneluxOpen2008	f	333fm	Gunnar Krig	2004KRIG01	1	NULL	NULL	Sweden
19784	6	45	0	BeneluxOpen2008	f	333fm	Daniel Lundwall	2007LUND01	1	NULL	NULL	Sweden
19785	7	47	0	BeneluxOpen2008	f	333fm	Erik Akkersdijk	2005AKKE01	1	NULL	NULL	Netherlands
19786	8	52	0	BeneluxOpen2008	f	333fm	Joël van Noort	2004NOOR01	1	NULL	NULL	Netherlands
19787	9	55	0	BeneluxOpen2008	f	333fm	Lars Vandenbergh	2003VAND01	1	NULL	NULL	Belgium
19788	10	-1	0	BeneluxOpen2008	f	333fm	Frank Provoost	2007PROV01	1	NULL	NULL	Netherlands
19789	10	-1	0	BeneluxOpen2008	f	333fm	Guus Razoux Schultz	1982RAZO01	1	NULL	NULL	Netherlands
19790	10	-1	0	BeneluxOpen2008	f	333fm	Jacco Krijnen	2007KRIJ01	1	NULL	NULL	Netherlands
19791	10	-1	0	BeneluxOpen2008	f	333fm	Mats Valk	2007VALK01	1	NULL	NULL	Netherlands
21128	1	31	0	GdanskOpen2008	f	333fm	Piotr Kózka	2005KOZK01	1	NULL	NULL	Poland
21129	2	44	0	GdanskOpen2008	f	333fm	Marek Kurcyus	2005KURC01	1	NULL	NULL	Poland
21130	2	44	0	GdanskOpen2008	f	333fm	Kamil Górski	2006GORS01	1	NULL	NULL	Poland
21131	2	44	0	GdanskOpen2008	f	333fm	Tomasz Seweryn	2006SEWE01	1	NULL	NULL	Poland
21132	5	47	0	GdanskOpen2008	f	333fm	Łukasz Ciałoń	2005CIAL02	1	NULL	NULL	Poland
21133	6	49	0	GdanskOpen2008	f	333fm	Adrian Mróz	2007MROZ01	1	NULL	NULL	Poland
21134	6	49	0	GdanskOpen2008	f	333fm	Konrad Stawski	2007STAW01	1	NULL	NULL	Poland
21135	8	50	0	GdanskOpen2008	f	333fm	Tomasz Korzeniewski	2007KORZ01	1	NULL	NULL	Poland
21136	9	54	0	GdanskOpen2008	f	333fm	Marcin Jakubowski	2007JAKU01	1	NULL	NULL	Poland
21137	10	63	0	GdanskOpen2008	f	333fm	Szczepan Łągiewka	2007LAGI01	1	NULL	NULL	Poland
21138	11	-1	0	GdanskOpen2008	f	333fm	Grzegorz Łuczyna	2005LUCZ01	1	NULL	NULL	Poland
21139	11	-1	0	GdanskOpen2008	f	333fm	Karol Cudzich	2006CUDZ01	1	NULL	NULL	Poland
21140	11	-1	0	GdanskOpen2008	f	333fm	Magda Gancarz	2007GANC01	1	NULL	NULL	Poland
21141	11	-1	0	GdanskOpen2008	f	333fm	Marek Pepke	2008PEPK01	1	NULL	NULL	Poland
21549	1	34	0	FrenchOpen2008	f	333fm	Gilles Roux	2004ROUX01	1	NULL	NULL	France
21550	2	39	0	FrenchOpen2008	f	333fm	Ron van Bruchem	2003BRUC01	1	NULL	NULL	Netherlands
21551	3	41	0	FrenchOpen2008	f	333fm	Lars Vandenbergh	2003VAND01	1	NULL	NULL	Belgium
21552	4	45	0	FrenchOpen2008	f	333fm	Benjamin Sintes	2007SINT01	1	NULL	NULL	France
21553	4	45	0	FrenchOpen2008	f	333fm	Thibaut Jacquinot	2006JACQ01	1	NULL	NULL	France
21554	6	47	0	FrenchOpen2008	f	333fm	François Sechet	2004SECH01	1	NULL	NULL	France
21555	7	52	0	FrenchOpen2008	f	333fm	Greg Austin	2006AUST01	1	NULL	NULL	United Kingdom
21556	8	56	0	FrenchOpen2008	f	333fm	Anders Larsson	2003LARS01	1	NULL	NULL	Sweden
21557	9	-1	0	FrenchOpen2008	f	333fm	Adrien Mokrara	2007MOKR01	1	NULL	NULL	France
21558	9	-1	0	FrenchOpen2008	f	333fm	Michael Tran	2008TRAN01	1	NULL	NULL	France
21559	9	-1	0	FrenchOpen2008	f	333fm	Valentin Paris	2008PARI01	1	NULL	NULL	France
21560	9	-1	0	FrenchOpen2008	f	333fm	Pierre Calendini	2008CALE01	1	NULL	NULL	France
22106	1	41	0	PrincetonOpen2008	f	333fm	Anthony Hsu	2005HSUA01	1	NULL	NULL	USA
22107	2	45	0	PrincetonOpen2008	f	333fm	Erik Johnson	2007JOHN02	1	NULL	NULL	USA
22108	3	46	0	PrincetonOpen2008	f	333fm	Stanley Wong	2006WONG01	1	NULL	NULL	USA
22109	4	47	0	PrincetonOpen2008	f	333fm	Bob Burton	2003BURT01	1	NULL	NULL	USA
22110	5	-1	0	PrincetonOpen2008	f	333fm	Alexander Heaton	2007HEAT01	1	NULL	NULL	USA
22111	5	-1	0	PrincetonOpen2008	f	333fm	Alex Bruso	2007BRUS01	1	NULL	NULL	USA
22112	5	-1	0	PrincetonOpen2008	f	333fm	John Tamanas	2007TAMA02	1	NULL	NULL	USA
22113	5	-1	0	PrincetonOpen2008	f	333fm	Kevin Jiang	2008JIAN01	1	NULL	NULL	USA
22114	5	-1	0	PrincetonOpen2008	f	333fm	Peter Greenwood	2005GREE02	1	NULL	NULL	USA
22504	1	35	0	DanishOpen2008	f	333fm	Erik Akkersdijk	2005AKKE01	1	NULL	NULL	Netherlands
22505	2	39	0	DanishOpen2008	f	333fm	Gunnar Krig	2004KRIG01	1	NULL	NULL	Sweden
22506	2	39	0	DanishOpen2008	f	333fm	Arnaud van Galen	2006GALE01	1	NULL	NULL	Netherlands
22507	2	39	0	DanishOpen2008	f	333fm	Kåre Krig	2004KRIG02	1	NULL	NULL	Sweden
22508	5	42	0	DanishOpen2008	f	333fm	Lars Vennike Nielsson	2008NIEL01	1	NR	NULL	Denmark
22509	6	43	0	DanishOpen2008	f	333fm	Ton Dennenbroek	2003DENN01	1	NULL	NULL	Netherlands
22510	7	44	0	DanishOpen2008	f	333fm	Clément Gallet	2004GALL02	1	NULL	NULL	France
22511	8	45	0	DanishOpen2008	f	333fm	Henrik Buus Aagaard	2006BUUS01	1	NULL	NULL	Denmark
22512	9	65	0	DanishOpen2008	f	333fm	Dennis Strehlau	2007STRE01	1	NULL	NULL	Germany
22513	10	-1	0	DanishOpen2008	f	333fm	Anders Larsson	2003LARS01	1	NULL	NULL	Sweden
22514	10	-1	0	DanishOpen2008	f	333fm	Daniel Lundwall	2007LUND01	1	NULL	NULL	Sweden
24032	1	38	0	StetsonSpring2008	f	333fm	Andrew Chow	2006CHOW01	1	NULL	NULL	USA
24033	2	39	0	StetsonSpring2008	f	333fm	Cliff Shen	2006SHEN01	1	NULL	NULL	USA
24034	3	44	0	StetsonSpring2008	f	333fm	Bob Burton	2003BURT01	1	NULL	NULL	USA
24035	4	-1	0	StetsonSpring2008	f	333fm	Brian Loftus	2008LOFT01	1	NULL	NULL	USA
24036	4	-1	0	StetsonSpring2008	f	333fm	Chris Foster	2008FOST01	1	NULL	NULL	USA
24883	1	31	0	CornellSpring2008	f	333fm	Tim Reynolds	2005REYN01	1	NAR	NULL	USA
24884	2	58	0	CornellSpring2008	f	333fm	John Tamanas	2007TAMA02	1	NULL	NULL	USA
24885	3	62	0	CornellSpring2008	f	333fm	Peter Greenwood	2005GREE02	1	NULL	NULL	USA
24886	4	66	0	CornellSpring2008	f	333fm	Rowe Hessler	2007HESS01	1	NULL	NULL	USA
24887	5	-1	0	CornellSpring2008	f	333fm	Erik Johnson	2007JOHN02	1	NULL	NULL	USA
24888	5	-1	0	CornellSpring2008	f	333fm	Tyler Wilkinson	2007WILK01	1	NULL	NULL	USA
25079	1	38	0	BerkeleySpring2008	f	333fm	Brian Kim	2006KIMB01	1	NULL	NULL	USA
25080	2	39	0	BerkeleySpring2008	f	333fm	Dan Dzoan	2006DZOA03	1	NULL	NULL	USA
25081	3	41	0	BerkeleySpring2008	f	333fm	Leyan Lo	2004LOLE01	1	NULL	NULL	USA
25082	4	44	0	BerkeleySpring2008	f	333fm	Shelley Chang	2004CHAN04	1	NULL	NULL	USA
25083	5	54	0	BerkeleySpring2008	f	333fm	Corwin Shiu	2007SHIU01	1	NULL	NULL	USA
25084	6	63	0	BerkeleySpring2008	f	333fm	Jameson O'Connor	2008OCON01	1	NULL	NULL	USA
25085	7	-1	0	BerkeleySpring2008	f	333fm	Lars Petrus	1982PETR01	1	NULL	NULL	Sweden
25086	7	-1	0	BerkeleySpring2008	f	333fm	David Shi	2007SHID01	1	NULL	NULL	USA
25087	7	-1	0	BerkeleySpring2008	f	333fm	Brian Le	2007LEBR01	1	NULL	NULL	USA
25088	7	-1	0	BerkeleySpring2008	f	333fm	Mike Bennett	2005BENN01	1	NULL	NULL	USA
25296	1	34	0	ArmonkSpring2008	f	333fm	Bob Burton	2003BURT01	1	NULL	NULL	USA
25297	2	39	0	ArmonkSpring2008	f	333fm	Erik Johnson	2007JOHN02	1	NULL	NULL	USA
25298	3	45	0	ArmonkSpring2008	f	333fm	Bruce Norskog	2006NORS01	1	NULL	NULL	USA
25299	4	87	0	ArmonkSpring2008	f	333fm	Tyler Wilkinson	2007WILK01	1	NULL	NULL	USA
25300	5	-1	0	ArmonkSpring2008	f	333fm	Sam Boyles	2007BOYL01	1	NULL	NULL	USA
25301	5	-1	0	ArmonkSpring2008	f	333fm	Joe Epstein	2007EPST01	1	NULL	NULL	USA
25302	5	-1	0	ArmonkSpring2008	f	333fm	Peter Greenwood	2005GREE02	1	NULL	NULL	USA
25537	1	31	0	BarcelonaOpen2008	f	333fm	Manuel López Sheriff	2007LOPE01	1	NR	NULL	Spain
25538	2	42	0	BarcelonaOpen2008	f	333fm	David Calvo Vivas	2005CALV02	1	NULL	NULL	Spain
25539	2	42	0	BarcelonaOpen2008	f	333fm	Javier París	2005PARI01	1	NULL	NULL	Spain
25540	4	44	0	BarcelonaOpen2008	f	333fm	Nico Kupfer	2007KUPF01	1	NULL	NULL	Spain
25541	5	46	0	BarcelonaOpen2008	f	333fm	Alejandro Lamas Pérez	2006LAMA01	1	NULL	NULL	Spain
25542	5	46	0	BarcelonaOpen2008	f	333fm	Gabriel Eduardo Núñez Serna	2008NUNE01	1	SAR	NULL	Argentina
25543	7	51	0	BarcelonaOpen2008	f	333fm	Mario Laurent	2008LAUR01	1	NULL	NULL	France
25544	8	54	0	BarcelonaOpen2008	f	333fm	Miguel Angel Navalón Valera	2005NAVA01	1	NULL	NULL	Spain
25545	9	57	0	BarcelonaOpen2008	f	333fm	Jaume Casado Ruiz	2008CASA01	1	NULL	NULL	Spain
25546	10	-1	0	BarcelonaOpen2008	f	333fm	Javier Cabezuelo Sánchez	2007SANC01	1	NULL	NULL	Spain
25547	10	-1	0	BarcelonaOpen2008	f	333fm	Joan-Carles Vilaseca	2007VILA01	1	NULL	NULL	Spain
26541	1	32	0	WashingtonDCOpen2008	f	333fm	Chris Hardwick	2003HARD01	1	NULL	NULL	USA
26542	2	36	0	WashingtonDCOpen2008	f	333fm	Tim Reynolds	2005REYN01	1	NULL	NULL	USA
26543	3	42	0	WashingtonDCOpen2008	f	333fm	Joseph Gibney	2007GIBN01	1	NULL	NULL	USA
26544	4	48	0	WashingtonDCOpen2008	f	333fm	Wuqiong Fan	2008FANW01	1	NR	NULL	China
26545	6	52	0	WashingtonDCOpen2008	f	333fm	Bob Burton	2003BURT01	1	NULL	NULL	USA
26546	7	-1	0	WashingtonDCOpen2008	f	333fm	Baian Liu	2008LIUB01	1	NULL	NULL	China
26547	7	-1	0	WashingtonDCOpen2008	f	333fm	Ethan Rosen	2007ROSE02	1	NULL	NULL	USA
26548	4	48	0	WashingtonDCOpen2008	f	333fm	Zac Livesay	2008LIVE01	1	NULL	NULL	USA
27021	1	30	0	NantesOpen2008	f	333fm	Frédéric Meinnel	2008MEIN01	1	NR	NULL	France
27022	2	37	0	NantesOpen2008	f	333fm	Benjamin Sintes	2007SINT01	1	NULL	NULL	France
27023	2	37	0	NantesOpen2008	f	333fm	Gilles Roux	2004ROUX01	1	NULL	NULL	France
27024	4	42	0	NantesOpen2008	f	333fm	Mario Laurent	2008LAUR01	1	NULL	NULL	France
27025	5	45	0	NantesOpen2008	f	333fm	Lars Vandenbergh	2003VAND01	1	NULL	NULL	Belgium
27026	5	45	0	NantesOpen2008	f	333fm	François Sechet	2004SECH01	1	NULL	NULL	France
27027	7	102	0	NantesOpen2008	f	333fm	Thibaut Kirchner	2008KIRC01	1	NULL	NULL	France
27028	8	-1	0	NantesOpen2008	f	333fm	Benoît Goubin	2008GOUB01	1	NULL	NULL	France
27029	8	-1	0	NantesOpen2008	f	333fm	Laetitia Lemoine	2007LEMO01	1	NULL	NULL	France
27030	8	-1	0	NantesOpen2008	f	333fm	Karl Baillehaiche	2008BAIL01	1	NULL	NULL	France
27031	8	-1	0	NantesOpen2008	f	333fm	Samuel Samson	2008SAMS01	1	NULL	NULL	France
27032	8	-1	0	NantesOpen2008	f	333fm	Simon Touaux	2008TOUA01	1	NULL	NULL	France
27033	8	-1	0	NantesOpen2008	f	333fm	Arnaud van Galen	2006GALE01	1	NULL	NULL	Netherlands
27034	8	-1	0	NantesOpen2008	f	333fm	Joffrey Lenoble	2007LENO01	1	NULL	NULL	France
27035	8	-1	0	NantesOpen2008	f	333fm	Amaury Sechet	2008SECH01	1	NULL	NULL	France
27533	1	31	0	PolishOpen2008	f	333fm	Grzegorz Łuczyna	2005LUCZ01	1	NULL	NULL	Poland
27534	2	36	0	PolishOpen2008	f	333fm	Milán Baticz	2005BATI01	1	NULL	NULL	Hungary
27535	3	39	0	PolishOpen2008	f	333fm	Zbigniew Zborowski	2003ZBOR02	1	NULL	NULL	Poland
27536	4	41	0	PolishOpen2008	f	333fm	Karol Cudzich	2006CUDZ01	1	NULL	NULL	Poland
27537	5	42	0	PolishOpen2008	f	333fm	Łukasz Ciałoń	2005CIAL02	1	NULL	NULL	Poland
27538	6	43	0	PolishOpen2008	f	333fm	Erik Akkersdijk	2005AKKE01	1	NULL	NULL	Netherlands
27539	7	44	0	PolishOpen2008	f	333fm	Piotr Kózka	2005KOZK01	1	NULL	NULL	Poland
27540	7	44	0	PolishOpen2008	f	333fm	Alexander Ooms	2005OOMS01	1	NULL	NULL	Netherlands
27541	9	45	0	PolishOpen2008	f	333fm	Marcin Jakubowski	2007JAKU01	1	NULL	NULL	Poland
27542	10	46	0	PolishOpen2008	f	333fm	Tomasz Żołnowski	2005ZOLN01	1	NULL	NULL	Poland
27543	10	46	0	PolishOpen2008	f	333fm	Michał Robaczyk	2006ROBA01	1	NULL	NULL	Poland
27544	12	47	0	PolishOpen2008	f	333fm	Mateusz Burnicki	2006BURN01	1	NULL	NULL	Poland
27545	13	48	0	PolishOpen2008	f	333fm	Tomasz Seweryn	2006SEWE01	1	NULL	NULL	Poland
27546	13	48	0	PolishOpen2008	f	333fm	Konrad Stawski	2007STAW01	1	NULL	NULL	Poland
27547	15	51	0	PolishOpen2008	f	333fm	Grzegorz Dzikiewicz	2008DZIK01	1	NULL	NULL	Poland
27548	16	55	0	PolishOpen2008	f	333fm	Błażej Morgała	2006MORG01	1	NULL	NULL	Poland
27549	16	55	0	PolishOpen2008	f	333fm	Máté Horváth	2007HORV01	1	NULL	NULL	Hungary
27550	18	58	0	PolishOpen2008	f	333fm	Grzegorz Zaborowski	2008ZABO01	1	NULL	NULL	Poland
27551	19	59	0	PolishOpen2008	f	333fm	Dániel Fodor	2007FODO01	1	NULL	NULL	Hungary
27552	20	63	0	PolishOpen2008	f	333fm	Dennis Strehlau	2007STRE01	1	NULL	NULL	Germany
27553	21	65	0	PolishOpen2008	f	333fm	Magda Gancarz	2007GANC01	1	NULL	NULL	Poland
27554	22	-1	0	PolishOpen2008	f	333fm	Lars Vandenbergh	2003VAND01	1	NULL	NULL	Belgium
27555	22	-1	0	PolishOpen2008	f	333fm	Marek Kurcyus	2005KURC01	1	NULL	NULL	Poland
27556	22	-1	0	PolishOpen2008	f	333fm	Arnaud van Galen	2006GALE01	1	NULL	NULL	Netherlands
27557	22	-1	0	PolishOpen2008	f	333fm	Kamil Górski	2006GORS01	1	NULL	NULL	Poland
27558	22	-1	0	PolishOpen2008	f	333fm	Balázs Bernát	2007BERN01	1	NULL	NULL	Hungary
27559	22	-1	0	PolishOpen2008	f	333fm	Owidiusz Pryk	2008PRYK01	1	NULL	NULL	Poland
28032	1	34	0	DaVinciScience2008	f	333fm	Tim Reynolds	2005REYN01	1	NULL	NULL	USA
28033	2	35	0	DaVinciScience2008	f	333fm	Erik Johnson	2007JOHN02	1	NULL	NULL	USA
28034	3	40	0	DaVinciScience2008	f	333fm	Bob Burton	2003BURT01	1	NULL	NULL	USA
