variables="log(y+)","u+"
zone,t="x=     0.97008"
   0.127087E+01   0.119461E+02
   0.128428E+01   0.120544E+02
   0.129768E+01   0.121598E+02
   0.131107E+01   0.122625E+02
   0.132445E+01   0.123627E+02
   0.133782E+01   0.124605E+02
   0.135119E+01   0.125562E+02
   0.136455E+01   0.126499E+02
   0.137790E+01   0.127417E+02
   0.139125E+01   0.128318E+02
   0.140459E+01   0.129203E+02
   0.141792E+01   0.130074E+02
   0.143125E+01   0.130931E+02
   0.144458E+01   0.131777E+02
   0.145790E+01   0.132611E+02
   0.147121E+01   0.133435E+02
   0.148452E+01   0.134249E+02
   0.149783E+01   0.135056E+02
   0.151113E+01   0.135854E+02
   0.152443E+01   0.136646E+02
   0.153773E+01   0.137431E+02
   0.155102E+01   0.138210E+02
   0.156432E+01   0.138984E+02
   0.157760E+01   0.139754E+02
   0.159089E+01   0.140519E+02
   0.160417E+01   0.141281E+02
   0.161745E+01   0.142039E+02
   0.163073E+01   0.142795E+02
   0.164401E+01   0.143547E+02
   0.165729E+01   0.144298E+02
   0.167056E+01   0.145046E+02
   0.168383E+01   0.145792E+02
   0.169710E+01   0.146537E+02
   0.171037E+01   0.147281E+02
   0.172364E+01   0.148023E+02
   0.173691E+01   0.148765E+02
   0.175017E+01   0.149505E+02
   0.176343E+01   0.150245E+02
   0.177670E+01   0.150985E+02
   0.178996E+01   0.151724E+02
   0.180322E+01   0.152463E+02
   0.181648E+01   0.153202E+02
   0.182974E+01   0.153941E+02
   0.184300E+01   0.154680E+02
   0.185626E+01   0.155420E+02
   0.186951E+01   0.156159E+02
   0.188277E+01   0.156899E+02
   0.189603E+01   0.157640E+02
   0.190928E+01   0.158381E+02
   0.192253E+01   0.159122E+02
   0.193579E+01   0.159865E+02
   0.194904E+01   0.160608E+02
   0.196230E+01   0.161352E+02
   0.197555E+01   0.162097E+02
   0.198880E+01   0.162842E+02
   0.200205E+01   0.163589E+02
   0.201530E+01   0.164337E+02
   0.202856E+01   0.165086E+02
   0.204181E+01   0.165836E+02
   0.205506E+01   0.166588E+02
   0.206831E+01   0.167341E+02
   0.208156E+01   0.168095E+02
   0.209481E+01   0.168850E+02
   0.210806E+01   0.169608E+02
   0.212131E+01   0.170366E+02
   0.213456E+01   0.171127E+02
   0.214780E+01   0.171889E+02
   0.216105E+01   0.172653E+02
   0.217430E+01   0.173418E+02
   0.218755E+01   0.174186E+02
   0.220080E+01   0.174956E+02
   0.221405E+01   0.175728E+02
   0.222729E+01   0.176502E+02
   0.224054E+01   0.177278E+02
   0.225379E+01   0.178057E+02
   0.226704E+01   0.178838E+02
   0.228029E+01   0.179622E+02
   0.229353E+01   0.180409E+02
   0.230678E+01   0.181198E+02
   0.232003E+01   0.181990E+02
   0.233328E+01   0.182786E+02
   0.234652E+01   0.183584E+02
   0.235977E+01   0.184385E+02
   0.237302E+01   0.185190E+02
   0.238626E+01   0.185999E+02
   0.239951E+01   0.186811E+02
   0.241276E+01   0.187626E+02
   0.242600E+01   0.188446E+02
   0.243925E+01   0.189269E+02
   0.245250E+01   0.190097E+02
   0.246574E+01   0.190929E+02
   0.247899E+01   0.191766E+02
   0.249224E+01   0.192607E+02
   0.250548E+01   0.193452E+02
   0.251873E+01   0.194303E+02
   0.253198E+01   0.195159E+02
   0.254522E+01   0.196020E+02
   0.255847E+01   0.196886E+02
   0.257172E+01   0.197758E+02
   0.258496E+01   0.198636E+02
   0.259821E+01   0.199520E+02
   0.261145E+01   0.200409E+02
   0.262470E+01   0.201305E+02
   0.263795E+01   0.202208E+02
   0.265119E+01   0.203117E+02
   0.266444E+01   0.204033E+02
   0.267769E+01   0.204955E+02
   0.269093E+01   0.205886E+02
   0.270418E+01   0.206823E+02
   0.271742E+01   0.207768E+02
   0.273067E+01   0.208721E+02
   0.274392E+01   0.209682E+02
   0.275716E+01   0.210651E+02
   0.277041E+01   0.211629E+02
   0.278365E+01   0.212615E+02
   0.279690E+01   0.213610E+02
   0.281015E+01   0.214614E+02
   0.282339E+01   0.215626E+02
   0.283664E+01   0.216649E+02
   0.284988E+01   0.217681E+02
   0.286313E+01   0.218722E+02
   0.287638E+01   0.219774E+02
   0.288962E+01   0.220835E+02
   0.290287E+01   0.221907E+02
   0.291611E+01   0.222989E+02
   0.292936E+01   0.224082E+02
   0.294261E+01   0.225185E+02
   0.295585E+01   0.226299E+02
   0.296910E+01   0.227424E+02
   0.298234E+01   0.228559E+02
   0.299559E+01   0.229706E+02
   0.300884E+01   0.230863E+02
   0.302208E+01   0.232032E+02
   0.303533E+01   0.233211E+02
   0.304857E+01   0.234401E+02
   0.306182E+01   0.235602E+02
   0.307507E+01   0.236813E+02
   0.308831E+01   0.238034E+02
   0.310156E+01   0.239265E+02
   0.311480E+01   0.240506E+02
   0.312805E+01   0.241755E+02
   0.314130E+01   0.243013E+02
   0.315454E+01   0.244278E+02
   0.316779E+01   0.245550E+02
   0.318103E+01   0.246828E+02
   0.319428E+01   0.248111E+02
   0.320752E+01   0.249396E+02
   0.322077E+01   0.250683E+02
   0.323402E+01   0.251970E+02
   0.324726E+01   0.253255E+02
   0.326051E+01   0.254534E+02
   0.327375E+01   0.255806E+02
   0.328700E+01   0.257067E+02
   0.330025E+01   0.258313E+02
   0.331349E+01   0.259541E+02
   0.332674E+01   0.260744E+02
   0.333998E+01   0.261918E+02
   0.335323E+01   0.263055E+02
   0.336648E+01   0.264150E+02
   0.337972E+01   0.265193E+02
   0.339297E+01   0.266174E+02
   0.340621E+01   0.267084E+02
   0.341946E+01   0.267910E+02
   0.343271E+01   0.268640E+02
   0.344595E+01   0.269260E+02
   0.345920E+01   0.269756E+02
   0.347244E+01   0.270117E+02
   0.348569E+01   0.270338E+02
   0.349893E+01   0.270435E+02
   0.351218E+01   0.270458E+02
   0.352543E+01   0.270459E+02
   0.353867E+01   0.270458E+02
   0.355192E+01   0.270458E+02
   0.356516E+01   0.270458E+02
   0.357841E+01   0.270458E+02
   0.359166E+01   0.270458E+02
   0.360490E+01   0.270458E+02
   0.361815E+01   0.270458E+02
   0.363139E+01   0.270458E+02
   0.364464E+01   0.270458E+02
   0.365789E+01   0.270458E+02
   0.367113E+01   0.270458E+02
   0.368438E+01   0.270458E+02
   0.369762E+01   0.270458E+02
   0.371087E+01   0.270458E+02
   0.372412E+01   0.270458E+02
   0.373736E+01   0.270458E+02
   0.375061E+01   0.270458E+02
   0.376385E+01   0.270458E+02
   0.377710E+01   0.270457E+02
   0.379034E+01   0.270457E+02
   0.380359E+01   0.270457E+02
   0.381684E+01   0.270457E+02
   0.383008E+01   0.270457E+02
   0.384333E+01   0.270457E+02
   0.385657E+01   0.270457E+02
   0.386982E+01   0.270457E+02
   0.388307E+01   0.270457E+02
   0.389631E+01   0.270457E+02
   0.390956E+01   0.270457E+02
   0.392280E+01   0.270456E+02
   0.393605E+01   0.270456E+02
   0.394930E+01   0.270456E+02
   0.396254E+01   0.270456E+02
   0.397579E+01   0.270456E+02
   0.398903E+01   0.270456E+02
   0.400228E+01   0.270456E+02
   0.401552E+01   0.270456E+02
   0.402877E+01   0.270455E+02
   0.404202E+01   0.270455E+02
   0.405526E+01   0.270455E+02
   0.406851E+01   0.270455E+02
   0.408175E+01   0.270455E+02
   0.409500E+01   0.270455E+02
   0.410825E+01   0.270455E+02
   0.412149E+01   0.270454E+02
   0.413474E+01   0.270454E+02
   0.414798E+01   0.270454E+02
   0.416123E+01   0.270454E+02
   0.417448E+01   0.270454E+02
   0.418772E+01   0.270454E+02
   0.420097E+01   0.270453E+02
   0.421421E+01   0.270453E+02
   0.422746E+01   0.270453E+02
   0.424071E+01   0.270453E+02
   0.425395E+01   0.270453E+02
   0.426720E+01   0.270452E+02
   0.428044E+01   0.270452E+02
   0.429369E+01   0.270452E+02
   0.430693E+01   0.270452E+02
   0.432018E+01   0.270451E+02
   0.433343E+01   0.270451E+02
   0.434667E+01   0.270451E+02
   0.435992E+01   0.270451E+02
   0.437316E+01   0.270450E+02
   0.438641E+01   0.270450E+02
   0.439966E+01   0.270450E+02
   0.441290E+01   0.270449E+02
   0.442615E+01   0.270449E+02
   0.443939E+01   0.270449E+02
   0.445264E+01   0.270448E+02
   0.446589E+01   0.270448E+02
   0.447913E+01   0.270448E+02
   0.449238E+01   0.270447E+02
   0.450562E+01   0.270447E+02
   0.451887E+01   0.270447E+02
   0.453211E+01   0.270446E+02
   0.454536E+01   0.270446E+02
   0.455861E+01   0.270446E+02
   0.457185E+01   0.270445E+02
   0.458510E+01   0.270445E+02
   0.459834E+01   0.270444E+02
   0.461159E+01   0.270444E+02
   0.462484E+01   0.270443E+02
   0.463808E+01   0.270443E+02
   0.465133E+01   0.270443E+02
   0.466457E+01   0.270442E+02
   0.467782E+01   0.270442E+02
   0.469107E+01   0.270441E+02
   0.470431E+01   0.270441E+02
   0.471756E+01   0.270440E+02
   0.473080E+01   0.270440E+02
   0.474405E+01   0.270439E+02
   0.475730E+01   0.270438E+02
   0.477054E+01   0.270438E+02
   0.478379E+01   0.270437E+02
   0.479703E+01   0.270437E+02
   0.481028E+01   0.270436E+02
   0.482352E+01   0.270436E+02
   0.483677E+01   0.270435E+02
   0.485002E+01   0.270434E+02
   0.486326E+01   0.270434E+02
   0.487651E+01   0.270433E+02
   0.488975E+01   0.270432E+02
   0.490300E+01   0.270432E+02
   0.491625E+01   0.270431E+02
   0.492949E+01   0.270430E+02
   0.494274E+01   0.270430E+02
   0.495598E+01   0.270429E+02
   0.496923E+01   0.270428E+02
   0.498248E+01   0.270427E+02
   0.499572E+01   0.270426E+02
   0.500897E+01   0.270426E+02
   0.502221E+01   0.270425E+02
   0.503546E+01   0.270424E+02
   0.504871E+01   0.270423E+02
   0.506195E+01   0.270422E+02
   0.507520E+01   0.270421E+02
   0.508844E+01   0.270420E+02
   0.510169E+01   0.270419E+02
   0.511493E+01   0.270418E+02
   0.512818E+01   0.270417E+02
   0.514143E+01   0.270415E+02
   0.515467E+01   0.270414E+02
   0.516792E+01   0.270413E+02
   0.518116E+01   0.270411E+02
   0.519441E+01   0.270409E+02
   0.520766E+01   0.270408E+02
   0.522090E+01   0.270406E+02
   0.523415E+01   0.270402E+02
   0.524739E+01   0.270402E+02
   0.526064E+01   0.270406E+02
