       32768           32         657.752             16777216             33554432
       32768           64        1313.144             33554432             67108864
       32768          128        2623.881             67108864            134217728
       32768          256        5245.329            134217728            268435456
       32768          512       10488.213            268435456            536870912
       46341            1          30.812               741456              1482912
       46341            2          60.340              1482912              2965824
       46341            4         118.701              2965824              5931648
       46341            8         234.836              5931648             11863296
       46341           16         466.704             11863296             23726592
       46341           32         930.203             23726592             47453184
       46341           64        1857.068             47453184             94906368
       46341          128        3710.732             94906368            189812736
       46341          256        7418.024            189812736            379625472
       65536            1          43.574              1048576              2097152
       65536            2          85.333              2097152              4194304
       65536            4         167.869              4194304              8388608
       65536            8         332.108              8388608             16777216
       65536           16         660.019             16777216             33554432
       65536           32        1315.504             33554432             67108864
       65536           64        2626.289             67108864            134217728
       65536          128        5247.762            134217728            268435456
       65536          256       10490.658            268435456            536870912
       92682            1          61.624              1482912              2965824
       92682            2         120.680              2965824              5931648
       92682            4         237.403              5931648             11863296
       92682            8         469.672             11863296             23726592
       92682           16         933.409             23726592             47453184
       92682           32        1860.405             47453184             94906368
       92682           64        3714.137             94906368            189812736
       92682          128        7421.464            189812736            379625472
      131072            1          87.149              2097152              4194304
      131072            2         170.667              4194304              8388608
      131072            4         335.738              8388608             16777216
      131072            8         664.216             16777216             33554432
      131072           16        1320.038             33554432             67108864
      131072           32        2631.007             67108864            134217728
      131072           64        5252.577            134217728            268435456
      131072          128       10495.523            268435456            536870912
      185364            1         123.247              2965824              5931648
      185364            2         241.359              5931648             11863296
      185364            4         474.805             11863296             23726592
      185364            8         939.345             23726592             47453184
      185364           16        1866.818             47453184             94906368
      185364           32        3720.810             94906368            189812736
      185364           64        7428.274            189812736            379625472
      262144            1         174.298              4194304              8388608
      262144            2         341.333              8388608             16777216
      262144            4         671.475             16777216             33554432
      262144            8        1328.432             33554432             67108864
      262144           16        2640.076             67108864            134217728
      262144           32        5262.015            134217728            268435456
      262144           64       10505.154            268435456            536870912
      370728            1         246.495              5931648             11863296
      370728            2         482.719             11863296             23726592
      370728            4         949.611             23726592             47453184
      370728            8        1878.689             47453184             94906368
      370728           16        3733.635             94906368            189812736
      370728           32        7441.620            189812736            379625472
      524288            1         348.596              8388608             16777216
      524288            2         682.667             16777216             33554432
      524288            4        1342.951             33554432             67108864
      524288            8        2656.865             67108864            134217728
      524288           16        5280.152            134217728            268435456
      524288           32       10524.029            268435456            536870912
      741455            1         492.989             11863280             23726560
      741455            2         965.436             23726560             47453120
      741455            4        1899.219             47453120             94906240
      741455            8        3757.373             94906240            189812480
      741455           16        7467.260            189812480            379624960
     1048576            1         697.191             16777216             33554432
     1048576            2        1365.333             33554432             67108864
     1048576            4        2685.902             67108864            134217728
     1048576            8        5313.730            134217728            268435456
     1048576           16       10560.303            268435456            536870912
     1482910            1        1154.764             23726560             47453120
     1482910            2        2286.120             47453120             94906240
     1482910            4        4419.162             94906240            189812480
     1482910            8        9004.912            189812480            379624960
     2097152            1        1817.484             33554432             67108864
     2097152            2        3562.924             67108864            134217728
     2097152            4        7113.799            134217728            268435456
     2097152            8       13760.623            268435456            536870912
     2965821            1        2760.346             47453136             94906272
     2965821            2        5091.732             94906272            189812544
     2965821            4       10019.119            189812544            379625088
     4194304            1        3668.344             67108864            134217728
     4194304            2        7231.310            134217728            268435456
     4194304            4       14441.607            268435456            536870912
     5931642            1        5244.486             94906272            189812544
     5931642            2       10054.927            189812544            379625088
     8388608            1        7469.960            134217728            268435456
     8388608            2       14560.521            268435456            536870912
    11863283            1       10728.544            189812528            379625056
    16777216            1       14698.043            268435456            536870912
