F20Q10000003|202009|99603.46|3|6|354|||||4.500|0.00|202008|||||||||||||||||||99603.46
F20Q10000003|202010|99603.46|4|7|353|||||4.500|0.00|202009|||||||||||||||||||99603.46
F20Q10000003|202011|99603.46|5|8|352|||||4.500|0.00|202010|||||||||||||||||||99603.46
F20Q10000003|202012|99603.46|6|9|351|||||4.500|0.00|202011|||||||||||||||||||99603.46
F20Q10000003|202101|99603.46|RA|10|350|||||4.500|0.00|202012|||||||||||||||||||99603.46
F20Q10000003|202102|99603.46|RA|11|349|||||4.500|0.00|202101|||||||||||||||||||99603.46
F20Q10000003|202103|0.00|RA|12|348|||09|202103|4.500|0.00|202102|15000.00|65000.00|0.00|9000.00|3500.00|2800.00|1900.00|800.00|31359.16|||||99603.46|2755.70||||0.00
F20Q10000004|202003|400000.00|0|0|360|||||3.000|0.00||||||||||||||||||||400000.00
F20Q10000004|202004|399313.58|0|1|359|||||3.000|0.00|202003|||||||||||||||||||399313.58
F20Q10000004|202005|398625.45|0|2|358|||||3.000|0.00|202004|||||||||||||||||||398625.45
F20Q10000004|202006|397935.60|0|3|357|||||3.000|0.00|202005|||||||||||||||||||397935.60
F20Q10000004|202007|397244.02|0|4|356|||||3.000|0.00|202006|||||||||||||||||||397244.02
F20Q10000004|202008|396550.71|0|5|355|||||3.000|0.00|202007|||||||||||||||||||396550.71
F20Q10000004|202009|395855.67|0|6|354|||||3.000|0.00|202008|||||||||||||||||||395855.67
F20Q10000004|202010|395158.89|0|7|353|||||3.000|0.00|202009|||||||||||||||||||395158.89
F20Q10000004|202011|394460.37|0|8|352|||||3.000|0.00|202010|||||||||||||||||||394460.37
F20Q10000004|202012|393760.10|0|9|351|||||3.000|0.00|202011|||||||||||||||||||393760.10
F20Q10000004|202101|393058.08|0|10|350|||||3.000|0.00|202012|||||||||||||||||||393058.08
F20Q10000004|202102|392354.31|0|11|349|||||3.000|0.00|202101|||||||||||||||||||392354.31
F20Q10000004|202103|391648.78|0|12|348|||||3.000|0.00|202102|||||||||||||||||||391648.78
F20Q10000004|202104|390941.49|0|13|347|||||3.000|0.00|202103|||||||||||||||||||390941.49
F20Q10000004|202105|390232.43|0|14|346|||||3.000|0.00|202104|||||||||||||||||||390232.43
F20Q10000004|202106|389521.59|0|15|345|||||3.000|0.00|202105|||||||||||||||||||389521.59
F20Q10000004|202107|388808.98|0|16|344|||||3.000|0.00|202106|||||||||||||||||||388808.98
F20Q10000004|202108|388094.59|0|17|343|||||3.000|0.00|202107|||||||||||||||||||388094.59
F20Q20000001|202006|250000.00|0|0|360|||||3.250|0.00||||||||||||||||||||250000.00
F20Q20000001|202007|249589.07|0|1|359|||||3.250|0.00|202006|||||||||||||||||||249589.07
F20Q20000001|202008|249177.02|0|2|358|||||3.250|0.00|202007|||||||||||||||||||249177.02
F20Q20000001|202009|248763.86|0|3|357|||||3.250|0.00|202008|||||||||||||||||||248763.86
F20Q20000001|202010|248349.58|0|4|356|||||3.250|0.00|202009|||||||||||||||||||248349.58
F20Q20000001|202011|247934.18|0|5|355|||||3.250|0.00|202010|||||||||||||||||||247934.18
F20Q20000001|202012|247517.65|0|6|354|||||3.250|0.00|202011|||||||||||||||||||247517.65
F20Q20000001|202101|247099.99|0|7|353|||||3.250|0.00|202012|||||||||||||||||||247099.99
F20Q20000001|202102|246681.20|0|8|352|||||3.250|0.00|202101|||||||||||||||||||246681.20
F20Q20000001|202103|246261.28|0|9|351|||||3.250|0.00|202102|||||||||||||||||||246261.28
F20Q20000001|202104|245840.22|0|10|350|||||3.250|0.00|202103|||||||||||||||||||245840.22
F20Q20000001|202105|245418.02|0|11|349|||||3.250|0.00|202104|||||||||||||||||||245418.02
F20Q20000001|202106|244994.68|0|12|348|||||3.250|0.00|202105|||||||||||||||||||244994.68
F20Q20000001|202107|244570.19|0|13|347|||||3.250|0.00|202106|||||||||||||||||||244570.19
F20Q20000001|202108|244144.55|0|14|346|||||3.250|0.00|202107|||||||||||||||||||244144.55
F20Q20000001|202109|243717.76|0|15|345|||||3.250|0.00|202108|||||||||||||||||||243717.76
F20Q20000001|202110|243289.81|0|16|344|||||3.250|0.00|202109|||||||||||||||||||243289.81
F20Q20000001|202111|242860.70|0|17|343|||||3.250|0.00|202110|||||||||||||||||||242860.70
F20Q20000002|202006|275000.00|0|0|360|||||3.500|0.00||||||||||||||||||||275000.00
F20Q20000002|202007|274567.21|0|1|359|||||3.500|0.00|202006|||||||||||||||||||274567.21
F20Q20000002|202008|274133.16|0|2|358|||||3.500|0.00|202007|||||||||||||||||||274133.16
F20Q20000002|202009|273697.84|0|3|357|||||3.500|0.00|202008|||||||||||||||||||273697.84
F20Q20000002|202010|273261.25|0|4|356|||||3.500|0.00|202009|||||||||||||||||||273261.25
F20Q20000002|202011|272823.39|0|5|355|||||3.500|0.00|202010|||||||||||||||||||272823.39
F20Q20000002|202012|272384.25|0|6|354|||||3.500|0.00|202011|||||||||||||||||||272384.25
F20Q20000002|202101|271943.83|0|7|353|||||3.500|0.00|202012|||||||||||||||||||271943.83
F20Q20000002|202102|271502.13|0|8|352|||||3.500|0.00|202101|||||||||||||||||||271502.13
F20Q20000002|202103|271059.14|0|9|351|||||3.500|0.00|202102|||||||||||||||||||271059.14
F20Q20000002|202104|270614.86|0|10|350|||||3.500|0.00|202103|||||||||||||||||||270614.86
F20Q20000002|202105|270169.28|0|11|349|||||3.500|0.00|202104|||||||||||||||||||270169.28
F20Q20000002|202106|269722.40|0|12|348|||||3.500|0.00|202105|||||||||||||||||||269722.40
F20Q20000002|202107|269274.22|0|13|347|||||3.500|0.00|202106|||||||||||||||||||269274.22
F20Q20000002|202108|268824.73|0|14|346|||||3.500|0.00|202107|||||||||||||||||||268824.73
F20Q20000002|202109|268373.93|0|15|345|||||3.500|0.00|202108|||||||||||||||||||268373.93
F20Q20000002|202110|267921.81|0|16|344|||||3.500|0.00|202109|||||||||||||||||||267921.81
F20Q20000002|202111|267468.38|0|17|343|||||3.500|0.00|202110|||||||||||||||||||267468.38
F20Q20000003|202006|500000.00|0|0|360|||||2.875|0.00||||||||||||||||||||500000.00
F20Q20000003|202007|499123.45|0|1|359|||||2.875|0.00|202006|||||||||||||||||||499123.45
F20Q20000003|202008|498244.80|0|2|358|||||2.875|0.00|202007|||||||||||||||||||498244.80
F20Q20000003|202009|497364.05|0|3|357|||||2.875|0.00|202008|||||||||||||||||||497364.05
F20Q20000003|202010|496481.19|0|4|356|||||2.875|0.00|202009|||||||||||||||||||496481.19
F20Q20000003|202011|495596.21|0|5|355|||||2.875|0.00|202010|||||||||||||||||||495596.21
F20Q20000003|202012|0.00|0|6|354|||01|202012|2.875|0.00|202011||||||||||||||495596.21|||||0.00
F20Q20000004|202006|150000.00|0|0|180|||||2.750|0.00||||||||||||||||||||150000.00
F20Q20000004|202007|149325.82|0|1|179|||||2.750|0.00|202006|||||||||||||||||||149325.82
F20Q20000004|202008|148650.09|0|2|178|||||2.750|0.00|202007|||||||||||||||||||148650.09
F20Q20000004|202009|147972.81|0|3|177|||||2.750|0.00|202008|||||||||||||||||||147972.81
F20Q20000004|202010|147293.98|0|4|176|||||2.750|0.00|202009|||||||||||||||||||147293.98
F20Q20000004|202011|146613.60|0|5|175|||||2.750|0.00|202010|||||||||||||||||||146613.60
F20Q20000004|202012|145931.66|0|6|174|||||2.750|0.00|202011|||||||||||||||||||145931.66
F20Q20000004|202101|145248.15|0|7|173|||||2.750|0.00|202012|||||||||||||||||||145248.15
F20Q20000004|202102|144563.08|0|8|172|||||2.750|0.00|202101|||||||||||||||||||144563.08
F20Q20000004|202103|143876.44|0|9|171|||||2.750|0.00|202102|||||||||||||||||||143876.44
F20Q20000004|202104|143188.22|0|10|170|||||2.750|0.00|202103|||||||||||||||||||143188.22
F20Q20000004|202105|142498.43|0|11|169|||||2.750|0.00|202104|||||||||||||||||||142498.43
F20Q20000004|202106|141807.06|0|12|168|||||2.750|0.00|202105|||||||||||||||||||141807.06
F20Q20000004|202107|141114.10|0|13|167|||||2.750|0.00|202106|||||||||||||||||||141114.10
F20Q20000004|202108|140419.55|0|14|166|||||2.750|0.00|202107|||||||||||||||||||140419.55
F20Q20000004|202109|139723.41|0|15|165|||||2.750|0.00|202108|||||||||||||||||||139723.41
F20Q20000004|202110|139025.68|0|16|164|||||2.750|0.00|202109|||||||||||||||||||139025.68
F20Q20000004|202111|138326.35|0|17|163|||||2.750|0.00|202110|||||||||||||||||||138326.35
