date,evaporation
1996-05-06,2.788865
1996-05-07,2.933639
1996-05-08,2.884219
1996-05-09,3.223307
1996-05-10,3.025560
1996-05-11,2.906391
1996-05-12,2.868388
1996-05-13,3.155606
1996-05-14,3.194402
1996-05-15,2.752409
1996-05-16,3.073502
1996-05-17,3.308256
1996-05-18,3.338642
1996-05-19,3.152567
1996-05-20,3.405305
1996-05-21,3.441320
1996-05-22,3.280191
1996-05-23,3.281328
1996-05-24,3.306986
1996-05-25,3.256478
1996-05-26,3.341879
1996-05-27,3.320897
1996-05-28,3.443210
1996-05-29,3.248523
1996-05-30,3.129290
1996-05-31,3.254974
1996-06-01,3.643751
1996-06-02,3.475629
1996-06-03,3.739572
1996-06-04,3.342417
1996-06-05,3.533054
1996-06-06,3.567713
1996-06-07,3.490476
1996-06-08,3.467480
1996-06-09,3.542256
1996-06-10,3.605106
1996-06-11,3.604640
1996-06-12,3.711444
1996-06-13,3.791048
1996-06-14,3.363629
1996-06-15,3.801975
1996-06-16,3.560207
1996-06-17,3.441844
1996-06-18,3.536818
1996-06-19,3.718914
1996-06-20,3.469910
1996-06-21,3.524341
1996-06-22,3.855576
1996-06-23,3.939456
1996-06-24,3.663713
1996-06-25,3.731135
1996-06-26,3.778721
1996-06-27,3.645267
1996-06-28,3.901102
1996-06-29,3.565116
1996-06-30,3.801089
1996-07-01,3.731305
1996-07-02,3.718064
1996-07-03,3.847526
1996-07-04,3.546649
1996-07-05,3.684068
1996-07-06,3.818995
1996-07-07,3.870661
1996-07-08,3.623256
1996-07-09,3.814575
1996-07-10,3.671561
1996-07-11,3.941342
1996-07-12,3.602966
1996-07-13,4.007917
1996-07-14,3.971975
1996-07-15,3.516691
1996-07-16,3.544885
1996-07-17,3.845910
1996-07-18,3.894094
1996-07-19,3.681736
1996-07-20,3.663688
1996-07-21,3.434582
1996-07-22,3.912495
1996-07-23,3.840953
1996-07-24,3.631254
1996-07-25,3.822868
1996-07-26,3.685872
1996-07-27,3.833856
1996-07-28,3.717223
1996-07-29,3.583116
1996-07-30,3.597151
1996-07-31,3.541795
1996-08-01,3.284088
1996-08-02,3.827376
1996-08-03,3.558777
1996-08-04,3.439629
1996-08-05,3.653915
1996-08-06,3.698810
1996-08-07,3.568209
1996-08-08,3.580130
1996-08-09,3.467152
1996-08-10,3.422606
1996-08-11,3.447191
1996-08-12,3.528816
1996-08-13,3.528280
1996-08-14,3.541767
1996-08-15,3.508593
1996-08-16,3.384163
1996-08-17,3.392023
1996-08-18,3.477654
1996-08-19,3.409103
1996-08-20,3.507559
1996-08-21,3.519190
1996-08-22,3.529375
1996-08-23,3.172581
1996-08-24,3.454125
1996-08-25,3.210303
1996-08-26,3.116315
1996-08-27,3.336165
1996-08-28,3.365610
1996-08-29,3.283556
1996-08-30,2.961668
1996-08-31,3.287861
1996-09-01,3.033632
1996-09-02,2.621443
1996-09-03,3.054687
1996-09-04,3.207842
1996-09-05,2.920262
1996-09-06,2.936064
1996-09-07,2.586137
1996-09-08,2.971753
1996-09-09,2.967023
1996-09-10,2.746755
1996-09-11,3.081377
1996-09-12,2.971108
1996-09-13,2.871089
1996-09-14,2.691735
1996-09-15,2.604539
1996-09-16,2.724354
1996-09-17,2.784305
1996-09-18,2.630669
1996-09-19,2.676476
1996-09-20,3.008418
1996-09-21,2.440751
1996-09-22,2.891203
1996-09-23,2.346029
1996-09-24,2.503556
1996-09-25,2.549963
1996-09-26,2.560639
1996-09-27,2.422982
1996-09-28,2.345470
1996-09-29,2.411824
1996-09-30,2.347465
1996-10-01,2.498806
1996-10-02,2.244986
1996-10-03,2.070082
1996-10-04,2.393480
1996-10-05,2.247162
1996-10-06,2.187886
1996-10-07,1.900277
1996-10-08,1.898961
1996-10-09,2.069470
1996-10-10,1.929323
1996-10-11,1.785104
1996-10-12,1.658798
1996-10-13,1.914613
1996-10-14,2.000797
1996-10-15,1.705843
1996-10-16,1.756604
1996-10-17,1.875107
1996-10-18,1.519970
1996-10-19,1.737853
1996-10-20,1.861754
1996-10-21,1.455286
1996-10-22,1.559979
1996-10-23,1.815681
1996-10-24,1.703080
1996-10-25,1.375954
1996-10-26,1.604010
1996-10-27,1.394084
1996-10-28,1.420241
1996-10-29,1.526022
1996-10-30,1.061488
1996-10-31,1.375610
1996-11-01,1.023994
1996-11-02,1.483256
1996-11-03,1.092114
1996-11-04,1.111703
1996-11-05,1.236185
1996-11-06,1.143095
1996-11-07,1.159920
1996-11-08,1.219263
1996-11-09,1.195898
1996-11-10,1.114121
1996-11-11,0.895305
1996-11-12,1.132014
1996-11-13,1.134997
1996-11-14,0.839138
1996-11-15,1.235235
1996-11-16,0.736706
1996-11-17,0.983162
1996-11-18,0.784061
1996-11-19,0.941245
1996-11-20,0.872736
1996-11-21,0.791332
1996-11-22,0.554062
1996-11-23,0.575670
1996-11-24,1.030464
1996-11-25,0.556002
1996-11-26,0.599986
1996-11-27,0.701466
1996-11-28,0.549368
1996-11-29,0.675528
1996-11-30,0.500550
1996-12-01,0.166152
1996-12-02,0.673582
1996-12-03,0.627008
1996-12-04,0.624215
1996-12-05,0.407987
1996-12-06,0.047299
1996-12-07,0.450337
1996-12-08,0.596092
1996-12-09,0.545864
1996-12-10,0.368236
1996-12-11,0.775650
1996-12-12,0.384443
1996-12-13,0.260198
1996-12-14,0.201996
1996-12-15,0.354863
1996-12-16,0.658286
1996-12-17,0.584125
1996-12-18,0.215349
1996-12-19,0.263599
1996-12-20,0.418926
1996-12-21,0.198579
1996-12-22,0.498475
1996-12-23,0.449374
1996-12-24,0.325760
1996-12-25,0.299683
1996-12-26,0.497130
1996-12-27,0.295217
1996-12-28,0.609593
1996-12-29,0.214149
1996-12-30,0.195260
1996-12-31,0.000000
1997-01-01,0.167074
1997-01-02,0.468333
1997-01-03,0.455498
1997-01-04,0.353032
1997-01-05,0.000000
1997-01-06,0.249550
1997-01-07,0.259892
1997-01-08,0.071975
1997-01-09,0.339341
1997-01-10,0.491731
1997-01-11,0.392435
1997-01-12,0.186068
1997-01-13,0.290802
1997-01-14,0.000000
1997-01-15,0.511492
1997-01-16,0.155650
1997-01-17,0.532272
1997-01-18,0.000000
1997-01-19,0.361602
1997-01-20,0.268192
1997-01-21,0.129029
1997-01-22,0.368273
1997-01-23,0.073739
1997-01-24,0.241579
1997-01-25,0.227724
1997-01-26,0.064031
1997-01-27,0.292337
1997-01-28,0.410417
1997-01-29,0.494399
1997-01-30,0.333285
1997-01-31,0.299872
1997-02-01,0.079539
1997-02-02,0.306573
1997-02-03,0.564889
1997-02-04,0.185114
1997-02-05,0.422956
1997-02-06,0.569594
1997-02-07,0.235714
1997-02-08,0.496553
1997-02-09,0.347355
1997-02-10,0.548794
1997-02-11,0.551264
1997-02-12,0.660590
1997-02-13,0.774298
1997-02-14,0.752584
1997-02-15,0.529983
1997-02-16,0.540228
1997-02-17,0.615436
1997-02-18,0.383695
1997-02-19,0.745408
1997-02-20,0.403982
1997-02-21,0.726201
1997-02-22,0.675860
1997-02-23,0.848662
1997-02-24,0.678553
1997-02-25,0.633748
1997-02-26,0.609590
1997-02-27,0.842309
1997-02-28,0.842735
1997-03-01,1.027568
1997-03-02,1.122163
1997-03-03,0.939621
1997-03-04,1.000779
1997-03-05,0.907330
1997-03-06,1.103231
1997-03-07,0.817369
1997-03-08,0.723712
1997-03-09,1.083771
1997-03-10,1.108729
1997-03-11,0.987691
1997-03-12,1.511676
1997-03-13,1.138831
1997-03-14,1.121713
1997-03-15,1.443383
1997-03-16,1.124766
1997-03-17,1.070481
1997-03-18,1.267942
1997-03-19,1.741563
1997-03-20,1.610688
1997-03-21,1.476570
1997-03-22,1.367808
1997-03-23,1.518553
1997-03-24,1.679408
1997-03-25,1.459311
1997-03-26,1.610555
1997-03-27,1.585606
1997-03-28,1.508674
1997-03-29,1.594025
1997-03-30,1.461505
1997-03-31,1.785700
1997-04-01,1.944914
1997-04-02,1.915271
1997-04-03,1.577205
1997-04-04,1.681461
1997-04-05,2.043949
1997-04-06,2.012919
1997-04-07,1.877821
1997-04-08,2.110515
1997-04-09,1.832225
1997-04-10,2.025132
1997-04-11,2.137739
1997-04-12,2.166410
1997-04-13,2.280062
1997-04-14,2.144956
1997-04-15,1.993822
1997-04-16,2.154955
1997-04-17,2.123718
1997-04-18,2.043665
1997-04-19,2.249012
1997-04-20,2.450718
1997-04-21,2.339855
1997-04-22,2.141406
1997-04-23,2.437163
1997-04-24,2.652386
1997-04-25,2.284956
1997-04-26,2.510521
1997-04-27,2.413830
1997-04-28,2.571642
1997-04-29,2.734458
1997-04-30,2.206452
1997-05-01,2.617870
1997-05-02,2.600506
1997-05-03,2.706253
1997-05-04,3.112932
1997-05-05,2.874589
1997-05-06,2.871211
1997-05-07,2.833591
1997-05-08,2.627322
1997-05-09,2.696487
1997-05-10,3.017432
1997-05-11,3.037576
1997-05-12,3.101607
1997-05-13,3.214463
1997-05-14,2.943609
1997-05-15,3.065900
1997-05-16,2.957593
1997-05-17,3.074599
1997-05-18,3.269400
1997-05-19,3.245648
1997-05-20,3.545128
1997-05-21,3.042230
1997-05-22,3.256996
1997-05-23,3.592268
1997-05-24,3.143016
1997-05-25,3.067684
1997-05-26,3.306905
1997-05-27,3.361185
1997-05-28,3.463657
1997-05-29,3.171783
1997-05-30,3.451647
1997-05-31,3.249963
1997-06-01,3.372945
1997-06-02,3.310208
1997-06-03,3.607393
1997-06-04,3.258668
1997-06-05,3.346373
1997-06-06,3.513342
1997-06-07,3.514320
1997-06-08,3.449536
1997-06-09,3.644282
1997-06-10,3.945173
1997-06-11,3.623723
1997-06-12,3.815523
1997-06-13,3.817207
1997-06-14,3.921817
1997-06-15,3.788478
1997-06-16,3.558391
1997-06-17,3.490655
1997-06-18,3.480755
1997-06-19,3.546356
1997-06-20,4.186780
1997-06-21,3.441977
1997-06-22,4.087759
1997-06-23,3.842488
1997-06-24,3.578755
1997-06-25,3.692728
1997-06-26,3.528527
1997-06-27,3.635389
1997-06-28,3.486433
1997-06-29,3.929976
1997-06-30,4.112566
1997-07-01,3.656240
1997-07-02,3.863634
1997-07-03,3.875617
1997-07-04,3.601712
1997-07-05,3.895677
1997-07-06,3.790545
1997-07-07,3.617889
1997-07-08,3.530984
1997-07-09,3.815125
1997-07-10,4.119477
1997-07-11,3.842830
1997-07-12,3.633480
1997-07-13,3.814875
1997-07-14,3.743251
1997-07-15,3.683469
1997-07-16,3.643485
1997-07-17,3.757372
1997-07-18,4.009783
1997-07-19,3.709541
1997-07-20,3.778704
1997-07-21,3.784518
1997-07-22,3.936051
1997-07-23,3.639419
1997-07-24,4.021542
1997-07-25,3.988109
1997-07-26,3.654786
1997-07-27,3.650500
1997-07-28,3.608391
1997-07-29,3.927321
1997-07-30,3.716492
1997-07-31,3.715174
1997-08-01,3.821509
1997-08-02,3.622699
1997-08-03,3.682576
1997-08-04,3.687810
1997-08-05,3.410772
1997-08-06,3.650242
1997-08-07,3.878796
1997-08-08,3.444156
1997-08-09,3.594012
1997-08-10,3.778931
1997-08-11,3.633157
1997-08-12,3.534385
1997-08-13,3.462068
1997-08-14,3.407867
1997-08-15,3.648148
1997-08-16,3.560681
1997-08-17,3.099051
1997-08-18,3.338601
1997-08-19,3.275309
1997-08-20,3.161348
1997-08-21,3.461170
1997-08-22,3.510462
1997-08-23,3.399926
1997-08-24,3.413430
1997-08-25,3.204693
1997-08-26,3.225080
1997-08-27,3.239617
1997-08-28,3.264696
1997-08-29,3.154843
1997-08-30,3.121460
1997-08-31,2.936511
1997-09-01,3.141522
1997-09-02,3.213538
1997-09-03,2.925502
1997-09-04,2.994157
1997-09-05,3.077839
1997-09-06,3.140798
1997-09-07,3.039463
1997-09-08,2.931924
1997-09-09,2.901379
1997-09-10,3.038270
1997-09-11,2.865132
1997-09-12,2.845358
1997-09-13,2.639623
1997-09-14,2.616092
1997-09-15,2.939423
1997-09-16,2.849173
1997-09-17,2.791666
1997-09-18,2.723033
1997-09-19,2.807274
1997-09-20,2.525217
1997-09-21,2.568791
1997-09-22,2.378391
1997-09-23,2.651791
1997-09-24,2.427836
1997-09-25,2.235903
1997-09-26,2.374817
1997-09-27,2.226806
1997-09-28,2.465569
1997-09-29,2.223738
1997-09-30,2.281474
1997-10-01,2.354794
1997-10-02,2.385362
1997-10-03,2.143793
1997-10-04,2.180095
1997-10-05,1.936716
1997-10-06,1.958374
1997-10-07,2.228596
1997-10-08,2.210918
1997-10-09,2.003019
1997-10-10,1.956358
1997-10-11,2.181153
1997-10-12,1.867753
1997-10-13,2.076349
1997-10-14,1.822854
1997-10-15,1.647928
1997-10-16,1.832253
1997-10-17,1.599753
1997-10-18,1.971563
1997-10-19,2.039057
1997-10-20,1.540836
1997-10-21,1.522038
1997-10-22,1.324263
1997-10-23,1.548341
1997-10-24,1.437247
1997-10-25,1.578723
1997-10-26,1.543232
1997-10-27,1.486727
1997-10-28,1.307562
1997-10-29,1.551572
1997-10-30,1.726393
1997-10-31,1.229201
1997-11-01,1.091796
1997-11-02,1.233609
1997-11-03,1.195156
1997-11-04,1.271493
1997-11-05,1.243420
1997-11-06,1.224503
1997-11-07,1.195038
1997-11-08,1.270342
1997-11-09,0.884964
1997-11-10,0.929313
1997-11-11,1.061133
1997-11-12,1.215252
1997-11-13,0.988297
1997-11-14,0.645271
1997-11-15,1.037956
1997-11-16,0.686347
1997-11-17,0.925898
1997-11-18,1.028667
1997-11-19,0.849104
1997-11-20,0.684789
1997-11-21,0.744515
1997-11-22,0.697471
1997-11-23,0.962352
1997-11-24,0.593930
1997-11-25,0.771645
1997-11-26,0.509440
1997-11-27,0.580718
1997-11-28,0.924834
1997-11-29,0.483755
1997-11-30,0.842368
1997-12-01,0.735431
1997-12-02,0.465544
1997-12-03,0.642557
1997-12-04,0.518820
1997-12-05,0.478807
1997-12-06,0.522517
1997-12-07,0.451011
1997-12-08,0.348285
1997-12-09,0.526386
1997-12-10,0.380242
1997-12-11,0.257959
1997-12-12,0.642956
1997-12-13,0.447430
1997-12-14,0.567403
1997-12-15,0.332885
1997-12-16,0.064023
1997-12-17,0.081080
1997-12-18,0.259129
1997-12-19,0.341559
1997-12-20,0.161071
1997-12-21,0.131627
1997-12-22,0.435500
1997-12-23,0.451732
1997-12-24,0.284586
1997-12-25,0.359462
1997-12-26,0.182975
1997-12-27,0.055131
1997-12-28,0.219581
1997-12-29,0.139267
1997-12-30,0.174011
1997-12-31,0.293339
1998-01-01,0.297841
1998-01-02,0.343308
1998-01-03,0.242885
1998-01-04,0.327737
1998-01-05,0.496610
1998-01-06,0.178768
1998-01-07,0.000000
1998-01-08,0.000000
1998-01-09,0.060625
1998-01-10,0.068286
1998-01-11,0.078705
1998-01-12,0.145253
1998-01-13,0.000000
1998-01-14,0.418057
1998-01-15,0.073259
1998-01-16,0.296678
1998-01-17,0.178032
1998-01-18,0.351195
1998-01-19,0.204498
1998-01-20,0.555786
1998-01-21,0.460094
1998-01-22,0.132071
1998-01-23,0.213451
1998-01-24,0.370367
1998-01-25,0.556986
1998-01-26,0.420736
1998-01-27,0.173816
1998-01-28,0.201047
1998-01-29,0.488706
1998-01-30,0.232181
1998-01-31,0.333066
1998-02-01,0.231051
1998-02-02,0.273731
1998-02-03,0.083147
1998-02-04,0.354771
1998-02-05,0.557139
1998-02-06,0.454992
1998-02-07,0.730085
1998-02-08,0.523306
1998-02-09,0.372956
1998-02-10,0.248740
1998-02-11,0.451171
1998-02-12,0.398721
1998-02-13,0.361146
1998-02-14,0.568411
1998-02-15,0.595508
1998-02-16,0.503112
1998-02-17,0.734235
1998-02-18,0.481081
1998-02-19,0.530689
1998-02-20,1.067053
1998-02-21,0.499671
1998-02-22,0.607921
1998-02-23,0.558013
1998-02-24,0.765123
1998-02-25,0.583146
1998-02-26,0.861387
1998-02-27,0.717227
1998-02-28,0.833491
1998-03-01,0.927034
1998-03-02,1.198505
1998-03-03,0.921308
1998-03-04,0.858978
1998-03-05,0.921151
1998-03-06,0.953788
1998-03-07,0.937017
1998-03-08,0.987920
1998-03-09,1.064379
1998-03-10,0.935791
