date,head
2000-05-20,19.691262
2000-05-22,19.866324
2000-05-23,19.615067
2000-05-24,19.924942
2000-05-25,19.688824
2000-05-26,19.697272
2000-05-27,19.490661
2000-05-28,19.489593
2000-05-29,19.318153
2000-05-30,19.209744
2000-05-31,19.474141
2000-06-01,19.298106
2000-06-03,19.313618
2000-06-04,19.011861
2000-06-05,18.929484
2000-06-06,18.738164
2000-06-07,19.096947
2000-06-08,18.756830
2000-06-09,18.561446
2000-06-10,18.386157
2000-06-11,18.241490
2000-06-12,18.042412
2000-06-13,18.216925
2000-06-14,18.097748
2000-06-15,18.056084
2000-06-16,17.975072
2000-06-17,17.839603
2000-06-18,17.709595
2000-06-19,17.670746
2000-06-20,17.518670
2000-06-21,17.461521
2000-06-22,17.282650
2000-06-23,17.070222
2000-06-24,17.088595
2000-06-25,17.149295
2000-06-26,17.097393
2000-06-28,16.880117
2000-06-29,16.782552
2000-06-30,16.722159
2000-07-01,16.861005
2000-07-02,16.779657
2000-07-03,16.685261
2000-07-04,16.557576
2000-07-06,16.577237
2000-07-07,16.576037
2000-07-08,16.556873
2000-07-09,16.442461
2000-07-10,16.340746
2000-07-11,16.162077
2000-07-12,16.033311
2000-07-13,15.997909
2000-07-14,16.001934
2000-07-15,15.877168
2000-07-16,15.782781
2000-07-18,15.576112
2000-07-19,15.401443
2000-07-20,15.253471
2000-07-21,15.288109
2000-07-22,15.227305
2000-07-23,15.138570
2000-07-24,15.153301
2000-07-26,15.201695
2000-07-27,14.966801
2000-07-28,14.728124
2000-07-29,14.608091
2000-07-31,14.474693
2000-08-02,14.922040
2000-08-03,14.657952
2000-08-04,14.480497
2000-08-05,14.752961
2000-08-06,15.075887
2000-08-07,14.862488
2000-08-08,14.830320
2000-08-09,14.676020
2000-08-10,14.730460
2000-08-11,14.663521
2000-08-12,14.421465
2000-08-13,14.316137
2000-08-14,14.307311
2000-08-15,14.476708
2000-08-17,14.529875
2000-08-18,14.410913
2000-08-19,14.283565
2000-08-21,14.220348
2000-08-23,13.878600
2000-08-24,13.727090
2000-08-25,13.553099
2000-08-26,13.554951
2000-08-27,13.426176
2000-08-28,13.463902
2000-08-29,13.421617
2000-08-30,13.230293
2000-08-31,13.170906
2000-09-01,13.018490
2000-09-02,12.951433
2000-09-03,12.996310
2000-09-04,12.882554
2000-09-05,12.782549
2000-09-07,12.897141
2000-09-08,12.807240
2000-09-09,12.708667
2000-09-10,12.754377
2000-09-11,12.588720
2000-09-12,12.628448
2000-09-13,12.631709
2000-09-15,12.916797
2000-09-16,12.917168
2000-09-17,13.245269
2000-09-18,13.222989
2000-09-19,13.113431
2000-09-20,13.270733
2000-09-21,13.274807
2000-09-22,13.275406
2000-09-24,13.253353
2000-09-25,13.205626
2000-09-26,13.273591
2000-09-27,13.172111
2000-09-28,13.366760
2000-09-30,13.210456
2000-10-01,13.194770
2000-10-02,13.121625
2000-10-04,13.551461
2000-10-05,13.662542
2000-10-06,13.929191
2000-10-07,13.823442
2000-10-08,14.118367
2000-10-09,14.187065
2000-10-10,14.441362
2000-10-11,14.422117
2000-10-12,14.580325
2000-10-13,14.563656
2000-10-15,14.442361
2000-10-17,14.811451
2000-10-18,15.043467
2000-10-20,14.993320
2000-10-21,15.228346
2000-10-22,15.251952
2000-10-23,15.845700
2000-10-24,16.324583
2000-10-25,16.375985
2000-10-27,16.324884
2000-10-28,16.187946
2000-10-29,16.638674
2000-10-31,16.783589
2000-11-01,16.872250
2000-11-02,16.920171
2000-11-03,17.103731
2000-11-04,17.106674
2000-11-05,17.057132
2000-11-06,17.224747
2000-11-07,17.287645
2000-11-08,17.352140
2000-11-09,17.309987
2000-11-11,17.225957
2000-11-12,17.673473
2000-11-13,17.779557
2000-11-15,17.673010
2000-11-16,17.902168
2000-11-17,17.847869
2000-11-19,17.729736
2000-11-20,18.075262
2000-11-21,17.911467
2000-11-22,17.915797
2000-11-24,17.863027
2000-11-25,17.905207
2000-11-26,17.810911
2000-11-27,17.656683
2000-11-29,17.761884
2000-11-30,17.788365
2000-12-01,17.651711
2000-12-03,17.532175
2000-12-04,17.462672
2000-12-06,17.853869
2000-12-10,17.868631
2000-12-11,18.460792
2000-12-12,18.603781
2000-12-14,18.373091
2000-12-15,18.509316
2000-12-16,18.819775
2000-12-17,18.830088
2000-12-18,18.782810
2000-12-19,18.717137
2000-12-20,18.777543
2000-12-21,18.902765
2000-12-22,19.121944
2000-12-23,19.366391
2000-12-24,19.407531
2000-12-26,19.330166
2000-12-27,19.432694
2000-12-28,19.432497
2000-12-29,19.409005
2000-12-30,19.415326
2000-12-31,19.373038
2001-01-02,19.641138
2001-01-03,19.596024
2001-01-05,19.563501
2001-01-06,19.578108
2001-01-07,19.524779
2001-01-08,19.733414
2001-01-09,19.902404
2001-01-10,19.850419
2001-01-11,19.965921
2001-01-12,19.792542
2001-01-13,19.638059
2001-01-14,19.570556
2001-01-15,19.561900
2001-01-16,19.628217
2001-01-17,19.598264
2001-01-18,19.595583
2001-01-19,19.652788
2001-01-20,19.585773
2001-01-22,19.660156
2001-01-23,19.743033
2001-01-24,19.715938
2001-01-25,19.954501
2001-01-26,19.928279
2001-01-27,20.109674
2001-01-28,20.174338
2001-01-30,20.202568
2001-01-31,20.246375
2001-02-01,20.207483
2001-02-02,20.159269
2001-02-04,20.346664
2001-02-05,20.685547
2001-02-06,20.816342
2001-02-07,20.656652
2001-02-08,20.601849
2001-02-09,20.547466
2001-02-10,20.291821
2001-02-12,20.756625
2001-02-13,20.691845
2001-02-14,20.964205
2001-02-15,20.940561
2001-02-16,20.977632
2001-02-17,20.694905
2001-02-19,20.759216
2001-02-20,20.739757
2001-02-21,20.733103
2001-02-22,20.558911
2001-02-24,20.395241
2001-02-25,20.405986
2001-02-27,20.346538
2001-02-28,20.676500
2001-03-01,20.625700
2001-03-02,20.820229
2001-03-04,20.736073
2001-03-05,20.799569
2001-03-06,20.647959
2001-03-07,20.466068
2001-03-08,20.244801
2001-03-09,20.523406
2001-03-10,20.530461
2001-03-11,20.605817
2001-03-12,20.575620
2001-03-16,20.359545
2001-03-17,20.697199
2001-03-18,20.784528
2001-03-19,20.739328
2001-03-20,20.789535
2001-03-21,21.087343
2001-03-22,21.228520
2001-03-25,21.273675
2001-03-26,21.177367
2001-03-27,21.090475
2001-03-29,20.765939
2001-03-30,20.576509
2001-03-31,20.527263
2001-04-01,20.522586
2001-04-02,20.437893
2001-04-03,20.299731
2001-04-05,20.261633
2001-04-06,20.509995
2001-04-07,20.481575
2001-04-08,20.359319
2001-04-09,20.496393
2001-04-10,20.351466
2001-04-11,20.283430
2001-04-12,20.267753
2001-04-13,20.267725
2001-04-14,20.311856
2001-04-15,20.154312
2001-04-18,20.058630
2001-04-19,19.838912
2001-04-20,19.875489
2001-04-21,19.817757
2001-04-22,19.743825
2001-04-23,19.765210
2001-04-24,19.580518
2001-04-25,19.679055
2001-04-26,19.652662
2001-04-27,19.585576
2001-04-28,19.550311
2001-04-30,19.423408
2001-05-01,19.270163
2001-05-02,19.091774
2001-05-03,18.871614
2001-05-04,18.720542
2001-05-05,18.850382
2001-05-06,18.848279
2001-05-07,18.985506
2001-05-08,19.060203
2001-05-10,19.040620
2001-05-11,18.982627
2001-05-12,18.912456
2001-05-14,18.955587
2001-05-15,18.739456
2001-05-16,18.774882
2001-05-18,18.998178
2001-05-19,18.855387
2001-05-20,18.670612
2001-05-21,18.418917
2001-05-22,18.395184
2001-05-23,18.200582
2001-05-24,18.082755
2001-05-25,18.106987
2001-05-26,18.000568
2001-05-27,17.795569
2001-05-30,17.417523
2001-05-31,17.505651
2001-06-02,17.336209
2001-06-03,17.592063
2001-06-04,17.616856
2001-06-05,17.397917
2001-06-06,17.312378
2001-06-07,17.351628
2001-06-08,17.411948
2001-06-09,17.380631
2001-06-10,17.261656
2001-06-11,17.130316
2001-06-12,16.915780
2001-06-13,16.927786
2001-06-14,16.679869
2001-06-15,16.409272
2001-06-17,16.197908
2001-06-18,16.059670
2001-06-19,16.109904
2001-06-20,16.073416
2001-06-21,16.065121
2001-06-22,15.819004
2001-06-23,15.545363
2001-06-24,15.494313
2001-06-25,15.425635
2001-06-26,15.280545
2001-06-27,15.290162
2001-06-28,15.164671
2001-06-29,14.938672
2001-06-30,14.902196
2001-07-01,15.027502
2001-07-02,14.929321
2001-07-03,15.064784
2001-07-04,14.898989
2001-07-05,14.850168
2001-07-06,14.691286
2001-07-07,14.517937
2001-07-08,14.368734
2001-07-09,14.173753
2001-07-10,14.265470
2001-07-11,14.455100
2001-07-13,14.291776
2001-07-14,14.107370
2001-07-15,13.927938
2001-07-16,13.907457
2001-07-17,13.766871
2001-07-18,13.451979
2001-07-19,13.510573
2001-07-20,13.448847
2001-07-21,13.577731
2001-07-22,13.409675
2001-07-23,13.295578
2001-07-24,13.303858
2001-07-25,13.064437
2001-07-26,13.288882
2001-07-27,13.197903
2001-07-28,13.129862
2001-07-29,13.119891
2001-07-30,13.163117
2001-07-31,13.164649
2001-08-01,13.120499
2001-08-02,12.947191
2001-08-03,12.766237
2001-08-04,12.645301
2001-08-05,12.675220
2001-08-06,12.781339
2001-08-07,12.656225
2001-08-08,12.512681
2001-08-09,12.501458
2001-08-11,12.251723
2001-08-12,12.175101
2001-08-13,12.420835
2001-08-14,12.355856
2001-08-15,12.239532
2001-08-16,12.203849
2001-08-17,12.035845
2001-08-18,11.839758
2001-08-19,11.985530
2001-08-20,12.287665
2001-08-21,12.310660
2001-08-23,12.190155
2001-08-24,12.176516
2001-08-25,12.144150
2001-08-26,12.266422
2001-08-27,12.275364
2001-08-28,12.314432
2001-08-29,12.189534
2001-08-30,12.033494
2001-08-31,11.925746
2001-09-01,11.721576
2001-09-02,11.618665
2001-09-03,11.603848
2001-09-04,11.462685
2001-09-05,11.859320
2001-09-07,11.982061
2001-09-08,12.277238
2001-09-09,12.466855
2001-09-10,12.371557
2001-09-11,12.235254
2001-09-12,12.212258
2001-09-13,12.217891
2001-09-14,12.477596
2001-09-15,12.574257
2001-09-16,12.561222
2001-09-17,12.543457
2001-09-18,12.454537
2001-09-21,12.378697
2001-09-22,12.403940
2001-09-23,12.303117
2001-09-24,12.161651
2001-09-25,12.302337
2001-09-26,12.284456
2001-09-27,12.340687
2001-09-29,12.444490
2001-09-30,12.491224
2001-10-01,12.547034
2001-10-02,12.482917
2001-10-03,12.613533
2001-10-05,12.524402
2001-10-06,12.615378
2001-10-07,12.707322
2001-10-08,12.707731
2001-10-09,12.862670
2001-10-10,12.829579
2001-10-12,12.681500
2001-10-13,12.709003
2001-10-14,12.919957
2001-10-15,12.991062
2001-10-16,12.858435
2001-10-17,12.809693
2001-10-18,12.791708
2001-10-19,13.511497
2001-10-21,13.551924
2001-10-22,13.554010
2001-10-23,13.675188
2001-10-24,13.651675
2001-10-25,13.617512
2001-10-26,13.518935
2001-10-27,13.594176
2001-10-28,13.940020
2001-10-29,13.853153
2001-10-30,13.776952
2001-10-31,13.760936
2001-11-01,13.909441
2001-11-03,13.973590
2001-11-04,14.121363
2001-11-05,14.321761
2001-11-06,14.179520
2001-11-07,14.250749
2001-11-08,14.207006
2001-11-10,14.071567
2001-11-11,14.331523
2001-11-12,14.336047
2001-11-13,14.283315
2001-11-15,14.489504
2001-11-16,14.473335
2001-11-17,14.591310
2001-11-18,14.631732
2001-11-19,14.665201
2001-11-20,14.693371
2001-11-21,14.767133
2001-11-22,14.758505
2001-11-23,15.178848
2001-11-24,15.106746
2001-11-25,15.033600
2001-11-26,15.258437
2001-11-27,15.222880
2001-11-28,15.069549
2001-11-29,14.968506
2001-11-30,15.027582
2001-12-01,14.787512
2001-12-02,14.770425
2001-12-03,14.647909
2001-12-04,14.832036
2001-12-05,14.852371
2001-12-06,14.885606
2001-12-07,14.965141
2001-12-08,15.279193
2001-12-10,15.620795
2001-12-11,15.709063
2001-12-13,15.791682
2001-12-14,16.003436
2001-12-15,16.355099
2001-12-16,16.315108
2001-12-17,16.312213
2001-12-18,16.164368
2001-12-20,16.467968
2001-12-21,16.457637
2001-12-22,16.727370
2001-12-23,16.618159
2001-12-24,16.680180
2001-12-25,16.684320
2001-12-26,16.608836
2001-12-27,16.749036
2001-12-28,17.017273
2001-12-29,16.968689
2001-12-30,17.017563
2001-12-31,16.986024
2002-01-01,16.939180
2002-01-03,17.405112
2002-01-04,17.375227
2002-01-05,17.253627
2002-01-06,17.448026
2002-01-07,17.429430
2002-01-09,17.446039
2002-01-10,17.366438
2002-01-11,17.516596
2002-01-12,17.676220
2002-01-13,17.772420
2002-01-14,17.623805
2002-01-15,17.705375
2002-01-16,17.811581
2002-01-17,18.053972
2002-01-19,17.987370
2002-01-20,18.011303
2002-01-21,18.056399
2002-01-22,18.030143
2002-01-24,17.967427
2002-01-25,18.118922
2002-01-26,18.579060
2002-01-27,18.468283
2002-01-29,18.487173
2002-01-30,18.468824
2002-02-01,18.557576
2002-02-02,18.574084
2002-02-04,18.607278
2002-02-06,18.507305
2002-02-07,18.495726
2002-02-08,18.405387
2002-02-09,18.364006
2002-02-10,18.241794
2002-02-11,18.178382
2002-02-12,18.201974
2002-02-13,18.317793
2002-02-14,18.319379
2002-02-15,18.489073
2002-02-16,18.444004
2002-02-17,18.466742
2002-02-18,18.387620
2002-02-19,18.392060
2002-02-20,18.724422
2002-02-22,18.776520
2002-02-23,18.700387
2002-02-24,18.838457
2002-02-25,18.804974
2002-02-26,18.814459
2002-02-27,18.683818
2002-02-28,18.574468
2002-03-01,18.380629
2002-03-02,18.339648
2002-03-03,18.477553
2002-03-04,18.572574
2002-03-06,18.480638
2002-03-07,18.472634
2002-03-09,18.616788
2002-03-10,18.705240
2002-03-11,19.195190
2002-03-12,19.056257
2002-03-13,18.962112
2002-03-14,18.992012
2002-03-15,19.357879
2002-03-16,19.286452
2002-03-17,19.270368
2002-03-19,19.274087
2002-03-20,19.268313
2002-03-21,19.030481
2002-03-22,18.809987
2002-03-23,18.865179
2002-03-24,19.169925
2002-03-26,19.490421
2002-03-28,19.395677
2002-03-29,19.214725
2002-03-31,18.907728
2002-04-01,18.876579
2002-04-02,18.691712
2002-04-03,18.865112
2002-04-04,18.814805
2002-04-05,19.068382
2002-04-07,18.827707
2002-04-08,18.936323
2002-04-09,18.772449
2002-04-10,18.733951
2002-04-11,18.982299
2002-04-12,18.885517
2002-04-13,18.956157
2002-04-14,19.065847
2002-04-15,19.428212
2002-04-16,19.363289
2002-04-17,19.466660
2002-04-18,19.378055
2002-04-19,19.221174
2002-04-20,19.074991
2002-04-23,18.974532
2002-04-24,18.899221
2002-04-25,18.894133
2002-04-26,18.691689
2002-04-27,18.798121
2002-04-28,18.866692
2002-04-29,19.114005
2002-04-30,19.331994
2002-05-01,19.159021
2002-05-03,18.922867
2002-05-04,18.816350
2002-05-05,19.182248
2002-05-06,19.072066
2002-05-07,19.078699
2002-05-08,18.942615
2002-05-09,18.826908
2002-05-10,18.746918
2002-05-11,18.575630
2002-05-12,18.698129
2002-05-13,18.572136
2002-05-14,19.459615
2002-05-15,19.181141
2002-05-16,18.962347
2002-05-17,18.778001
2002-05-18,19.091673
2002-05-19,18.836469
2002-05-20,18.665682
2002-05-21,18.615866
2002-05-22,18.507858
2002-05-23,18.296295
2002-05-24,18.181842
2002-05-25,17.875965
2002-05-26,17.749602
2002-05-27,17.705549
2002-05-28,17.659238
2002-05-30,17.459078
2002-06-01,17.230906
2002-06-02,17.610148
2002-06-03,17.581216
2002-06-04,17.395134
2002-06-05,17.293371
2002-06-06,17.295752
2002-06-07,17.124996
2002-06-08,17.039497
2002-06-09,16.892920
2002-06-10,16.800339
2002-06-11,16.677693
2002-06-12,16.521793
2002-06-13,16.258157
2002-06-14,16.360616
2002-06-15,16.426211
2002-06-17,16.364097
2002-06-18,16.078431
2002-06-19,15.935735
2002-06-20,15.763058
2002-06-22,15.651292
2002-06-23,15.611730
2002-06-24,15.497706
2002-06-25,15.569320
2002-06-26,15.444680
2002-06-27,15.430166
2002-06-29,15.402536
2002-06-30,15.203848
2002-07-01,15.080483
2002-07-03,15.026780
2002-07-04,14.957996
2002-07-05,14.858656
2002-07-06,15.017678
2002-07-07,15.064736
2002-07-08,14.900304
2002-07-09,14.758650
2002-07-10,14.625077
2002-07-12,14.617682
2002-07-14,14.536382
2002-07-15,14.689655
2002-07-16,14.583620
2002-07-17,14.491523
2002-07-18,14.661494
2002-07-19,14.547452
2002-07-20,14.385616
2002-07-21,14.266025
2002-07-22,14.186658
2002-07-23,14.143481
2002-07-24,13.950406
2002-07-26,13.942565
2002-07-27,13.796264
2002-07-28,13.822639
2002-07-29,13.587859
2002-07-30,13.496698
2002-07-31,13.328929
2002-08-01,13.150754
2002-08-02,13.193648
2002-08-03,13.085484
2002-08-04,13.164485
2002-08-05,13.090765
2002-08-06,13.034148
2002-08-07,13.082447
2002-08-08,12.979701
2002-08-09,12.806548
2002-08-11,12.499879
2002-08-12,12.628333
2002-08-13,12.770981
2002-08-14,12.661614
2002-08-15,12.910920
2002-08-16,12.863428
2002-08-17,12.879606
2002-08-18,12.773794
2002-08-19,12.783853
2002-08-20,12.597656
2002-08-21,12.769455
2002-08-22,12.995129
2002-08-23,12.899763
2002-08-24,12.938973
2002-08-25,12.937381
2002-08-26,12.868585
2002-08-27,12.876802
2002-08-28,12.867245
2002-08-29,12.967529
2002-08-30,12.759661
2002-08-31,12.808909
2002-09-01,12.638741
2002-09-02,12.584309
2002-09-03,12.655302
2002-09-04,13.134883
2002-09-05,12.928845
2002-09-06,12.814639
2002-09-07,12.690844
2002-09-10,12.585986
2002-09-11,12.557226
2002-09-12,12.528540
2002-09-13,12.458946
2002-09-14,12.387011
2002-09-15,12.315246
2002-09-16,12.303086
2002-09-17,12.247554
2002-09-18,12.335983
2002-09-19,12.315449
2002-09-21,12.737946
2002-09-22,12.922300
2002-09-23,12.910599
2002-09-24,12.782816
2002-09-25,12.806957
2002-09-26,13.160500
2002-09-27,13.881432
2002-09-28,13.779996
2002-09-29,13.709910
2002-09-30,13.539934
2002-10-01,13.677944
2002-10-02,13.804055
2002-10-03,13.672664
2002-10-04,14.159829
2002-10-05,14.040954
2002-10-06,14.085048
2002-10-07,14.029087
2002-10-08,14.464609
2002-10-09,14.508261
2002-10-10,14.639239
2002-10-11,14.563038
2002-10-12,14.613120
2002-10-13,14.711945
2002-10-14,14.807699
2002-10-15,14.906110
2002-10-16,14.814887
2002-10-17,14.631085
2002-10-18,14.659669
2002-10-19,14.598504
2002-10-20,14.524453
2002-10-21,14.482548
2002-10-22,14.551680
2002-10-23,14.460281
2002-10-24,14.418186
2002-10-25,14.539714
2002-10-26,14.624891
2002-10-27,14.520373
2002-10-30,14.449395
2002-11-01,14.632557
2002-11-02,14.861580
2002-11-04,14.730160
2002-11-05,14.655852
2002-11-06,14.674307
2002-11-07,14.674376
2002-11-08,15.115003
2002-11-11,14.824561
2002-11-12,14.833496
2002-11-14,14.864777
2002-11-15,14.874415
2002-11-16,14.904016
2002-11-17,14.910198
2002-11-18,14.932358
2002-11-19,15.088207
2002-11-20,15.014174
2002-11-21,15.165121
2002-11-22,15.293970
2002-11-23,15.424744
2002-11-24,15.603155
2002-11-25,15.597053
2002-11-26,15.431615
2002-11-27,15.693978
2002-11-28,15.673484
2002-11-29,16.046034
2002-12-01,16.311352
2002-12-02,16.434918
2002-12-03,16.412677
2002-12-04,16.323560
2002-12-05,16.250287
2002-12-06,16.684943
2002-12-07,16.592335
2002-12-08,16.660826
2002-12-09,16.701279
2002-12-10,16.935864
2002-12-11,17.038923
2002-12-12,16.975626
2002-12-13,17.220902
2002-12-16,17.719596
2002-12-17,17.659400
2002-12-18,17.972226
2002-12-19,18.043020
2002-12-20,18.197288
2002-12-21,18.169090
2002-12-22,18.049898
2002-12-23,18.171180
2002-12-24,18.061839
2002-12-25,18.122346
2002-12-26,18.012380
2002-12-27,18.077157
2002-12-29,18.186937
2002-12-31,18.742755
2003-01-01,18.604357
2003-01-02,18.647821
2003-01-03,18.637758
2003-01-04,18.555735
2003-01-05,19.181896
2003-01-07,19.082738
2003-01-08,19.269380
2003-01-09,19.576814
2003-01-10,19.574133
2003-01-11,19.708594
2003-01-12,19.704237
2003-01-13,19.499178
2003-01-14,19.482059
2003-01-15,19.416800
2003-01-16,19.218876
2003-01-17,19.203691
2003-01-18,19.578833
2003-01-20,19.600547
2003-01-21,19.536315
2003-01-22,19.633246
2003-01-23,19.960067
2003-01-24,20.273846
2003-01-25,20.226155
2003-01-26,20.286994
2003-01-27,20.295629
2003-01-28,20.282680
2003-01-30,20.085837
2003-02-01,19.954195
2003-02-02,20.136334
2003-02-03,20.297725
2003-02-04,20.353871
2003-02-05,20.332120
2003-02-06,20.270628
2003-02-07,20.237684
2003-02-08,20.243429
2003-02-09,20.104161
2003-02-10,20.005319
2003-02-11,20.116199
2003-02-12,20.451026
2003-02-13,20.580760
2003-02-14,20.579240
2003-02-15,20.662613
2003-02-16,20.466716
2003-02-18,20.438855
2003-02-19,20.314820
2003-02-20,20.384952
2003-02-21,20.825622
2003-02-22,20.778391
2003-02-23,20.855659
2003-02-24,20.863976
2003-02-25,20.815183
2003-02-26,20.805608
2003-02-27,20.659402
2003-02-28,20.800050
2003-03-01,20.604418
2003-03-02,20.620569
2003-03-04,20.638627
2003-03-06,20.504618
2003-03-08,20.350960
2003-03-09,20.431605
2003-03-10,20.637544
2003-03-11,20.485485
2003-03-12,20.225905
2003-03-13,20.119060
2003-03-15,19.821343
2003-03-16,19.782875
2003-03-17,19.682323
2003-03-18,19.869405
2003-03-19,19.806893
2003-03-20,19.978766
2003-03-21,20.023961
2003-03-22,20.269027
2003-03-23,20.454363
2003-03-24,20.488058
2003-03-26,20.430975
2003-03-27,20.341977
2003-03-28,20.110974
2003-03-29,20.036263
2003-03-30,20.097302
2003-03-31,20.130413
2003-04-01,20.348696
2003-04-02,20.350069
2003-04-03,20.195931
2003-04-05,19.956364
2003-04-06,19.918503
2003-04-07,19.817131
2003-04-08,19.807833
2003-04-10,19.620367
2003-04-12,19.628509
2003-04-13,19.593570
2003-04-14,19.376593
2003-04-15,19.561679
2003-04-16,19.662046
2003-04-18,19.805912
2003-04-20,19.830756
2003-04-21,19.724764
2003-04-22,19.530814
2003-04-23,19.374987
2003-04-24,19.290176
2003-04-25,19.277853
2003-04-27,18.990522
2003-04-28,18.964878
2003-04-29,18.937624
2003-04-30,19.007692
2003-05-01,18.872189
2003-05-02,18.904787
2003-05-03,18.888523
2003-05-05,18.639188
2003-05-06,18.586267
2003-05-07,18.772492
2003-05-08,18.711138
2003-05-09,18.709973
2003-05-10,18.514282
2003-05-11,18.385767
2003-05-12,18.146572
2003-05-13,17.966856
2003-05-15,17.814229
2003-05-16,17.906254
2003-05-17,17.625700
2003-05-18,17.759670
2003-05-19,17.680788
2003-05-20,17.631691
2003-05-23,17.008707
2003-05-24,16.872972
2003-05-25,16.843020
2003-05-26,16.744319
2003-05-27,16.495619
2003-05-28,16.264763
2003-05-29,16.177113
2003-05-30,16.083632
2003-05-31,16.016786
2003-06-02,16.033719
2003-06-03,15.931526
2003-06-04,15.757719
2003-06-05,15.563418
2003-06-06,15.904512
2003-06-07,15.867031
2003-06-08,15.828911
2003-06-09,15.733850
2003-06-10,15.542284
2003-06-11,15.469910
2003-06-12,15.479522
2003-06-13,15.371640
2003-06-14,15.318870
2003-06-15,15.162633
2003-06-17,14.899703
2003-06-18,14.813117
2003-06-19,14.909376
2003-06-20,14.758673
2003-06-21,14.766972
2003-06-24,14.359086
2003-06-25,14.306404
2003-06-26,14.166602
2003-06-27,14.031194
2003-06-28,13.928361
2003-06-29,13.823271
2003-06-30,13.649979
2003-07-01,13.509542
2003-07-02,13.463815
2003-07-03,13.347327
2003-07-04,13.365423
2003-07-05,13.343243
2003-07-06,13.247853
2003-07-07,13.149565
2003-07-08,13.080200
2003-07-09,12.897402
2003-07-10,12.984920
2003-07-11,13.025043
2003-07-12,12.881318
2003-07-13,13.307819
2003-07-14,13.108634
2003-07-15,13.308052
2003-07-16,13.288508
2003-07-17,13.238009
2003-07-18,13.200172
2003-07-19,13.226479
2003-07-20,13.215981
2003-07-21,13.154356
2003-07-22,13.126616
2003-07-23,12.946513
2003-07-24,12.759527
2003-07-25,12.667144
2003-07-26,12.579089
2003-07-27,12.385353
2003-07-28,12.246878
2003-07-29,12.309133
2003-07-31,12.094109
2003-08-01,11.939889
2003-08-02,11.781100
2003-08-03,11.673060
2003-08-04,11.513069
2003-08-05,11.394829
2003-08-06,11.437770
2003-08-07,11.405064
2003-08-08,11.381349
2003-08-09,11.478859
2003-08-10,11.533646
2003-08-11,11.600283
2003-08-12,11.654766
2003-08-13,11.578165
2003-08-14,11.667696
2003-08-15,11.968129
2003-08-16,11.849322
2003-08-17,11.713531
2003-08-18,11.542865
2003-08-19,11.616019
2003-08-20,11.532228
2003-08-22,11.707845
2003-08-23,11.705006
2003-08-24,11.721506
2003-08-25,11.780382
2003-08-26,11.906180
2003-08-27,11.856117
