date,precipitation
1996-07-16,0.123137
1996-07-17,0.138564
1996-07-18,2.727081
1996-07-19,3.551921
1996-07-20,0.504805
1996-07-21,0.061645
1996-07-22,2.350590
1996-07-23,0.002890
1996-07-24,0.114325
1996-07-25,2.444012
1996-07-26,10.440821
1996-07-27,0.006205
1996-07-28,0.100217
1996-07-29,1.274294
1996-07-30,2.315943
1996-07-31,4.640279
1996-08-01,1.351860
1996-08-02,0.961673
1996-08-03,3.494652
1996-08-04,4.460463
1996-08-05,1.926733
1996-08-06,0.032585
1996-08-07,0.539637
1996-08-08,0.273444
1996-08-09,2.929489
1996-08-10,1.480159
1996-08-11,5.771863
1996-08-12,0.917314
1996-08-13,0.898858
1996-08-14,0.002514
1996-08-15,5.469878
1996-08-16,2.996763
1996-08-17,2.323000
1996-08-18,0.375533
1996-08-19,3.184396
1996-08-20,1.090476
1996-08-21,0.212858
1996-08-22,3.062233
1996-08-23,0.382356
1996-08-24,0.000260
1996-08-25,0.312968
1996-08-26,1.495919
1996-08-27,0.256789
1996-08-28,0.433336
1996-08-29,3.382017
1996-08-30,0.033159
1996-08-31,6.056691
1996-09-01,0.632076
1996-09-02,0.066379
1996-09-03,0.456941
1996-09-04,2.530868
1996-09-05,6.312384
1996-09-06,0.030704
1996-09-07,1.929828
1996-09-08,1.932981
1996-09-09,0.606691
1996-09-10,0.313879
1996-09-11,2.486628
1996-09-12,0.340667
1996-09-13,0.272605
1996-09-14,3.434322
1996-09-15,1.734622
1996-09-16,3.734825
1996-09-17,2.310183
1996-09-18,0.306194
1996-09-19,1.495663
1996-09-20,1.718250
1996-09-21,0.311061
1996-09-22,1.610910
1996-09-23,0.480668
1996-09-24,3.213957
1996-09-25,5.803827
1996-09-26,0.027362
1996-09-27,2.505450
1996-09-28,2.320295
1996-09-29,0.281430
1996-09-30,1.143768
1996-10-01,3.188228
1996-10-02,0.895732
1996-10-03,6.016429
1996-10-04,0.000112
1996-10-05,1.542530
1996-10-06,3.206032
1996-10-07,8.689972
1996-10-08,0.082920
1996-10-09,1.252730
1996-10-10,0.239394
1996-10-11,2.655065
1996-10-12,1.388882
1996-10-13,5.022717
1996-10-14,0.757304
1996-10-15,1.768913
1996-10-16,1.476197
1996-10-17,3.842809
1996-10-18,0.885658
1996-10-19,0.565055
1996-10-20,6.448961
1996-10-21,1.871216
1996-10-22,1.422525
1996-10-23,1.602018
1996-10-24,1.483616
1996-10-25,3.929073
1996-10-26,0.214889
1996-10-27,6.964512
1996-10-28,0.911496
1996-10-29,0.176413
1996-10-30,0.040898
1996-10-31,0.740363
1996-11-01,0.343714
1996-11-02,0.005669
1996-11-03,1.574210
1996-11-04,0.159642
1996-11-05,0.945279
1996-11-06,0.247488
1996-11-07,1.015732
1996-11-08,0.110431
1996-11-09,3.444170
1996-11-10,0.406882
1996-11-11,0.244261
1996-11-12,0.947059
1996-11-13,0.866805
1996-11-14,0.462779
1996-11-15,0.724776
1996-11-16,1.032657
1996-11-17,0.138190
1996-11-18,2.643705
1996-11-19,0.008480
1996-11-20,9.813790
1996-11-21,0.479233
1996-11-22,0.241707
1996-11-23,0.574477
1996-11-24,0.828032
1996-11-25,0.000091
1996-11-26,0.000284
1996-11-27,0.001193
1996-11-28,3.983511
1996-11-29,0.002102
1996-11-30,0.014713
1996-12-01,0.546988
1996-12-02,0.189706
1996-12-03,0.934706
1996-12-04,0.005046
1996-12-05,1.603161
1996-12-06,1.218135
1996-12-07,0.247506
1996-12-08,0.559906
1996-12-09,0.617731
1996-12-10,0.001460
1996-12-11,9.204933
1996-12-12,1.802513
1996-12-13,0.756169
1996-12-14,0.290267
1996-12-15,0.136554
1996-12-16,14.919729
1996-12-17,10.668945
1996-12-18,2.644294
1996-12-19,0.739394
1996-12-20,0.814223
1996-12-21,0.125353
1996-12-22,0.915653
1996-12-23,5.213304
1996-12-24,4.306337
1996-12-25,0.079752
1996-12-26,0.089030
1996-12-27,0.000090
1996-12-28,0.168713
1996-12-29,0.325917
1996-12-30,0.416864
1996-12-31,1.071904
1997-01-01,1.443470
1997-01-02,18.834263
1997-01-03,0.018998
1997-01-04,0.062650
1997-01-05,2.127978
1997-01-06,1.929349
1997-01-07,2.488036
1997-01-08,0.312898
1997-01-09,0.811881
1997-01-10,1.962766
1997-01-11,6.645716
1997-01-12,0.026998
1997-01-13,0.902400
1997-01-14,0.964565
1997-01-15,0.057917
1997-01-16,0.165795
1997-01-17,0.275437
1997-01-18,2.771275
1997-01-19,1.039330
1997-01-20,4.127330
1997-01-21,0.139292
1997-01-22,2.036219
1997-01-23,18.213805
1997-01-24,2.160440
1997-01-25,2.528243
1997-01-26,0.157451
1997-01-27,1.033771
1997-01-28,1.474787
1997-01-29,12.385809
1997-01-30,1.431649
1997-01-31,3.841878
1997-02-01,1.287789
1997-02-02,0.542862
1997-02-03,1.693563
1997-02-04,1.038406
1997-02-05,0.953419
1997-02-06,0.097847
1997-02-07,0.798183
1997-02-08,0.330748
1997-02-09,0.548561
1997-02-10,9.339580
1997-02-11,5.836355
1997-02-12,4.617366
1997-02-13,2.470764
1997-02-14,0.147088
1997-02-15,1.194155
1997-02-16,2.568638
1997-02-17,6.236751
1997-02-18,2.971214
1997-02-19,2.556942
1997-02-20,0.224432
1997-02-21,1.563008
1997-02-22,0.536726
1997-02-23,1.329019
1997-02-24,2.479167
1997-02-25,0.014172
1997-02-26,0.052664
1997-02-27,2.023622
1997-02-28,0.054987
1997-03-01,3.255321
1997-03-02,1.360693
1997-03-03,0.313575
1997-03-04,0.012352
1997-03-05,3.420262
1997-03-06,0.178849
1997-03-07,3.440459
1997-03-08,0.110333
1997-03-09,0.470023
1997-03-10,0.017495
1997-03-11,2.060332
1997-03-12,0.078888
1997-03-13,0.255593
1997-03-14,0.945072
1997-03-15,0.730870
1997-03-16,1.453245
1997-03-17,1.324641
1997-03-18,1.145529
1997-03-19,0.106709
1997-03-20,0.998399
1997-03-21,0.655282
1997-03-22,0.977227
1997-03-23,3.772399
1997-03-24,1.932142
1997-03-25,6.250433
1997-03-26,0.198781
1997-03-27,3.534735
1997-03-28,0.241933
1997-03-29,0.158189
1997-03-30,0.058346
1997-03-31,0.744879
1997-04-01,0.346094
1997-04-02,2.366328
1997-04-03,0.261785
1997-04-04,0.009183
1997-04-05,0.181607
1997-04-06,1.564716
1997-04-07,2.676244
1997-04-08,3.177625
1997-04-09,1.116224
1997-04-10,3.324787
1997-04-11,0.193374
1997-04-12,0.057878
1997-04-13,0.217543
1997-04-14,0.045369
1997-04-15,2.383612
1997-04-16,2.603887
1997-04-17,0.000017
1997-04-18,0.100509
1997-04-19,7.036655
1997-04-20,2.846747
1997-04-21,0.855629
1997-04-22,0.020919
1997-04-23,11.157814
1997-04-24,0.132904
1997-04-25,0.000328
1997-04-26,0.715821
1997-04-27,0.148389
1997-04-28,4.867643
1997-04-29,2.007191
1997-04-30,3.519078
1997-05-01,0.051124
1997-05-02,0.330732
1997-05-03,0.984391
1997-05-04,0.108175
1997-05-05,0.359507
1997-05-06,9.178167
1997-05-07,0.845290
1997-05-08,0.866824
1997-05-09,1.358696
1997-05-10,1.833740
1997-05-11,3.836712
1997-05-12,0.007674
1997-05-13,0.527254
1997-05-14,0.762596
1997-05-15,0.006322
1997-05-16,0.329751
1997-05-17,0.282859
1997-05-18,0.498045
1997-05-19,6.427773
1997-05-20,5.676082
1997-05-21,0.011353
1997-05-22,0.653954
1997-05-23,6.356098
1997-05-24,0.294817
1997-05-25,1.705692
1997-05-26,0.010427
1997-05-27,0.926612
1997-05-28,0.846126
1997-05-29,0.014116
1997-05-30,0.215890
1997-05-31,0.453575
1997-06-01,0.033613
1997-06-02,2.820406
1997-06-03,8.830472
1997-06-04,0.682688
1997-06-05,4.795679
1997-06-06,3.681629
1997-06-07,0.252859
1997-06-08,0.691969
1997-06-09,5.626276
1997-06-10,16.482965
1997-06-11,0.762567
1997-06-12,1.817515
1997-06-13,0.458646
1997-06-14,0.183917
1997-06-15,0.498314
1997-06-16,0.513482
1997-06-17,0.000064
1997-06-18,0.074100
1997-06-19,13.829607
1997-06-20,4.326863
1997-06-21,0.276976
1997-06-22,3.008898
1997-06-23,8.673883
1997-06-24,0.301610
1997-06-25,0.049356
1997-06-26,0.034155
1997-06-27,1.607907
1997-06-28,0.396309
1997-06-29,2.125017
1997-06-30,0.010173
1997-07-01,1.715462
1997-07-02,0.761276
1997-07-03,2.347343
1997-07-04,0.284198
1997-07-05,0.053790
1997-07-06,0.000780
1997-07-07,0.857554
1997-07-08,1.758356
1997-07-09,0.395062
1997-07-10,0.941328
1997-07-11,0.028119
1997-07-12,0.000967
1997-07-13,12.143811
1997-07-14,5.318240
1997-07-15,1.438518
1997-07-16,0.074213
1997-07-17,2.868330
1997-07-18,1.678898
1997-07-19,1.707908
1997-07-20,1.794424
1997-07-21,2.899619
1997-07-22,0.615628
1997-07-23,0.003206
1997-07-24,0.473187
1997-07-25,0.015779
1997-07-26,5.771067
1997-07-27,3.026064
1997-07-28,0.315458
1997-07-29,0.046058
1997-07-30,0.851495
1997-07-31,0.679134
1997-08-01,0.011802
1997-08-02,0.030367
1997-08-03,1.991118
1997-08-04,6.407186
1997-08-05,2.345738
1997-08-06,5.550151
1997-08-07,5.836723
1997-08-08,0.001701
1997-08-09,0.034802
1997-08-10,9.208543
1997-08-11,0.486417
1997-08-12,0.312386
1997-08-13,10.112529
1997-08-14,0.050081
1997-08-15,0.016519
1997-08-16,5.019370
1997-08-17,1.374563
1997-08-18,1.395914
1997-08-19,0.299060
1997-08-20,0.065427
1997-08-21,0.445746
1997-08-22,2.159321
1997-08-23,2.270648
1997-08-24,0.142792
1997-08-25,9.056122
1997-08-26,3.196131
1997-08-27,8.475921
1997-08-28,0.347827
1997-08-29,0.090478
1997-08-30,0.060652
1997-08-31,0.025695
1997-09-01,0.176019
1997-09-02,0.523082
1997-09-03,0.000010
1997-09-04,10.830863
1997-09-05,0.450363
1997-09-06,0.002817
1997-09-07,2.769923
1997-09-08,0.038163
1997-09-09,2.062657
1997-09-10,0.036211
1997-09-11,9.325439
1997-09-12,0.646455
1997-09-13,1.877127
1997-09-14,4.635668
1997-09-15,0.236006
1997-09-16,2.217652
1997-09-17,0.115419
1997-09-18,2.005010
1997-09-19,0.522984
1997-09-20,1.184423
1997-09-21,0.092401
1997-09-22,0.047308
1997-09-23,0.529107
1997-09-24,0.020615
1997-09-25,0.539092
1997-09-26,0.156061
1997-09-27,0.020416
1997-09-28,3.994583
1997-09-29,6.605660
1997-09-30,3.199459
1997-10-01,0.188427
1997-10-02,2.096379
1997-10-03,1.685475
1997-10-04,3.580593
1997-10-05,0.553686
1997-10-06,7.573501
1997-10-07,17.421530
1997-10-08,0.777028
1997-10-09,2.930304
1997-10-10,0.098954
1997-10-11,0.512098
1997-10-12,6.469675
1997-10-13,0.572955
1997-10-14,0.089136
1997-10-15,12.109334
1997-10-16,0.019290
1997-10-17,0.747502
1997-10-18,2.221314
1997-10-19,0.006028
1997-10-20,3.594576
1997-10-21,2.591393
1997-10-22,6.806238
1997-10-23,0.002597
1997-10-24,0.496902
1997-10-25,0.062011
1997-10-26,0.620934
1997-10-27,0.078763
1997-10-28,0.380517
1997-10-29,2.856754
1997-10-30,0.068520
1997-10-31,0.261586
1997-11-01,3.531940
1997-11-02,0.374501
1997-11-03,0.783465
1997-11-04,0.528934
1997-11-05,0.154593
1997-11-06,0.173726
1997-11-07,1.140121
1997-11-08,3.974576
1997-11-09,0.241854
1997-11-10,6.109998
1997-11-11,1.391699
1997-11-12,0.000892
1997-11-13,13.003472
1997-11-14,1.885921
1997-11-15,0.384328
1997-11-16,0.820272
1997-11-17,0.425591
1997-11-18,3.618904
1997-11-19,1.601068
1997-11-20,6.047634
1997-11-21,0.996735
1997-11-22,0.011094
1997-11-23,2.948928
1997-11-24,2.022436
1997-11-25,0.126446
1997-11-26,0.119459
1997-11-27,1.011831
1997-11-28,0.783740
1997-11-29,0.672181
1997-11-30,1.785228
1997-12-01,2.983652
1997-12-02,9.990636
1997-12-03,2.849528
1997-12-04,0.020514
1997-12-05,0.069618
1997-12-06,0.593905
1997-12-07,1.014033
1997-12-08,0.676057
1997-12-09,0.486471
1997-12-10,2.051967
1997-12-11,2.181988
1997-12-12,1.031991
1997-12-13,0.618935
1997-12-14,0.116621
1997-12-15,0.046655
1997-12-16,0.171565
1997-12-17,0.512147
1997-12-18,2.076796
1997-12-19,0.363135
1997-12-20,0.600892
1997-12-21,0.010932
1997-12-22,1.569077
1997-12-23,0.008677
1997-12-24,1.023951
1997-12-25,0.089267
1997-12-26,0.514140
1997-12-27,0.025922
1997-12-28,6.562288
1997-12-29,0.330237
1997-12-30,0.939918
1997-12-31,0.341912
1998-01-01,1.493101
1998-01-02,1.497226
1998-01-03,1.438261
1998-01-04,3.438265
1998-01-05,12.174045
1998-01-06,6.312952
1998-01-07,0.800062
1998-01-08,2.161477
1998-01-09,1.137049
1998-01-10,1.741057
1998-01-11,9.174442
1998-01-12,3.316532
1998-01-13,0.246684
1998-01-14,0.162216
1998-01-15,0.371515
1998-01-16,1.930439
1998-01-17,0.000170
1998-01-18,7.215211
1998-01-19,0.008400
1998-01-20,4.125724
1998-01-21,6.776155
1998-01-22,1.549322
1998-01-23,0.542096
1998-01-24,0.442887
1998-01-25,0.006305
1998-01-26,3.034639
1998-01-27,3.565180
1998-01-28,0.050489
1998-01-29,2.382585
1998-01-30,1.623411
1998-01-31,0.502581
1998-02-01,10.877769
1998-02-02,1.637522
1998-02-03,2.301846
1998-02-04,0.336046
1998-02-05,6.514472
1998-02-06,0.100461
1998-02-07,1.470361
1998-02-08,2.825748
1998-02-09,0.744912
1998-02-10,1.135840
1998-02-11,1.122076
1998-02-12,0.188922
1998-02-13,0.370546
1998-02-14,12.239659
1998-02-15,4.556860
1998-02-16,11.910491
1998-02-17,1.293833
1998-02-18,1.387297
1998-02-19,0.834644
1998-02-20,2.257659
1998-02-21,1.892034
1998-02-22,0.095027
1998-02-23,2.116392
1998-02-24,1.789238
1998-02-25,1.709284
1998-02-26,1.853617
1998-02-27,0.055416
1998-02-28,1.435038
1998-03-01,6.462508
1998-03-02,1.314396
1998-03-03,3.187921
1998-03-04,0.024708
1998-03-05,0.066655
1998-03-06,0.240869
1998-03-07,1.592197
1998-03-08,4.274925
1998-03-09,2.853595
1998-03-10,1.119696
