customer_id,frequency,recency,T,monetary_value
64,0,0.000000,75.161613,0.0000
65,2,33.940255,61.677070,19.6460
66,0,0.000000,65.986062,0.0000
67,0,0.000000,30.944464,0.0000
68,4,56.333460,64.417392,11.8732
69,1,25.049654,27.365199,36.8806
70,0,0.000000,27.594169,0.0000
71,0,0.000000,55.514865,0.0000
72,0,0.000000,40.204676,0.0000
73,0,0.000000,28.361703,0.0000
74,3,36.159787,43.062363,151.2628
75,0,0.000000,30.582754,0.0000
76,0,0.000000,43.319568,0.0000
77,0,0.000000,36.258134,0.0000
78,0,0.000000,70.940837,0.0000
79,0,0.000000,52.381518,0.0000
80,1,57.674736,57.980436,14.3847
81,2,20.279379,72.754595,30.7805
82,0,0.000000,29.427416,0.0000
83,2,24.967183,33.354276,25.1961
84,0,0.000000,37.138018,0.0000
85,1,2.320545,71.951473,33.4319
86,0,0.000000,49.344254,0.0000
87,0,0.000000,53.427909,0.0000
88,0,0.000000,40.823277,0.0000
89,0,0.000000,27.386850,0.0000
90,1,55.529330,69.637167,84.6510
91,0,0.000000,69.418081,0.0000
92,3,29.982255,47.830928,22.1961
93,0,0.000000,54.815902,0.0000
94,0,0.000000,43.929730,0.0000
95,5,52.395152,68.302461,81.4042
96,13,64.808736,72.521150,64.4657
97,0,0.000000,69.967103,0.0000
98,0,0.000000,32.310848,0.0000
99,0,0.000000,54.685641,0.0000
100,0,0.000000,43.914769,0.0000
101,0,0.000000,42.778359,0.0000
102,1,32.712180,54.643754,15.2921
103,0,0.000000,55.992104,0.0000
104,1,0.700660,41.466561,18.9990
105,0,0.000000,42.594026,0.0000
106,0,0.000000,38.910055,0.0000
107,0,0.000000,52.765692,0.0000
108,0,0.000000,51.734499,0.0000
109,2,27.067846,54.767592,35.7605
110,0,0.000000,50.634696,0.0000
111,2,51.527803,64.444607,42.2907
112,5,21.138364,56.343210,39.2664
113,7,58.837100,63.488077,14.7589
114,0,0.000000,56.515186,0.0000
115,1,23.779210,31.228335,21.3268
116,0,0.000000,63.602119,0.0000
117,3,27.281055,46.643718,25.6477
118,0,0.000000,55.524624,0.0000
119,0,0.000000,60.801304,0.0000
120,0,0.000000,75.609811,0.0000
121,2,30.995723,52.131065,23.4593
122,1,6.942895,37.357404,86.0722
123,1,24.038844,43.062117,22.2654
124,1,9.552522,67.959598,15.7570
125,0,0.000000,65.986547,0.0000
126,0,0.000000,54.043614,0.0000
127,1,5.510353,26.180611,37.8770
128,0,0.000000,47.800511,0.0000
129,2,2.912935,62.570886,25.6765
130,1,4.015097,37.494223,16.3434
131,0,0.000000,65.229637,0.0000
132,2,17.734995,36.573510,16.5436
133,0,0.000000,36.634683,0.0000
134,1,24.600188,52.666460,11.5165
135,2,38.729437,43.152995,48.5227
136,1,22.450080,27.758835,16.3627
137,3,32.855638,53.529718,46.9587
138,0,0.000000,70.627396,0.0000
139,0,0.000000,66.787568,0.0000
140,1,3.761601,72.152824,132.5246
141,0,0.000000,38.504554,0.0000
142,0,0.000000,43.710823,0.0000
143,3,5.763043,51.511380,21.9712
144,0,0.000000,32.890364,0.0000
145,1,32.886708,57.098277,59.2332
146,0,0.000000,48.603166,0.0000
147,1,6.942132,36.168508,51.4748
148,0,0.000000,76.373712,0.0000
149,3,30.004833,46.432627,33.7482
150,0,0.000000,29.846187,0.0000
151,0,0.000000,65.985610,0.0000
152,1,2.334187,48.383688,27.3941
153,2,40.796447,76.009849,49.2204
154,0,0.000000,34.546413,0.0000
155,0,0.000000,59.304902,0.0000
156,0,0.000000,36.700793,0.0000
157,6,47.545745,49.792622,20.0112
158,1,0.337280,44.670037,23.5208
159,1,10.881730,53.955648,8.8269
160,0,0.000000,31.325655,0.0000
161,0,0.000000,48.831635,0.0000
162,1,1.602416,58.904073,19.3798
163,0,0.000000,70.616876,0.0000
164,5,63.618489,71.086475,24.0982
165,1,35.271319,43.563268,48.6400
166,0,0.000000,59.799854,0.0000
167,2,6.285422,34.607304,18.5462
168,5,11.475647,31.326213,20.5343
169,0,0.000000,54.776625,0.0000
170,1,8.448156,64.887869,10.9168
171,0,0.000000,61.512987,0.0000
172,0,0.000000,52.343751,0.0000
173,2,31.887819,40.428322,31.7890
174,0,0.000000,64.568062,0.0000
175,0,0.000000,34.682074,0.0000
176,1,0.566047,40.142991,21.6730
177,4,57.600703,63.584475,10.5534
178,0,0.000000,40.679957,0.0000
179,0,0.000000,58.381311,0.0000
180,2,7.306669,38.746597,13.0732
181,0,0.000000,53.027479,0.0000
182,0,0.000000,29.891185,0.0000
183,0,0.000000,66.556723,0.0000
184,0,0.000000,36.797084,0.0000
185,0,0.000000,28.097150,0.0000
186,0,0.000000,39.528673,0.0000
187,0,0.000000,77.093496,0.0000
188,2,13.140990,49.058429,95.9968
189,0,0.000000,71.938038,0.0000
190,1,3.293555,40.548351,37.4373
191,0,0.000000,37.389050,0.0000
192,3,25.277657,76.646953,14.2252
193,0,0.000000,77.376323,0.0000
194,2,12.944044,53.375323,17.6639
195,3,7.103483,33.095487,8.1173
196,18,34.159389,37.486553,60.5744
197,3,24.224019,50.183014,40.6598
198,0,0.000000,67.623418,0.0000
199,0,0.000000,48.640449,0.0000
200,0,0.000000,42.958594,0.0000
201,1,12.360092,47.551005,9.4528
202,1,20.431594,57.666032,8.4175
203,1,30.171811,62.201508,12.6795
204,0,0.000000,68.692904,0.0000
205,0,0.000000,27.505304,0.0000
206,0,0.000000,52.266571,0.0000
207,0,0.000000,56.517773,0.0000
208,0,0.000000,76.175716,0.0000
209,3,19.685391,65.913782,13.3343
210,7,35.600696,45.459948,15.0730
211,0,0.000000,69.961801,0.0000
212,19,63.644376,65.671747,38.7439
213,0,0.000000,34.787207,0.0000
214,3,29.926720,77.723372,23.8934
215,0,0.000000,32.122198,0.0000
216,0,0.000000,62.578711,0.0000
217,0,0.000000,69.432073,0.0000
218,0,0.000000,41.393153,0.0000
219,0,0.000000,64.404090,0.0000
220,3,12.329786,48.761155,38.0669
221,0,0.000000,76.619118,0.0000
222,5,31.800022,62.637545,15.1111
223,0,0.000000,38.220000,0.0000
224,1,0.836438,59.975396,73.5712
225,1,48.580161,55.127844,25.1831
226,0,0.000000,28.380462,0.0000
227,0,0.000000,74.371245,0.0000
228,1,69.167949,69.548244,11.5183
229,2,63.552366,73.900440,41.4545
230,0,0.000000,62.400743,0.0000
231,0,0.000000,41.110134,0.0000
232,0,0.000000,55.673186,0.0000
233,1,2.891838,53.181959,27.0060
234,0,0.000000,27.679932,0.0000
235,0,0.000000,60.553666,0.0000
236,0,0.000000,39.069739,0.0000
237,1,2.502175,35.722782,33.5990
238,2,28.621869,42.776762,24.7357
239,0,0.000000,37.094398,0.0000
240,0,0.000000,73.033816,0.0000
241,2,15.833300,68.749671,21.0667
242,0,0.000000,76.763644,0.0000
243,3,13.580361,55.898039,25.0422
244,2,4.467479,48.759160,73.0542
245,1,65.174892,75.242928,39.7093
246,0,0.000000,70.317059,0.0000
247,1,30.107847,51.333901,23.1396
248,0,0.000000,44.953659,0.0000
249,1,14.663986,69.685723,21.4716
250,0,0.000000,39.688202,0.0000
251,0,0.000000,47.066992,0.0000
252,0,0.000000,41.131956,0.0000
253,1,29.198288,52.735107,18.1947
254,0,0.000000,28.414748,0.0000
255,0,0.000000,59.991116,0.0000
256,1,30.920360,51.316801,25.4032
257,0,0.000000,51.038866,0.0000
258,0,0.000000,34.378715,0.0000
259,0,0.000000,57.166591,0.0000
260,0,0.000000,77.624343,0.0000
261,0,0.000000,63.657714,0.0000
262,2,69.447008,70.698768,18.6629
263,2,19.041443,45.259627,41.2296
264,0,0.000000,56.055332,0.0000
265,0,0.000000,59.881949,0.0000
266,10,42.552869,47.487864,45.5004
267,1,4.365238,26.014938,36.2633
268,1,36.017446,44.100953,49.2866
269,0,0.000000,62.097977,0.0000
270,1,2.305358,32.045952,15.3609
271,2,34.178069,68.695884,40.5348
272,0,0.000000,51.601700,0.0000
273,5,17.086463,50.872644,38.0843
274,1,3.480091,55.946422,35.1927
275,0,0.000000,77.769212,0.0000
276,0,0.000000,46.716899,0.0000
277,0,0.000000,74.455918,0.0000
278,0,0.000000,66.576073,0.0000
279,1,26.074515,34.713928,10.8089
280,0,0.000000,49.134716,0.0000
281,0,0.000000,74.902742,0.0000
282,0,0.000000,65.779811,0.0000
283,0,0.000000,32.826410,0.0000
284,0,0.000000,54.110376,0.0000
285,2,11.159587,48.976736,7.7071
286,11,25.183879,26.375335,20.5088
287,0,0.000000,38.946043,0.0000
288,1,56.679320,77.070024,13.7392
289,2,23.266715,37.324989,72.9844
290,0,0.000000,58.506881,0.0000
291,2,37.649339,67.005215,14.7241
292,0,0.000000,40.316872,0.0000
293,0,0.000000,35.647783,0.0000
294,0,0.000000,57.878041,0.0000
295,3,55.204407,55.692633,62.6574
296,0,0.000000,31.050201,0.0000
297,1,22.408761,64.958107,19.6480
298,13,76.920653,77.918546,130.1975
299,2,3.516079,57.319685,57.2422
300,1,5.631112,41.068718,27.7695
301,0,0.000000,51.368777,0.0000
302,0,0.000000,42.817405,0.0000
303,0,0.000000,27.258755,0.0000
304,0,0.000000,70.343736,0.0000
305,0,0.000000,49.403202,0.0000
306,0,0.000000,63.956026,0.0000
307,8,42.189773,58.134168,21.0337
308,0,0.000000,75.951496,0.0000
309,1,3.191433,36.751378,10.6000
310,24,49.161844,63.808136,16.5594
311,0,0.000000,52.606655,0.0000
312,0,0.000000,47.818248,0.0000
313,5,28.857172,58.373137,55.1100
314,0,0.000000,57.776667,0.0000
315,2,21.874277,30.842567,15.8258
316,1,29.162028,77.333842,22.3454
317,1,5.416697,26.082208,10.7099
318,1,7.746057,52.347861,25.2476
319,0,0.000000,67.457228,0.0000
320,0,0.000000,47.525559,0.0000
321,3,15.455423,61.645652,17.3492
322,0,0.000000,37.239274,0.0000
323,0,0.000000,51.098486,0.0000
324,0,0.000000,74.777240,0.0000
325,0,0.000000,50.277547,0.0000
326,3,32.956464,42.685779,33.2065
327,6,47.488983,49.069677,16.5036
328,0,0.000000,44.274923,0.0000
329,0,0.000000,67.431404,0.0000
330,1,17.256654,45.958456,22.8575
331,0,0.000000,56.792483,0.0000
332,2,27.168707,45.703373,7.9116
333,0,0.000000,45.199590,0.0000
334,0,0.000000,38.232541,0.0000
335,1,29.812062,50.693313,15.8380
336,0,0.000000,49.713490,0.0000
337,3,32.974336,44.475976,22.8691
338,3,39.992762,64.567678,31.4850
339,5,46.724683,55.312726,36.0794
340,0,0.000000,59.153883,0.0000
341,4,50.414466,64.799828,29.5646
342,0,0.000000,35.355666,0.0000
343,0,0.000000,36.040136,0.0000
344,0,0.000000,70.534923,0.0000
345,0,0.000000,66.033786,0.0000
346,0,0.000000,75.691496,0.0000
347,0,0.000000,33.481375,0.0000
348,0,0.000000,55.709917,0.0000
349,0,0.000000,73.040112,0.0000
350,0,0.000000,26.171983,0.0000
351,2,23.675359,75.858842,21.8115
352,0,0.000000,58.905146,0.0000
353,0,0.000000,53.764882,0.0000
354,0,0.000000,60.700454,0.0000
355,0,0.000000,50.503421,0.0000
356,0,0.000000,67.272249,0.0000
357,0,0.000000,37.469771,0.0000
358,1,15.326014,55.950285,13.2893
359,0,0.000000,66.438405,0.0000
360,0,0.000000,47.643557,0.0000
361,0,0.000000,51.994157,0.0000
362,3,37.666503,53.570349,31.7723
363,0,0.000000,35.146156,0.0000
364,0,0.000000,36.335073,0.0000
365,0,0.000000,45.527684,0.0000
366,0,0.000000,63.430703,0.0000
367,6,10.168018,70.285871,14.8705
368,40,66.712867,68.707149,24.9744
369,0,0.000000,37.551481,0.0000
370,0,0.000000,52.612951,0.0000
371,0,0.000000,44.270462,0.0000
372,2,26.747076,36.804757,79.4286
373,0,0.000000,41.803548,0.0000
374,1,39.676732,72.419699,30.2810
375,0,0.000000,32.218352,0.0000
376,2,21.810206,33.045864,35.4640
377,1,3.837349,61.794025,121.6736
378,0,0.000000,72.646950,0.0000
379,0,0.000000,68.579927,0.0000
380,3,27.739310,62.914534,62.9009
381,0,0.000000,66.683282,0.0000
382,0,0.000000,74.975939,0.0000
383,0,0.000000,26.727184,0.0000
384,0,0.000000,62.803317,0.0000
385,1,7.057079,37.142248,82.6079
386,0,0.000000,42.224359,0.0000
387,1,17.332355,61.314818,72.6189
388,0,0.000000,29.364941,0.0000
389,0,0.000000,40.482953,0.0000
390,3,27.638914,57.364602,23.2511
391,0,0.000000,67.222034,0.0000
392,4,59.095970,75.534186,21.3770
393,2,28.159418,46.352011,21.4651
394,0,0.000000,44.266002,0.0000
395,0,0.000000,42.958076,0.0000
396,2,2.449008,68.032982,16.8391
397,0,0.000000,30.781807,0.0000
398,0,0.000000,67.373891,0.0000
399,0,0.000000,58.498122,0.0000
400,2,36.780064,37.073546,22.4481
401,0,0.000000,42.569965,0.0000
402,0,0.000000,31.905046,0.0000
403,0,0.000000,27.924194,0.0000
404,0,0.000000,76.116918,0.0000
405,0,0.000000,47.164356,0.0000
406,1,47.108226,64.192981,7.7614
407,0,0.000000,76.436021,0.0000
408,0,0.000000,76.092398,0.0000
409,11,53.472389,60.435619,26.6031
410,2,20.374404,34.206767,20.4272
411,6,71.534493,71.985754,74.1658
412,0,0.000000,39.613572,0.0000
413,10,49.564891,61.716327,26.3268
414,2,8.233936,27.864837,102.2300
415,9,49.593202,52.454364,49.7714
416,0,0.000000,67.930366,0.0000
417,5,59.763664,65.337513,26.6978
418,0,0.000000,30.913187,0.0000
419,2,22.104750,60.402073,22.1623
420,1,4.180667,31.529194,55.6264
421,1,3.350171,41.738146,52.1942
422,1,3.872682,27.134475,8.4290
423,10,62.384550,70.128046,35.8561
424,0,0.000000,26.942791,0.0000
425,0,0.000000,32.275778,0.0000
426,0,0.000000,52.800147,0.0000
427,0,0.000000,66.672125,0.0000
428,9,32.936003,34.165692,31.9850
429,1,12.570475,60.338805,32.1349
430,0,0.000000,62.268490,0.0000
431,1,11.527625,63.705131,64.7921
432,0,0.000000,63.778481,0.0000
433,0,0.000000,59.850046,0.0000
434,0,0.000000,63.172432,0.0000
435,5,37.631698,44.785912,24.2425
436,0,0.000000,55.731767,0.0000
437,0,0.000000,33.391270,0.0000
438,0,0.000000,32.361051,0.0000
439,5,22.713464,57.496905,56.7812
440,1,28.272187,28.749468,87.2688
441,1,50.496825,70.701717,35.9464
442,1,23.454302,42.915116,27.7265
443,0,0.000000,51.634931,0.0000
444,1,41.953442,47.189677,58.6773
445,0,0.000000,73.397622,0.0000
446,0,0.000000,45.767983,0.0000
447,1,10.301737,41.633194,39.8616
448,0,0.000000,38.788271,0.0000
449,0,0.000000,26.106471,0.0000
450,0,0.000000,60.923880,0.0000
451,1,1.908000,62.245567,32.0512
452,0,0.000000,51.678051,0.0000
453,0,0.000000,46.596481,0.0000
454,1,26.635770,39.500473,16.2829
455,0,0.000000,44.796536,0.0000
456,6,26.685859,36.119623,28.4128
457,4,66.958575,70.079992,35.3281
458,0,0.000000,31.339862,0.0000
459,0,0.000000,47.892364,0.0000
460,0,0.000000,75.906550,0.0000
461,1,3.071866,45.179160,125.0825
462,0,0.000000,77.060009,0.0000
463,0,0.000000,49.623709,0.0000
464,0,0.000000,38.428990,0.0000
465,1,0.218312,44.866492,37.7940
466,8,47.519796,63.379507,6.2051
467,0,0.000000,50.474699,0.0000
468,0,0.000000,45.441694,0.0000
469,2,28.947134,36.556026,15.8348
470,1,34.855213,42.485062,34.6723
471,2,28.743674,43.120547,26.8306
472,0,0.000000,64.955128,0.0000
473,1,28.279311,36.898407,35.0238
474,1,6.196417,42.956135,40.9403
475,1,20.969539,31.649195,67.1331
476,5,22.200414,29.638930,46.1542
477,0,0.000000,40.971413,0.0000
478,1,22.449718,35.106567,17.7532
479,0,0.000000,62.298288,0.0000
480,0,0.000000,42.952683,0.0000
481,0,0.000000,45.820090,0.0000
482,2,22.332320,29.548333,41.6747
483,0,0.000000,62.230603,0.0000
484,1,69.728839,74.298669,23.9304
485,1,6.431159,31.599559,47.9681
486,0,0.000000,46.237706,0.0000
487,0,0.000000,41.679781,0.0000
488,6,11.591412,62.073479,18.9463
489,12,76.813194,76.833510,14.2113
490,2,3.637874,29.740862,244.0681
491,1,1.819476,46.010953,57.0908
492,1,56.108559,58.809541,48.5387
493,2,12.496929,52.963926,35.8659
494,0,0.000000,74.360877,0.0000
495,0,0.000000,53.298023,0.0000
496,8,40.501005,65.476564,16.7951
497,4,38.278599,58.154288,31.0360
498,0,0.000000,52.241104,0.0000
499,1,2.177944,60.457390,8.3958
500,1,1.614070,72.670566,12.3719
501,3,29.869403,45.845826,77.3994
502,23,69.500852,76.952174,25.0018
503,0,0.000000,60.777195,0.0000
504,0,0.000000,35.417023,0.0000
505,4,31.455629,67.351691,23.3589
506,0,0.000000,54.310212,0.0000
507,1,0.850660,68.627691,24.6254
508,0,0.000000,46.803088,0.0000
509,0,0.000000,60.180539,0.0000
510,5,29.721253,32.480304,41.0722
511,0,0.000000,53.647471,0.0000
512,4,27.220722,32.571155,70.4525
513,1,7.452820,34.585883,26.3623
514,0,0.000000,64.787698,0.0000
515,0,0.000000,76.161664,0.0000
516,0,0.000000,31.888142,0.0000
517,0,0.000000,37.079429,0.0000
518,2,44.047661,44.498691,32.7754
519,0,0.000000,41.562818,0.0000
520,0,0.000000,44.680311,0.0000
521,0,0.000000,34.336250,0.0000
522,1,25.145122,63.144690,42.2369
523,0,0.000000,38.298257,0.0000
524,0,0.000000,33.929778,0.0000
525,0,0.000000,52.121365,0.0000
526,4,26.915882,30.728642,24.7150
527,6,32.705387,43.223010,19.4224
528,1,1.860775,52.201210,59.1133
529,1,43.790771,46.844146,76.5449
530,1,14.819141,54.711848,24.3198
531,1,0.005519,53.798936,10.7540
532,1,63.445500,68.427952,49.3565
533,0,0.000000,54.645646,0.0000
534,0,0.000000,45.169280,0.0000
535,0,0.000000,27.094460,0.0000
536,0,0.000000,73.274815,0.0000
537,0,0.000000,65.699179,0.0000
538,0,0.000000,43.596276,0.0000
539,0,0.000000,34.034693,0.0000
540,1,25.561128,52.600206,65.9203
541,0,0.000000,31.290285,0.0000
542,1,34.892540,61.330532,7.5832
543,0,0.000000,46.311178,0.0000
544,6,30.006697,35.457361,19.7142
545,0,0.000000,76.534619,0.0000
546,0,0.000000,76.175486,0.0000
547,2,13.413230,30.007395,13.4415
548,3,61.798400,69.299365,26.5941
549,1,5.697090,31.636846,109.1092
550,0,0.000000,39.996737,0.0000
551,1,14.365767,26.440894,42.0837
552,0,0.000000,56.490627,0.0000
553,0,0.000000,60.019448,0.0000
554,0,0.000000,46.156982,0.0000
555,0,0.000000,33.416371,0.0000
556,7,21.637934,30.639921,74.0844
557,0,0.000000,50.225635,0.0000
558,0,0.000000,77.814788,0.0000
559,1,5.127908,59.291252,20.2151
560,0,0.000000,30.346747,0.0000
561,0,0.000000,34.555731,0.0000
562,1,54.801839,62.030875,7.5164
563,4,55.248669,70.943670,33.9341
564,4,56.856335,59.743407,56.4723
565,6,16.008036,31.184508,34.2489
566,0,0.000000,67.669246,0.0000
567,0,0.000000,67.660943,0.0000
568,1,4.689712,75.332416,31.8377
569,0,0.000000,44.622310,0.0000
570,5,28.237812,66.060362,31.9181
571,0,0.000000,27.635425,0.0000
572,4,49.220375,71.077461,27.0944
573,10,57.530407,67.293175,31.2390
574,0,0.000000,51.929850,0.0000
575,0,0.000000,40.821920,0.0000
576,1,4.699797,28.034253,82.9859
577,2,39.960581,62.215761,27.3342
578,0,0.000000,68.249247,0.0000
579,0,0.000000,72.165517,0.0000
580,2,75.887673,76.770172,103.4174
581,0,0.000000,35.771706,0.0000
582,0,0.000000,52.234593,0.0000
583,0,0.000000,71.231232,0.0000
584,0,0.000000,49.537328,0.0000
585,1,1.258806,28.764168,18.4969
586,0,0.000000,59.609933,0.0000
587,0,0.000000,37.776181,0.0000
588,4,36.982956,44.076922,23.3752
589,3,59.552067,77.501481,34.5273
590,0,0.000000,51.887276,0.0000
591,0,0.000000,72.175735,0.0000
592,0,0.000000,49.661439,0.0000
593,1,27.507896,33.811843,14.1059
594,0,0.000000,40.729808,0.0000
595,0,0.000000,50.605244,0.0000
596,0,0.000000,42.768955,0.0000
597,4,38.945799,55.466585,17.1520
598,3,19.515895,55.409879,19.6894
599,1,14.417355,28.757054,32.2745
600,1,0.015527,31.964861,37.6517
601,8,61.764224,68.654090,19.6038
602,4,4.333756,46.312465,16.8653
603,2,17.787931,28.336315,43.0128
604,0,0.000000,69.715326,0.0000
605,0,0.000000,40.876645,0.0000
606,0,0.000000,60.770229,0.0000
607,0,0.000000,73.371402,0.0000
608,1,8.234429,55.052260,42.2039
609,0,0.000000,73.958213,0.0000
610,7,47.783812,52.002444,85.9390
611,2,46.403165,48.345370,26.0208
612,0,0.000000,26.774725,0.0000
613,3,9.783250,60.070865,33.4038
614,1,2.310913,62.284128,12.5805
615,0,0.000000,45.364279,0.0000
616,0,0.000000,40.454301,0.0000
617,8,44.847609,46.002489,14.7597
618,0,0.000000,54.225837,0.0000
619,1,18.910577,57.615957,36.8970
620,1,12.587128,29.330261,24.1096
621,0,0.000000,39.387144,0.0000
622,7,35.158923,38.322893,53.8544
623,0,0.000000,54.508118,0.0000
624,3,46.273230,69.472465,61.2379
625,4,31.872906,32.514625,30.3578
626,1,21.265088,32.883643,34.9380
627,0,0.000000,28.352360,0.0000
628,0,0.000000,35.539440,0.0000
629,0,0.000000,48.806526,0.0000
630,0,0.000000,35.277622,0.0000
631,5,11.873699,40.240122,10.5386
632,0,0.000000,30.111488,0.0000
633,2,43.860246,66.406370,16.8252
634,3,14.908655,40.695183,59.1490
635,3,35.914063,41.190028,69.2033
636,0,0.000000,52.389345,0.0000
637,5,20.866573,48.981480,44.2471
638,0,0.000000,43.238110,0.0000
639,0,0.000000,34.161166,0.0000
640,0,0.000000,60.074350,0.0000
641,8,44.977355,47.599761,30.6152
642,3,56.150037,58.057400,33.1990
643,2,16.309748,52.750418,25.7131
644,0,0.000000,54.448423,0.0000
645,0,0.000000,53.209065,0.0000
646,3,73.615484,74.208139,24.8011
647,0,0.000000,37.753535,0.0000
648,1,2.018327,58.474049,11.6510
649,5,47.779354,65.834826,62.4358
650,0,0.000000,69.793943,0.0000
651,2,21.954045,44.105385,38.7739
652,0,0.000000,57.552270,0.0000
653,0,0.000000,76.499316,0.0000
654,0,0.000000,33.965971,0.0000
655,2,27.679405,54.292341,18.6121
656,2,9.698936,29.377655,18.2429
657,2,6.161344,62.207194,22.1480
658,0,0.000000,59.400504,0.0000
659,0,0.000000,33.302156,0.0000
660,0,0.000000,39.756347,0.0000
661,0,0.000000,27.910017,0.0000
662,1,36.390466,67.406113,7.0176
663,0,0.000000,33.270395,0.0000
664,1,1.435543,71.205113,19.5263
665,0,0.000000,69.373013,0.0000
666,0,0.000000,52.361959,0.0000
667,0,0.000000,75.915492,0.0000
668,1,32.535054,41.666681,31.6467
669,3,35.010130,62.336547,69.6379
670,0,0.000000,45.194893,0.0000
671,5,52.115359,60.010337,54.0404
672,0,0.000000,43.423302,0.0000
673,0,0.000000,33.820135,0.0000
674,7,18.333223,28.524267,29.1345
675,8,66.906203,76.795853,54.4391
676,0,0.000000,42.544289,0.0000
677,0,0.000000,56.571537,0.0000
678,0,0.000000,49.107919,0.0000
679,11,41.390223,58.831971,74.7787
680,1,15.765154,50.129117,18.0823
681,1,2.132218,50.539504,20.5196
682,0,0.000000,42.781658,0.0000
683,5,37.231187,67.431185,126.3842
684,0,0.000000,44.895410,0.0000
685,1,68.566512,68.911887,39.6646
686,10,51.035561,51.562000,15.2933
687,0,0.000000,37.664119,0.0000
688,1,4.736325,53.254153,10.2851
689,0,0.000000,64.450660,0.0000
690,1,32.280822,35.880737,17.3682
691,2,13.367369,30.336083,22.5334
692,2,50.366737,75.474656,28.3787
693,0,0.000000,35.498095,0.0000
694,2,10.477609,41.603194,18.4959
695,0,0.000000,64.751125,0.0000
696,0,0.000000,36.847670,0.0000
697,0,0.000000,52.153058,0.0000
698,0,0.000000,76.498925,0.0000
699,2,7.403856,45.500986,45.8199
700,0,0.000000,65.664932,0.0000
701,1,15.817856,62.992940,18.1188
702,1,3.704092,51.290592,23.4936
703,1,43.283968,64.190558,50.9497
704,4,20.667478,59.823072,20.7394
705,2,10.679054,66.532087,31.7039
706,0,0.000000,45.781661,0.0000
707,0,0.000000,32.258633,0.0000
708,1,15.000626,31.823603,25.1950
709,2,68.436527,75.468075,24.6871
710,3,28.497589,76.195610,29.0448
711,7,32.229602,34.224974,46.8341
712,7,27.083777,76.645751,43.5077
713,1,40.785431,54.542841,21.2791
714,7,16.100991,41.377099,19.2682
715,0,0.000000,72.474714,0.0000
716,0,0.000000,73.998712,0.0000
717,4,17.782092,67.963390,16.2512
718,5,72.052207,76.907634,18.5032
719,2,10.680575,47.821559,16.3624
720,0,0.000000,67.267198,0.0000
721,2,27.926133,47.935125,39.2914
722,1,27.666659,39.182740,16.4864
723,6,11.940979,42.737820,16.0873
724,1,30.630093,30.708195,40.1763
725,1,2.477131,77.970822,17.9424
726,0,0.000000,27.080246,0.0000
727,4,36.271905,42.648046,19.4706
728,1,4.995934,48.681581,10.2915
729,14,73.947138,75.262259,18.2268
730,0,0.000000,35.801069,0.0000
731,0,0.000000,62.731113,0.0000
732,0,0.000000,75.817631,0.0000
733,3,70.395735,72.811991,21.3853
734,0,0.000000,42.668759,0.0000
