transaction_id,customer_id,date,amount
294,119,2023-05-28,18.6
705,310,2023-12-28,31.58
591,255,2023-02-22,26.09
479,205,2023-12-13,47.28
438,187,2024-01-23,14.4
870,382,2024-06-07,31.64
1460,608,2023-10-16,15.32
1080,453,2023-11-24,21.01
1645,695,2023-05-18,23.8
951,410,2023-11-30,23.96
392,165,2023-01-24,23.84
1490,626,2024-06-25,23.57
1103,456,2023-10-22,41.31
827,367,2024-03-03,13.55
410,175,2023-08-20,47.05
511,219,2023-10-22,36.48
1785,758,2024-02-07,42.63
1042,439,2023-12-25,37.04
1620,685,2023-09-16,22.47
1467,612,2024-06-22,6.82
420,179,2023-12-13,34.43
1008,429,2023-10-12,14.19
1179,489,2023-04-03,25.87
267,107,2024-01-01,69.41
54,24,2024-01-01,16.85
300,122,2023-08-11,14.77
254,98,2024-04-19,46.95
730,320,2023-05-02,12.97
143,55,2024-01-07,15.83
1366,566,2024-01-27,8.53
702,310,2023-12-20,25.8
1065,453,2023-04-08,32.99
459,197,2024-03-03,19.95
358,149,2023-10-11,46.29
1198,496,2023-02-27,12.1
508,218,2024-01-13,15.1
1806,769,2024-03-05,-37.32
540,230,2024-03-29,20.51
514,220,2023-10-06,15.28
1120,459,2023-06-15,63.0
667,297,2023-10-21,75.21
532,229,2024-01-01,18.16
1285,530,2024-01-07,37.2
1249,517,2023-09-21,24.43
895,392,2024-01-23,27.31
553,239,2023-12-18,79.62
1782,757,2024-04-05,46.7
1512,638,2023-06-13,20.74
1426,594,2024-05-11,4.22
655,289,2023-07-09,34.14
288,117,2023-06-26,8.34
846,375,2023-08-19,53.92
543,232,2023-07-21,18.16
1691,717,2023-05-28,13.17
1575,661,2023-07-11,14.18
905,396,2023-06-02,24.94
169,62,2023-04-13,15.13
1735,737,2023-05-11,18.21
544,233,2023-10-15,16.19
1469,613,2024-03-26,12.91
1768,751,2023-11-16,34.28
1001,427,2023-12-10,120.8
1277,528,2024-01-06,23.66
676,301,2024-01-13,16.87
857,376,2023-10-26,17.71
668,298,2023-04-10,14.08
930,400,2023-09-02,18.55
873,385,2023-06-18,55.46
1710,728,2023-03-10,54.99
1280,529,2023-09-05,11.33
1794,763,2023-05-24,118.42
555,240,2023-11-12,133.1
920,398,2024-04-23,27.78
599,258,2023-11-12,20.26
429,183,2023-04-23,40.23
1451,605,2023-10-24,7.75
1445,605,2023-06-18,10.55
1505,634,2023-07-15,11.28
1638,695,2023-01-02,26.86
309,126,2023-05-07,64.65
1685,715,2024-06-10,27.69
331,135,2023-02-12,29.81
1072,453,2023-08-17,35.65
1097,454,2023-04-03,150.17
1741,739,2023-10-30,11.39
1554,651,2024-01-19,9.21
487,207,2023-09-17,53.45
952,410,2023-12-25,31.36
1656,700,2023-02-10,10.67
733,320,2024-05-15,25.44
58,27,2023-06-17,24.33
658,290,2023-01-27,48.66
1618,685,2023-07-20,16.69
1864,797,2023-08-14,14.15
204,75,2024-05-04,26.27
306,125,2024-03-28,32.27
689,310,2023-07-01,27.09
1045,440,2023-08-06,102.52
1827,781,2024-06-12,39.06
1729,733,2024-02-04,20.51
1628,688,2023-08-05,19.81
1371,567,2023-12-19,61.28
1060,448,2023-10-19,-47.87
745,325,2023-01-08,30.94
427,182,2023-06-19,16.46
171,62,2023-12-27,-21.83
1535,649,2024-01-01,35.53
949,410,2023-03-30,15.71
759,328,2023-01-28,31.98
314,129,2023-07-04,7.52
440,187,2024-06-21,31.63
1875,797,2024-05-17,29.98
573,247,2024-02-22,-42.71
1678,712,2023-12-20,54.16
1786,758,2024-03-06,41.1
144,55,2024-01-18,15.7
107,41,2023-12-16,20.01
692,310,2023-08-03,18.93
728,319,2023-02-02,86.31
890,390,2023-06-09,197.83
1868,797,2023-11-18,37.14
1779,757,2023-07-04,27.91
1098,455,2023-09-23,41.53
1672,707,2024-01-18,10.12
946,407,2023-07-21,39.15
1229,508,2024-02-25,33.57
1289,534,2023-05-06,16.21
1148,477,2024-03-14,102.61
1727,732,2023-06-16,29.11
1367,566,2024-04-15,16.82
1393,577,2023-09-08,29.65
1800,767,2023-02-05,30.28
1850,792,2023-10-12,14.96
823,364,2023-04-20,19.14
301,122,2023-11-02,8.36
1316,543,2023-08-01,93.94
447,192,2023-09-07,28.12
1077,453,2023-11-02,17.83
335,136,2023-08-15,30.23
1529,648,2023-09-11,34.84
700,310,2023-12-04,41.05
200,74,2023-09-23,8.05
953,411,2023-02-20,44.66
1728,732,2023-07-22,12.04
390,163,2023-09-02,39.97
669,298,2023-05-23,22.45
1684,715,2024-05-23,32.66
1485,625,2023-02-03,18.19
256,100,2023-11-25,47.64
1195,495,2023-06-29,8.5
1520,642,2023-07-02,25.32
1108,456,2024-03-23,55.39
40,17,2023-03-24,18.02
1476,618,2024-04-08,-5.48
18,10,2023-11-02,43.68
476,204,2023-12-02,8.16
1687,717,2023-02-16,13.14
126,51,2023-11-02,26.72
422,179,2024-05-22,-25.37
1504,633,2023-05-25,17.44
1466,612,2023-04-16,16.19
939,403,2024-01-15,24.72
1820,777,2023-01-13,11.24
1812,771,2023-12-21,57.89
673,300,2023-08-06,39.93
1158,481,2023-08-24,31.89
1023,436,2024-05-10,61.19
1563,654,2024-02-24,40.55
1016,435,2023-01-12,16.12
1265,525,2023-09-15,21.69
1798,765,2023-06-15,102.12
1824,780,2023-05-08,40.93
894,391,2024-02-25,25.93
1242,513,2024-01-26,20.19
1767,750,2024-02-21,-15.58
195,72,2023-12-30,18.21
350,147,2023-04-20,88.75
899,396,2023-02-10,40.4
839,374,2023-01-28,30.87
1576,662,2023-10-09,14.86
458,197,2023-12-07,13.29
1118,458,2023-08-11,15.99
1494,629,2023-06-23,30.43
1718,729,2024-06-28,13.11
919,398,2024-04-01,53.26
1062,450,2023-01-28,24.13
859,377,2023-04-28,12.85
594,255,2024-01-15,27.68
943,405,2023-11-03,16.08
1152,479,2023-05-14,16.58
1166,483,2023-12-06,40.71
305,125,2023-12-02,14.86
1867,797,2023-11-07,27.28
377,157,2024-01-16,15.42
788,346,2023-11-22,41.92
807,355,2024-02-24,31.76
326,133,2023-05-10,53.35
630,276,2023-10-16,20.74
264,104,2023-10-18,38.87
886,389,2023-01-09,26.0
933,400,2024-04-19,17.58
481,206,2023-03-01,12.66
833,371,2024-01-21,15.19
137,55,2023-08-12,9.24
1129,466,2023-05-03,40.84
1268,525,2024-01-14,6.61
1846,789,2023-09-16,-40.78
684,306,2023-08-02,26.7
1636,693,2023-07-16,62.16
1292,535,2023-08-04,7.58
71,35,2023-08-30,20.13
1545,651,2023-08-07,30.64
1014,434,2023-09-27,198.6
1773,754,2023-08-25,15.47
436,186,2023-06-19,22.21
512,219,2024-01-17,68.29
1330,544,2024-05-05,27.19
1847,790,2023-01-26,25.23
619,270,2024-01-15,23.24
1814,771,2024-05-02,35.74
1049,442,2023-11-29,56.79
1854,792,2024-03-07,21.79
87,36,2024-02-15,60.57
67,33,2024-05-23,55.84
731,320,2023-12-02,16.25
1434,600,2023-11-10,46.95
1216,503,2023-12-07,21.18
193,71,2023-09-10,50.91
1699,722,2023-10-29,7.88
1266,525,2023-11-05,32.11
155,56,2024-01-14,18.93
638,280,2023-09-12,9.57
598,257,2023-10-27,18.88
463,198,2023-08-12,8.92
1283,529,2024-04-26,16.57
116,44,2023-09-04,20.64
1196,495,2023-09-11,3.62
977,418,2023-09-28,32.55
395,167,2023-02-21,38.27
1775,755,2023-12-15,44.09
157,56,2024-02-22,19.18
351,147,2023-04-24,22.34
1856,794,2023-12-04,56.77
1439,603,2024-01-20,13.35
221,82,2023-04-02,43.86
1747,741,2023-06-22,41.07
1763,750,2023-11-08,40.31
1811,771,2023-09-30,51.9
736,322,2024-01-28,14.02
545,233,2024-03-06,6.55
1703,724,2023-11-26,44.83
1484,624,2023-04-27,20.86
969,414,2024-05-06,9.12
147,55,2024-05-11,9.1
298,121,2023-07-19,42.3
1265,525,2023-09-15,21.69
1282,529,2024-02-26,6.92
1707,726,2023-02-02,20.48
1039,438,2023-07-14,99.63
452,195,2023-06-15,19.95
412,176,2024-04-16,17.59
263,103,2023-12-05,29.61
1273,526,2023-12-07,16.36
999,427,2023-07-15,50.65
79,36,2023-12-24,51.68
1591,670,2023-02-04,33.15
1450,605,2023-10-20,14.58
1666,701,2024-05-28,30.15
197,72,2024-01-14,41.69
1788,760,2023-03-30,67.42
457,197,2023-03-18,24.94
607,262,2023-08-16,21.64
386,161,2024-01-26,66.95
236,88,2023-12-27,63.17
1325,544,2024-01-19,9.93
1444,605,2023-06-03,10.46
214,79,2024-05-12,34.69
1425,594,2024-04-01,10.85
1264,524,2023-07-07,35.78
1051,443,2024-01-29,35.25
569,246,2023-12-01,29.15
208,78,2024-01-06,66.49
1488,626,2024-03-01,16.28
1121,460,2023-07-14,15.63
257,100,2023-11-30,54.23
1347,553,2023-01-21,25.65
1652,697,2023-06-24,15.51
1562,654,2023-10-26,4.9
1213,503,2023-04-04,17.64
104,39,2023-09-28,47.11
1359,563,2023-12-25,44.21
411,176,2024-01-03,27.98
42,18,2023-10-02,75.87
291,117,2024-03-30,17.25
78,36,2023-12-10,22.34
647,284,2024-05-21,-10.22
604,261,2023-11-27,20.27
541,230,2024-04-05,27.28
1475,618,2023-05-24,45.92
814,358,2023-06-10,41.12
590,254,2023-09-14,58.57
421,179,2024-02-14,40.54
278,112,2023-12-09,31.34
955,412,2023-04-17,41.81
563,244,2024-05-11,16.14
1379,571,2023-08-03,28.54
956,413,2023-01-01,35.58
1766,750,2024-04-25,53.25
1090,453,2024-03-18,19.95
504,216,2023-06-16,15.55
1604,676,2023-06-21,54.94
112,42,2023-06-01,32.67
1252,518,2024-03-07,36.37
490,208,2024-01-06,39.25
775,339,2023-08-19,18.35
1416,590,2023-01-21,39.62
669,298,2023-05-23,22.45
484,207,2023-07-27,23.71
441,188,2024-01-09,16.2
21,13,2023-09-07,77.86
1365,566,2023-12-21,18.25
443,189,2024-06-08,20.66
651,285,2024-03-04,8.91
552,238,2023-07-12,41.43
241,92,2023-08-04,49.91
1736,737,2023-08-16,14.18
426,181,2024-01-11,49.15
1414,588,2023-12-29,41.95
656,289,2023-11-26,26.88
24,14,2023-03-12,13.22
815,358,2023-06-20,28.43
1511,637,2024-05-11,16.61
230,86,2024-01-25,12.39
1876,797,2024-05-17,69.78
1869,797,2023-12-29,31.56
1396,579,2023-03-19,24.25
1011,431,2023-05-24,54.6
1382,572,2023-04-11,81.6
904,396,2023-05-05,25.58
1543,651,2023-06-20,27.37
1819,776,2023-08-24,74.16
59,28,2023-01-11,28.72
1458,607,2023-09-21,27.2
202,75,2023-06-18,24.87
406,172,2024-01-17,22.0
1284,530,2023-07-10,22.57
417,177,2024-06-22,19.94
49,21,2023-08-11,35.43
1021,436,2024-04-17,26.68
925,398,2024-06-27,48.3
96,36,2024-05-12,48.1
1350,555,2024-02-03,20.49
628,275,2023-05-13,37.97
43,19,2023-03-01,33.16
1452,605,2024-01-20,14.91
382,158,2023-10-15,15.13
824,365,2023-07-05,23.57
106,40,2024-01-18,28.99
693,310,2023-08-10,46.14
1349,554,2023-02-07,29.01
1872,797,2024-04-23,23.55
1288,533,2023-12-06,13.42
1180,490,2023-08-16,12.58
1027,437,2023-02-19,34.14
797,352,2023-07-13,28.46
1478,620,2023-06-25,42.46
1362,564,2023-01-25,26.03
663,294,2023-06-25,42.76
1694,718,2023-10-07,39.69
1176,488,2023-06-02,4.84
1883,800,2023-07-04,37.72
808,355,2024-05-02,40.35
662,293,2023-12-16,52.4
928,400,2023-01-06,25.86
1355,559,2023-07-26,18.18
369,155,2024-03-03,14.93
724,317,2023-07-30,22.99
1528,647,2024-04-14,49.74
113,43,2023-04-23,13.44
1513,639,2023-10-26,7.15
1297,535,2024-06-19,4.12
1358,562,2024-02-01,29.86
1293,535,2023-09-03,9.03
1103,456,2023-10-22,41.31
1236,510,2024-05-12,16.99
854,375,2024-04-01,45.67
1527,647,2023-07-08,42.89
1181,490,2023-08-29,6.32
801,353,2023-06-13,76.65
160,57,2023-03-27,26.23
940,403,2024-02-23,27.34
1400,582,2024-04-30,20.73
131,54,2024-01-26,22.07
1781,757,2023-12-01,28.11
1491,627,2023-11-20,37.95
219,82,2023-02-01,24.17
565,246,2023-03-25,31.49
1234,510,2023-12-20,29.31
965,414,2024-01-11,14.18
661,292,2023-08-31,45.85
167,60,2024-05-03,-35.44
795,352,2023-03-20,14.5
1749,741,2023-07-21,-10.26
1537,650,2023-03-21,50.23
1088,453,2024-02-03,22.33
1659,701,2023-11-29,86.53
55,24,2024-05-03,26.8
319,131,2023-01-07,58.31
340,141,2023-07-30,26.26
1034,437,2024-05-14,46.71
1630,689,2023-08-03,25.91
1124,463,2023-09-16,20.46
492,209,2023-12-24,20.92
1225,506,2024-01-08,36.46
1523,644,2023-04-15,63.2
1262,523,2023-07-31,39.94
385,160,2024-01-01,6.87
802,353,2023-06-23,57.62
69,35,2023-03-06,24.28
864,380,2023-11-21,11.19
548,235,2023-02-26,27.01
790,348,2024-01-16,55.29
1276,527,2023-03-02,68.01
901,396,2023-02-21,22.51
1200,497,2023-08-05,29.05
1567,657,2023-12-19,33.49
530,228,2024-01-18,43.15
723,316,2023-08-28,31.63
391,164,2024-01-10,10.66
1022,436,2024-04-20,30.06
682,305,2023-04-22,27.69
1378,570,2023-12-05,71.6
1640,695,2023-01-16,16.37
583,251,2023-07-22,29.13
754,326,2023-07-14,39.42
906,396,2023-06-04,52.32
84,36,2024-01-29,57.24
625,273,2023-06-19,17.5
1707,726,2023-02-02,20.48
1587,669,2023-09-29,21.99
1387,574,2024-04-01,54.67
1449,605,2023-09-17,11.3
217,80,2024-02-21,4.63
448,192,2024-04-17,49.82
516,221,2023-12-21,-48.8
1860,796,2023-09-25,44.13
748,325,2023-05-07,13.85
445,191,2023-10-17,13.61
836,372,2023-06-14,-19.03
1720,730,2023-11-02,19.61
878,387,2023-08-23,34.9
1859,795,2024-04-12,23.4
501,215,2023-12-25,13.16
1430,597,2023-02-18,21.46
1059,448,2023-10-07,26.43
128,52,2023-08-07,89.8
538,230,2024-02-08,17.65
362,152,2023-12-18,35.53
70,35,2023-03-22,15.26
687,308,2024-02-04,43.04
623,273,2023-04-22,43.86
1175,488,2023-01-10,9.39
961,414,2023-10-11,20.87
442,189,2023-11-27,8.4
194,71,2023-10-19,19.85
186,68,2024-03-21,-32.67
1238,511,2023-02-02,12.13
885,388,2023-04-21,55.3
232,87,2023-07-04,20.27
1120,459,2023-06-15,63.0
1526,646,2023-01-13,24.15
94,36,2024-04-23,24.34
118,45,2023-05-16,29.59
1086,453,2024-01-20,13.15
2,2,2023-12-26,41.07
852,375,2024-01-14,52.75
1185,490,2024-04-24,5.38
1802,768,2023-01-31,17.3
1335,546,2023-01-13,190.76
983,422,2023-09-18,126.84
1305,537,2024-01-24,22.43
1202,499,2023-08-03,16.45
1233,510,2023-12-10,45.64
534,229,2024-04-23,34.13
883,387,2023-09-18,19.03
1219,505,2023-04-29,5.54
1673,708,2023-09-28,83.48
1075,453,2023-09-06,24.81
1190,493,2023-07-15,17.41
1455,606,2024-06-17,10.19
430,183,2023-04-29,31.98
247,97,2023-01-30,13.13
875,386,2023-10-19,11.17
1830,782,2023-08-05,46.64
405,172,2023-12-09,16.8
821,363,2023-12-23,16.29
320,131,2023-01-12,49.95
434,185,2023-06-27,20.52
686,308,2023-04-16,31.4
1063,451,2023-01-06,32.71
176,65,2023-05-04,16.55
1571,658,2024-03-10,39.07
1381,572,2023-03-01,22.07
932,400,2024-01-04,21.99
1174,487,2024-04-06,47.92
462,198,2023-08-09,33.36
557,240,2024-05-18,30.07
776,339,2023-12-28,16.93
577,249,2023-10-22,56.41
698,310,2023-11-08,24.28
468,201,2023-09-24,34.05
766,333,2024-04-07,31.35
695,310,2023-09-27,24.05
1514,640,2023-07-11,29.67
7,6,2023-10-27,63.19
1651,696,2023-07-10,13.57
140,55,2023-10-18,13.1
226,83,2023-02-10,58.91
1067,453,2023-04-28,36.43
1840,786,2023-09-08,9.06
1799,766,2024-01-02,43.48
91,36,2024-03-29,55.37
1154,481,2023-07-01,28.92
1682,715,2023-12-12,27.09
15,8,2024-01-19,13.59
1474,617,2023-11-21,118.13
1255,519,2023-10-22,128.42
1564,655,2023-09-03,50.39
424,180,2023-11-15,5.54
570,246,2023-12-13,20.75
1006,428,2024-06-25,13.99
653,287,2023-10-21,30.4
1557,651,2024-02-25,19.02
251,98,2023-05-05,21.44
1127,465,2023-01-28,38.53
1363,564,2023-01-28,16.37
134,55,2023-06-21,16.16
432,184,2023-11-15,156.26
659,291,2023-09-02,44.35
1338,547,2024-02-24,15.07
586,251,2024-03-12,15.14
851,375,2024-01-07,37.61
1857,795,2024-02-04,27.35
1486,626,2024-01-30,17.03
1204,500,2024-02-18,48.07
339,140,2024-01-06,14.02
1615,682,2023-03-02,32.97
835,372,2023-04-09,37.7
225,82,2024-01-29,27.75
154,56,2023-12-26,15.05
1883,800,2023-07-04,37.72
1531,649,2023-11-20,29.39
1641,695,2023-01-22,7.96
192,71,2023-07-20,11.78
1730,734,2023-03-31,33.23
1508,635,2024-06-19,-37.11
597,257,2023-06-20,13.96
750,325,2023-11-25,10.38
261,102,2024-02-23,52.73
1312,541,2023-08-06,38.06
1546,651,2023-08-17,15.71
1030,437,2023-11-20,29.88
293,118,2024-06-01,39.05
1311,541,2023-06-06,37.52
401,168,2023-03-22,7.03
134,55,2023-06-21,16.16
1648,695,2023-07-20,56.27
321,132,2023-07-04,7.93
389,163,2023-08-11,63.13
218,81,2023-07-14,27.11
998,427,2023-07-08,100.97
1456,606,2024-06-22,13.92
1239,511,2023-07-15,4.74
853,375,2024-03-22,76.48
1116,457,2023-08-21,13.33
165,59,2024-05-27,13.6
783,343,2023-04-27,51.75
9,7,2023-09-09,28.62
336,137,2023-11-05,18.56
343,144,2023-03-14,42.54
1582,665,2023-03-26,12.32
387,162,2023-04-10,47.65
1548,651,2023-09-13,9.86
503,215,2024-01-09,25.64
1815,772,2024-01-07,60.36
1364,565,2023-03-23,8.1
22,14,2023-02-11,28.01
1661,701,2024-01-02,73.85
384,159,2023-07-10,47.03
1010,430,2023-10-01,42.3
595,255,2024-05-01,24.85
1248,516,2024-06-24,35.47
296,120,2024-03-27,31.55
810,356,2023-01-10,17.13
199,73,2023-11-25,12.78
1339,548,2023-12-25,15.43
1125,464,2023-10-23,56.02
1698,722,2023-07-13,31.12
129,52,2024-05-21,-30.28
1809,770,2023-11-29,38.44
712,310,2024-03-18,29.54
274,112,2023-11-09,39.66
1844,788,2023-09-12,69.86
491,208,2024-04-28,22.99
248,97,2023-09-09,24.86
713,310,2024-03-28,26.27
1254,519,2023-10-01,125.13
1622,685,2024-02-21,40.78
489,208,2023-12-28,19.77
1172,486,2023-02-26,113.84
1688,717,2023-03-17,15.95
1047,442,2023-07-20,52.22
1052,444,2023-09-12,21.45
76,36,2023-11-12,99.39
934,400,2024-06-14,20.08
561,243,2024-01-04,61.52
849,375,2023-10-15,48.04
1612,680,2024-04-27,18.66
408,173,2023-10-21,30.67
975,417,2023-03-26,12.59
1748,741,2023-12-27,59.15
14,8,2023-09-06,16.7
1380,572,2023-01-18,40.04
584,251,2023-09-13,22.67
499,213,2024-06-07,16.99
1447,605,2023-08-12,13.16
1263,523,2023-08-26,23.92
1783,757,2024-05-11,48.4
1074,453,2023-09-03,17.79
1120,459,2023-06-15,63.0
1752,743,2023-08-15,9.7
848,375,2023-09-25,34.04
151,56,2023-09-07,28.15
349,147,2023-04-04,24.35
581,250,2023-03-02,14.97
907,397,2023-03-25,18.0
1245,515,2023-04-29,44.53
1389,576,2023-04-20,46.78
1839,786,2023-07-31,30.97
844,375,2023-07-28,63.1
1701,722,2024-05-18,22.86
368,155,2024-02-22,32.59
559,242,2023-07-18,36.04
1253,519,2023-06-19,94.83
1803,768,2023-05-20,16.98
631,277,2023-05-29,9.32
345,145,2024-03-03,-47.39
1825,781,2024-02-02,42.37
557,240,2024-05-18,30.07
1634,692,2023-08-19,3.26
629,276,2023-09-21,19.9
642,281,2023-07-10,13.77
308,126,2023-04-28,31.75
556,240,2024-04-28,72.66
1543,651,2023-06-20,27.37
66,33,2023-10-11,25.96
292,118,2023-06-11,24.46
1244,514,2023-10-23,17.0
948,409,2023-01-29,7.84
1471,614,2023-08-01,19.79
1639,695,2023-01-14,29.58
47,21,2023-05-08,22.02
439,187,2024-02-26,11.55
1494,629,2023-06-23,30.43
912,398,2024-01-14,62.29
1174,487,2024-04-06,47.92
357,148,2023-07-12,9.32
285,116,2023-04-12,22.73
1320,544,2023-08-22,14.32
122,48,2023-04-30,70.22
1394,578,2023-09-27,42.98
707,310,2024-01-15,27.38
209,78,2024-01-07,21.71
1582,665,2023-03-26,12.32
739,323,2023-09-28,22.05
1589,669,2023-11-08,17.62
1754,743,2024-06-20,33.1
1713,728,2024-04-08,45.47
1078,453,2023-11-07,41.8
1623,685,2024-03-03,26.15
295,120,2023-12-01,40.95
403,170,2023-03-27,27.84
1009,429,2024-04-03,35.16
50,21,2023-09-21,15.08
1139,474,2024-01-29,34.75
850,375,2023-12-29,57.97
770,336,2023-12-27,17.56
1261,523,2023-07-17,50.58
1085,453,2024-01-08,42.22
993,425,2023-12-25,27.05
660,292,2023-05-30,37.19
1149,478,2023-12-12,130.51
1057,447,2023-08-25,13.03
605,261,2024-01-11,33.44
761,330,2023-03-04,31.04
726,318,2023-08-12,44.75
1040,438,2023-07-30,94.78
1855,793,2023-01-08,5.69
1169,483,2024-05-03,23.77
610,265,2023-08-06,31.01
475,204,2023-11-27,24.22
133,55,2023-06-08,8.69
1333,545,2023-08-25,9.01
196,72,2024-01-11,80.07
970,415,2024-01-15,10.63
454,196,2023-04-25,15.97
1037,438,2023-01-28,43.97
1017,435,2023-01-30,14.91
1292,535,2023-08-04,7.58
855,375,2024-04-25,53.41
45,20,2023-11-16,17.08
1477,619,2023-10-21,28.17
938,402,2024-02-06,21.6
33,14,2024-01-19,27.18
1778,757,2023-05-07,94.08
